"","year","soc_2010_minor","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"14",2013,"11-1000",2645051.66,2640529.64,2593034.18,47495.46,1918060.31,722469.33,0.273607733484862,1756.04739336493,1607.5,47.4970202622169,48,102.334125596106,111
"15",2014,"11-1000",4869217.11,4863312.86,4736964.59,126348.27,3657481.41,1205831.45,0.247944453649647,1695.80408163265,1528.5,47.8710304601426,49,102.797067415071,111
"16",2015,"11-1000",2325838.95,2320724.77,2283447.02,37277.75,1748252.86,572471.91,0.2466780711786,1731.31188118812,1500,48.2180555555556,50,102.178317888166,111
"17",2016,"11-1000",2549501.57999999,2535637.17999999,2495088.98,40548.2,1791306.49,744330.69,0.293547789830089,1764.24590163934,1731,47.5343456254519,49,102.415878118651,111
"18",2017,"11-1000",2742669.68,2726964.15,2683084.49,43879.66,1805609.55,921354.6,0.337868248102931,1820.07623318386,1846,48.0486991327552,49,102.396688640003,111
"19",2018,"11-1000",2555730.07,2548087.61,2510660.39,37427.22,1785652.16,762435.45,0.299218695231598,1783.1875,1813.5,47.5018208302986,48,102.614668249182,111
"20",2019,"11-1000",2690084.16,2689703.21,2651631.71,38071.5,1927999.19,761704.02,0.283192590605563,1947.61304347826,1923,47.5833333333333,49,102.51417623508,111
"21",2020,"11-1000",2867505.7198,2857351.8349,2772445.8157,84906.0192,1991631.8565,865719.9784,0.302979831824,1837.24347826087,1826,48.2257077276205,48,102.452890177504,111
"22",2021,"11-1000",2787726.3722,2759870.901,2682539.5076,77331.3934,1942045.2647,817825.636299999,0.296327497059254,1921.53883495146,1923,48.0861313868613,49,103.995820935648,111
"23",2022,"11-1000",2853441.31,2840266.16,2808275.13999999,31991.02,1939069.51,901196.649999999,0.3172930279182,2035.2380952381,2115,48.3299845440495,48,102.460539546759,111
"24",2023,"11-1000",3121677.89,3104322.34,3041285.27,63037.07,2096018.01,1008304.33,0.324806582424685,1986.5,1923,47.5708898944193,48,102.908917838088,111
"25",2024,"11-1000",3257455.59,3236260.59,3158304.52,77956.07,2096515.08,1139745.51,0.352179769923905,1986.5,1923,47.4818383988139,48,102.538019594398,111
"26",2025,"11-1000",3215420.05,3183890.14,3110157.24,73732.9,2084393.99,1099496.15,0.345331057810933,1986.5,1923,48.0404354587869,48,102.821326178045,111
"27",2000,"11-2000",790271.3,788216.18,769480.16,18736.02,486813.41,301402.77,0.382385921080686,1104.48684210526,961.5,39.6908077994429,39,103.021218544384,111
"28",2001,"11-2000",812860.5,812860.5,780062.68,32797.82,489779.03,323081.47,0.397462381306509,1237.66141732283,1154,40.254295532646,39,101.095363005091,111
"29",2002,"11-2000",792034.269999999,790022.329999999,759614.239999999,30408.09,498655.14,291367.19,0.36880880316383,1301.664,1090.5,40.4387568555759,40,100.967886072284,111
"30",2003,"11-2000",1070981.35,1068520.83,1034863.3,33657.53,568666.390000001,499854.44,0.467800370349354,1175.83673469388,976,41.1764705882353,40,100.401858464472,111
"31",2004,"11-2000",1009063.16,1009063.16,977052.3,32010.86,558780.11,450283.05,0.44623871710865,1345.92899408284,1153.5,41.9957446808511,42,101.679012065013,111
"32",2005,"11-2000",928222.849999999,926071.759999999,891389.469999999,34682.29,518990.86,407080.9,0.439578138091588,1317.64761904762,1221,41.3530377668309,41,101.1439605393,111
"33",2006,"11-2000",1071541.89,1069710.85,1055045.89,14664.96,602878.92,466831.93,0.4364094558824,1254.28676470588,1047.5,41.1172214182344,41,101.68534599794,111
"34",2007,"11-2000",991529.7,990198.610000001,964609.57,25589.04,571991.8,418206.81,0.422346391700146,1270.82524271845,1154,41.63125,41,102.585613213495,111
"35",2008,"11-2000",1106364.58,1101134.09,1070280.85,30853.24,610607.22,490526.87,0.445474238291905,1376.39603960396,1177,41.7506849315068,41,102.602516456465,111
"36",2009,"11-2000",1120950.77,1117151.12,1046598.5,70552.62,631105.84,486045.28,0.43507567713847,1409.68595041322,1183,42.0870165745856,41,102.393863956382,111
"37",2010,"11-2000",1179558.46,1177879.29,1098578.22,79301.07,628519.739999999,549359.55,0.466397155178779,1347.47619047619,1307.5,41.7078353253652,41,103.116878716834,111
"38",2011,"11-2000",1240983.92,1224165.9,1154735.66,69430.24,681079.75,543086.15,0.443637704660782,1391.83582089552,1250,42.3957219251337,42,104.267660306499,111
"39",2012,"11-2000",1111422.99,1105973.63,1040729.76,65243.87,648037.51,457936.12,0.414056997000914,1502.37894736842,1442,41.7463556851312,41,105.085425508744,111
"40",2013,"11-2000",1038939.87,1031771.19,983808.12,47963.07,587521.71,444249.48,0.43056976615135,1459.90099009901,1250,42.5825396825397,42,103.623554821297,111
"41",2014,"11-2000",2074612.12,2069749.4,1972843.26,96906.14,1054499.57,1015249.83,0.490518238584826,1528.00847457627,1384.5,42.3904320987654,41,104.393952234024,111
"42",2015,"11-2000",1219266.71,1216223.15,1172873.48,43349.67,647139.63,569083.52,0.467910448834986,1661.9537037037,1500,42.3422222222222,41,103.663713982093,111
"43",2016,"11-2000",1217319.04,1211296.82,1183206.57,28090.25,619474.51,591822.31,0.488585704369305,1544.27551020408,1459,42.0122511485452,42,102.949727912272,111
"44",2017,"11-2000",1253762.94,1248605.53,1236721.23,11884.3,652636.68,595968.85,0.477307552850579,1662.42708333333,1481,42.1489028213166,42,102.855895320278,111
"45",2018,"11-2000",1252848.81,1247984.58,1201689.73,46294.85,670732.14,577252.44,0.462547734363833,1655.5376344086,1538,42.3747980613893,41,104.644244859179,111
"46",2019,"11-2000",1343492.64,1332384.93,1314042.49,18342.44,627844.99,704539.94,0.52878107830295,1532.74166666667,1442,42.3037790697674,42,105.949751172883,111
"47",2020,"11-2000",1293145.2782,1282405.6541,1241551.2523,40854.4018,651678.558699999,630727.0954,0.491831187256148,1657,1702,41.9285714285714,41,105.920495942548,111
"48",2021,"11-2000",1400878.5904,1396578.9743,1326303.1019,70275.8724,773546.177100001,623032.7972,0.446113545073439,1727.23863636364,1538,43.389507154213,42,105.128228080184,111
"49",2022,"11-2000",1451522.35,1444815.34,1415625.03,29190.31,791857.58,652957.76,0.451931635775683,1866.10638297872,1635,44.323051948052,43,106.870785307415,111
"50",2023,"11-2000",1317646.96,1311885.43,1273061.67,38823.76,680580.82,631304.61,0.48121931653742,1853.68085106383,1659,43.6456400742115,42.5,107.433086828322,111
"51",2024,"11-2000",1326876.59,1324854.03,1259962.54,64891.49,632818.81,692035.219999999,0.52234827711548,1853.68085106383,1659,42.9301886792453,40,105.989555739963,111
"52",2025,"11-2000",1397798.1,1393166.38,1330268.83,62897.55,660666.240000001,732500.14,0.525780804443472,1853.68085106383,1659,41.514598540146,39,105.724374442628,111
"53",2000,"11-3000",876542.670000001,876542.670000001,860923.070000001,15619.6,453874.35,422668.32,0.482199366289835,947.510416666667,871,40.978102189781,40,99.6336394211133,111
