"","soc_2010_broad","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"167","33-3020",23,23,2003,2025,2014,153339.026495652,152570.703886957,150876.453913043,1694.24997391304,114621.121317391,37949.5825695652,0.256391854889603,1433.95639526284,1233.86956521739,43.1676506162561,42.2391304347826,102.159727414349,109.347826086957
"168","33-3040",23,23,2003,2025,2014,16177.9634869565,15846.2956608696,15309.2956086957,537.000052173913,10865.863926087,4980.43173478261,0.332713136304345,1135.21739130435,1110.28260869565,41.5974048897962,38.8260869565217,92.8963905793399,88.1739130434783
"169","33-3050",26,26,2000,2025,2012.5,709961.271992308,706929.977626923,698671.615530769,8258.36209615385,607042.599196154,99887.3784307692,0.141966176935485,1108.62946383466,952.538461538462,39.702857580178,38.1538461538462,93.5501758537175,90.7307692307692
"170","33-9010",22,22,2003,2025,2013.54545454545,12934.4744772727,12725.9590227273,12472.8240909091,253.134931818182,8048.84116818182,4677.11785454545,0.414095231953052,646.55303030303,611.25,39.6696581196581,35.0681818181818,85.5689752393031,83.0227272727273
"171","33-9020",23,23,2003,2025,2014,102116.565991304,101034.859469565,97777.4131652174,3257.44630434783,62145.1419608696,38889.7175086956,0.386816901603644,973.836262409088,800.021739130435,43.6673240901721,43.195652173913,98.6634676374981,102.913043478261
"172","33-9030",26,26,2000,2025,2012.5,1019773.99673846,1005941.59991538,925599.753934615,80341.8459807692,778856.042719231,227085.557196154,0.22690902971769,611.453197197755,495.057692307692,42.0183617590236,39.6153846153846,81.9420520623835,79.4615384615385
"173","33-9090",26,26,2000,2025,2012.5,200861.4154,188752.919765385,170982.189053846,17770.7307115385,87920.8442115385,100832.075553846,0.547721438966658,397.571103098018,244.480769230769,40.007088225944,38.2884615384615,79.2981232245386,76.6923076923077
"174","35-1010",26,26,2000,2025,2012.5,996017.909257692,987966.750338461,935463.729884615,52503.0204538461,562283.006457692,425683.743880769,0.445981099718331,613.184634324925,506.519230769231,38.1386791978329,35.6153846153846,79.3458424519611,77
"175","35-2010",26,26,2000,2025,2012.5,2237049.02489615,2210626.95417692,2009641.97413846,200984.980038462,1316302.09335769,894324.860819231,0.406000273513906,411.680082612127,373.480769230769,36.9327823471689,34.0192307692308,68.3474853133453,73
"176","35-2020",26,26,2000,2025,2012.5,831567.588607692,817426.763053846,743049.481257692,74377.2817961538,339909.297888462,477517.465165385,0.596687759362438,341.75731660234,296.923076923077,35.04003536182,29.9615384615385,71.1586385620041,73
"177","35-3010",26,26,2000,2025,2012.5,447291.318530769,441579.88915,406105.314369231,35474.5747807692,192980.260696154,248599.628453846,0.561643777844453,492.003221464565,436.153846153846,35.7219157445674,31.6153846153846,82.6905420895926,80.0769230769231
"178","35-3020",26,26,2000,2025,2012.5,599298.914838461,583410.427142308,520444.060473077,62966.3666692308,200298.002161538,383112.424980769,0.65565816287167,307.866236338142,270.25,30.0045997773186,23.9423076923077,73.8745429692972,73.6153846153846
"179","35-3030",26,26,2000,2025,2012.5,2027541.12986154,1983021.14684231,1819208.55975385,163812.587088462,584202.775961538,1398818.37088077,0.70686770529697,385.337385955661,328.134615384615,30.9993374934307,25.6153846153846,78.5698141798202,78.8461538461538
"180","35-3040",23,23,2003,2025,2014,206598.278878261,202583.549595652,189014.97536087,13568.5742347826,63806.9423521739,138776.607243478,0.693703956417711,431.341680436532,362.717391304348,38.4137076566875,34.195652173913,76.5751145861063,73.695652173913
"181","35-9010",26,26,2000,2025,2012.5,388457.071207692,378574.836369231,348651.390480769,29923.4458884615,192831.239111538,185743.597257692,0.483046852268953,328.670744746932,279.788461538462,35.4923062049518,30.5192307692308,71.5716784969679,73
"182","35-9020",26,26,2000,2025,2012.5,352321.212346154,345703.130334615,299072.059153846,46631.0711807692,248291.536538462,97411.5937961538,0.245928786748317,304.913202869715,276.923076923077,35.8260070207834,31.4038461538462,61.5510741193771,72.2307692307692
"183","35-9030",23,23,2003,2025,2014,260953.297143478,253336.173913043,231609.824556522,21726.3493565217,39947.6950217391,213388.478891304,0.842993988762868,298.50298862786,228.630434782609,28.0086336238647,21.1521739130435,77.7325004707982,76.8260869565217
"184","37-1010",26,26,2000,2025,2012.5,551777.120326923,547293.770657692,522953.541061538,24340.2295961538,403429.772553846,143863.998103846,0.261393967780616,761.583636581384,693.653846153846,44.8998892588127,45.5192307692308,78.1721765052416,73.4615384615385
"185","37-2010",26,26,2000,2025,2012.5,4114123.19541154,4049591.36286154,3734052.92054231,315538.442319231,1793171.01026154,2256420.3526,0.557312583568857,444.448207425765,398.423076923077,44.2800382616972,44.75,67.3361618616819,73
"186","37-2020",26,26,2000,2025,2012.5,89391.6805038462,87416.1308769231,83895.1084576923,3521.02241923077,83703.45345,3712.67742692308,0.0421679261695583,752.267961205461,628.288461538462,40.7951435131504,38.7884615384615,78.3691098270499,73.7692307692308
"187","37-3010",26,26,2000,2025,2012.5,1298323.44511923,1272839.18891923,1088005.6049,184833.584019231,1195564.23618462,77274.9527346154,0.0618560436201323,532.808633513357,463.615384615385,39.4445141859522,37.6153846153846,63.8242561052116,73
"188","39-1010",17,17,2003,2019,2011,160177.678823529,157467.501176471,152080.121764706,5387.37941176471,84412.0935294118,73055.4076470588,0.460149313188973,794.143574048981,663.5,42.5501846068865,42.0588235294118,91.954457467466,86.1764705882353
"189","39-1020",26,26,2000,2025,2012.5,201111.116753846,199814.986826923,195065.810361538,4749.17646538462,58283.9495230769,141531.037303846,0.70287545567084,673.834146375442,574.807692307692,43.3262838346756,42.1538461538462,83.6277114078905,79.6538461538462
"190","39-2010",23,23,2003,2025,2014,55502.4473086956,55032.6170043478,53408.102,1624.51500434783,23080.4001695652,31952.2168347826,0.563784396652508,778.88115942029,579.413043478261,41.85211156201,41.304347826087,85.4964417905512,81.3478260869565
"191","39-2020",26,26,2000,2025,2012.5,220646.600580769,217252.12635,202301.053026923,14951.0733230769,56304.0697769231,160948.056573077,0.735469824840427,428.38151750508,362.211538461538,36.761904136372,33.7307692307692,80.7400508506297,77.9230769230769
"192","39-3010",23,23,2003,2025,2014,106777.755330435,106274.206847826,99414.5238217391,6859.68302608696,58660.8709217391,47613.335926087,0.457293475324103,627.728326644068,534.239130434783,42.6829282761628,42.1739130434783,82.1928509051317,76.8913043478261
"193","39-3020",18,18,2000,2017,2008.5,7293.72611111111,7222.43222222222,6721.13388888889,501.298333333333,6173.24,1049.19222222222,0.109493370775323,412.638888888889,407.25,30.9806116722783,27.1944444444444,83.5875637010993,80.1944444444444
"194","39-3030",26,26,2000,2025,2012.5,42490.3596423077,39995.5335923077,34526.1511461538,5469.38244615385,19737.5890576923,20257.9445346154,0.491541415301074,246.567438010707,198.807692307692,33.7665490020697,25.8269230769231,81.0656406460838,78.3653846153846
"195","39-3090",26,26,2000,2025,2012.5,202859.95125,195416.385534615,171354.780626923,24061.6049076923,111692.481996154,83723.9035384615,0.425198551857238,392.739758437671,282.076923076923,35.0414836931194,26.7307692307692,82.3876848690687,80.0769230769231
"196","39-4030",26,26,2000,2025,2012.5,44476.8294230769,44248.1740384615,43176.4232692308,1071.75076923077,31555.9380538462,12692.2359846154,0.280776208314477,954.755982905983,712.057692307692,48.3789399138577,48.2692307692308,95.7097860007094,95
"197","39-40X0",23,23,2003,2025,2014,16820.8322304348,16522.4466608696,15534.6940521739,987.752608695652,9313.73217826087,7208.7144826087,0.445051290461743,537.655797101449,479.217391304348,50.3415481861134,48.1086956521739,84.9294863283438,79.7826086956522
"198","39-5010",26,26,2000,2025,2012.5,934523.053611538,928498.723711538,897730.836588461,30767.8871230769,157403.846423077,771094.877288462,0.830452503421718,508.434733913853,435.884615384615,40.7936604705858,39.2692307692308,79.9859412224935,78.5384615384615
"199","39-5090",23,23,2003,2025,2014,325777.287934783,322528.147904348,311798.689421739,10729.4584826087,44758.5586652174,277769.58923913,0.857619101962433,495.732317665294,404.304347826087,39.9220354208046,39.4130434782609,76.8305009540666,73.5217391304348
"200","39-6010",26,26,2000,2025,2012.5,82011.3794769231,81345.4246,76958.4563346154,4386.96826538461,64359.0120769231,16986.4125230769,0.203636042906081,602.765774503275,501.846153846154,41.2883292831908,37.3269230769231,81.0353718173003,76.7307692307692
"201","39-7010",26,26,2000,2025,2012.5,54214.1175653846,52263.6224961538,47213.4402846154,5050.18221153846,27148.8702192308,25114.7522769231,0.471121716575232,282.975091575092,189.826923076923,41.6006604262442,36.5769230769231,88.8057929137874,83.1346153846154
"202","39-9010",26,26,2000,2025,2012.5,1375563.2214,1346001.85733077,1261314.07904231,84687.7782884615,70637.3737846154,1275364.48354615,0.947079548499849,347.2318593609,301.769230769231,38.8942284101464,36.9807692307692,79.3211940389325,77.9230769230769
"203","39-9020",23,23,2003,2025,2014,1335570.45803913,1312999.50202174,1223984.14888261,89015.3531391304,211807.35143913,1101192.15058261,0.845919845543774,428.96568001837,379.130434782609,43.7904801159907,44.0652173913044,77.3654589676139,73.695652173913
"204","39-9030",26,26,2000,2025,2012.5,365411.634392308,352964.894242308,336185.773969231,16779.1202730769,122187.996411538,230776.897830769,0.654711009189303,497.480147897938,421.192307692308,39.1577679184333,36.6538461538462,93.0479228492639,89.6153846153846
"205","39-9040",23,23,2003,2025,2014,50813.9265,50184.014326087,46841.8257434783,3342.1885826087,18893.6410782609,31290.3732478261,0.62007547324709,415.890838509317,330.521739130435,35.9450539977963,31.3695652173913,87.8776239656669,83.0217391304348
"206","39-9090",26,26,2000,2025,2012.5,145601.564503846,142495.923988462,134357.552038462,8138.37195,62798.0021807692,79697.9218076923,0.535608083560598,442.957160338964,348.961538461538,39.8978309025459,36.0769230769231,84.038027307189,80.0576923076923
"207","41-1010",26,26,2000,2025,2012.5,4844917.4916,4814243.58586154,4671859.27518462,142384.310676923,2874446.00967692,1939797.57618462,0.40374987817284,935.343600171047,757.461538461538,43.1991378619608,43.1153846153846,88.0045419884659,81
"208","41-2010",26,26,2000,2025,2012.5,3186271.57982692,3107715.77196154,2777174.65335385,330541.118607692,801232.947280769,2306482.82468077,0.742510366636883,356.411621202047,300.653846153846,33.4833895219662,27.25,76.176414189984,73
"209","41-2020",26,26,2000,2025,2012.5,283478.105115385,280084.73595,263055.736346154,17028.9996038462,188023.262369231,92061.4735807692,0.320664532713053,639.164090952855,508.346153846154,39.352356603874,37.5192307692308,80.2154245866562,75.7692307692308
"210","41-2030",26,26,2000,2025,2012.5,3413833.84429615,3352464.30666923,3105543.70631923,246920.60035,1674873.24403462,1677591.06263462,0.500270196308602,581.768157426272,409.884615384615,38.4223373734211,35.1153846153846,84.1152278328445,81
"211","41-3010",26,26,2000,2025,2012.5,216028.940776923,213503.676719231,203459.784269231,10043.89245,101256.5063,112247.170419231,0.52736233679148,1090.24893583278,967.230769230769,40.8952706980475,38.8076923076923,98.3845137552929,106.615384615385
"212","41-3020",26,26,2000,2025,2012.5,630270.323838462,626084.191973077,608207.156430769,17877.0355423077,329464.081030769,296620.110942308,0.472191004841622,1048.64431757161,830.346153846154,44.7290191657012,45.0384615384615,95.5953244824163,96.6538461538462
"213","41-3030",26,26,2000,2025,2012.5,354208.451811538,351655.993146154,338049.673038462,13606.3201076923,245137.634265385,106518.358880769,0.294289891745624,1499.95334700521,1285.01923076923,42.1756454505634,40.6923076923077,103.529199466664,111
"214","41-3040",23,23,2003,2025,2014,92339.8943173913,91379.6330130435,85950.6379347826,5428.99507826087,17006.1128956522,74373.5201173913,0.811729842798202,725.71517033691,611.760869565217,46.9872651372198,48.695652173913,93.5124334825585,90.6521739130435
"215","41-3090",26,26,2000,2025,2012.5,605193.655257692,600188.720069231,566020.424942308,34168.2951269231,393461.798361538,206726.921707692,0.342347801760149,1148.40817342423,976.173076923077,40.6432246520354,39.3653846153846,95.1053707002886,99.2307692307692
"216","41-4010",26,26,2000,2025,2012.5,1388904.15849615,1381432.89141154,1335058.32133846,46374.5700730769,994561.083219231,386871.808192308,0.280710715458261,1192.1577917927,1008.48076923077,43.5674999693705,43.6730769230769,94.93910827946,98.4615384615385
"217","41-9010",26,26,2000,2025,2012.5,77035.9704615385,74432.2355230769,65603.6341230769,8828.6014,20261.0079730769,54171.22755,0.730784942536971,302.064244943091,217.480769230769,44.7865645647696,42.8461538461538,83.6274785910962,78.4038461538462
"218","41-9020",26,26,2000,2025,2012.5,1020919.22515,1013122.68229615,987972.598688461,25150.0836076923,447671.22185,565451.460446154,0.557459086849001,1035.29233488214,850.288461538462,47.9248748744836,48.5961538461538,96.6535834679373,101.115384615385
"219","41-9030",26,26,2000,2025,2012.5,44237.9757923077,44076.3900230769,43570.0665615385,506.323461538462,40146.1307615385,3930.25926153846,0.0921201245608828,1921.21620879121,1656.92307692308,43.6913449725419,42.0961538461538,105.266181059221,109.692307692308
"220","41-9040",23,23,2003,2025,2014,126258.500826087,122728.125326087,97003.2067173913,25724.9186086957,47505.641426087,75222.4839,0.611390147198045,494.909440245745,411.04347826087,35.5623701250066,31.1086956521739,83.089125785437,78.6304347826087
"221","41-9090",26,26,2000,2025,2012.5,520083.825553846,511486.987665385,479932.898069231,31554.0895961538,219592.426723077,291894.560942308,0.573196146440356,791.143321603201,612.923076923077,42.4444358839924,41.5769230769231,87.2618674232589,82.9615384615385
"222","43-1010",26,26,2000,2025,2012.5,1446657.54120769,1436796.00213846,1392339.82104231,44456.1810961538,439590.933088461,997205.06905,0.688187203033804,901.671685703484,792.961538461538,44.0636337419964,44.7884615384615,89.8437330556039,83.3653846153846
"223","43-2010",26,26,2000,2025,2012.5,31898.7388846154,31260.3296538462,29392.1444423077,1868.18521153846,4936.83048461538,26323.4991692308,0.799052268622708,539.351648351648,444.634615384615,44.2099131089957,40.6153846153846,82.4866988027034,79.0769230769231
"224","43-2020",26,26,2000,2025,2012.5,52586.1381576923,52045.5570038462,47314.0192384615,4731.53776538462,9882.69333076923,42162.8636730769,0.793043556720949,561.205390905391,455.538461538462,39.6698451549735,35.2307692307692,83.1508264538359,78.75
"225","43-2090",17,17,2003,2019,2011,11882.1423529412,11882.1423529412,10355.3541176471,1526.78823529412,4695.40941176471,7186.73294117647,0.529155947025424,766.098039215686,699.647058823529,40.7693107546049,39.5,88.0833410664082,83.6176470588235
"226","43-3010",26,26,2000,2025,2012.5,191027.643019231,188799.031761538,173424.989973077,15374.0417884615,59451.5155384615,129347.516223077,0.69352498385892,654.618846127005,555.269230769231,39.8175078594272,37.7307692307692,84.732460722309,80.8461538461538
"227","43-3020",26,26,2000,2025,2012.5,487556.842592308,483613.9714,465663.197261538,17950.7741384615,51264.9117807692,432349.059619231,0.893786307884837,687.499018621618,612.692307692308,42.1943362120284,42.0192307692308,85.9105099038461,80.6923076923077
"228","43-3030",26,26,2000,2025,2012.5,1441559.62696923,1426015.46914231,1374272.63117692,51742.8379653846,148906.265157692,1277109.20398462,0.892688105044522,625.775877116976,595.326923076923,46.1148725525596,47.4615384615385,85.6319881088351,81
"229","43-3040",17,17,2003,2019,2011,14023.0823529412,14023.0823529412,12384.65,1638.43235294118,2875.58294117647,11147.4994117647,0.78163525752962,493.539215686275,465.617647058824,38.8689799475025,33.2647058823529,78.5946375975776,75.8235294117647
"230","43-3050",26,26,2000,2025,2012.5,160106.575426923,158504.622734615,151429.555130769,7075.06760384615,15613.83855,142890.784184615,0.900524508501264,749.772014331211,681.942307692308,44.3750619892042,45.1730769230769,86.4486732547412,81.8269230769231
"231","43-3060",23,23,2003,2025,2014,32882.6647391304,32818.5569130435,31975.1282173913,843.428695652174,15464.5547,17354.0022130435,0.557186752961327,934.646376811594,838.673913043478,43.9749779490189,43.8478260869565,89.5996573681525,84.4782608695652
"232","43-3070",26,26,2000,2025,2012.5,398925.451611538,394548.602938462,379579.168865385,14969.4340730769,61886.3460653846,332662.256873077,0.841688371963164,505.477129174086,464.365384615385,35.3240183637973,30.3461538461538,83.9402478918444,80.6923076923077
"233","43-3090",15,15,2011,2025,2018,106247.339273333,105145.09594,100221.482533333,4923.61340666667,39022.88648,66122.20946,0.637798933567652,953.386951936952,811.233333333333,41.5713991046335,40,95.5770719996811,96.7
"234","43-4010",17,17,2003,2019,2011,7913.40882352941,7913.40882352941,6792.70176470588,1120.70705882353,3943.10470588235,3970.30411764706,0.492260783228343,552.323529411765,475.411764705882,38.8334351922587,35.9117647058824,90.9523988286816,85.3235294117647
"235","43-4030",23,23,2003,2025,2014,99780.4121130435,98180.8206478261,96421.3402826087,1759.48036521739,21008.4492347826,77172.3714130435,0.784532398906767,716.499264549744,682.54347826087,45.2679109775952,46.9782608695652,88.3141029365309,82.6086956521739
"236","43-4040",23,23,2003,2025,2014,47685.8652565217,47041.6839521739,45235.6972391304,1805.98671304348,11407.8713347826,35633.8126173913,0.759268242585623,791.825983436853,657.695652173913,40.7113564731473,39.8260869565217,87.1120370977136,83.195652173913
"237","43-4050",26,26,2000,2025,2012.5,2324624.13481538,2294146.18669615,2145933.28271923,148212.903976923,764055.119888462,1530091.06680769,0.673636567322789,656.356503864094,563.711538461538,37.7395080304551,35.2115384615385,85.7150402594423,81
"238","43-4060",26,26,2000,2025,2012.5,81352.2721384615,80501.1874769231,77962.2790153846,2538.90846153846,15470.6488538462,65030.5386230769,0.8028297598368,830.740474109224,759.730769230769,44.0678267835354,43.3269230769231,94.1010862244261,93.2884615384615
"239","43-4070",26,26,2000,2025,2012.5,325383.61515,316559.259292308,298001.607446154,18557.6518461538,58040.8315461538,258518.427746154,0.808914767070856,569.241084057018,499.423076923077,40.6475664505342,39.9038461538462,85.4124125775754,81.3846153846154
"240","43-4080",26,26,2000,2025,2012.5,131331.979615385,129460.838326923,117800.308888462,11660.5294384615,39795.0134307692,89665.8248961538,0.698294612787904,466.114439731107,416.730769230769,34.7852363014706,29.5192307692308,81.6499198088174,80.0769230769231
"241","43-4110",26,26,2000,2025,2012.5,185137.890807692,180945.827842308,161560.792753846,19385.0350884615,35601.5889884615,145344.238853846,0.801633881076377,613.478688271443,528.634615384615,40.9586748394153,39.4038461538462,87.557411541917,82.1538461538462
"242","43-4120",26,26,2000,2025,2012.5,109857.268661538,108584.305996154,104145.696153846,4438.60984230769,19190.3841730769,89393.9218230769,0.82095818242241,383.34417944466,296.576923076923,41.1132439099476,39.9230769230769,91.9795948237142,87.5192307692308
"243","43-4130",23,23,2003,2025,2014,155747.98043913,154558.474986957,147255.649334783,7302.82565217391,32568.4823826087,121989.992604348,0.791799874459438,854.146377847673,762.608695652174,40.3728214141893,39.3695652173913,88.9671641120368,83.3260869565217
"244","43-4140",23,23,2003,2025,2014,21400.7958913043,21249.8319782609,20988.0102391304,261.821739130435,4679.56765652174,16570.2643217391,0.737850059789968,809.089855072464,671.5,38.9145287976882,34.695652173913,89.2914946443466,84.9565217391304
"245","43-4150",26,26,2000,2025,2012.5,154014.808692308,152277.369534615,141336.724065385,10940.6454692308,55556.6525,96720.7170346154,0.617961058830155,690.877565255674,593.865384615385,39.4046092449102,37.2692307692308,84.3013152081205,80.6153846153846
"246","43-4160",26,26,2000,2025,2012.5,72599.3857576923,72195.1757576923,68843.5989461538,3351.57681153846,11482.5942576923,60712.5815,0.829821169669891,880.898341935842,687.980769230769,41.9817131616891,41.7307692307692,91.3857296864689,88.0769230769231
"247","43-4170",26,26,2000,2025,2012.5,1490761.73372692,1467393.73637692,1370972.57707692,96421.1593,128738.93875,1338654.79762692,0.911270379087295,512.257521529514,486.692307692308,38.9944721663853,36.3846153846154,83.0539554008937,80.3846153846154
"248","43-4180",26,26,2000,2025,2012.5,154252.062203846,152764.858819231,145884.280453846,6880.57836538462,59120.7749076923,93644.0839115385,0.596160257776437,728.640500806725,614.653846153846,40.7434474030972,40.1730769230769,88.2650360259662,81.4038461538462
"249","43-4190",23,23,2003,2025,2014,116406.484378261,113673.47466087,109472.680734783,4200.79392608696,23654.1114,90019.3632608696,0.792941538578187,713.281466759785,610.173913043478,42.3412511764586,41.7173913043478,90.1344478340426,85.9565217391304
"250","43-5010",23,23,2003,2025,2014,23592.7929652174,23315.0920956522,21666.774573913,1648.31752173913,13894.3311652174,9420.76093043478,0.387338951519373,766.264492753623,703.282608695652,40.97489326082,38.5217391304348,86.5956881254396,83.4347826086957
"251","43-5020",26,26,2000,2025,2012.5,411457.320811538,403606.945492308,378291.586465385,25315.3590269231,314531.963238462,89074.9822538461,0.202828960988683,685.456481098602,542.615384615385,41.8762356023007,40.9038461538462,80.5197138391755,78.8461538461538
"252","43-5030",26,26,2000,2025,2012.5,301086.072034615,298997.589503846,287539.166757692,11458.4227461538,127631.900103846,171365.6894,0.57191236304278,728.500105012938,661.115384615385,40.8614337091809,39.5769230769231,82.4116953645148,79.7692307692308
"253","43-5040",26,26,2000,2025,2012.5,36954.4219115385,36790.0457576923,35229.0275846154,1561.01817307692,31973.0299884615,4817.01576923077,0.133610045373677,765.924252030021,653.423076923077,41.4937821737225,39.8653846153846,79.0071971837716,75.1538461538462
"254","43-5050",26,26,2000,2025,2012.5,581030.333357692,574550.564915385,559778.118580769,14772.4463346154,327144.473996154,247406.090919231,0.43206181802567,894.371054885211,863.365384615385,45.9042017550331,46.9230769230769,83.6588692023343,81
"255","43-5060",26,26,2000,2025,2012.5,274375.286326923,271947.425911538,260873.423753846,11074.0021576923,125791.726657692,146155.699253846,0.537780015323191,966.314536627882,864.519230769231,42.6914713036936,42.6153846153846,90.0565227440563,85.5576923076923
"256","43-5070",26,26,2000,2025,2012.5,651349.145042308,645886.807523077,598108.721380769,47778.0861423077,436828.61855,209058.188973077,0.321701684348328,628.071662350891,551.788461538462,40.2181329128168,39.0384615384615,76.7261183262998,73
"257","43-5080",26,26,2000,2025,2012.5,1715686.74263077,1687441.55443077,1524521.94147308,162919.612957692,1079412.87140769,608028.683023077,0.361455491395676,476.234303007634,421.288461538462,36.6364464657274,32.9423076923077,76.3963966834957,73
"258","43-5110",26,26,2000,2025,2012.5,74780.6115615385,73587.8424769231,68190.74715,5397.09532692308,37633.4066884615,35954.4357884615,0.498004033588786,722.290873015873,574.634615384615,41.7071990432247,40.2692307692308,79.8009467526684,75.3076923076923
"259","43-6010",26,26,2000,2025,2012.5,3123352.15968077,3088664.21843462,2970094.75343846,118569.464996154,141679.543176923,2946984.67525769,0.953003941262068,674.189705569667,626,44.7261371577637,46.5384615384615,87.1017332595423,81.7692307692308
"260","43-9010",20,20,2000,2019,2009.5,171228.475,169651.4425,162428.7535,7222.689,79915.657,89735.7855,0.531746585945899,707.40559168434,619.25,42.6944098276031,43.75,87.8556139529381,83.1
"261","43-9020",26,26,2000,2025,2012.5,624360.758665385,614678.177188461,574253.497103846,40424.6800846154,101753.618619231,512924.558569231,0.816459384056618,610.418979599208,561.403846153846,41.2897203457706,40.1346153846154,85.9365518966711,81.8076923076923
"262","43-9040",23,23,2003,2025,2014,299244.077991304,296133.828265217,283911.008886956,12222.8193782609,54198.0610695652,241935.767195652,0.816383651051416,733.163262115462,667.391304347826,41.548316095891,40.695652173913,88.3298326537203,81.8695652173913
"263","43-9050",26,26,2000,2025,2012.5,110095.639761538,108830.159376923,100977.414376923,7852.745,55022.8126192308,53807.3467576923,0.475263866401235,545.121104468133,475.211538461538,42.8358925925864,42.5192307692308,79.1484034126155,75.3076923076923
"264","43-9060",26,26,2000,2025,2012.5,1243018.69928077,1222867.85399615,1155265.71132308,67602.1426730769,203489.656323077,1019378.19767308,0.832368270768727,586.975670157004,546.923076923077,41.3009053111892,41.2307692307692,85.4323370675935,81
"265","43-9070",26,26,2000,2025,2012.5,45866.5486038462,45055.6211769231,41694.0202884615,3361.60088846154,18268.3310769231,26787.2901,0.593702883069314,507.609796186719,383.423076923077,40.0221903304437,38.5192307692308,82.3577861711639,77.1538461538462
"266","43-9080",26,26,2000,2025,2012.5,12986.4324115385,12939.5458730769,11612.9183346154,1326.62753846154,3214.98769230769,9724.55818076923,0.800086329888501,708.685897435897,679.173076923077,46.5271686332772,38.4615384615385,100.608208893183,97.8461538461538
"267","43-9110",23,23,2003,2025,2014,29105.7917782609,28781.4312347826,28595.7373217391,185.693913043478,13275.8742956522,15505.5569391304,0.543874483541494,953.11801242236,868.413043478261,42.8170714653526,39.9565217391304,93.0002775557897,89.0434782608696
"268","43-9190",26,26,2000,2025,2012.5,671378.039753846,665505.91645,643560.211573077,21945.7048769231,160613.691057692,504892.225392308,0.757826926201007,737.31794406467,677.307692307692,41.9513292766658,41.5,91.9463259411405,87.5
"269","45-1010",26,26,2000,2025,2012.5,55246.4555153846,54686.7897461538,51274.7413192308,3412.04842692308,46622.0257423077,8064.76400384615,0.139834149947441,789.502991452992,686.519230769231,46.0775290259426,46.2884615384615,69.9751819320225,73.6153846153846
"270","45-2010",26,26,2000,2025,2012.5,20206.1722115385,20123.4522115385,18911.3983653846,1212.05384615385,13410.2966769231,6713.15553461538,0.33647056070841,987.22673992674,907.096153846154,45.3866146561491,42.9038461538462,86.8729929132656,81.1153846153846
"271","45-2040",23,23,2003,2025,2014,100705.898434783,98813.7604130435,80420.9299521739,18392.8304608696,34882.5433608696,63931.2170521739,0.640268519368805,473.629237670542,443.95652173913,42.3597583155928,40.6304347826087,58.3108139647215,67.4347826086957
"272","45-2090",26,26,2000,2025,2012.5,855753.046876923,835156.321365385,704564.458507692,130591.862857692,639612.817746154,195543.503619231,0.231582984312324,491.987014364227,418.884615384615,39.3755372601456,37.4038461538462,56.0728545538313,67.3461538461538
"273","45-3010",26,26,2000,2025,2012.5,43338.6340653846,41243.4412269231,35355.0997807692,5888.34144615385,38604.7367307692,2638.70449615385,0.0621488052830893,730.999358974359,657.057692307692,44.704186333149,44.9230769230769,73.1966577890388,72.9230769230769
"274","45-4010",26,26,2000,2025,2012.5,22710.2267115385,21864.2879961538,19165.3856884615,2698.90230769231,17961.5181346154,3902.76986153846,0.188590609638487,602.238782051282,557.423076923077,41.4546674713426,36.4807692307692,78.7744758336911,76.3461538461538
"275","45-4020",26,26,2000,2025,2012.5,76281.0460307692,74335.5748769231,66061.9421384615,8273.63273846154,72233.9801230769,2101.59475384615,0.0236609378268885,593.584613997114,479.634615384615,42.2845794887076,41.8461538461538,65.1988543141463,71.3461538461538
"276","47-1010",26,26,2000,2025,2012.5,825036.3101,820954.143480769,775098.119392308,45856.0240884615,794602.060953846,26352.0825269231,0.0328006267426902,1091.58396141878,931.365384615385,44.0281180091964,44.4423076923077,77.0342840320873,73
"277","47-2010",26,26,2000,2025,2012.5,26835.9698730769,26526.9337192308,22649.9247269231,3877.00899230769,25763.3907384615,763.542980769231,0.029998178165549,1158.39606227106,992.653846153846,41.0597520164238,39.1730769230769,75.8092557784283,72.4807692307692
"278","47-2020",26,26,2000,2025,2012.5,207155.179234615,205111.289026923,175950.463834615,29160.8251923077,203515.479026923,1595.81,0.00792528977784973,769.989006524236,619.307692307692,40.7543705497441,39.75,65.1920722331257,73
"279","47-2030",26,26,2000,2025,2012.5,1603362.63195385,1583964.33040385,1416758.12046154,167206.209942308,1550847.02703077,33117.3033730769,0.0216507067737175,797.134293239774,691.326923076923,40.3214724191512,39.5384615384615,70.3134290986538,73
"280","47-2040",26,26,2000,2025,2012.5,216478.463669231,215317.024823077,195381.106788462,19935.9180346154,210291.587111538,5025.43771153846,0.0248736318077089,682.031823020524,583.173076923077,38.808671517593,37.5961538461538,65.641149304457,73
"281","47-2050",26,26,2000,2025,2012.5,91198.7440192308,90275.5486346154,73928.4649192308,16347.0837153846,88762.2197307692,1513.32890384615,0.01777776690242,730.744893354509,612.134615384615,39.7759139864621,38.4615384615385,62.0612805260181,71.0384615384615
"282","47-2060",26,26,2000,2025,2012.5,1954747.64681154,1926728.24545769,1640721.97586923,286006.269588462,1854757.31381538,71970.9316423077,0.0367922923477978,704.24592487243,580.461538461538,38.2354384737426,36.9615384615385,65.6680783879045,73
