"","occ","n_years","n_years_explicit","min_year","max_year","year","n_months","n_months_explicit","min_month","max_month","month","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"200",309,3,3,2000,2002,2001,11,11,1,12,6.63636363636364,6524.97079222222,6321.05802934343,5519.2807739899,801.777255353535,3448.08514464646,2872.97288469697,0.427877868492196,473.916388888889,469.445934343434,40.788474025974,37.4217171717172,81.985515995974,77.6984848484849
"201",310,17,17,2003,2019,2011,12,12,1,12,6.5,1110059.82272598,1102829.21533627,1059822.55596814,43006.6593681373,598922.856745098,503906.358591176,0.455040095928052,803.317426972114,652.592696078431,40.9165165560095,39.2671568627451,84.2399798878116,80.9019607843137
"202",313,3,3,2000,2002,2001,12,12,1,12,6.5,2579288.01632222,2546470.99755833,2462144.31586111,84326.6816972222,33689.7735138889,2512781.22404444,0.98674575554829,451.348437100902,426.826527777778,43.1372221723264,43.0694444444444,81.6114569870592,80.7777777777778
"203",314,3,3,2000,2002,2001,12,12,1,12,6.5,157864.994436111,156728.468286111,152862.288694444,3866.17959166667,8348.70374444444,148379.764541667,0.947136525443303,530.806022089423,470.391944444444,43.2433356603334,42.5416666666667,87.4638677349872,83.2222222222222
"204",315,3,3,2000,2002,2001,12,12,1,12,6.5,579553.869344444,571322.021672222,545897.143530556,25424.8781416667,31597.983025,539724.038647222,0.945212989782682,447.886911931761,434.834305555556,40.3525251632005,39.3611111111111,82.7637349597573,81
"205",316,3,3,2000,2002,2001,12,12,1,12,6.5,207607.159469444,197566.236555556,176002.953766667,21563.2827888889,41637.2633388889,155928.973216667,0.795534632918492,396.718016748406,360.934027777778,39.248776985076,36.8888888888889,84.4109939056532,80.8888888888889
"206",317,3,3,2000,2002,2001,12,12,1,12,6.5,139702.170744444,137386.253011111,126206.722397222,11179.5306138889,35313.1272277778,102073.125783333,0.741484352591401,340.742075931376,301.890416666667,32.6376856314999,25.9305555555556,80.6629675847519,79.5555555555556
"207",318,3,3,2000,2002,2001,12,12,1,12,6.5,284116.813055556,280378.868880556,267889.242097222,12489.6267833333,81070.9978055556,199307.871075,0.711551574920986,530.168803494737,477.846111111111,40.5235299936987,40.0555555555556,87.8499075268212,81
"208",319,3,3,2000,2002,2001,12,12,1,12,6.5,1105291.34220556,1085074.47886389,1018824.30346944,66250.1753944444,35293.6478055556,1049780.83105833,0.967492892078081,361.233360975547,356.765972222222,38.207959146057,34.9722222222222,79.5320457575304,76.5555555555556
"209",320,8,8,2003,2010,2006.5,12,12,1,12,6.5,47935.463771875,47635.696003125,46292.02986875,1343.666134375,37192.4070947917,10443.2889083333,0.219115824472317,904.064667493386,713.3784375,48.6622971082188,46.2291666666667,94.5333414683156,92.921875
"210",323,3,3,2000,2002,2001,12,12,1,12,6.5,453869.002222222,445609.631730556,420730.512375,24879.1193555556,64604.5251777778,381005.106552778,0.854340539752225,402.976334008143,382.060277777778,38.4904095767862,35.8194444444444,81.5299313932372,81
"211",325,5,5,2000,2012,2005.2,8.4,8.4,1.2,8.6,4.9,6945.90157878788,6945.90157878788,6945.90157878788,0,2954.14771030303,3991.75386848485,0.714902973349483,624.059643939394,606.784227272727,43.1728607503607,41.2537878787879,92.1207577584741,89.430303030303
"212",326,3,3,2000,2002,2001,11.6666666666667,11.6666666666667,1,12,6.48484848484848,8798.74048787879,8632.924875,8343.23450126263,289.690373737374,1607.69821868687,7025.22665631313,0.78048937534292,465.657285353535,436.094002525253,38.2937109187109,34.709595959596,91.0805544500763,88.1982323232323
"213",327,3,3,2000,2002,2001,12,12,1,12,6.5,321925.329186111,318542.635288889,302566.168308333,15976.4669805556,77995.2735166667,240547.361772222,0.755027209648285,527.468997656364,476.570972222222,36.9210127267698,33.6666666666667,82.1307900641527,81
"214",328,3,3,2000,2002,2001,12,12,1,12,6.5,72549.9993333333,71801.3686166667,69309.8350333333,2491.53358333333,12076.0356361111,59725.3329805556,0.83727009711929,550.3286127553,477.630138888889,40.333144144747,38.3194444444444,82.5672218261946,79.8888888888889
"215",329,3,3,2000,2002,2001,12,12,1,12,6.5,146403.593952778,143314.883394444,138480.705616667,4834.17777777778,24280.4442944444,119034.4391,0.830090171621638,271.983867028837,210.867777777778,40.4859167602748,39.4166666666667,85.4639223865947,81
"216",330,17,17,2003,2019,2011,12,12,1,12,6.5,19315.0539289216,19231.4913867647,18279.6740813725,951.817305392157,12519.6057730392,6711.88561372549,0.346553010752541,973.76904038282,877.41568627451,44.2537928137476,40.7941176470588,86.8740758671276,81.7328431372549
"217",335,3,3,2000,2002,2001,12,12,1,12,6.5,327927.247608333,319041.402966667,294761.040152778,24280.3628138889,59451.9604027778,259589.442563889,0.813036205345958,347.572566254291,308.434027777778,36.3798281515244,32.2361111111111,80.0459969915075,79.3333333333333
"218",336,3,3,2000,2002,2001,12,12,1,12,6.5,224716.1787,222428.46095,215276.476544444,7151.98440555556,31683.9416944444,190744.519255556,0.856711078381934,488.841774782018,434.645277777778,42.7416159733607,42.4027777777778,84.4716441965906,81
"219",337,3,3,2000,2002,2001,12,12,1,12,6.5,1721613.20911667,1703988.95103889,1653357.41216389,50631.538875,129429.978677778,1574558.97236111,0.924111593236194,447.443383637082,435.161805555556,44.1126343483751,43.2222222222222,82.6825569425751,81
"220",338,3,3,2000,2002,2001,12,12,1,12,6.5,182891.999286111,181041.59335,176744.791816667,4296.80153333333,14635.9511166667,166405.642233333,0.9171686008448,515.910977020405,499.282083333333,42.3251494378014,42.1111111111111,82.5509603712104,80.3333333333333
"221",339,3,3,2000,2002,2001,12,12,1,12,6.5,221730.054491667,219758.656130556,214581.348191667,5177.30793888889,21888.4239611111,197870.232169444,0.900316744845705,459.057272269444,425.662777777778,39.9318780685108,37.6111111111111,82.4169237697348,80.1111111111111
"222",340,17,17,2003,2019,2011,12,12,1,12,6.5,164290.117234314,162921.149226961,156870.152904412,6050.99632254902,78898.3353941176,84022.8138328431,0.51755766107665,919.91991192734,766.805098039216,46.4677633000004,44.7892156862745,92.9268780217668,89.9656862745098
"223",343,3,3,2000,2002,2001,12,12,1,12,6.5,53051.5810166667,52357.5997527778,48799.5597833333,3558.03996944444,12842.0524472222,39515.5473055556,0.746009569997675,518.740188742585,396.94375,41.788139891249,40.2083333333333,83.7523366471831,78.9722222222222
"224",344,3,3,2000,2002,2001,12,12,1,12,6.5,153986.382919444,153042.604438889,148432.938136111,4609.66630277778,14562.8978972222,138479.706541667,0.905483572966072,467.133810290555,429.623333333333,38.1919618389188,36.3611111111111,82.706988596297,79
"225",345,3,3,2000,2002,2001,12,12,1,12,6.5,37068.3764027778,36383.6201555556,33260.7237111111,3122.89644444444,17056.0645361111,19327.5556194444,0.543369884462372,377.778652557319,293.813055555556,35.0581820610988,28.3055555555556,77.3205306920995,76.6666666666667
"226",346,3,3,2000,2002,2001,11.6666666666667,11.6666666666667,1,12,6.45454545454545,7118.49349419192,7048.24928308081,5959.18789545455,1089.06138762626,3833.24871969697,3215.00056338384,0.449566650867618,410.790572390572,422.239444444444,40.9885822510822,38.9381313131313,75.3824059205136,72.1666666666667
"227",347,3,3,2000,2002,2001,12,12,1,12,6.5,18486.8319444444,18268.1047138889,17582.5379555556,685.566758333333,7712.35930833333,10555.7454055556,0.549517935978485,466.771319444444,438.127222222222,39.4835286626953,36.7777777777778,77.8090097085185,73.6527777777778
"228",348,3,3,2000,2002,2001,12,12,1,12,6.5,150212.144238889,147324.989572222,137274.799963889,10050.1896083333,23228.0923722222,124096.8972,0.843882923256166,407.029426409485,371.115694444444,39.5145363841673,35.875,78.0492278278073,74.7777777777778
"229",350,17,17,2003,2019,2011,12,12,1,12,6.5,583395.546454902,580752.083460784,569181.638236274,11570.4452245098,169796.995275,410955.088185784,0.70764695421539,1312.47882868773,1183.73720588235,47.0250901114075,47.1225490196078,105.021408411484,111
"230",353,3,3,2000,2002,2001,12,12,1,12,6.5,15740.1531388889,15595.4108472222,14944.3536027778,651.057244444444,3818.21564444444,11777.1952027778,0.766375276126937,449.312268518519,413.540555555556,36.366497314414,31.125,79.8136408242222,76.2083333333333
"231",354,3,3,2000,2002,2001,12,12,1,12,6.5,304667.372627778,301833.009383333,293567.7172,8265.29218333333,145075.187891667,156757.821491667,0.518757827965322,662.732618763195,670.8325,44.6030759770388,44.375,82.9705652218983,80.8888888888889
"232",355,3,3,2000,2002,2001,12,12,1,12,6.5,349595.436066667,347480.301466667,342837.927216667,4642.37425,243191.449175,104288.852291667,0.298902340502304,691.399257475087,697.112222222222,44.515420905519,44.4166666666667,81.5894697995752,79.8888888888889
"233",356,3,3,2000,2002,2001,12,12,1,12,6.5,176256.930813889,173259.689666667,162779.143638889,10480.5460277778,79743.1996694444,93516.4899972222,0.537899970130256,407.877628058046,374.727638888889,39.9858726172226,37.2916666666667,77.184637028822,73.3333333333333
"234",357,3,3,2000,2002,2001,12,12,1,12,6.5,155598.017566667,152018.261216667,143856.756377778,8161.50483888889,110327.220852778,41691.0403638889,0.273069382227037,422.555697330593,339.563194444444,42.7603573394023,40.5,78.2360907976406,75.6666666666667
"235",359,3,3,2000,2002,2001,12,12,1,12,6.5,262170.169975,260059.222713889,251182.154127778,8877.06858611111,122357.359636111,137701.863077778,0.527871892042678,575.274293857278,519.309027777778,39.9664997054685,38.2916666666667,81.1648775156283,79.5555555555556
"236",360,17,17,2003,2019,2011,12,12,1,12,6.5,14741.3453578431,14693.1571955882,14501.0616710784,192.095524509804,7585.49371764706,7107.66347794118,0.466985919100479,1602.33098937908,1488.74102941176,44.6167350419189,40.8602941176471,115.538256880314,114.852941176471
"237",363,3,3,2000,2002,2001,12,12,1,12,6.5,241462.346794444,239903.949241667,230257.348816667,9646.600425,100844.274830556,139059.674411111,0.579640673050899,667.668270595496,601.194444444444,40.6215055522938,40.3611111111111,86.7441831928258,81
"238",364,3,3,2000,2002,2001,12,12,1,12,6.5,693972.829680556,689299.088038889,653589.577988889,35709.51005,471687.2877,217611.800338889,0.315595554994203,489.204019156405,433.2125,38.3356831272803,36.9861111111111,75.2278620034224,73
"239",365,3,3,2000,2002,2001,12,12,1,12,6.5,484747.742963889,478283.233769444,449918.354155556,28364.8796138889,259247.454191667,219035.779577778,0.459179187960557,500.865344688381,453.478888888889,40.1808432540712,39.4583333333333,77.7532062046317,73
"240",366,3,3,2000,2002,2001,12,12,1,12,6.5,50273.1871861111,49992.8475361111,48473.8812333333,1518.96630277778,43064.1764638889,6928.67107222222,0.138629339915834,594.103625571188,509.836944444444,39.9262051170048,36.0972222222222,78.0109918653401,74.3333333333333
"241",368,3,3,2000,2002,2001,12,12,1,12,6.5,61274.436,60086.7927361111,55734.0198111111,4352.772925,27783.4476055556,32303.3451305556,0.540913541501406,498.634489438031,409.914027777778,40.7462874273971,38.75,74.146201851861,73.3333333333333
"242",373,3,3,2000,2002,2001,12,12,1,12,6.5,329164.719441667,325832.918494444,306423.308475,19409.6100194444,104979.361858333,220853.556636111,0.678478427543381,411.89687403802,373.683888888889,35.7312220549272,32.7222222222222,79.3895974099669,76.1111111111111
"243",374,3,3,2000,2002,2001,12,12,1,12,6.5,14671.1231805556,14353.6758027778,13740.0991194444,613.576683333333,3516.57445833333,10837.1013444444,0.719782519781685,467.707361111111,440.618055555556,41.0796356421356,36.5416666666667,74.1834257849445,75.0416666666667
"244",375,3,3,2000,2002,2001,12,12,1,12,6.5,491913.855608333,488761.3334,477947.878752778,10813.4546472222,133092.285588889,355669.047811111,0.727938161377062,617.526968947614,549.719722222222,38.9030983927994,37,88.3102966222976,81
"245",376,3,3,2000,2002,2001,12,12,1,12,6.5,1196034.54330833,1184661.51521944,1131640.675675,53020.8395444444,289772.142408333,894889.372811111,0.755403385026091,505.955409723807,464.238055555556,36.9666072636983,34.5555555555556,83.3907745333758,81
"246",377,3,3,2000,2002,2001,12,12,1,12,6.5,92851.9169361111,91999.9848194444,90705.7161111111,1294.26870833333,9801.24579722222,82198.7390222222,0.895078229133821,517.426288751758,481.669444444444,41.9089829368724,40.9305555555556,86.0504689069405,81.3055555555556
"247",378,3,3,2000,2002,2001,12,12,1,12,6.5,208853.665608333,206070.434108333,197428.771602778,8641.66250555556,64824.0300416667,141246.404066667,0.685306321337762,472.527155963344,445.941111111111,36.6614542309998,34.2916666666667,81.9194299120697,78.4444444444444
"248",379,3,3,2000,2002,2001,12,12,1,12,6.5,921776.523788889,903366.507352778,859980.417094444,43386.0902583333,148977.038452778,754389.4689,0.834740395962165,417.371025195865,393.794583333333,39.2984202922563,37.6666666666667,81.956321827749,81
"249",383,3,3,2000,2002,2001,12,12,1,12,6.5,463277.492044444,456373.984508333,443697.942072222,12676.0424361111,53596.3190388889,402777.665469444,0.88297431427197,352.857360904611,329.862222222222,34.2280589110652,29.1527777777778,81.0051553816605,80.6666666666667
"250",384,3,3,2000,2002,2001,12,12,1,12,6.5,20193.1371805556,19861.805925,18785.0649444444,1076.74098055556,6149.39598055556,13712.4099444444,0.70574291006847,461.325347222222,415.515972222222,43.9628795201712,40.2361111111111,90.4382044911176,85.75
"251",385,3,3,2000,2002,2001,12,12,1,12,6.5,728923.389430556,718467.924647222,675272.316477778,43195.6081694444,126181.42125,592286.503397222,0.823902850071679,439.42617821071,418.875694444444,38.0064060529289,36.1666666666667,81.5098354607195,80.4444444444444
"252",386,3,3,2000,2002,2001,12,12,1,12,6.5,110593.024261111,109242.252433333,103984.52415,5257.72828333333,13519.9467944444,95722.3056388889,0.87587350288272,496.734047655141,422.840694444444,40.9958019719096,39.5694444444444,83.3165490589615,80.3333333333333
"253",387,3,3,2000,2002,2001,12,12,1,12,6.5,804357.547613889,790411.12635,766690.384911111,23720.7414388889,66155.7778944444,724255.348455556,0.916596199548413,323.101779007932,291.890972222222,41.8052033790874,42.0972222222222,83.9982831741259,81
"254",389,3,3,2000,2002,2001,12,12,1,12,6.5,1039706.725775,1028109.1016,995236.603122222,32872.4984777778,235173.299030556,792935.802569444,0.770866438592801,539.795222854334,494.309444444444,40.9417045125907,40.1666666666667,86.1036855180116,81
"255",403,3,3,2000,2002,2001,7.33333333333333,7.33333333333333,1.66666666666667,10,5.975,3659.65032083333,3425.2523475,3361.97883083333,63.2735166666667,71.6363,3353.6160475,0.987865080026935,155.25,155.25,65.0524691358025,64.599537037037,64.6607114624152,63.1319444444444
"256",404,3,3,2000,2002,2001,11.6666666666667,11.6666666666667,1,12,6.42424242424242,6241.85061843434,6051.61794671717,5740.08671439394,311.531232323232,2321.98808156566,3729.62986515152,0.618852897753464,301.555820707071,288.131578282828,49.314898989899,45.1300505050505,69.9369286780393,65.6426767676768
"257",405,3,3,2000,2002,2001,12,12,1,12,6.5,14780.5619222222,14686.46545,13531.0935527778,1155.37189722222,166.451275,14520.014175,0.986150908822447,253.012175925926,231.027777777778,45.6384865520282,40.6805555555556,55.9207741845781,51.3888888888889
"258",406,3,3,2000,2002,2001,12,12,1,12,6.5,240138.261988889,232125.721591667,213075.5674,19050.1541916667,5251.69768333333,226874.023908333,0.977408726622793,215.811223213419,179.748055555556,31.6289479276022,25.1805555555556,72.5348190833294,73.2222222222222
"259",407,3,3,2000,2002,2001,12,12,1,12,6.5,528896.836175,517732.808822222,485786.041066667,31946.7677555556,28011.7665472222,489721.042275,0.94643784247806,215.59653632993,187.297222222222,45.3084865494498,43.8055555555556,62.4703222824668,73
"260",410,17,17,2003,2019,2011,12,12,1,12,6.5,670014.291628431,665578.648655392,644985.718059804,20592.9305955882,337736.258178922,327842.390476471,0.493368160538129,980.493190986484,799.531960784314,49.1925689102847,48.2279411764706,92.4533143101292,87.2156862745098
"261",413,3,3,2000,2002,2001,12,12,1,12,6.5,39004.4095666667,38619.9018527778,38550.1865083333,69.7153444444444,37870.326,749.575852777778,0.0246678600182667,1009.83071792328,916.415277777778,44.9878444586776,44.3055555555556,88.9896675744021,85.6111111111111
"262",414,3,3,2000,2002,2001,12,12,1,12,6.5,119577.188294444,118830.931791667,118116.827652778,714.104138888889,102763.020388889,16067.9114027778,0.134607944774144,952.942690313268,881.854722222222,43.3692513050299,43.75,90.4911331230086,83.8472222222222
"263",415,3,3,2000,2002,2001,12,12,1,12,6.5,63129.3767694444,62575.1042527778,60511.3901222222,2063.71413055556,49315.3596638889,13259.7445888889,0.219923934176489,671.751126355126,555.292638888889,44.5785205150816,42.8888888888889,86.5616106447446,81.3333333333333
"264",416,3,3,2000,2002,2001,12,12,1,12,6.5,15876.2178638889,15803.4898916667,14810.7158027778,992.774088888889,12254.1152944444,3549.37459722222,0.22137376759,726.729166666667,630.8,43.1374531332865,42.0277777777778,80.5559161545886,76.9583333333333
"265",417,3,3,2000,2002,2001,12,12,1,12,6.5,248492.544197222,246362.844152778,242906.925391667,3455.91876111111,238310.023913889,8052.82023888889,0.0325797701989608,858.18815294213,798.18125,37.5748253779558,36.9722222222222,85.3938008678793,81
"266",418,3,3,2000,2002,2001,12,12,1,12,6.5,585640.840427778,582815.530066667,579274.821144444,3540.70892222222,502033.850230556,80781.6798361111,0.137994459227693,840.673867362623,783.28625,37.9292602818416,36.1527777777778,90.936755653273,84.4722222222222
"267",420,17,17,2003,2019,2011,12,12,1,12,6.5,366734.84877451,364251.129042157,352380.402820098,11870.7262220588,116115.923751961,248135.205290196,0.680336320006786,1088.12562115163,924.442843137255,45.7984319976495,45.9583333333333,105.506162881786,111
"268",423,3,3,2000,2002,2001,12,12,1,12,6.5,165485.970586111,163432.482230556,162234.927530556,1197.5547,131141.433641667,32291.0485888889,0.197085197076636,684.567128866697,639.144583333333,41.7256186961038,40.4861111111111,86.1303185980689,81
"269",424,3,3,2000,2002,2001,12,12,1,12,6.5,337760.355311111,336512.486997222,331470.212552778,5042.27444444444,259094.042311111,77418.4446861111,0.229928782438298,636.973206205095,580.308194444444,38.9478985293187,37.4861111111111,81.1737610482483,78.7777777777778
"270",425,12,12,2000,2019,2011.5,11.75,11.75,1,12,6.40277777777778,16688.2587342593,16361.2989388889,15996.6384645833,364.660474305556,7095.82739328704,9265.47154560185,0.469468686466122,976.229438657407,901.028773148148,49.4011636853935,46.3981481481482,96.1385787104612,93.5972222222222
"271",426,3,3,2000,2002,2001,12,12,1,12,6.5,877752.785911111,865639.438169444,812395.052822222,53244.3853472222,674335.697941667,191303.740227778,0.219748940709657,473.499615756132,394.557361111111,41.8773311408848,39.8472222222222,78.5061779547388,73.2222222222222
"272",427,3,3,2000,2002,2001,12,12,1,12,6.5,86806.17165,76827.7254888889,70527.2736722222,6300.45181666667,32171.4284444444,44656.2970444444,0.569969601143411,287.262132974885,201.293333333333,30.0510082516494,22.8194444444444,77.5567974955415,76.6666666666667
"273",430,17,17,2003,2019,2011,12,12,1,12,6.5,4001804.42154069,3980482.82155735,3882808.67979657,97674.1417607843,2577793.6695201,1402689.15203726,0.352336884965329,1356.52702114107,1225.57409313725,46.6782425859869,46.3186274509804,97.5636366860225,107.879901960784
"274",433,3,3,2000,2002,2001,12,12,1,12,6.5,441035.629708333,432805.089005556,407345.373797222,25459.7152083333,154013.068061111,278792.020944444,0.644892487298624,345.422712255962,294.235694444444,34.1889399744565,29.2083333333333,75.8554680905692,73.3333333333333
"275",434,3,3,2000,2002,2001,12,12,1,12,6.5,377073.729997222,372486.6066,350779.665727778,21706.9408722222,175166.842613889,197319.763986111,0.530733382327532,346.916712281679,306.303888888889,35.1521376945009,30.6666666666667,79.3431463035024,77.7777777777778
"276",435,3,3,2000,2002,2001,12,12,1,12,6.5,1439097.69340556,1405052.71301389,1312806.31701389,92246.396,335352.493180556,1069700.21983333,0.76177840466746,280.410467806009,247.390555555556,30.51001185764,25.0277777777778,76.2972368886189,74.1111111111111
"277",436,3,3,2000,2002,2001,12,12,1,12,6.5,2184424.46208333,2150155.97930278,1992460.89408333,157695.085219444,1218291.91139167,931864.067911111,0.434091553313457,310.703688261678,285.647083333333,35.7715810680271,32.7638888888889,66.4724223464615,73
"278",438,3,3,2000,2002,2001,12,12,1,12,6.5,269820.638677778,259977.431544444,229256.529113889,30720.9024305556,82982.9883638889,176994.443180556,0.680427577892317,208.28164674072,177.639583333333,27.0314343996042,21.0416666666667,70.0959587337354,72.9722222222222
"279",439,3,3,2000,2002,2001,12,12,1,12,6.5,314672.962566667,308470.191102778,284924.585238889,23545.6058638889,87556.7934861111,220913.397616667,0.717757026831379,259.178669896286,237.587638888889,34.5363198916999,30.2777777777778,70.7910764081226,73
"280",443,3,3,2000,2002,2001,12,12,1,12,6.5,620008.971827778,606783.694188889,566300.713580556,40482.9806083333,277245.648366667,329538.045822222,0.543691224335296,277.946532731609,244.60125,31.2876257703377,25.6666666666667,72.9041457530831,73
"281",444,3,3,2000,2002,2001,12,12,1,12,6.5,670172.221997222,655936.683505556,597161.259061111,58775.4244444444,313447.662633333,342489.020872222,0.522406370410323,249.222672828813,231.682361111111,38.8483244078259,37.625,62.3030543793942,73
"282",445,3,3,2000,2002,2001,12,12,1,12,6.5,224328.059527778,222434.006758333,219314.871366667,3119.13539166667,6418.58508333333,216015.421675,0.971264410017888,392.251305228626,367.848194444444,35.264942731833,32.75,83.1992454894883,81
"283",446,3,3,2000,2002,2001,12,12,1,12,6.5,370579.614119444,366087.374480556,350316.888,15770.4864805556,73545.1735833333,292542.200897222,0.799188613444018,355.088613422378,322.356388888889,37.943808939745,36.5416666666667,76.7509580565265,73.2222222222222
"284",447,3,3,2000,2002,2001,12,12,1,12,6.5,2258761.48377222,2225203.63463056,2108457.02356944,116746.611061111,224350.619447222,2000853.01518333,0.899224912994453,349.530480922228,320.099583333333,40.0232466821372,38.9583333333333,74.4085471669173,73
"285",448,3,3,2000,2002,2001,12,12,1,12,6.5,187489.034283333,186225.282822222,180370.412519444,5854.87030277778,120563.579347222,65661.703475,0.354028854588048,497.609302904787,431.961111111111,44.1945138966385,43.625,73.934873568694,73
"286",449,3,3,2000,2002,2001,12,12,1,12,6.5,750132.477227778,735601.534294444,681121.832927778,54479.7013666667,122767.508875,612834.025419445,0.832859175081815,298.914907020954,283.683055555556,41.0085557972654,40.125,62.5583722538541,73
"287",453,3,3,2000,2002,2001,12,12,1,12,6.5,2356734.88795278,2318681.38575833,2172638.84428889,146042.541469444,1473732.04931111,844949.336447222,0.364621762696169,349.424565200787,318.183611111111,43.2550996101915,42.4444444444444,65.1629116010753,73
"288",454,3,3,2000,2002,2001,12,12,1,12,6.5,7679.47551111111,7478.92876388889,7018.88924166667,460.039522222222,5407.87826388889,2071.0505,0.324325870262498,458.340555555556,443.3475,49.465873015873,45.9444444444444,64.9041346984017,60.6944444444444
"289",455,3,3,2000,2002,2001,12,12,1,12,6.5,71165.5522777778,70798.0694916667,67410.3552305556,3387.71426111111,68278.22045,2519.84904166667,0.0339742080470269,488.862220899471,424.993472222222,39.4905900406722,37.7916666666667,77.3898378277348,75.3333333333333
"290",456,3,3,2000,2002,2001,12,12,1,12,6.5,132868.548325,131682.135197222,129559.274238889,2122.86095833333,44835.7022972222,86846.4329,0.65646638671575,561.874030068697,477.765416666667,41.7240746358195,40.8472222222222,81.520155513633,77.4444444444444
"291",457,3,3,2000,2002,2001,12,12,1,12,6.5,98533.8733222222,98094.1209555556,96980.8836555556,1113.2373,74053.5070861111,24040.6138694444,0.244993001839134,378.552158399471,288.474722222222,46.613136937459,43.2083333333333,73.4608274626371,73.3333333333333
"292",458,3,3,2000,2002,2001,12,12,1,12,6.5,895257.901680556,886436.170961111,867027.171972222,19408.9989888889,87085.9696611111,799350.2013,0.901881305428852,362.178753834915,306.431388888889,38.7869382005139,36.75,77.5283947430236,73
"293",459,3,3,2000,2002,2001,12,12,1,12,6.5,242472.446883333,234533.916958333,215774.884544444,18759.0324138889,140969.256786111,93564.6601722222,0.399007850007594,385.412922766692,302.312361111111,36.8224804360601,31.3888888888889,78.946827730137,75.3333333333333
"294",461,3,3,2000,2002,2001,12,12,1,12,6.5,44021.7639055556,42231.057125,38739.9567277778,3491.10039722222,21147.9916388889,21083.0654861111,0.499181123169004,321.644463073192,238.866388888889,40.4754807993911,38.625,89.7744657387172,83.4166666666667
"295",462,3,3,2000,2002,2001,12,12,1,12,6.5,28059.433925,26791.4327888889,24392.4091861111,2399.02360277778,13755.1015055556,13036.3312833333,0.489808572970828,213.321041666667,138.794305555556,33.792195807766,25.1805555555556,81.1579503230628,77.1388888888889
"296",463,3,3,2000,2002,2001,12,12,1,12,6.5,137618.352083333,136598.369047222,129668.941186111,6929.42786111111,26118.3390277778,110480.030019444,0.80593763528837,607.595933584974,546.465277777778,40.8629440814142,40.4027777777778,90.1616289868959,84.0972222222222
"297",464,3,3,2000,2002,2001,12,12,1,12,6.5,47580.8778805556,46934.2311833333,44573.382675,2360.84850833333,40850.1796861111,6084.05149722222,0.124677676966573,400.39250308642,331.9,35.4974589666801,32.4027777777778,78.0294048699315,75.2222222222222
"298",465,3,3,2000,2002,2001,12,12,1,12,6.5,114325.715480556,112811.250280556,106399.645911111,6411.60436944444,17733.0866694444,95078.1636111111,0.842220926408871,349.445198417637,309.564166666667,42.3276470780871,41.5138888888889,78.6136790852521,76.2222222222222
"299",466,3,3,2000,2002,2001,12,12,1,12,6.5,484099.123216667,474790.227875,457540.163972222,17250.0639027778,6909.72879166667,467880.499083333,0.985604048394953,279.925760582011,243.301527777778,40.8287348516385,39.8055555555556,74.6300626668527,73
"300",467,3,3,2000,2002,2001,12,12,1,12,6.5,526905.231436111,511784.225344444,478633.489252778,33150.7360916667,25142.7576388889,486641.467705556,0.951131895271706,251.787033839658,216.186527777778,33.9470896739765,29.9861111111111,76.9782044062008,73.4444444444444
"301",468,3,3,2000,2002,2001,12,12,1,12,6.5,240803.602525,233539.448191667,222713.428097222,10826.0200944444,25622.0784388889,207917.369752778,0.889530096341273,234.543645399805,184.330138888889,40.7458502383079,40.0833333333333,75.890374207496,73.3333333333333
"302",469,3,3,2000,2002,2001,12,12,1,12,6.5,283978.557430556,278674.325658333,265818.0826,12856.2430583333,82774.0110111111,195900.314647222,0.704411755787469,334.032218647014,263.056527777778,40.8092763932332,39.0416666666667,83.3445144965639,81
"303",473,3,3,2000,2002,2001,12,12,1,12,6.5,894961.71545,890098.900997222,885614.419755555,4484.48124166667,653239.261991667,236859.639005556,0.266080861112744,489.022162037037,370.61,52.7484970397233,53.1944444444444,77.7450618689104,73
"304",474,3,3,2000,2002,2001,12,12,1,12,6.5,76137.4076805556,75224.5709944445,72616.886625,2607.68436944444,65376.0220861111,9848.54890833333,0.127671697073334,432,432,42.6201326301888,41.0277777777778,76.7274997565646,75.3055555555556
"305",475,3,3,2000,2002,2001,12,12,1,12,6.5,166806.591061111,166279.115922222,164949.680708333,1329.43521388889,126911.045508333,39368.0704138889,0.235521221518619,543.540758937821,453.624722222222,47.1070368997409,46.0694444444444,82.7336318138793,78.4722222222222
"306",476,3,3,2000,2002,2001,12,12,1,12,6.5,25743.2193666667,25677.5869388889,25524.8648611111,152.722077777778,19803.7854888889,5873.80145,0.210638630656553,451.430648148148,442.489444444444,39.0914606064825,37.4027777777778,80.6929711203819,78.5833333333333
"307",477,3,3,2000,2002,2001,12,12,1,12,6.5,43940.2474888889,43447.413225,40527.0463111111,2920.36691388889,36879.8477888889,6567.56543611111,0.154228512102532,503.819078703704,433.83875,42.9861548275318,39.8611111111111,58.8891485918005,60.1944444444444
"308",479,3,3,2000,2002,2001,12,12,1,12,6.5,785091.278302778,769856.746180556,680818.190602778,89038.5555777778,610823.379508333,159033.366672222,0.20798740281257,344.329389475251,293.641805555556,37.803466959501,35.0416666666667,51.6805816801984,59.1805555555556
