"","occ2010","n_years","n_years_explicit","min_year","max_year","year","n_months","n_months_explicit","min_month","max_month","month","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"51",900,17,17,2003,2019,2011,12,12,1,12,6.5,12121.1098705882,11996.4223421569,11655.479852451,340.942489705882,5854.26614166667,6142.1562004902,0.523666333798366,1401.15922222222,1331.42590686275,43.474195330813,39.7794117647059,106.508992136538,105.416666666667
"52",910,20,20,2000,2019,2009.5,12,12,1,12,6.5,474874.090796667,471524.512172083,451747.526812083,19776.98536,215988.147724583,255536.3644475,0.549275760886367,1105.09135545341,930.880145833333,42.1265183247756,40.7770833333333,97.5270147645547,104.845833333333
"53",930,17,17,2003,2019,2011,12,12,1,12,6.5,70177.0230264706,69430.0021642157,66952.4462269608,2477.5559372549,25751.882704902,43678.1194593137,0.634187162526365,1029.38119096454,862.169681372549,46.4512675427028,46.296568627451,96.4677744199887,97.8235294117647
"54",940,17,17,2003,2019,2011,12,12,1,12,6.5,121815.590553922,116734.673011275,102455.825480882,14278.8475303922,41065.3277382353,75669.3452730392,0.64171622310365,907.515927547298,685.273995098039,49.6218151062015,48.703431372549,97.323133617937,100.083333333333
"55",950,17,17,2003,2019,2011,12,12,1,12,6.5,65302.3115240196,65031.8146843137,62047.5710377451,2984.24364656863,26521.2637014706,38510.5509828431,0.596702122420708,1098.85863186143,866.717671568627,42.9030794584578,40.8333333333333,98.7165040136614,101.294117647059
"56",1005,9,9,2011,2019,2015,12,12,1,12,6.5,23691.3854685185,23630.6726462963,22978.7222305556,651.950415740741,17388.1939324074,6242.47871388889,0.2629321746485,1594.65827094356,1453.32055555556,40.4178330799859,36.9305555555556,116.055161538458,117.694444444444
"57",1006,20,20,2000,2019,2009.5,12,12,1,12,6.5,853620.495285417,849249.714979583,820830.043365,28419.6716145833,586806.707164167,262443.007815417,0.32047292835751,1307.25534966086,1213.69079166667,41.6315598273657,40.1604166666667,104.902299501928,111
"58",1007,9,9,2011,2019,2015,12,12,1,12,6.5,80783.2519833333,80409.7947888889,77837.9226805556,2571.87210833333,64863.7109296296,15546.0838592593,0.187030322465956,1599.57368403645,1439.53935185185,42.7254672259661,40.3194444444444,103.801895652783,107.888888888889
"59",1010,20,20,2000,2019,2009.5,12,12,1,12,6.5,551312.950232917,547958.875735833,527558.35488125,20400.5208545833,417244.252543333,130714.6231925,0.235937338225569,1289.84365502998,1222.03316666667,41.181505221206,39.95625,104.210909839228,111
"60",1020,17,17,2003,2019,2011,12,12,1,12,6.5,1180862.97289608,1176665.82391471,1146499.24363578,30166.5802789216,937110.038687255,239555.785227451,0.207219945399578,1583.83760047183,1551.1650245098,40.2850607643531,38.2450980392157,110.33640290785,111
"61",1030,17,17,2003,2019,2011,12,12,1,12,6.5,289793.638323039,288261.336470588,276892.689396569,11368.6470740196,205323.13062549,82938.205845098,0.304313775383702,1158.1925571498,1069.06941176471,38.2228157114272,35.906862745098,101.917011677007,109.78431372549
"62",1050,17,17,2003,2019,2011,12,12,1,12,6.5,462509.895306863,459898.69609902,438204.982527941,21693.7135710784,330470.022879902,129428.673219118,0.285195896623542,1024.40011325201,907.485710784314,39.8983204772327,37.9901960784314,95.5499818147175,94.4411764705882
"63",1060,17,17,2003,2019,2011,12,12,1,12,6.5,102137.87024951,101617.614652941,99176.8845578431,2440.73009509804,64895.4166161765,36722.1980367647,0.3627651033829,1380.17369503155,1264.39914215686,43.2625254505653,41.8529411764706,105.332970065893,110.382352941176
"64",1105,17,17,2003,2019,2011,12,12,1,12,6.5,216379.463815686,215543.671265196,208224.517608824,7319.15365637255,172209.919605392,43333.7516598039,0.200756402563137,1246.23647837088,1164.76958333333,40.8807309953447,39.2328431372549,99.1533498888533,104.686274509804
"65",1106,9,9,2011,2019,2015,12,12,1,12,6.5,116842.692066667,116676.44507037,115257.675935185,1418.76913518519,105575.831360185,11100.6137101852,0.0951893147646323,1657.13866060688,1539.56555555556,43.1562451976527,41.8333333333333,101.946660297062,107.208333333333
"66",1107,9,9,2011,2019,2015,12,12,1,12,6.5,569248.372514815,566342.971406481,548715.413059259,17627.5583472222,434638.242028704,131704.729377778,0.233289287188835,1270.56971641168,1121.6037037037,41.9926103092644,40.5416666666667,100.263122223314,108.976851851852
"67",1200,20,20,2000,2019,2009.5,12,12,1,12,6.5,23710.7323329167,23569.8066633333,23396.73566375,173.070999583333,15971.78745625,7598.01920708333,0.313976660139625,1764.05563348214,1551.14502083333,39.5241595638838,36.2458333333333,113.387657947894,112.125
"68",1220,20,20,2000,2019,2009.5,12,12,1,12,6.5,135796.430082083,134938.46061125,131588.4181775,3350.04243375,69173.3951104167,65765.0655008333,0.487213540211572,1320.29556821913,1184.541875,42.8228542693964,42.8708333333333,105.155684855221,110.708333333333
"69",1240,20,20,2000,2019,2009.5,12,12,1,12,6.5,59754.57213375,59337.0649025,58267.7898525,1069.27505,31270.7388758333,28066.3260266667,0.459427796359756,1316.54623688653,1112.5330625,41.1256231521522,38.5291666666667,114.158248720892,118.039583333333
"70",1300,20,20,2000,2019,2009.5,12,12,1,12,6.5,220224.1160125,219217.071997083,211791.1528475,7425.91914958333,165251.04317125,53966.0288258333,0.24492772883978,1298.27436203374,1151.83439583333,44.9675640329742,43.75625,112.146761232634,111.475
"71",1310,20,20,2000,2019,2009.5,12,12,1,12,6.5,41740.9174154167,41379.9780916667,40067.8508033333,1312.12728833333,33733.89413625,7646.08395541667,0.176447989695894,1046.32083811027,905.204166666667,43.9365487892053,41.2375,104.38663273625,108.889583333333
"72",1320,20,20,2000,2019,2009.5,12,12,1,12,6.5,124069.237029583,123206.375488333,121057.415737917,2148.95975041667,109557.32800875,13649.0474795833,0.10930485228018,1606.18011828753,1480.32089583333,44.6603873862746,44.21875,110.928669552101,111.45
"73",1340,20,20,2000,2019,2009.5,11.5,11.5,1.15,11.95,6.6,12673.6008076894,12623.1758968182,12402.6676168182,220.50828,10531.6988567424,2091.47704007576,0.147409673059851,1344.23751521465,1257.81236174242,41.0950741619492,37.8558712121212,108.87113606373,107.412689393939
"74",1350,20,20,2000,2019,2009.5,12,12,1,12,6.5,75736.4939020833,75137.13652375,72697.3495979167,2439.78692583333,62940.7891383333,12196.3473854167,0.161804055853157,1559.01735630307,1412.1061875,42.774227423162,40.8875,111.609129626785,111.175
"75",1360,20,20,2000,2019,2009.5,12,12,1,12,6.5,363397.551247083,361266.53693875,353384.195150833,7882.34178791667,317464.495265417,43802.0416733333,0.119544536846657,1385.31918643349,1287.98758333333,43.2589418939904,41.96875,109.820524076602,111
"76",1400,17,17,2003,2019,2011,12,12,1,12,6.5,82004.929027451,81645.5268377451,79156.2194759804,2489.30736176471,69683.3618735294,11962.1649642157,0.146534720695636,1537.55258319562,1387.82801470588,41.8187977900757,40.1617647058824,107.783089976139,111.264705882353
"77",1410,20,20,2000,2019,2009.5,12,12,1,12,6.5,391258.870557917,389359.795747083,378168.372869583,11191.4228775,352612.047776667,36747.7479704167,0.0945713705615819,1520.65146971005,1445.42064583333,44.077549325217,43.4479166666667,109.006482476866,111
"78",1420,17,17,2003,2019,2011,12,12,1,12,6.5,39432.0159455882,39230.9006161765,38201.4778720588,1029.42274411765,30675.8968245098,8555.00379166667,0.221227649985598,1419.30678097325,1232.16870098039,44.0362731212602,42.1323529411765,111.424929542839,112.936274509804
"79",1430,20,20,2000,2019,2009.5,12,12,1,12,6.5,210220.005540417,208876.10537,202355.063699583,6521.04167041667,169151.7802425,39724.3251275,0.189763304471649,1344.51175603878,1255.72985416667,43.7189672744775,43.2541666666667,104.339106681237,110.920833333333
"80",1440,20,20,2000,2019,2009.5,12,12,1,12,6.5,11696.6025,11550.5467533333,11202.722295,347.824458333333,10931.4149954167,619.131757916667,0.0570549037924819,1540.04856805556,1418.125625,45.0308273323898,41.5958333333333,101.693150049764,101.15625
"81",1450,20,20,2000,2019,2009.5,12,12,1,12,6.5,37171.1999383333,37006.6148945833,35680.6406029167,1325.97429166667,31935.1839679167,5071.43092666667,0.137014130945211,1427.57741559193,1253.7829375,43.6401084038309,41.7895833333333,106.46957329515,109.6875
"82",1460,20,20,2000,2019,2009.5,12,12,1,12,6.5,328118.887025,326530.841595,318610.730766667,7920.11082833333,304199.330993333,22331.5106016667,0.0684372879580349,1419.10137601827,1342.471125,42.4758699528154,41.2354166666667,107.775747765966,111
"83",1520,20,20,2000,2019,2009.5,12,12,1,12,6.5,35782.4437720833,35495.6716925,34343.8884079167,1151.78328458333,31764.0732558333,3731.59843666667,0.101650096961907,1635.88346266384,1506.84872916667,42.9204708529696,40.95625,108.416731180157,111.189583333333
"84",1530,20,20,2000,2019,2009.5,12,12,1,12,6.5,403463.0135075,400871.374801667,390598.868544167,10272.5062575,351883.31253125,48988.0622704167,0.11986953478412,1447.21721656481,1351.96960416667,44.1553058584407,43.2708333333333,108.914119636854,111
"85",1540,20,20,2000,2019,2009.5,12,12,1,12,6.5,177820.8602975,176786.36993375,166509.160865,10277.20906875,138720.455229167,38065.9147045833,0.213359838726008,939.076584258893,832.8610625,41.5843358934064,40.3875,90.8065060459917,90.01875
"86",1550,20,20,2000,2019,2009.5,12,12,1,12,6.5,484372.234248333,480613.208287083,460200.66683,20412.5414570833,381764.631562083,98848.576725,0.20047859771178,966.114821319783,884.764020833333,43.0385471453687,43.10625,86.8357790145255,81.5625
"87",1560,20,20,2000,2019,2009.5,12,12,1,12,6.5,82610.5251375,81853.322655,76689.0958033333,5164.22685166667,74923.4661354167,6929.85651958333,0.085936827369916,920.891781774503,754.678291666667,41.0580949018785,38.7354166666667,82.0431083488873,79.4666666666667
"88",1600,20,20,2000,2019,2009.5,12,12,1,12,6.5,39797.8370391667,39505.73182625,38204.9186875,1300.81313875,26762.5806141667,12743.1512120833,0.332846864827714,1005.95974727333,844.961625,42.0868620155691,39.7166666666667,106.206490214564,109.202083333333
"89",1610,20,20,2000,2019,2009.5,12,12,1,12,6.5,111807.663615833,111213.892989167,108168.810827083,3045.08216208333,58905.02211,52308.8708791667,0.468939479268387,1130.62238376509,996.098479166667,41.921542800412,39.3729166666667,116.459783923104,118.675
"90",1640,20,20,2000,2019,2009.5,12,12,1,12,6.5,26924.9542691667,26717.1184458333,26273.007325,444.111120833333,20928.88779625,5788.23064958333,0.220531983268045,1059.64352174272,931.579333333333,43.8584245434589,42.225,107.467488065417,110.279166666667
"91",1650,20,20,2000,2019,2009.5,12,12,1,12,6.5,141530.15336875,140780.5434375,137947.0631625,2833.480275,67859.0533116667,72921.4901258333,0.518941060760001,1217.47539173375,1034.076625,40.5371168749693,38.2583333333333,118.888920577718,122.954166666667
"92",1700,20,20,2000,2019,2009.5,12,12,1,12,6.5,20804.4725975,20707.11616375,20087.4845616667,619.631602083333,17857.04088125,2850.0752825,0.134052585128311,1658.32570833333,1492.59310416667,47.2737530955134,44.4166666666667,120.154479217045,122.2375
"93",1710,20,20,2000,2019,2009.5,11.9,11.9,1.05,12,6.50909090909091,9970.04845166667,9869.34886041667,9718.4544825,150.894377916667,8138.1279292803,1731.22093113636,0.17220223049541,1321.69448781566,1225.98588825758,43.5249021191351,40.9340909090909,112.059346464164,110.295833333333
"94",1720,20,20,2000,2019,2009.5,12,12,1,12,6.5,121561.273164583,120908.532594583,117549.044615,3359.48797958333,78178.5956575,42729.9369370833,0.357006421886166,1317.76026799285,1133.6349375,42.5997002430066,40.2708333333333,113.372258590307,111.85
"95",1740,20,20,2000,2019,2009.5,12,12,1,12,6.5,98935.30586,98433.0776945833,96116.9810220833,2316.0966725,70829.75561,27603.3220845833,0.279431220639228,1311.57651151423,1158.899125,43.9895867886118,42.8625,114.302128862207,114.45
"96",1760,17,17,2003,2019,2011,12,12,1,12,6.5,183031.437092157,181804.094327941,177833.570095588,3970.52423235294,107984.062566176,73820.0317617647,0.392952306610454,1436.75238043914,1289.0037254902,41.9582001034663,39.0441176470588,119.267453184062,123.394607843137
"97",1800,17,17,2003,2019,2011,12,12,1,12,6.5,30235.7014715686,30111.9981318627,29141.9927132353,970.005418627451,20491.9883921569,9620.00973970588,0.32604848083951,1859.34967711782,1584.67774509804,42.7226650822882,42.6397058823529,119.701089624403,122.727941176471
"98",1820,20,20,2000,2019,2009.5,12,12,1,12,6.5,207016.508052917,206160.91723625,203169.629225417,2991.28801083333,64304.18266,141856.73457625,0.688409957856037,1140.32296841373,1025.7846875,48.5378477937656,48.1291666666667,122.120475482192,123.39375
"99",1840,20,20,2000,2019,2009.5,12,12,1,12,6.5,27429.9626433333,27316.0600633333,26657.5111279167,658.548935416667,16439.3565116667,10876.7035516667,0.401200998179363,1255.00744920635,1103.63772916667,43.638305283853,40.84375,114.770828501958,115.8875
"100",1860,20,20,2000,2019,2009.5,12,12,1,12,6.5,50056.1277445833,49418.2989316667,47132.7605029167,2285.53842875,24362.0999766667,25056.198955,0.500759417630016,1110.14853571388,868.093354166667,41.8336954274796,39.9833333333333,111.976086978776,116.6
"101",1900,20,20,2000,2019,2009.5,12,12,1,12,6.5,43278.9654820833,42835.98358,41292.6522325,1543.3313475,22021.8736525,20814.1099275,0.418119083747755,809.36157414614,685.328458333333,41.0336711974022,37.0708333333333,87.3088086893433,83.7354166666667
"102",1910,17,17,2003,2019,2011,12,12,1,12,6.5,22697.9932029412,22368.5645651961,21171.4980436275,1197.06652156863,11641.0654318627,10727.4991333333,0.474729535139017,869.23775105042,778.493406862745,38.2237783173889,33.4387254901961,97.1055415877789,95.6495098039216
"103",1920,20,20,2000,2019,2009.5,12,12,1,12,6.5,72305.1194004167,71664.65937875,69200.2737029167,2464.38567583333,48459.3134416667,23205.3459370833,0.324988379278092,903.504675092442,773.4605,41.9642691699448,40.1104166666667,90.0647948177385,85.0270833333333
"104",1930,17,17,2003,2019,2011,12,12,1,12,6.5,19022.0878171569,18885.6464294118,18075.8417220588,809.804707352941,13595.8384068627,5289.80802254902,0.285697760275884,1163.14889624183,1022.63382352941,42.8009441446833,41.1225490196078,91.0602308942128,85.8063725490196
"105",1965,20,20,2000,2019,2009.5,12,12,1,12,6.5,160814.72652375,157834.2226175,150815.431542917,7018.79107458333,81015.0087833333,76819.2138341667,0.485062182850852,770.623589303391,649.43275,37.3967425125957,33.8229166666667,95.8377148839751,93.5333333333333
"106",2000,20,20,2000,2019,2009.5,12,12,1,12,6.5,695057.791990833,687819.874304167,663143.565607083,24676.3086970833,205492.823987917,482327.05031625,0.699348689890438,851.392523884347,760.2366875,43.3021954015214,42.04375,109.76170664229,115.825
"107",2010,20,20,2000,2019,2009.5,12,12,1,12,6.5,785306.958943333,779823.043991667,757611.11814625,22211.9258454167,157825.73914125,621997.304850417,0.79838173242683,842.750712217907,758.649041666667,42.6777590289552,41.2791666666667,108.232492147891,111
"108",2015,9,9,2011,2019,2015,12,12,1,12,6.5,101104.278321296,100690.175989815,98614.5362722222,2075.63971759259,46610.6382546296,54079.5377351852,0.534949117281516,1061.05289336283,910.719583333333,41.8839799645545,40.6435185185185,106.650438148302,111
"109",2016,20,20,2000,2019,2009.5,12,12,1,12,6.5,231509.79198,229315.252800417,219227.525955,10087.7268454167,63301.2752795833,166013.977520833,0.747060570987855,678.966897635632,581.414166666667,42.5059951946738,41.075,92.7204481078205,92.24375
"110",2025,9,9,2011,2019,2015,12,12,1,12,6.5,99594.3048953704,98313.476012963,91743.4872824074,6569.98873055556,26761.935537037,71551.5404759259,0.73285362130029,891.761001123967,737.130648148148,42.8874777299306,41.4490740740741,99.3162343520357,102.625
"111",2040,20,20,2000,2019,2009.5,12,12,1,12,6.5,423972.126137083,421198.652542917,416666.647521667,4532.00502125,349701.542182083,71497.1103608333,0.168914587341312,918.79140788826,797.070458333333,50.6856827184826,50.6958333333333,109.535932531519,119.15
"112",2050,17,17,2003,2019,2011,12,12,1,12,6.5,63087.3427034314,62526.0087519608,61868.0896916667,657.919060294118,24050.3495828431,38475.6591691177,0.627049512359599,747.100631417738,588.808357843137,46.0597748711101,44.9828431372549,104.257134208935,108.877450980392
"113",2060,20,20,2000,2019,2009.5,12,12,1,12,6.5,99490.11164125,97902.50627625,95969.2356908333,1933.27058541667,36345.4528370833,61557.0534391667,0.63643799143291,598.182099105139,449.801583333333,47.5785357050445,47.00625,99.2578900762774,102.752083333333
"114",2100,20,20,2000,2019,2009.5,12,12,1,12,6.5,1128360.03779417,1122779.60118417,1108673.18134292,14106.41984125,748859.043961667,373920.5572225,0.330747851524531,1744.02114491982,1644.48570833333,46.7376572505232,45.7375,122.639177782198,124
"115",2105,9,9,2011,2019,2015,12,12,1,12,6.5,13142.4525898148,12956.7669574074,12093.3736601852,863.393297222222,5916.9702462963,7039.79671111111,0.561543396400663,1211.36069598765,1103.60523148148,36.1782293837849,32.4722222222222,118.452853321313,121.078703703704
"116",2145,20,20,2000,2019,2009.5,12,12,1,12,6.5,401657.854189583,398308.104060417,384221.17020875,14086.9338516667,56164.6736954167,342143.430365,0.859085218747076,844.089278653788,756.845083333333,42.2385048780339,41.3833333333333,96.0928093567314,94.4
"117",2160,20,20,2000,2019,2009.5,12,12,1,12,6.5,218315.58111875,215270.317063333,206736.036149583,8534.28091375,48394.28698125,166876.030082083,0.782714238095716,855.047150913986,729.195479166667,43.3465685367764,43.05,92.5136888612894,88.3395833333333
"118",2200,20,20,2000,2019,2009.5,12,12,1,12,6.5,1305403.25325792,1290673.52388833,1254757.16687417,35916.3570141667,686438.565213333,604234.958675,0.466259171414685,1043.84297371968,912.593833333333,45.0097012185584,44.1875,118.470784999781,123.0125
"119",2300,20,20,2000,2019,2009.5,12,12,1,12,6.5,716040.180820833,707753.426647083,681805.34882375,25948.0778233333,16123.1788766667,691630.247770417,0.977341526644406,609.520868338831,488.480020833333,39.7138394540632,38.04375,97.7068427052329,102.7
"120",2310,20,20,2000,2019,2009.5,12,12,1,12,6.5,2985808.53502458,2947481.37894417,2865095.17056917,82386.208375,554889.071034167,2392592.30791,0.813027128787113,922.330302265083,857.2650625,43.4627885952256,42.3729166666667,113.851985532818,111.325
"121",2320,20,20,2000,2019,2009.5,12,12,1,12,6.5,1185874.87685625,1174490.89141708,1150882.74141,23608.1500070833,500970.24231125,673520.649105833,0.573506315128814,999.886605127182,934.892875,43.5757336681444,42.6875,115.561856043674,117.6
"122",2330,20,20,2000,2019,2009.5,12,12,1,12,6.5,383363.631969167,380419.29313125,373438.597768333,6980.69536291667,58372.68382,322046.60931125,0.8467290967712,940.882874767719,873.804229166667,43.6363324568207,43.3854166666667,114.230679399613,117.375
"123",2340,20,20,2000,2019,2009.5,12,12,1,12,6.5,857760.1158875,843331.879097917,804847.497854583,38484.3812433333,303378.148174583,539953.730923333,0.641856247156472,677.012853548292,533.0615,42.6767288362904,40.7604166666667,99.4047189145108,109.135416666667
"124",2400,20,20,2000,2019,2009.5,12,12,1,12,6.5,43649.6083583333,43079.09637875,41565.53406875,1513.56231,16071.8304541667,27007.2659245833,0.630594473720771,913.397560810601,749.0649375,45.5754365468451,43.9125,111.003196003916,114.735416666667
"125",2430,20,20,2000,2019,2009.5,12,12,1,12,6.5,207335.331680833,205110.073405,200663.931329167,4446.14207583333,33924.3307604167,171185.742644583,0.834833840477431,799.008826770279,720.992875,48.2667423261078,49.06875,110.70316788192,119.8
"126",2440,17,17,2003,2019,2011,12,12,1,12,6.5,39334.6056210784,38558.7308352941,36747.1463622549,1811.58447303922,10195.9361161765,28362.7947191176,0.738051699714172,471.389589953075,318.503333333333,40.7450471650641,36.0882352941176,92.4382633024241,86.6225490196078
"127",2540,20,20,2000,2019,2009.5,12,12,1,12,6.5,981497.73389125,967726.78467625,923709.850839167,44016.9338370833,88271.2866358333,879455.498040417,0.909138636559197,459.831463273208,382.049979166667,43.2439385533051,43.5958333333333,87.0806264607859,81.6520833333333
"128",2550,17,17,2003,2019,2011,12,12,1,12,6.5,136438.637445098,134570.446632353,130313.13567549,4257.31095686275,38098.3890098039,96472.057622549,0.71579740455171,948.133589182484,830.784656862745,46.2606955327254,46.2254901960784,110.091394301021,115.941176470588
"129",2600,20,20,2000,2019,2009.5,12,12,1,12,6.5,233014.319037083,230792.523720417,219939.279644167,10853.24407625,114304.119508333,116488.404212083,0.504467485432038,963.590441729641,815.007145833333,46.7794406711047,44.7125,99.0169520891901,106.475
"130",2630,20,20,2000,2019,2009.5,12,12,1,12,6.5,871001.51443875,863082.850105833,825034.451519167,38048.3985866667,390715.355739167,472367.494366667,0.547898638742942,896.427646047624,793.288583333333,41.9595018607282,40.0333333333333,97.3755520118849,103.764583333333
"131",2700,17,17,2003,2019,2011,12,12,1,12,6.5,51500.1176656863,49976.1591539216,35673.5756906863,14302.5834632353,28005.1582196078,21971.0009343137,0.443141286389055,756.697663398693,577.392647058824,39.5630492103988,35.0637254901961,98.6566555012186,101.44362745098
"132",2710,20,20,2000,2019,2009.5,12,12,1,12,6.5,162855.451775,161451.07231375,151777.6354225,9673.43689125,101607.935567083,59843.1367466667,0.371906028822286,1185.37908737256,983.113770833333,40.7004362340516,38.3354166666667,103.970723556976,110.841666666667
"133",2720,20,20,2000,2019,2009.5,12,12,1,12,6.5,253912.372700833,246905.064903333,233460.610445833,13444.4544575,166766.712562083,80138.35234125,0.316949836635028,687.736945806127,491.587916666667,36.1989484489857,31.775,96.5038292100185,99.4104166666667
"134",2740,20,20,2000,2019,2009.5,12,12,1,12,6.5,26373.2714929167,25694.5889079167,23050.0564758333,2644.53243208333,5199.89737333333,20494.6915345833,0.804029296842281,593.686566666667,496.669395833333,30.1959661803983,26.1208333333333,80.9542982918415,77.0083333333333
"135",2750,20,20,2000,2019,2009.5,12,12,1,12,6.5,200550.293399167,197534.130304583,186173.714356667,11360.4159479167,130360.043490417,67174.0868141667,0.341092737183863,594.769815724155,386.183520833333,45.6828072026858,43.1395833333333,96.7866857611176,99.8875
"136",2760,17,17,2003,2019,2011,12,12,1,12,6.5,45600.9545338235,44897.9138941176,41987.9834107843,2909.93048333333,25098.589997549,19799.3238965686,0.441738430534087,718.757830298786,582.681960784314,40.832430918489,36.4166666666667,89.9621548417554,85.6372549019608
"137",2800,20,20,2000,2019,2009.5,12,12,1,12,6.5,57903.30395625,57277.5364195833,53497.7031454167,3779.83327416667,45778.56159125,11498.9748283333,0.200258070891126,768.415324078005,558.601145833333,40.1326855307979,36.4666666666667,90.0492676884489,85.525
"138",2810,17,17,2003,2019,2011,12,12,1,12,6.5,85313.071020098,84804.4326230392,81420.5380696078,3383.89455343137,44984.1848784314,39820.2477446078,0.467395301188857,1105.05943851562,877.129730392157,41.3505262988497,39.0416666666667,108.517101218194,111
"139",2825,20,20,2000,2019,2009.5,12,12,1,12,6.5,154817.909652083,153513.718614583,148516.437158333,4997.28145625,58300.8076304167,95212.9109841667,0.618934588240321,1166.34995122953,938.6375,40.4886824548285,38.0083333333333,106.390646335388,111
"140",2830,20,20,2000,2019,2009.5,12,12,1,12,6.5,190375.737389167,188406.250455417,180889.865555417,7516.3849,87977.8674754167,100428.38298,0.535570990285894,1011.38180882782,865.377291666667,41.9920658580765,39.95,107.794047452984,111
"141",2840,20,20,2000,2019,2009.5,12,12,1,12,6.5,66620.84912875,66146.33330875,61501.14852,4645.18478875,28598.3356995833,37547.9976091667,0.563859555180988,1184.7039439039,1025.88375,45.3845791553359,45.4104166666667,107.298326071353,110.877083333333
"142",2850,20,20,2000,2019,2009.5,12,12,1,12,6.5,205724.194869167,203350.915411667,192733.328362917,10617.58704875,84160.8512208333,119190.064190833,0.583277396387096,998.12436459376,840.225854166667,46.5580797598988,45.2520833333333,109.672308443682,111.05
"143",2860,20,20,2000,2019,2009.5,12,12,1,12,6.5,104286.929420833,102712.845827917,97132.01908,5580.82674791667,35491.2687354167,67221.5770925,0.664475016683821,693.088583812484,536.7879375,42.4478900609086,40.6208333333333,96.1585529808293,95.80625
"144",2900,20,20,2000,2019,2009.5,12,12,1,12,6.5,100435.453288333,99711.8174920833,94621.2480241667,5090.56946791667,87802.10105125,11909.7164408333,0.121727230262287,920.583604729917,753.2540625,39.2548724105803,37.09375,91.8815773724035,87.2395833333333
"145",2910,20,20,2000,2019,2009.5,12,12,1,12,6.5,184018.7666225,181814.137036667,171152.379555,10661.7574816667,100127.411195417,81686.72584125,0.445029879587184,729.037797577596,546.9965,41.3317918204896,38.5916666666667,94.696629949532,94.4854166666667
"146",2920,17,17,2003,2019,2011,12,12,1,12,6.5,58503.2333715686,58076.1294171569,54370.5516142157,3705.57780294118,48967.7452553922,9108.38416176471,0.156649630836275,976.272227843915,791.89862745098,37.8856168024347,34.6053921568627,98.4810025632722,101.928921568627
"147",3000,20,20,2000,2019,2009.5,12,12,1,12,6.5,63988.8364579167,63835.8805370833,63265.2324420833,570.648095,47861.3183608333,15974.56217625,0.251006285789732,1214.75267708333,1086.402375,45.8880937949271,44.73125,122.839658547566,124.360416666667
"148",3010,20,20,2000,2019,2009.5,12,12,1,12,6.5,176010.57783125,175167.891212917,174195.642749167,972.24846375,128571.346719167,46596.54449375,0.265875517987056,1601.69112238872,1339.45645833333,48.6858825136332,47.6395833333333,123.263252596788,124.0125
"149",3030,20,20,2000,2019,2009.5,12,12,1,12,6.5,104966.057253333,104264.376430417,101690.83786625,2573.53856416667,9318.91811083333,94945.4583195833,0.911341865958809,774.92817019963,653.71825,43.7230882322312,43.4854166666667,100.157894869085,107.889583333333
"150",3040,20,20,2000,2019,2009.5,12,12,1,12,6.5,38189.4773633333,38058.3857775,37878.046265,180.3395125,23147.4365295833,14910.9492479167,0.384726504758504,1358.45583506944,1159.41589583333,46.7020643344771,44.4,120.955250730207,124.302083333333
"151",3050,20,20,2000,2019,2009.5,12,12,1,12,6.5,275478.88214875,273621.178693333,269251.394322083,4369.78437125,125952.776862083,147668.40183125,0.532586864192812,1464.30943137975,1466.80558333333,43.1398000471322,40.6625,116.305789841734,118.702083333333
"152",3060,20,20,2000,2019,2009.5,12,12,1,12,6.5,923063.847485,919868.681881667,914481.684321667,5386.99756,604387.831420833,315480.850460833,0.33878845246629,1798.78756151878,1660.31083333333,46.5244177146501,45.0708333333333,122.98719102659,124
"153",3110,17,17,2003,2019,2011,12,12,1,12,6.5,97033.0503171569,96612.6791294118,95199.5226480392,1413.15648137255,30086.6129205882,66526.0662088235,0.686033374866252,1324.42508098225,1166.2356372549,40.476740262289,36.9754901960784,112.501359679138,116.647058823529
"154",3120,13,13,2000,2012,2006,11.3846153846154,11.3846153846154,1,11.3846153846154,6.19230769230769,11589.1003698718,11555.6927442308,11443.1738916667,112.518852564103,8662.90218269231,2892.79056153846,0.245778082737349,1634.26092948718,1567.04855769231,46.5427477614978,42.7179487179487,120.83757809305,120.544871794872
"155",3140,17,17,2003,2019,2011,12,12,1,12,6.5,16477.6586230392,16390.6230921569,16139.0674862745,251.555605882353,3265.36561078431,13125.2574813725,0.801263297918733,1133.13758823529,1004.92602941176,44.5057663269385,40.2769607843137,119.14240635137,120.186274509804
"156",3150,20,20,2000,2019,2009.5,12,12,1,12,6.5,99926.81569375,99395.6037079167,98376.8298783333,1018.77382958333,10138.5416020833,89257.0621058333,0.899996699470388,1002.34221380919,943.191479166667,40.5386853030591,38.7416666666667,113.313001025704,114.225
"157",3160,20,20,2000,2019,2009.5,12,12,1,12,6.5,218316.951235833,217201.256648333,214401.356545417,2799.90010291667,69801.6681616667,147399.588486667,0.677430250596702,1077.50532536342,1032.28120833333,40.8023422918548,38.8604166666667,114.416384460811,116.525
"158",3200,17,17,2003,2019,2011,11.9411764705882,11.9411764705882,1,12,6.48128342245989,14868.5340413993,14837.3179122103,14484.1509781194,353.166934090909,4373.42399590018,10463.8939163102,0.718808507721779,1238.62864349376,1109.43338235294,41.3820780798722,37.7283868092692,102.005327554223,99.5969251336898
