"","soc_2010","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"260","41-9099",26,26,2000,2025,2012.5,283672.257265385,280166.648838462,265466.852580769,14699.7962576923,133445.268915385,146721.379923077,0.536140342797202,867.174090332646,686.788461538462,43.0778687730201,41.3846153846154,90.4490454062588,86.25
"261","43-1011",26,26,2000,2025,2012.5,1446657.54120769,1436796.00213846,1392339.82104231,44456.1810961538,439590.933088461,997205.06905,0.688187203033804,901.671685703484,792.961538461538,44.0636337419964,44.7884615384615,89.8437330556039,83.3653846153846
"262","43-2011",26,26,2000,2025,2012.5,31898.7388846154,31260.3296538462,29392.1444423077,1868.18521153846,4936.83048461538,26323.4991692308,0.799052268622708,539.351648351648,444.634615384615,44.2099131089957,40.6153846153846,82.4866988027034,79.0769230769231
"263","43-2021",26,26,2000,2025,2012.5,52586.1381576923,52045.5570038462,47314.0192384615,4731.53776538462,9882.69333076923,42162.8636730769,0.793043556720949,561.205390905391,455.538461538462,39.6698451549735,35.2307692307692,83.1508264538359,78.75
"264","43-2099",17,17,2003,2019,2011,11882.1423529412,11882.1423529412,10355.3541176471,1526.78823529412,4695.40941176471,7186.73294117647,0.529155947025424,766.098039215686,699.647058823529,40.7693107546049,39.5,88.0833410664082,83.6176470588235
"265","43-3011",26,26,2000,2025,2012.5,191027.643019231,188799.031761538,173424.989973077,15374.0417884615,59451.5155384615,129347.516223077,0.69352498385892,654.618846127005,555.269230769231,39.8175078594272,37.7307692307692,84.732460722309,80.8461538461538
"266","43-3021",26,26,2000,2025,2012.5,487556.842592308,483613.9714,465663.197261538,17950.7741384615,51264.9117807692,432349.059619231,0.893786307884837,687.499018621618,612.692307692308,42.1943362120284,42.0192307692308,85.9105099038461,80.6923076923077
"267","43-3031",26,26,2000,2025,2012.5,1441559.62696923,1426015.46914231,1374272.63117692,51742.8379653846,148906.265157692,1277109.20398462,0.892688105044522,625.775877116976,595.326923076923,46.1148725525596,47.4615384615385,85.6319881088351,81
"268","43-3041",17,17,2003,2019,2011,14023.0823529412,14023.0823529412,12384.65,1638.43235294118,2875.58294117647,11147.4994117647,0.78163525752962,493.539215686275,465.617647058824,38.8689799475025,33.2647058823529,78.5946375975776,75.8235294117647
"269","43-3051",26,26,2000,2025,2012.5,160106.575426923,158504.622734615,151429.555130769,7075.06760384615,15613.83855,142890.784184615,0.900524508501264,749.772014331211,681.942307692308,44.3750619892042,45.1730769230769,86.4486732547412,81.8269230769231
"270","43-3061",23,23,2003,2025,2014,32882.6647391304,32818.5569130435,31975.1282173913,843.428695652174,15464.5547,17354.0022130435,0.557186752961327,934.646376811594,838.673913043478,43.9749779490189,43.8478260869565,89.5996573681525,84.4782608695652
"271","43-3071",26,26,2000,2025,2012.5,398925.451611538,394548.602938462,379579.168865385,14969.4340730769,61886.3460653846,332662.256873077,0.841688371963164,505.477129174086,464.365384615385,35.3240183637973,30.3461538461538,83.9402478918444,80.6923076923077
"272","43-3099",15,15,2011,2025,2018,106247.339273333,105145.09594,100221.482533333,4923.61340666667,39022.88648,66122.20946,0.637798933567652,953.386951936952,811.233333333333,41.5713991046335,40,95.5770719996811,96.7
"273","43-4011",17,17,2003,2019,2011,7913.40882352941,7913.40882352941,6792.70176470588,1120.70705882353,3943.10470588235,3970.30411764706,0.492260783228343,552.323529411765,475.411764705882,38.8334351922587,35.9117647058824,90.9523988286816,85.3235294117647
"274","43-4031",23,23,2003,2025,2014,99780.4121130435,98180.8206478261,96421.3402826087,1759.48036521739,21008.4492347826,77172.3714130435,0.784532398906767,716.499264549744,682.54347826087,45.2679109775952,46.9782608695652,88.3141029365309,82.6086956521739
"275","43-4041",23,23,2003,2025,2014,47685.8652565217,47041.6839521739,45235.6972391304,1805.98671304348,11407.8713347826,35633.8126173913,0.759268242585623,791.825983436853,657.695652173913,40.7113564731473,39.8260869565217,87.1120370977136,83.195652173913
"276","43-4051",26,26,2000,2025,2012.5,2324624.13481538,2294146.18669615,2145933.28271923,148212.903976923,764055.119888462,1530091.06680769,0.673636567322789,656.356503864094,563.711538461538,37.7395080304551,35.2115384615385,85.7150402594423,81
"277","43-4061",26,26,2000,2025,2012.5,81352.2721384615,80501.1874769231,77962.2790153846,2538.90846153846,15470.6488538462,65030.5386230769,0.8028297598368,830.740474109224,759.730769230769,44.0678267835354,43.3269230769231,94.1010862244261,93.2884615384615
"278","43-4071",26,26,2000,2025,2012.5,325383.61515,316559.259292308,298001.607446154,18557.6518461538,58040.8315461538,258518.427746154,0.808914767070856,569.241084057018,499.423076923077,40.6475664505342,39.9038461538462,85.4124125775754,81.3846153846154
"279","43-4081",26,26,2000,2025,2012.5,131331.979615385,129460.838326923,117800.308888462,11660.5294384615,39795.0134307692,89665.8248961538,0.698294612787904,466.114439731107,416.730769230769,34.7852363014706,29.5192307692308,81.6499198088174,80.0769230769231
"280","43-4111",26,26,2000,2025,2012.5,185137.890807692,180945.827842308,161560.792753846,19385.0350884615,35601.5889884615,145344.238853846,0.801633881076377,613.478688271443,528.634615384615,40.9586748394153,39.4038461538462,87.557411541917,82.1538461538462
"281","43-4121",26,26,2000,2025,2012.5,109857.268661538,108584.305996154,104145.696153846,4438.60984230769,19190.3841730769,89393.9218230769,0.82095818242241,383.34417944466,296.576923076923,41.1132439099476,39.9230769230769,91.9795948237142,87.5192307692308
"282","43-4131",23,23,2003,2025,2014,155747.98043913,154558.474986957,147255.649334783,7302.82565217391,32568.4823826087,121989.992604348,0.791799874459438,854.146377847673,762.608695652174,40.3728214141893,39.3695652173913,88.9671641120368,83.3260869565217
"283","43-4141",23,23,2003,2025,2014,21400.7958913043,21249.8319782609,20988.0102391304,261.821739130435,4679.56765652174,16570.2643217391,0.737850059789968,809.089855072464,671.5,38.9145287976882,34.695652173913,89.2914946443466,84.9565217391304
"284","43-4151",26,26,2000,2025,2012.5,154014.808692308,152277.369534615,141336.724065385,10940.6454692308,55556.6525,96720.7170346154,0.617961058830155,690.877565255674,593.865384615385,39.4046092449102,37.2692307692308,84.3013152081205,80.6153846153846
"285","43-4161",26,26,2000,2025,2012.5,72599.3857576923,72195.1757576923,68843.5989461538,3351.57681153846,11482.5942576923,60712.5815,0.829821169669891,880.898341935842,687.980769230769,41.9817131616891,41.7307692307692,91.3857296864689,88.0769230769231
"286","43-4171",26,26,2000,2025,2012.5,1490761.73372692,1467393.73637692,1370972.57707692,96421.1593,128738.93875,1338654.79762692,0.911270379087295,512.257521529514,486.692307692308,38.9944721663853,36.3846153846154,83.0539554008937,80.3846153846154
"287","43-4181",26,26,2000,2025,2012.5,154252.062203846,152764.858819231,145884.280453846,6880.57836538462,59120.7749076923,93644.0839115385,0.596160257776437,728.640500806725,614.653846153846,40.7434474030972,40.1730769230769,88.2650360259662,81.4038461538462
"288","43-4199",23,23,2003,2025,2014,116406.484378261,113673.47466087,109472.680734783,4200.79392608696,23654.1114,90019.3632608696,0.792941538578187,713.281466759785,610.173913043478,42.3412511764586,41.7173913043478,90.1344478340426,85.9565217391304
"289","43-5011",23,23,2003,2025,2014,23592.7929652174,23315.0920956522,21666.774573913,1648.31752173913,13894.3311652174,9420.76093043478,0.387338951519373,766.264492753623,703.282608695652,40.97489326082,38.5217391304348,86.5956881254396,83.4347826086957
"290","43-5021",26,26,2000,2025,2012.5,411457.320811538,403606.945492308,378291.586465385,25315.3590269231,314531.963238462,89074.9822538461,0.202828960988683,685.456481098602,542.615384615385,41.8762356023007,40.9038461538462,80.5197138391755,78.8461538461538
"291","43-5030",26,26,2000,2025,2012.5,301086.072034615,298997.589503846,287539.166757692,11458.4227461538,127631.900103846,171365.6894,0.57191236304278,728.500105012938,661.115384615385,40.8614337091809,39.5769230769231,82.4116953645148,79.7692307692308
"292","43-5041",26,26,2000,2025,2012.5,36954.4219115385,36790.0457576923,35229.0275846154,1561.01817307692,31973.0299884615,4817.01576923077,0.133610045373677,765.924252030021,653.423076923077,41.4937821737225,39.8653846153846,79.0071971837716,75.1538461538462
"293","43-5051",26,26,2000,2025,2012.5,159322.805780769,157544.542319231,153462.917076923,4081.62524230769,73403.7361769231,84140.8061423077,0.535342212802388,890.938740178579,819.903846153846,46.9393451603971,47.9423076923077,84.3817882608264,80.6923076923077
"294","43-5052",26,26,2000,2025,2012.5,347301.100753846,343496.901542308,336932.066469231,6564.83507307692,217405.881407692,126091.020134615,0.369838040721744,917.345030781263,879.75,45.6144524736366,46.2307692307692,83.5662145413919,80.6923076923077
"295","43-5053",23,23,2003,2025,2014,84111.6129304348,83097.2672782609,78433.1091695652,4664.15810869565,41074.1855086956,42023.0817695652,0.504281556168913,841.841067507372,778.217391304348,45.5873521749797,46.7173913043478,82.947704634382,78.6086956521739
"296","43-5061",26,26,2000,2025,2012.5,274375.286326923,271947.425911538,260873.423753846,11074.0021576923,125791.726657692,146155.699253846,0.537780015323191,966.314536627882,864.519230769231,42.6914713036936,42.6153846153846,90.0565227440563,85.5576923076923
"297","43-5071",26,26,2000,2025,2012.5,651349.145042308,645886.807523077,598108.721380769,47778.0861423077,436828.61855,209058.188973077,0.321701684348328,628.071662350891,551.788461538462,40.2181329128168,39.0384615384615,76.7261183262998,73
"298","43-5081",26,26,2000,2025,2012.5,1715686.74263077,1687441.55443077,1524521.94147308,162919.612957692,1079412.87140769,608028.683023077,0.361455491395676,476.234303007634,421.288461538462,36.6364464657274,32.9423076923077,76.3963966834957,73
"299","43-5111",26,26,2000,2025,2012.5,74780.6115615385,73587.8424769231,68190.74715,5397.09532692308,37633.4066884615,35954.4357884615,0.498004033588786,722.290873015873,574.634615384615,41.7071990432247,40.2692307692308,79.8009467526684,75.3076923076923
"300","43-6010",26,26,2000,2025,2012.5,3123352.15968077,3088664.21843462,2970094.75343846,118569.464996154,141679.543176923,2946984.67525769,0.953003941262068,674.189705569667,626,44.7261371577637,46.5384615384615,87.1017332595423,81.7692307692308
"301","43-9011",20,20,2000,2019,2009.5,171228.475,169651.4425,162428.7535,7222.689,79915.657,89735.7855,0.531746585945899,707.40559168434,619.25,42.6944098276031,43.75,87.8556139529381,83.1
"302","43-9021",26,26,2000,2025,2012.5,423973.335746154,417086.2631,388063.726565385,29022.5365346154,85592.9665961538,331493.296503846,0.785135214818299,597.983126656563,560.942307692308,40.4607168809153,38.6923076923077,86.0801657719257,81.8076923076923
"303","43-9022",26,26,2000,2025,2012.5,200387.422919231,197591.914088462,186189.770538462,11402.14355,16160.6520230769,181431.262065385,0.890937603690784,646.16199361621,557.346153846154,43.5890403491746,44.1346153846154,85.3902237644751,81.5769230769231
"304","43-9041",23,23,2003,2025,2014,299244.077991304,296133.828265217,283911.008886956,12222.8193782609,54198.0610695652,241935.767195652,0.816383651051416,733.163262115462,667.391304347826,41.548316095891,40.695652173913,88.3298326537203,81.8695652173913
"305","43-9051",26,26,2000,2025,2012.5,110095.639761538,108830.159376923,100977.414376923,7852.745,55022.8126192308,53807.3467576923,0.475263866401235,545.121104468133,475.211538461538,42.8358925925864,42.5192307692308,79.1484034126155,75.3076923076923
"306","43-9061",26,26,2000,2025,2012.5,1243018.69928077,1222867.85399615,1155265.71132308,67602.1426730769,203489.656323077,1019378.19767308,0.832368270768727,586.975670157004,546.923076923077,41.3009053111892,41.2307692307692,85.4323370675935,81
"307","43-9071",26,26,2000,2025,2012.5,45866.5486038462,45055.6211769231,41694.0202884615,3361.60088846154,18268.3310769231,26787.2901,0.593702883069314,507.609796186719,383.423076923077,40.0221903304437,38.5192307692308,82.3577861711639,77.1538461538462
"308","43-9081",26,26,2000,2025,2012.5,12986.4324115385,12939.5458730769,11612.9183346154,1326.62753846154,3214.98769230769,9724.55818076923,0.800086329888501,708.685897435897,679.173076923077,46.5271686332772,38.4615384615385,100.608208893183,97.8461538461538
"309","43-9111",23,23,2003,2025,2014,29105.7917782609,28781.4312347826,28595.7373217391,185.693913043478,13275.8742956522,15505.5569391304,0.543874483541494,953.11801242236,868.413043478261,42.8170714653526,39.9565217391304,93.0002775557897,89.0434782608696
"310","43-9199",26,26,2000,2025,2012.5,671378.039753846,665505.91645,643560.211573077,21945.7048769231,160613.691057692,504892.225392308,0.757826926201007,737.31794406467,677.307692307692,41.9513292766658,41.5,91.9463259411405,87.5
"311","45-1011",26,26,2000,2025,2012.5,55246.4555153846,54686.7897461538,51274.7413192308,3412.04842692308,46622.0257423077,8064.76400384615,0.139834149947441,789.502991452992,686.519230769231,46.0775290259426,46.2884615384615,69.9751819320225,73.6153846153846
"312","45-2011",26,26,2000,2025,2012.5,20206.1722115385,20123.4522115385,18911.3983653846,1212.05384615385,13410.2966769231,6713.15553461538,0.33647056070841,987.22673992674,907.096153846154,45.3866146561491,42.9038461538462,86.8729929132656,81.1153846153846
"313","45-2041",23,23,2003,2025,2014,100705.898434783,98813.7604130435,80420.9299521739,18392.8304608696,34882.5433608696,63931.2170521739,0.640268519368805,473.629237670542,443.95652173913,42.3597583155928,40.6304347826087,58.3108139647215,67.4347826086957
"314","45-2090",26,26,2000,2025,2012.5,855753.046876923,835156.321365385,704564.458507692,130591.862857692,639612.817746154,195543.503619231,0.231582984312324,491.987014364227,418.884615384615,39.3755372601456,37.4038461538462,56.0728545538313,67.3461538461538
"315","45-3011",26,26,2000,2025,2012.5,43338.6340653846,41243.4412269231,35355.0997807692,5888.34144615385,38604.7367307692,2638.70449615385,0.0621488052830893,730.999358974359,657.057692307692,44.704186333149,44.9230769230769,73.1966577890388,72.9230769230769
"316","45-4011",26,26,2000,2025,2012.5,22710.2267115385,21864.2879961538,19165.3856884615,2698.90230769231,17961.5181346154,3902.76986153846,0.188590609638487,602.238782051282,557.423076923077,41.4546674713426,36.4807692307692,78.7744758336911,76.3461538461538
"317","45-4020",26,26,2000,2025,2012.5,76281.0460307692,74335.5748769231,66061.9421384615,8273.63273846154,72233.9801230769,2101.59475384615,0.0236609378268885,593.584613997114,479.634615384615,42.2845794887076,41.8461538461538,65.1988543141463,71.3461538461538
"318","47-1011",26,26,2000,2025,2012.5,825036.3101,820954.143480769,775098.119392308,45856.0240884615,794602.060953846,26352.0825269231,0.0328006267426902,1091.58396141878,931.365384615385,44.0281180091964,44.4423076923077,77.0342840320873,73
"319","47-2011",26,26,2000,2025,2012.5,26835.9698730769,26526.9337192308,22649.9247269231,3877.00899230769,25763.3907384615,763.542980769231,0.029998178165549,1158.39606227106,992.653846153846,41.0597520164238,39.1730769230769,75.8092557784283,72.4807692307692
"320","47-2020",26,26,2000,2025,2012.5,207155.179234615,205111.289026923,175950.463834615,29160.8251923077,203515.479026923,1595.81,0.00792528977784973,769.989006524236,619.307692307692,40.7543705497441,39.75,65.1920722331257,73
"321","47-2031",26,26,2000,2025,2012.5,1603362.63195385,1583964.33040385,1416758.12046154,167206.209942308,1550847.02703077,33117.3033730769,0.0216507067737175,797.134293239774,691.326923076923,40.3214724191512,39.5384615384615,70.3134290986538,73
"322","47-2040",26,26,2000,2025,2012.5,216478.463669231,215317.024823077,195381.106788462,19935.9180346154,210291.587111538,5025.43771153846,0.0248736318077089,682.031823020524,583.173076923077,38.808671517593,37.5961538461538,65.641149304457,73
"323","47-2050",26,26,2000,2025,2012.5,91198.7440192308,90275.5486346154,73928.4649192308,16347.0837153846,88762.2197307692,1513.32890384615,0.01777776690242,730.744893354509,612.134615384615,39.7759139864621,38.4615384615385,62.0612805260181,71.0384615384615
"324","47-2061",26,26,2000,2025,2012.5,1954747.64681154,1926728.24545769,1640721.97586923,286006.269588462,1854757.31381538,71970.9316423077,0.0367922923477978,704.24592487243,580.461538461538,38.2354384737426,36.9615384615385,65.6680783879045,73
"325","47-2071",20,20,2000,2019,2009.5,30352.28,30193.502,22731.326,7462.176,30002.092,191.41,0.00587917775676044,899.352261904762,811.1,40.3364845209617,38.175,67.1404768528927,71.55
"326","47-2073",26,26,2000,2025,2012.5,414797.423323077,410106.224811538,342089.161765385,68017.0630461538,403310.449980769,6795.77483076923,0.0171451283767107,942.551001558113,823.365384615385,42.7607244408222,42.25,71.4258536567312,73
"327","47-2080",26,26,2000,2025,2012.5,218415.108542308,217260.241953846,191001.875392308,26258.3665615385,211644.549176923,5615.69277692308,0.0255604273211554,686.892086279106,568.807692307692,37.7631734994836,36.4230769230769,60.8317889554343,72.5192307692308
"328","47-2111",26,26,2000,2025,2012.5,909679.928892307,902375.0632,836305.53085,66069.53235,880143.086957692,22231.9762423077,0.0246479887161798,999.184644837659,887.269230769231,40.7174896376798,40.0961538461538,79.932739265675,79
"329","47-2121",26,26,2000,2025,2012.5,51143.5580076923,50733.73375,45249.7579923077,5483.97575769231,49137.5792653846,1596.15448461538,0.0334782329221155,926.142918192918,866.673076923077,40.5675945871052,39.75,73.5964245562089,73.3076923076923
"330","47-2130",26,26,2000,2025,2012.5,58387.94455,58271.5560884615,52138.2988461538,6133.25724230769,55888.9422807692,2382.61380769231,0.0392761623059396,819.311274509804,688.5,37.9776235864234,36.3076923076923,66.1278407874829,72.7884615384615
"331","47-2141",26,26,2000,2025,2012.5,670364.292523077,660846.060507692,584289.720673077,76556.3398346154,611216.144292308,49629.9162153846,0.0754066085220419,637.940710992938,541.980769230769,40.3638935707774,39.3076923076923,66.8419819348795,73
"332","47-2150",26,26,2000,2025,2012.5,672937.166269231,666891.620888461,614655.538238462,52236.08265,657363.250684615,9528.37020384615,0.0144470312674608,955.634975838189,871.230769230769,40.8514136859851,40.1923076923077,74.8353454184448,73
"333","47-2161",26,26,2000,2025,2012.5,46099.2579115385,45019.1617576923,38555.9157769231,6463.24598076923,44168.9209884615,850.240769230769,0.0204389779239953,687.96974251239,631.134615384615,39.1163844507971,37.3653846153846,59.343212940364,63.4615384615385
"334","47-2181",26,26,2000,2025,2012.5,268381.926280769,264806.761034615,225335.6325,39471.1285346154,260715.549476923,4091.21155769231,0.0157091350282551,612.891010524398,524.557692307692,36.8857273599087,35.0192307692308,60.7260630002285,72.2692307692308
"335","47-2211",26,26,2000,2025,2012.5,148087.413373077,147323.24495,135065.020884615,12258.2240653846,141219.503911538,6103.74103846154,0.0412425401902095,930.174447150577,821.442307692308,40.6595296359917,40.0961538461538,75.9462168152036,73
"336","47-2221",26,26,2000,2025,2012.5,78352.5632653846,77932.7582653846,65274.5017230769,12658.2565423077,76512.2263269231,1420.53193846154,0.0227183336209883,865.484069456185,790.557692307692,39.8268918466393,38.7115384615385,75.092768058795,73.3076923076923
"337","47-3010",26,26,2000,2025,2012.5,96232.1903769231,94638.9398576923,78055.3771153846,16583.5627423077,89852.5276884615,4786.41216923077,0.0518913042777669,588.128895463511,484.269230769231,32.8541087845018,28.2307692307692,66.8170847001884,73.2692307692308
"338","47-4011",26,26,2000,2025,2012.5,104133.755003846,102451.958257692,97715.6044,4736.35385769231,92981.6652346154,9470.29302307692,0.0921272323197803,981.30144268125,878.403846153846,47.5819636817589,48.8269230769231,88.6299433023806,84.9615384615385
"339","47-4021",26,26,2000,2025,2012.5,35064.7443846154,34947.4193846154,33762.8774615385,1184.54192307692,34290.0524153846,657.366969230769,0.0202883014086012,1372.40416666667,1114.69230769231,42.9606612027834,41.3653846153846,80.7496473912829,76.2307692307692
"340","47-4031",23,23,2003,2025,2014,40370.1612130435,40132.3325173913,34225.8643565217,5906.46816086957,39323.6653347826,808.667182608696,0.0222234564691913,655.920289855072,628.195652173913,36.7143733680489,34.0869565217391,64.7612364884554,69.0652173913043
"341","47-4041",23,23,2003,2025,2014,36508.9648173913,36443.8756869565,30178.8311130435,6265.04457391304,32221.329273913,4222.54641304348,0.10584372916887,910.778260869565,787.586956521739,39.7791407239598,36.4130434782609,76.847812045919,74.1739130434783
"342","47-4051",26,26,2000,2025,2012.5,137914.811457692,136238.796611538,124889.405730769,11349.3908807692,132403.727992308,3835.06861923077,0.0284187281254591,823.276407787689,733.807692307692,43.4950768901018,42.8846153846154,73.4272945726585,73
"343","47-4061",23,23,2003,2025,2014,12273.258726087,12062.0204652174,10946.6850913043,1115.33537391304,12009.2809,52.7395652173913,0.00515896778351719,1090.48913043478,1067.76086956522,43.0896870180118,40.2391304347826,75.5635986492242,72.2826086956522
"344","47-4090",23,23,2003,2025,2014,62426.331,61460.8836086957,54992.7893043478,6468.09430434783,58704.9870869565,2755.89652173913,0.035878006935719,765.232298136646,658.673913043478,38.9577553473871,36.2608695652174,73.7408177928126,73.5217391304348
"345","47-5010",26,26,2000,2025,2012.5,44931.9320807692,44786.90785,39666.6241615385,5120.28368846154,44329.0414,457.86645,0.010757340597852,1189.37422161172,941.153846153846,36.8905620944691,33.9423076923077,74.2975039650832,74.0769230769231
"346","47-5021",26,26,2000,2025,2012.5,30978.3893038462,30681.2893038462,27424.1317884615,3257.15751538462,30061.6186153846,619.670688461538,0.0201465120525171,1026.83507326007,965.019230769231,40.4075854130309,38.9615384615385,74.1027237033647,73.3076923076923
"347","47-5031",26,26,2000,2025,2012.5,10652.1469038462,10652.1469038462,9968.13108461538,684.015819230769,9972.07805384615,680.06885,0.0547430061249465,1148.4358974359,1002.05769230769,39.1494153282615,36.5192307692308,79.3823086495995,76
"348","47-5040",26,26,2000,2025,2012.5,55417.948,55145.2372307692,51735.1678076923,3410.06942307692,53360.9336692308,1784.30356153846,0.0321817320860336,1111.77085332654,987.903846153846,40.466150729065,38.3076923076923,74.7238433299689,73.1538461538462
"349","47-50XX",26,26,2000,2025,2012.5,66650.2552,65805.1867346154,58350.2173615385,7454.96937307692,64257.9553692308,1547.23136538462,0.0270233002805685,1173.3172890144,968.923076923077,37.1364045611702,34.5384615384615,71.4695298500498,73.3076923076923
"350","49-1011",26,26,2000,2025,2012.5,301495.2969,299168.269357692,291649.553369231,7518.71598846154,275540.184484615,23628.0848730769,0.0771335446207483,1136.52896304314,1101.96153846154,45.8256558847319,47.1346153846154,82.5702274940076,78.3846153846154
"351","49-2011",26,26,2000,2025,2012.5,292408.891861538,289792.708784615,275482.511069231,14310.1977153846,253477.989203846,36314.7195807692,0.125291229175174,860.137494725881,780.576923076923,40.5590138708083,38.5769230769231,89.982291825223,85.3076923076923
"352","49-2020",26,26,2000,2025,2012.5,211804.815723077,209949.8053,200631.01065,9318.79465,187030.532919231,22919.2723807692,0.110251651317626,1004.72874765358,908.75,41.9984624526162,42.2307692307692,84.6201945831219,81.1923076923077
"353","49-2091",23,23,2003,2025,2014,11261.1726217391,11001.4920391304,10651.8460695652,349.645969565217,9592.29899565217,1409.19304347826,0.11181071708331,1182.53043478261,1166.71739130435,44.3091752095588,43.2173913043478,84.7583358880197,80.5652173913043
"354","49-2092",26,26,2000,2025,2012.5,35972.9688192308,35592.7815115385,33896.9422807692,1695.83923076923,34540.3659730769,1052.41553846154,0.0301204060878933,990.65136946387,862.096153846154,43.0651626826061,43.4038461538462,77.6735264738186,75.9230769230769
"355","49-2096",17,17,2003,2019,2011,26023.6441176471,25682.7494117647,23839.75,1842.99941176471,24591.5941176471,1091.15529411765,0.0318777669979058,783.618347338936,678.117647058824,40.3897205511944,38.7058823529412,75.7491202555793,72.1470588235294
"356","49-2097",23,23,2003,2025,2014,51122.3893826087,50766.4879652174,46641.6250521739,4124.86291304348,48674.6974608696,2091.79050434783,0.0395814768341598,780.948861283644,627.913043478261,39.0240090490457,36.4782608695652,82.7984972582241,78.5
"357","49-2098",23,23,2003,2025,2014,63971.087,63753.1132130435,59353.1487869565,4399.96442608696,62260.4927347826,1492.62047826087,0.0231352402818917,972.594323671497,884.869565217391,39.5327142025011,38.195652173913,81.6617383964258,77.5217391304348
"358","49-209X",23,23,2003,2025,2014,20512.5601217391,20271.4553391304,19449.2164782609,822.238860869565,19689.0288173913,582.42652173913,0.0319487370029683,1096.73550724638,1101.73913043478,42.1199264503612,39.7826086956522,84.7806994733988,81.6086956521739
"359","49-3011",26,26,2000,2025,2012.5,157284.899592308,156547.3557,152415.018492308,4132.33720769231,150786.293192308,5761.06250769231,0.0373085747518945,1156.19634494687,1086.17307692308,43.1393299037597,42.7307692307692,85.4425091913096,81.7692307692308
"360","49-3021",26,26,2000,2025,2012.5,165972.314203846,164621.31805,154800.081492308,9821.23655769231,161747.126511538,2874.19153846154,0.0179067386617964,828.343259846981,622.711538461538,41.1639287499092,40.8461538461538,71.6959120033211,73
"361","49-3022",23,23,2003,2025,2014,23878.2416652174,23710.4303608696,22860.1364478261,850.293913043478,23306.6823,403.748060869565,0.0352244146034295,687.563768115942,631.021739130435,37.599641208619,34.4782608695652,74.8701275619472,72.1739130434783
"362","49-3023",26,26,2000,2025,2012.5,943296.341111538,936577.443146154,886874.298903846,49703.1442423077,921724.060346154,14853.3828,0.015794783166543,800.056751554111,701.769230769231,39.6086577797618,38.6730769230769,74.9993346737474,73
"363","49-3031",26,26,2000,2025,2012.5,358508.920365385,356292.912288462,343685.112903846,12607.7993846154,352853.347157692,3439.56513076923,0.00984512337468822,901.253699946869,813.480769230769,41.3355383204877,41.3653846153846,76.423984714179,73
"364","49-3040",26,26,2000,2025,2012.5,225185.430773077,223346.454196154,214116.295246154,9230.15895,220884.9948,2461.45939615385,0.0108392074380694,1025.73227614239,921.711538461538,42.2526301363153,42.6538461538462,76.3652216228072,73
"365","49-3050",26,26,2000,2025,2012.5,58644.8903384615,58529.3695692308,54734.8824884615,3794.48708076923,57193.5240769231,1335.84549230769,0.0209934414487001,783.599542124542,653.115384615385,42.1139053277844,41.5,75.5309170617569,73.1538461538462
"366","49-3090",23,23,2003,2025,2014,103222.051369565,101916.394556522,94275.4504173913,7640.94413913043,100163.6976,1752.69695652174,0.0185297048817154,601.027738041337,478.826086956522,34.8683029685861,30.9565217391304,72.0467432178772,73.1739130434783
"367","49-9010",26,26,2000,2025,2012.5,24073.6804884615,23916.6654884615,23612.2205538462,304.444934615385,22659.1116461538,1257.55384230769,0.0587307026151878,1106.55384615385,1031.53846153846,43.618058821019,42.2115384615385,78.2917726671752,75.9423076923077
"368","49-9021",26,26,2000,2025,2012.5,417134.958119231,414694.381180769,393937.629273077,20756.7519076923,408768.983096154,5925.39808461538,0.0140795984320277,908.763857412925,794.365384615385,40.2736530339527,39.4038461538462,78.3243379816312,74.8461538461538
"369","49-9031",26,26,2000,2025,2012.5,49943.0462192308,49499.5396076923,47965.6476846154,1533.89192307692,47185.5155192308,2314.02408846154,0.0517122059363634,799.841804029304,746,44.1858096167421,43.75,79.5475806260282,76.2307692307692
"370","49-9043",26,26,2000,2025,2012.5,34590.0746807692,34172.3950653846,32093.1202538462,2079.27481153846,33340.7517307692,831.643334615385,0.0217855196307012,876.533741258741,821.173076923077,42.6435152882346,44.8269230769231,76.7112018304486,74.2307692307692
"371","49-9044",26,26,2000,2025,2012.5,69263.0919730769,68972.4115884615,64426.3492269231,4546.06236153846,66842.7172307692,2129.69435769231,0.0337704605239089,1136.38828854969,961.75,44.089661433894,44.9230769230769,79.1717326973104,75.3076923076923
"372","49-904X",26,26,2000,2025,2012.5,458311.216465385,454978.987119231,437643.283423077,17335.7036961538,438542.228438462,16436.7586807692,0.035497153359366,946.956810926731,866.403846153846,44.2108627509082,45.0384615384615,77.5431794169054,73.7692307692308
"373","49-9051",26,26,2000,2025,2012.5,135359.462219231,134201.798373077,127766.878303846,6434.92006923077,132359.114911538,1842.68346153846,0.013658407309665,1185.61458898355,1027.98076923077,39.5511678786528,38.5192307692308,79.3115389831844,75.7692307692308
"374","49-9052",26,26,2000,2025,2012.5,175055.656484615,174026.687253846,165137.029761538,8889.65749230769,165216.256753846,8810.4305,0.0506373544435562,1069.05071353912,922.653846153846,39.7163200639489,38.0769230769231,80.2944543157111,76.8461538461538
