"","soc_2010","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"15","11-9013",26,26,2000,2025,2012.5,1011786.43550769,1003695.62599231,989724.605230769,13971.0207615385,751223.407584615,252472.218407692,0.252626522860404,868.343032470704,719.25,52.253601734004,54.9423076923077,82.261220034238,77.6153846153846
"16","11-9021",23,23,2003,2025,2014,1019227.56017826,1015008.78234348,975093.833717391,39914.948626087,935287.981108696,79720.8012347826,0.0779491386514615,1456.48317815043,1296.45652173913,45.4701722672573,45.9565217391304,87.3259527948864,81.4347826086957
"17","11-9030",26,26,2000,2025,2012.5,937447.212938461,929897.8536,915725.320723077,14172.5328769231,321315.701411538,608582.152188462,0.653745911438841,1284.0330533784,1211.48076923077,45.98314101379,46.7692307692308,112.477164400996,123
"18","11-9041",23,23,2003,2025,2014,138703.020921739,138234.60593913,135989.455665217,2245.15027391304,124648.182078261,13586.4238608696,0.0941217771839784,2002.1542955588,1986.39130434783,46.8015544725091,47.6521739130435,109.749090368029,111
"19","11-9051",26,26,2000,2025,2012.5,1199773.98112692,1189524.38461923,1141934.36587692,47590.0187423077,639066.815811539,550457.568807692,0.461492539286537,843.216410011586,691.519230769231,40.6703272294138,39.6730769230769,84.0194901391061,80.6923076923077
"20","11-9071",17,17,2003,2019,2011,18510.5782352941,18025.5588235294,16944.73,1080.82882352941,11833.3952941176,6192.16352941176,0.315013812947259,969.922549019608,792.529411764706,44.0301522265145,41.9705882352941,86.7150337217815,80.2647058823529
"21","11-9081",23,23,2003,2025,2014,156903.799417391,155021.289226087,147646.925443478,7374.3637826087,76231.7850478261,78789.5041782609,0.506583949390436,974.353832579405,895.760869565217,45.6005800872122,44.7173913043478,92.6332783720861,89.2173913043478
"22","11-9111",26,26,2000,2025,2012.5,688976.862280769,685202.835126923,672513.63485,12689.2002769231,186509.540765385,498693.294361538,0.723423103420322,1323.23867546592,1176.13461538462,45.9450406009544,46.9230769230769,104.879051038463,109.538461538462
"23","11-9121",23,23,2003,2025,2014,20755.7095956522,20755.7095956522,20725.9204652174,29.7891304347826,10034.9450652174,10720.7645304348,0.457420083674941,1585.79855072464,1311.54347826087,44.9709171133404,42.3695652173913,115.240591234905,114.652173913043
"24","11-9141",26,26,2000,2025,2012.5,723939.917392308,719171.203338462,698292.469530769,20878.7338076923,361812.875207692,357358.328130769,0.497026297204077,999.108420236136,856,47.8746997716554,48.1923076923077,92.7358754103729,88.2692307692308
"25","11-9151",26,26,2000,2025,2012.5,449476.321157692,446392.896626923,433118.8962,13274.0004269231,152355.065861538,294037.830765385,0.672521917866437,1085.1282188811,970.365384615385,44.874895066142,45.7884615384615,104.839138821663,111
"26","11-9161",15,15,2011,2025,2018,9818.8359,9546.81256666667,9410.41523333333,136.397333333333,4726.89857333333,4819.91399333333,0.547732110997763,1233.87111111111,1182.1,44.1411111111111,42.2,108.556495507674,105.8
"27","11-9199",26,26,2000,2025,2012.5,5255409.39663077,5226367.85880769,5098815.79762692,127552.061180769,3340644.69488462,1885723.16392308,0.361534858078916,1422.06957530041,1308.82692307692,45.5879016034421,45.9230769230769,97.834868947973,105.846153846154
"28","13-1011",26,26,2000,2025,2012.5,51912.3631461538,51683.9108384615,48838.2185153846,2845.69232307692,28258.3174615385,23425.5933769231,0.448989958442712,1318.60897435897,1143.46153846154,42.1112071603212,38.4230769230769,97.6102348302241,100.384615384615
"29","13-1021",26,26,2000,2025,2012.5,13354.0640346154,13271.3298038462,12756.3178653846,515.011938461539,10213.1899307692,3058.13987307692,0.226266362536463,1224.3108974359,1213.21153846154,44.9192537163691,40.9807692307692,89.4839741864574,84.1538461538462
"30","13-1022",26,26,2000,2025,2012.5,222183.739034615,220881.560434615,211335.220523077,9546.33991153846,102390.7267,118490.833734615,0.530841124332374,835.452591364817,695.961538461538,43.192111677949,43.7307692307692,89.6660435153585,84
"31","13-1023",26,26,2000,2025,2012.5,291978.041784615,290106.270838462,279050.111861538,11056.1589769231,134427.200976923,155679.069861538,0.537353946669116,1079.02909284321,949.384615384615,44.3739386362428,44.7307692307692,94.647239127659,95.8846153846154
"32","13-1030",26,26,2000,2025,2012.5,360213.729042308,358253.081869231,347508.638834615,10744.4430346154,133646.773084615,224606.308784615,0.62527617035881,1007.18186746736,893.865384615385,42.5589793157318,42.0576923076923,95.0557984007843,95.3076923076923
"33","13-1041",26,26,2000,2025,2012.5,247055.398326923,244961.431907692,240221.877096154,4739.55481153846,122224.413761538,122737.018146154,0.494194641650271,1280.4715737463,1150.13461538462,44.9023381489569,45.0192307692308,101.092169831437,108.038461538462
"34","13-1051",23,23,2003,2025,2014,136473.613308696,135774.62243913,131064.003256522,4710.6191826087,116453.426969565,19321.1954695652,0.140883620631372,1196.39088642322,973.760869565217,45.0185546094134,45.5,91.2462674270427,86.0434782608696
"35","13-1070",26,26,2000,2025,2012.5,795244.415357692,789945.944788461,762845.242853846,27100.7019346154,219110.764653846,570835.180134615,0.720394472299965,1098.86061846356,941.384615384615,41.8847117543314,40.4615384615385,100.344872884515,110.269230769231
"36","13-1081",23,23,2003,2025,2014,109963.041808696,109680.763817391,106024.311234783,3656.4525826087,66325.436273913,43355.3275434783,0.394006642218899,1212.06792986425,1011.86956521739,42.5460945279602,41.8260869565217,95.9202066221454,96.0652173913043
"37","13-1111",26,26,2000,2025,2012.5,852417.123396154,843183.896711538,811481.941430769,31701.9552807692,480527.574957692,362656.321753846,0.428282173382639,1480.28615375073,1381.38461538462,45.3418502957686,45.7115384615385,108.550018859792,111
"38","13-1121",23,23,2003,2025,2014,129887.883947826,127992.421686957,120189.573682609,7802.84800434783,30903.8788086957,97088.5428782609,0.765804528018105,891.258735467431,783.717391304348,39.2470726847146,35.3695652173913,100.35871796361,106.934782608696
"39","13-1131",15,15,2011,2025,2018,94920.4783333333,94344.66028,90050.7221066667,4293.93817333333,25375.9269266667,68968.7333533333,0.726277668867933,1198.23818903319,830.366666666667,42.2994364658819,41.2333333333333,109.660431338886,111.8
"40","13-1141",15,15,2011,2025,2018,75885.7829933333,75599.2800666667,72962.2314,2637.04866666667,16580.5401266667,59018.73994,0.77323873092943,1393.05924963925,1213,45.0434969555213,45.4333333333333,99.8830057166505,104.566666666667
"41","13-1151",15,15,2011,2025,2018,161759.378253333,160363.86128,155991.300513333,4372.56076666667,68100.1183466667,92263.7429333333,0.565384060076646,1249.34418689698,935.666666666667,43.695706850097,43.1,98.1910280027532,102
"42","13-1161",26,26,2000,2025,2012.5,284758.884230769,282083.150707692,270040.235046154,12042.9156615385,114331.359030769,167751.791676923,0.570284871965762,1191.57615434604,1015.57692307692,39.4246253287573,36.3846153846154,107.349777758214,111
