"","year","soc_2010_major","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"62",2009,"15-0000",3699402.48,3690990.77,3474817.31,216173.46,2765504.73,925486.040000001,0.250741900392236,1280.67975830816,1154,40.5022385022385,39,104.062713440489,111
"63",2010,"15-0000",3874919.98,3864357.39,3609612.01,254745.38,2791317.74999999,1073039.64,0.27767608730413,1301.48044692737,1154,40.6352657004831,39,103.513032978039,111
"64",2011,"15-0000",3670552.88,3644705.74,3491180.06,153525.68,2666517.39,978188.35,0.268386097474086,1361.59782608696,1250,40.6971093422706,40,105.066876463393,111
"65",2012,"15-0000",3836755.9,3828750.13,3651632.82,177117.31,2810727.72,1018022.41,0.265888965180394,1416.00539083558,1308,41.2012396694215,40,104.574480701356,111
"66",2013,"15-0000",4160896.66000001,4134049.36000001,3983037.35000001,151012.01,3017382.14,1116667.22,0.270114631625976,1429.08376963351,1326,41.1844623038653,40,105.091700370989,111
"67",2014,"15-0000",8326180.23,8278513.09,8015169.32,263343.77,6096860.75999999,2181652.33,0.263531905582818,1396.48899755501,1350,41.8888012618297,41,104.7967148905,111
"68",2015,"15-0000",4322905.24,4298018.68,4202492.41999999,95526.26,3239578.97,1058439.71,0.246262240535446,1392.68,1250,41.6912405866033,40,106.202914236752,111
"69",2016,"15-0000",4774264.00999999,4760231.14999999,4647260.14999999,112971,3651276.06,1108955.09,0.232962445531663,1446.86648501362,1461.5,41.1725554642564,39,105.941636269071,111
"70",2017,"15-0000",4803296.45,4771559.11,4664867.82,106691.29,3515081.31,1256477.8,0.263326466472298,1442.01405152225,1346,41.3066352571653,40,106.321619641426,111
"71",2018,"15-0000",5162089.30999999,5141766.00999998,5050603.81999998,91162.19,3855224.15,1286541.86,0.250214003806836,1529.26732673267,1509.5,41.1666666666667,39,106.60910536067,111
"72",2019,"15-0000",5268592.83000001,5234337.7,5143209.11,91128.59,3905905.47999999,1328432.22,0.25379184457281,1603.4145785877,1568,41.1484404359263,39,106.991902763553,111
"73",2020,"15-0000",5948185.1956,5917506.7858,5760645.3734,156861.4124,4431635.3119,1485871.4739,0.251097553021077,1610.6175,1510,41.717569146864,39,107.647769218296,111
"74",2021,"15-0000",6073786.63249999,6030251.79799999,5892242.7894,138009.0086,4436986.8185,1593264.9795,0.264212015164678,1684.61503416856,1582,41.8219539796303,40,107.738130735565,111
"75",2022,"15-0000",6179126.87,6142320.23,6067076.52,75243.71,4454790.98,1687529.25,0.274738077275401,1861.24069478908,1827,41.6099263280341,39,107.405536430327,111
"76",2023,"15-0000",6849440.61,6824384.09,6674796.78,149587.31,4945008.81000001,1879375.28,0.275391193580958,1915.37804878049,1923,41.5818658673661,39,107.592109835365,111
"77",2024,"15-0000",6575923.19,6542392.39,6360574.35,181818.04,4794394.93,1747997.46,0.267180162209745,1915.37804878049,1923,41.5213708124759,39,107.278449807258,111
"78",2025,"15-0000",6823701.41,6790158.23,6587514.02,202644.21,4944723.97,1845434.26,0.271780744644002,1915.37804878049,1923,41.3051371185786,39,108.342457770679,111
"79",2000,"17-0000",3533655.42000001,3508582.16000001,3431346.47000001,77235.69,2982351.01,526231.15,0.149983989544084,990.311688311688,942,40.3819796954315,39,100.55755061469,111
"80",2001,"17-0000",3564735.18,3528171.61,3433365.75,94805.86,2972032.59,556139.02,0.157628109251749,1011.13275862069,962,40.5011609907121,40,100.725027043115,111
"81",2002,"17-0000",3477290.17,3453519.79,3312322.43,141197.36,2920657.07,532862.72,0.154295545530955,1051.05158069884,962,40.5205533596838,40,100.449129935346,111
"82",2003,"17-0000",2725027.89,2703338.58,2610475.96,92862.62,2347874.25,355464.33,0.131490865639183,1127.57743362832,1045,42.376137512639,42,102.498586340598,111
"83",2004,"17-0000",2700707.6,2684623.99,2583740.9,100883.09,2321118.11,363505.88,0.135402902363247,1151.31868131868,1058,42.29883843717,43,102.908647765604,111
"84",2005,"17-0000",2756242.57,2734824.77,2656154.62,78670.15,2355939.31,378885.46,0.138541037128313,1144.17857142857,1019,42.3420776495278,42,102.515509130773,111
"85",2006,"17-0000",2777700.69,2770161.58,2720174.18,49987.4,2356833.45,413328.13,0.149207227832537,1216.41496598639,1153.5,43.1174242424242,44,102.819945437984,111
"86",2007,"17-0000",2973251.93,2961685.66,2918547.69,43137.97,2558594.75,403090.91,0.136101854239318,1318.17973856209,1155,42.9610731194108,43,103.949014815434,111
"87",2008,"17-0000",2912693.07,2901843.6,2820840.35,81003.25,2508179.47,393664.13,0.135660009381622,1274.98305084746,1209,42.7840549102429,43,104.049964040102,111
"88",2009,"17-0000",2833355.29,2803826.48,2638037.98,165788.5,2422145.95,381680.53,0.136128441871339,1340.7072243346,1200,43.02175066313,43,103.589445631457,111
"89",2010,"17-0000",2719285.76,2701006.04,2528256.56,172749.48,2349942.03,351064.01,0.129975277656173,1375.08921933086,1284,43.1791938997821,44,104.068381161413,111
"90",2011,"17-0000",2936743.19,2906908.76,2793318.03,113590.73,2502648.84,404259.92,0.139068664817674,1373.36140350877,1308,43.8907074973601,45,104.071424966224,111
"91",2012,"17-0000",2942975.67,2924580.46,2819731.69,104848.77,2504855.38,419725.08,0.143516338750345,1439.04513888889,1300,44.135761589404,45,103.978688649243,111
"92",2013,"17-0000",2817676.54000001,2803127.75000001,2698402.61000001,104725.14,2388584.99000001,414542.76,0.147885789365112,1459.06691449814,1392.5,43.8003403289847,44,104.350484172546,111
"93",2014,"17-0000",5807559.43,5766020.4,5597401.94,168618.46,4887689.45,878330.95,0.15232879682493,1512.08778625954,1343.5,44.1859237536657,44,104.278742633307,111
"94",2015,"17-0000",2836509.1,2814015.57,2727875.95,86139.62,2381474.55,432541.02,0.153709533312923,1516.08646616541,1442,43.3967193195626,44,104.471872584557,111
"95",2016,"17-0000",3030249.62,3016744.78,2924592.08,92152.7,2572705.38,444039.4,0.147191569848345,1484.48305084746,1346,43.5443425076453,44,105.963595979107,111
"96",2017,"17-0000",3214244.92,3191331.62,3124702.45,66629.17,2626954.18,564377.44,0.17684700532626,1557.83984375,1442,43.6618828932262,44,106.02326157192,111
"97",2018,"17-0000",3438179.68999999,3423548.01999999,3362726.90999999,60821.11,2822934.87,600613.15,0.175435877192691,1513.88345864662,1398,43.6173558532324,42,106.436104053829,111
"98",2019,"17-0000",3493510.75,3473729.41,3418615.34,55114.07,2956171.91,517557.5,0.148991887079656,1606.71474358974,1519,43.3193566915566,42,105.963370114658,111
"99",2020,"17-0000",3342900.2278,3329288.9344,3236632.2552,92656.6792,2848547.2078,480741.7266,0.144397718573692,1597.37037037037,1490,44.2750830564784,43,106.622026576637,111
"100",2021,"17-0000",3160613.9302,3126622.2421,3030006.9645,96615.2776,2581539.6434,545082.5987,0.174335930756347,1652.64462809917,1466.5,42.9239204934887,41,107.408859575131,111
"101",2022,"17-0000",3525363.4,3504462.07,3442981.39,61480.68,2964481.17,539980.9,0.15408381920367,1756.91044776119,1615,43.1415282392027,42,106.603921967973,111
"102",2023,"17-0000",3635669.80000001,3621789.77000001,3570704.44000001,51085.33,3033764.95,588024.82,0.162357524136471,1767.45374449339,1664,42.7961826857532,40,106.907887743026,111
"103",2024,"17-0000",3585743.86,3566819.89,3484548.95,82270.94,3078582.24,488237.65,0.136883180271825,1767.45374449339,1664,42.5566365531619,40,107.097769691421,111
"104",2025,"17-0000",3729885.67000001,3708275.13000001,3659020.25000001,49254.88,2953855.30000001,754419.83,0.203442248364133,1767.45374449339,1664,42.6108071135431,40,107.105727276498,111
"105",2000,"19-0000",1115861.8,1103316.85,1084344.35,18972.5,619084.72,484232.13,0.438887641387875,811.302521008403,736,40.8905109489051,39,107.792416548338,111
"106",2001,"19-0000",1222853.73,1214899.47,1183515.52,31383.95,678810.41,536089.06,0.441262074136883,853.809322033898,769,40.7578616352201,41,109.471677232685,111
"107",2002,"19-0000",1178442.41,1177973.64,1145396.58,32577.06,601476.23,576497.41,0.489397547130172,899.014218009479,808,40.9159292035398,40,109.633729461043,111
"108",2003,"19-0000",1312114.05,1303873.8,1257171.17,46702.63,755897.03,547976.77,0.420268257556828,905.848484848485,769,41.2687038988409,40,108.899298973566,111
"109",2004,"19-0000",1245181.56,1230256.25,1178122.08,52134.17,727032.039999999,503224.21,0.409040157284306,964.52736318408,872,42.2089887640449,42,109.891841191622,111
"110",2005,"19-0000",1198448.08,1198448.08,1169496.54,28951.54,700924.390000001,497523.69,0.415139961674434,959.28125,769,42.124703087886,41,110.766284668753,111
"111",2006,"19-0000",1245461.67,1238392.66,1210299.16,28093.5,710203.7,528188.96,0.42651170106257,1176.66929133858,962,42.2180365296804,42,111.812937077647,123
"112",2007,"19-0000",1284986.01,1276006.09,1259272.13,16733.96,805534.11,470471.98,0.368706688539394,1274.67543859649,1141.5,42.5516840882695,42,111.535477749953,123
"113",2008,"19-0000",1168219.97,1147078.91,1130102.76,16976.15,645867.520000001,501211.39,0.436945868004843,1164.31578947368,1154,42.5065088757396,42,112.496952350035,123
"114",2009,"19-0000",1213322.87,1211473.31,1176868.64,34604.67,640176.65,571296.66,0.471571808709513,1076.87155963303,925,42.033918128655,41,111.73527967364,123
"115",2010,"19-0000",1254530.7,1240316.82,1184257.82,56059,658652.169999999,581664.65,0.468964574712451,1162.01526717557,928,42.2090592334495,42,111.309777424449,111
"116",2011,"19-0000",1379052.36,1372760.42,1303823.98,68936.44,744969.31,627791.11,0.457320229264769,1210.25954198473,1057.5,42.5720384204909,42,112.618253256457,123
"117",2012,"19-0000",1327833.6,1325342.42,1285127.11,40215.31,740135.5,585206.92,0.441551489765188,1173.34959349593,923,42.6352128883774,42,112.479779595374,123
"118",2013,"19-0000",1416585.44,1407966.36,1356553.9,51412.46,779141.8,628824.56,0.446619022914724,1245.97986577181,1077,43.5238589211618,43,112.009533984889,123
"119",2014,"19-0000",2812567.35,2803258.82,2688474.1,114784.72,1568058.95,1235199.87,0.440629977220584,1307.81699346405,1237.5,43.2800851970181,42,111.664812109643,123
"120",2015,"19-0000",1512536.78,1494507.62,1449680.02,44827.6,795893.85,698613.77,0.46745413716927,1340.75324675325,1030.5,42.3887688984881,39,112.856894199041,123
"121",2016,"19-0000",1460021.2,1455071.05,1414649.31,40421.74,817605.19,637465.86,0.438099472874538,1512.71875,1372.5,42.6957040572792,41,112.025507599784,111
"122",2017,"19-0000",1488300.92,1479450.49,1449176.51,30273.98,775463.79,703986.7,0.475843365329515,1522.77631578947,1308,43.0889679715303,41,113.827028115013,123
"123",2018,"19-0000",1623878.34,1615714.17,1586421.97,29292.2,836957.37,778756.8,0.481989212237954,1419.0974025974,1154,41.7599093997735,39,114.236569473176,123
"124",2019,"19-0000",1543641.3,1542466.09,1526922.5,15543.59,720075.639999999,822390.449999999,0.533165983571153,1369.56129032258,1151.5,41.4886104783599,38,114.081239426145,123
"125",2020,"19-0000",1653023.938,1650162.1033,1589475.6152,60686.4881,753073.0234,897089.0799,0.543636942156166,1440.2700729927,1196,41.6560913705584,39,113.925406587478,123
"126",2021,"19-0000",1567723.4514,1557791.4231,1498177.6822,59613.7409,804835.5314,752955.8917,0.483348335685159,1542.04651162791,1346,42.485084306096,42,113.591235699814,123
"127",2022,"19-0000",1805607.81,1786996.3,1768189.17,18807.13,902962.85,884033.45,0.49470357045507,1448.37837837838,1276,41.6877323420074,39,114.717728542583,123
"128",2023,"19-0000",1839248.18,1821293.9,1796744.21,24549.69,924241.41,897052.49,0.492535823021205,1540.68503937008,1441,42.603274559194,38,114.476046254808,123
"129",2024,"19-0000",1947872.98,1921210.43,1885946.29,35264.14,893587.44,1027622.99,0.534883099713341,1540.68503937008,1441,41.4826302729529,37,113.289323871722,123
"130",2025,"19-0000",1952148.05,1923249.23,1871801.37,51447.86,923726.97,999522.26,0.519705009839,1540.68503937008,1441,40.2780429594272,37,113.58597794941,123
"131",2000,"21-0000",1779859.76,1763158.13,1732335.54,30822.59,698789.91,1064368.22,0.603671447211601,639.205741626794,600,42.7858002406739,44,106.796891082027,111
"132",2001,"21-0000",1757102.59,1741064.59,1722961.66,18102.93,733082.06,1007982.53,0.578946086084032,584.908355795148,559,43.057761732852,43,106.173659553894,111
"133",2002,"21-0000",1849055.83,1834090.98,1801816.93,32274.05,764039.08,1070051.9,0.583423566043599,676.903846153846,673,42.7983811626196,44,106.217804980427,111
"134",2003,"21-0000",2248660.74,2225219.63,2170163.22,55056.41,857270.46,1367949.17,0.614747933892709,708.803278688525,615,42.6232242124768,43,105.620954961646,111
"135",2004,"21-0000",2222514.85,2205251.42,2140365.41,64886.01,885554.36,1319697.06,0.598433833000321,743.55497382199,692,43.0131086142322,43,105.439462231477,111
"136",2005,"21-0000",2156188.68,2134040.63,2084813.64,49226.99,878388.93,1255651.7,0.588391655879579,773.707865168539,723.5,42.9018445322793,43,105.909906059286,111
"137",2006,"21-0000",2194426.37,2182894.64,2142970.09,39924.55,848940.9,1333953.74,0.611093964663361,744.143459915612,673,43.0391779062299,43,105.565748647401,111
"138",2007,"21-0000",2369953.1,2351157.17,2301894.93,49262.24,905024.81,1446132.36,0.615072602738847,788.579646017699,692,43.6918392204629,44,105.83711032385,111
"139",2008,"21-0000",2303311.28,2284959.89,2239110.46,45849.43,895983.68,1388976.21,0.607877720776971,767.751968503937,728.5,43.9272951324707,44,106.698094341604,111
"140",2009,"21-0000",2342265.9,2322505.68,2227572.52,94933.16,810482.82,1512022.86,0.651030855605916,858.367424242424,750,43.6060233558697,44,106.036409697822,111
"141",2010,"21-0000",2510630.4,2490363.8,2366042.22,124321.58,893617.49,1596746.31,0.641169900558304,853.387453874539,750,43.6369426751592,44,106.489670400766,111
"142",2011,"21-0000",2581932.61,2566441.99,2452803.94999999,113638.04,885456.94,1680985.05,0.654986575402782,877.722448979592,785,44.144893111639,44.5,107.020219790746,111
"143",2012,"21-0000",2471379.52,2457075.94,2326333.83,130742.11,870857.45,1586218.49,0.64557161794519,864.302521008403,803,44.2611662531017,44,106.73099158262,111
"144",2013,"21-0000",2462391.67,2442223.21,2364596.32,77626.89,901171.72,1541051.49,0.631003539598659,899.794573643411,769,44.2099514563107,43,106.945753652059,111
"145",2014,"21-0000",4966710.99,4910427.25,4719947.54,190479.71,1747009.82,3163417.43,0.644224477615466,865.641129032258,756,44.3226779252111,44,107.456320331393,111
"146",2015,"21-0000",2632110.92,2606443.7,2567996.96,38446.74,931048.45,1675395.25,0.642789732999029,876.736,731,44.7584170112227,45,107.824938651083,111
"147",2016,"21-0000",2654760.28,2631569.55,2558827.27,72742.28,884039.69,1747529.86,0.664063718171538,892.660550458716,800,44.4935897435897,45,108.439461943919,111
"148",2017,"21-0000",2697155.85,2683346.41,2654297.95,29048.46,933592.78,1749753.63,0.652078920365709,906.538461538462,800,43.9106910039113,43,107.965876138966,111
"149",2018,"21-0000",2834551.68,2813314.23,2759041.68,54272.55,958453.970000001,1854860.26,0.659314995893651,903.511904761905,830.5,44.2021963824289,42,108.355516379697,111
"150",2019,"21-0000",2827488.32,2810631.93,2754150.91,56481.02,889582.000000001,1921049.93,0.683493953617754,904.609375,817.5,44.5807888040712,43,108.610629731229,111
"151",2020,"21-0000",2852388.1223,2817816.5279,2757432.1373,60384.3906,899834.550200001,1917981.9777,0.680662477031246,949.377682403433,900,44.7548948513416,43,109.547753188193,111
"152",2021,"21-0000",2857477.2785,2838915.4766,2768491.2272,70424.2494,874683.5254,1964231.9512,0.691895185816678,1169.64651162791,1000,44.6842475386779,44,109.979535847763,111
"153",2022,"21-0000",2919130.04999999,2892528.85999999,2873760.69999999,18768.16,936495.900000001,1956032.96,0.676236281355547,1128.03791469194,1032.5,44.2009132420091,43,110.428862835962,111
"154",2023,"21-0000",2785629.36,2770145.83,2698136.67,72009.16,818812.71,1951333.12,0.70441530509605,1221.845,1057.5,44.1409342834521,43,108.944379657442,111
"155",2024,"21-0000",2804559.97999999,2790193.68999999,2738424.78999999,51768.9,875652.64,1914541.05,0.686167794322551,1221.845,1057.5,44.4148681055156,43,110.25456410519,111
"156",2025,"21-0000",2883235.51000001,2852589.35000001,2796776.39000001,55812.96,834575.46,2018013.89,0.707432315836137,1221.845,1057.5,44.8081967213115,43,109.677670005323,111
"157",2000,"23-0000",1524225.25,1509410.48,1479110.02,30300.46,720592.16,788818.32,0.522600267092355,1140.47101449275,875,42.4421965317919,41,111.725721773179,124
"158",2001,"23-0000",1457699.12,1449897.47,1430094.94,19802.53,683341.82,766555.65,0.528696453274037,1173.74429223744,908.5,42.5579240037071,42,111.330401617985,124
"159",2002,"23-0000",1539986.46,1535820.37,1494403.29,41417.08,729033.889999999,806786.479999999,0.525313048165913,1125.01923076923,854.5,42.4393673110721,42,110.100666941929,124
"160",2003,"23-0000",1530637.11,1527956.09,1508309.24,19646.85,787187.51,740768.579999999,0.484810123044831,1171.4243902439,962,42.6620498614958,42,111.076437399455,124
"161",2004,"23-0000",1609865.16,1607442.13,1560435.94,47006.19,837497.16,769944.97,0.4789876759047,1243.64251207729,1000,43.6289592760181,43,113.156853939121,124
"162",2005,"23-0000",1606904.45,1597327.86,1564916.74,32411.12,810739.589999999,786588.27,0.492440086783436,1117.12101910828,865,43.2382704691812,43,111.905411672967,124
"163",2006,"23-0000",1581284.38,1569897.9,1552045.85,17852.05,747210.620000001,822687.28,0.524038716148356,1296.42222222222,962,43.4820754716981,43,111.459116207494,124
"164",2007,"23-0000",1715842.05,1709175.65,1665191.47,43984.18,829134.12,880041.53,0.514892386864978,1200.60740740741,962,44.2830357142857,44,111.15818934116,124
"165",2008,"23-0000",1695633.87,1681567.3,1641658.05,39909.25,753577.03,927990.27,0.551860321023131,1328.9347826087,1120,44.2257495590829,44,111.148279411713,124
"166",2009,"23-0000",1810378.16,1793691.53,1715692.28,77999.25,894711.88,898979.65,0.501189661078458,1443.79487179487,1187.5,44.2106557377049,44,113.300780803709,124
"167",2010,"23-0000",1759265.13,1744792.86,1703223.48,41569.38,887723.110000001,857069.75,0.491215759560135,1415.2774566474,1177,44.7953964194373,45,113.195906773713,124
"168",2011,"23-0000",1818113.11,1811818.94,1743808.19,68010.75,890975.67,920843.270000001,0.508242435085705,1440.52409638554,1250,45.1087328767123,45,113.945256202035,124
"169",2012,"23-0000",1845176.4,1843586.73,1779894.29,63692.44,948884.710000001,894702.02,0.485305087870751,1524.6936416185,1346,45.474182444062,46,113.307357419523,124
"170",2013,"23-0000",1873996.91,1868574.87,1822812.77,45762.1,943417.030000001,925157.84,0.495114140114707,1405.21710526316,1167,45.3015202702703,45,113.4394863022,124
"171",2014,"23-0000",3734497.16,3703481.04,3606833.79,96647.25,1793485.85,1909995.19,0.515729706557375,1354.94520547945,1038,45.8974804517811,47,112.855398968102,124
"172",2015,"23-0000",1790792.64,1778230.86,1743865.17,34365.69,871225.8,907005.059999999,0.510060352906034,1631.05732484076,1408.5,45.5076096687556,46,114.198660600233,124
"173",2016,"23-0000",1804445.87,1787081.36,1751769.21,35312.15,875077.139999999,912004.22,0.510331672867989,1531.77536231884,1401.5,45.378243512974,45,114.69007016558,124
"174",2017,"23-0000",1777539.19,1777539.19,1749444.48,28094.71,861624.030000001,915915.16,0.515271429824284,1483.24832214765,1250,45.5539772727273,45,113.937297067414,124
"175",2018,"23-0000",1947244.21,1928257.61,1883367,44890.61,953530.29,974727.32,0.50549642067794,1667.03100775194,1346,46.0696798493409,46,114.518328036056,124
"176",2019,"23-0000",1859597.94,1851182.49,1810011.19,41171.3,861603.37,989579.12,0.534565946548036,1633.86335403727,1284.5,46.2939453125,47,114.163481624116,124
"177",2020,"23-0000",1957708.395,1949362.9255,1907448.9891,41913.9364,901478.799900001,1047884.1256,0.537552095555128,1686.7196969697,1442,46.2639915522703,46,114.527503403624,124
"178",2021,"23-0000",1917166.1353,1905179.3332,1869103.3553,36075.9779,852647.0142,1052532.319,0.552458396256133,1711.27131782946,1605.5,46.4264232008593,47,113.288063343034,124
"179",2022,"23-0000",1910260.2,1903060.15,1872930.37,30129.78,861081.93,1041978.22,0.547527738416465,1885.87407407407,1741.5,45.95,45,115.065121120843,124
"180",2023,"23-0000",1865285.94,1832233.3,1819951.34,12281.96,848060.859999999,984172.44,0.53714362685145,1936.04761904762,1657.5,45.9913686806412,44,114.745684089466,124
"181",2024,"23-0000",1779295.37,1768996.23,1721380.06,47616.17,841778.180000001,927218.05,0.524149251578676,1936.04761904762,1657.5,46.2348578491965,45,114.631689599474,124
"182",2025,"23-0000",1937636.56,1913631.12,1880575.39,33055.73,862961.1,1050670.02,0.549045220376642,1936.04761904762,1657.5,45.951690821256,45,115.088412953903,124
"183",2000,"25-0000",7733279.34999998,7642127.70999998,7569082.77999998,73044.93,1992096.39,5650031.31999999,0.739326995622793,644.856294536817,578.5,41.9975649350649,43,107.955332036711,111
"184",2001,"25-0000",7940233.05000002,7870898.63000002,7759046.58000002,111852.05,2192067.47,5678831.16000001,0.721497179287139,680.401967213115,618.5,41.5672038544609,42,107.694276789332,111
"185",2002,"25-0000",8194016.56000003,8111441.65000003,7971401.46000002,140040.19,2279208.56,5832233.09000001,0.719013134983225,676.968503937008,646,41.7149343278742,43,107.571248993697,111
"186",2003,"25-0000",8065143.56999996,7971536.29999996,7825692.19999997,145844.1,2116870.8,5854665.49999999,0.734446319964697,681.943472409152,654,41.7918928086839,42,107.083726810603,111
"187",2004,"25-0000",8326613.78999998,8237184.94999999,8109318.68999998,127866.26,2191121,6046063.94999998,0.733996381858586,708.097759674134,640,42.3572847682119,43,107.886902988624,111
"188",2005,"25-0000",8483982.81999999,8377365.91,8249499.65,127866.26,2164969.37,6212396.53999999,0.741569200479151,733.773869346734,692,42.36875,43,108.106953220097,111
"189",2006,"25-0000",8461050.45000001,8364299.12000001,8216822.63000002,147476.49,2137186.24,6227112.88,0.744487110116645,733.588411588412,702,42.623099265334,43,108.061283757628,111
"190",2007,"25-0000",8910516.90000004,8832544.68000003,8705650.47000002,126894.21,2386041.27,6446503.41,0.729858001691988,773.269874476987,712,42.4055610398157,42,108.641366844464,111
"191",2008,"25-0000",8996637.13999999,8911710.40999999,8740488.79999999,171221.61,2390619.82,6521090.59000001,0.731743996380601,815.847940865892,769,42.963444755475,43,108.71711500778,111
"192",2009,"25-0000",9396733.73999996,9305313.96999996,9039621.28999996,265692.68,2397306.05,6908007.91999997,0.742372362960687,838.984954864594,755,42.6347003154574,42,108.663807395422,111
"193",2010,"25-0000",9232928.46999999,9173239.80999999,8886859.92999998,286379.88,2427009.77,6746230.03999999,0.735425016649597,861.924664602683,769,43.0066022544283,44,108.633538298395,111
"194",2011,"25-0000",9303301.28000004,9223750.48000004,8909990.78,313759.7,2438113.64999999,6785636.83,0.735670034083576,882.736111111111,800,43.130654907725,43,108.99902193473,111
"195",2012,"25-0000",8971671.56000001,8882946.34,8586065.57000001,296880.77,2305822.15,6577124.18999999,0.74042147033841,862.348453608247,769,43.0820338983051,43,109.075111917202,111
"196",2013,"25-0000",9143504.07999998,9052150.66999999,8741463.36999999,310687.3,2377874.21,6674276.46,0.737313894047236,888.863731656185,769,43.2135758800741,43,109.359584917294,111
"197",2014,"25-0000",18703861.79,18540938.56,17995581.5,545357.06,4984932.95,13556005.61,0.731139125785442,920.481400437637,862,43.0180743243243,42,109.536911909706,111
"198",2015,"25-0000",9581464.29,9449678.95999999,9273450.13999999,176228.82,2432097.39000001,7017581.57000002,0.742626453205983,907.604033970276,808,43.4568047337278,43,109.162648907599,111
"199",2016,"25-0000",9690550.58000001,9572637.08,9409659.7,162977.38,2464810.59,7107826.49000002,0.742514986267505,915.793577981651,827,43.2942345924453,42,110.072049136955,111
"200",2017,"25-0000",9974389.26,9843718.63,9658983.52,184735.11,2625433.36,7218285.27,0.733288459505674,961.385099685205,843,43.3570163004961,43,109.316064011675,111
"201",2018,"25-0000",10321587.17,10221015.43,9991089.33,229926.1,2787119.71,7433895.72000002,0.727314792831695,1004.71412037037,912.5,43.335247666906,42,109.571540100884,111
"202",2019,"25-0000",10224108.26,10085204.13,9919853.61,165350.52,2651939.67,7433264.46000001,0.737046505374007,999.448913043478,853.5,43.3948459181835,43,110.024443170095,111
"203",2020,"25-0000",10038835.6561,9916473.86169998,9539788.80309999,376685.0586,2608774.0538,7307699.80790001,0.736925232680161,983.397590361446,923,43.4539852095316,42,110.177022980354,111
"204",2021,"25-0000",9526183.05999997,9445775.57269998,9175978.71239999,269796.8603,2453976.2958,6991799.27689998,0.740203832187964,1077.252,1000,43.3511111111111,42,111.047453031289,111
"205",2022,"25-0000",9732383.56999998,9623722.07999998,9477402.32999997,146319.75,2596358.85,7027363.22999999,0.730212611251966,1086.0775862069,951,43.6319196428571,42,110.379695433807,111
"206",2023,"25-0000",10305204.68,10218557.29,10067645.57,150911.72,2730015.56,7488541.73,0.732837475729414,1154.86901408451,1028.5,43.6146788990826,42,109.568087398764,111
"207",2024,"25-0000",10123454.1,10023845.59,9903788.41999999,120057.17,2656406.44,7367439.15,0.734991284916631,1154.86901408451,1028.5,43.6146341463415,42,109.499079328895,111
"208",2025,"25-0000",10030452.1,9917863.10000002,9712804.16000003,205058.94,2528548.54,7389314.56,0.745051074560607,1154.86901408451,1028.5,43.9023815137939,43,109.463946579379,111
"209",2000,"27-0000",2451512.73,2409192.62,2303388.31,105804.31,1206877.04,1202315.58,0.499053321855187,725.217877094972,635,40.8259355961706,39,98.663745400316,111
"210",2001,"27-0000",2739512.47,2691680.08,2609585.2,82094.88,1373676.36,1318003.72,0.489658384662118,717.888888888889,639,39.0647995606809,38,97.0356062448551,111
"211",2002,"27-0000",2520782.69,2484486.22,2344955.74,139530.48,1204987.65,1279498.57,0.514995237123915,739.240601503759,673,40.3099715099715,39,98.8218317145666,111
"212",2003,"27-0000",2705339.39999999,2659833.75999999,2489087.08,170746.68,1376373.87,1283459.89,0.482533874598238,764.11620795107,696,40.2925243770314,39,98.3793748598788,111
"213",2004,"27-0000",2808812.26,2766541.34,2604263.5,162277.84,1459908.13,1306633.21,0.472298458406553,754.041379310345,700,40.4589552238806,39,97.5235209642665,111
"214",2005,"27-0000",2845714.56,2807414.13,2673049.08,134365.05,1476453.78,1330960.35,0.474087643777728,818.869346733668,736.5,41.4983624454148,40,97.6542164728649,111
"215",2006,"27-0000",2731958.46999999,2702297.49,2589602.82,112694.67,1402545.97,1299751.52,0.480980175132383,848.334928229665,691.5,40.5736040609137,39,97.7275936262667,111
"216",2007,"27-0000",2905129.29999999,2878596.02999999,2764254.65999999,114341.37,1560295.7,1318300.33,0.457966424000105,873.569444444444,696,41.4063018242123,40,98.9480377383835,111
"217",2008,"27-0000",2905733.91,2874560.17,2755829.64,118730.53,1433014.35,1441545.82,0.501483960935839,869.120930232558,769,41.7855579868709,40,99.9129661147431,111
"218",2009,"27-0000",2845575.87,2796501.78,2551531.51,244970.27,1490244.71,1306257.07,0.467103965154637,953.58152173913,764.5,41.9994459833795,40,99.3703436155153,111
"219",2010,"27-0000",2975375.03,2944820.98,2663997.23,280823.75,1611547.49,1333273.49,0.452751966606812,949.480176211454,841,41.3284365162644,40,98.271551376274,111
"220",2011,"27-0000",3016362.73,2978255.81,2699406.71,278849.1,1667894.39,1310361.42,0.439976114744824,943.965,803.5,41.5161290322581,40,99.8752570518783,111
"221",2012,"27-0000",3003943.4,2952127.58,2736878.48,215249.1,1561944.13,1390183.45,0.4709090011618,928.07619047619,794,42.2404494382022,41,100.378874706357,111
"222",2013,"27-0000",2969830.38,2952219.4,2726268.62,225950.78,1577599.93,1374619.47,0.465622395815162,958.089285714286,803.5,42.2978723404255,41,100.797948292732,111
"223",2014,"27-0000",6124577.93000002,6067701.65000002,5662568.69000001,405132.96,3221847.57,2845854.08,0.469016811332509,922.413953488372,726,41.6793893129771,39,100.167804356366,111
