"","year","soc_2010_major","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"29",2002,"13-0000",6011056.73,5967567.06,5775839.98,191727.08,2463990.73,3503576.33,0.587102967553414,889.88064516129,750,41.2097186700767,41,98.4865158230829,111
"30",2003,"13-0000",6036474.25,5988759.55,5773311.27,215448.28,2711687.98999999,3277071.56,0.547203729359948,878.567474048443,781,42.2164126611958,42,100.052016773658,111
"31",2004,"13-0000",5994866.87999998,5948243.52999998,5746560.52999998,201683,2671272.71,3276970.82,0.550914030918973,934.236425339367,817,42.5155786350148,42,99.4826551276061,111
"32",2005,"13-0000",6052516.14999999,6021479.44999999,5867422.27999999,154057.17,2603621.77,3417857.67999999,0.567610951491331,955.375796178344,865,42.4672150979918,42,99.7286345185485,111
"33",2006,"13-0000",6244661.4,6192145.14,6036467.33,155677.81,2740472.84,3451672.3,0.557427550866484,977.418383518225,865,42.5844378988709,43,100.492647543142,111
"34",2007,"13-0000",6619130.59000002,6574037.44000002,6403200.48000002,170836.96,2850561.42,3723476.01999999,0.566391057851961,1021.61052631579,905,42.7640763145649,42,100.572440171561,111
"35",2008,"13-0000",6578748.77,6538200.83000001,6362046.89000001,176153.94,2787113.23,3751087.6,0.573718626504778,1086.32296296296,957,42.9526947517063,43,101.992072658618,111
"36",2009,"13-0000",6709091.31,6676232.83,6342377.05999999,333855.77,2820564.75,3855668.08,0.577521512232819,1125.2528363047,1000,43.212977617002,44,101.488840956136,111
"37",2010,"13-0000",6543620.93999999,6496349.12999999,6117623.48999998,378725.64,2860866.21,3635482.92,0.559619387328094,1143.24036979969,1000,43.1353065539112,43,102.048178072597,111
"38",2011,"13-0000",6755514.4,6715119.46,6336473.09,378646.37,3073248.98,3641870.48,0.54233889682731,1207.64093959732,1058,43.2548566142461,43,103.033405578461,111
"39",2012,"13-0000",7004352.44,6972170.51,6634889.30000001,337281.21,3129967.95000001,3842202.56,0.551076964410039,1183.96649916248,1019,43.7597004765146,44,103.022454774991,111
"40",2013,"13-0000",7040477.90999998,7012110.67999998,6713021.11999999,299089.56,3079897.47,3932213.21,0.56077454983925,1171.9811023622,1019,43.4115384615385,43,103.355910199352,111
"41",2014,"13-0000",14532608.2,14415460.18,13904543.71,510916.47,6324410.09000001,8091050.09000001,0.561275879435713,1169.66912850812,1000,43.8013169845595,44,103.339965159545,111
"42",2015,"13-0000",7319570.79000001,7259209.93000001,7085602.92000001,173607.01,3395061.3,3864148.63,0.532309806061773,1224.11764705882,1045,43.9771827706636,44,103.236584979159,111
"43",2016,"13-0000",7800569.35,7732486.49999999,7512819.61999999,219666.88,3448280.41000001,4284206.09,0.554052837984262,1212.5968503937,995,44.0685260880019,43,103.24992459282,111
"44",2017,"13-0000",7881451.6,7820905.52,7561082.13,259823.39,3562218.13,4258687.39,0.544526126688205,1286.70889894419,1154,43.7044922788956,43,103.954596697391,111
"45",2018,"13-0000",8225919.61,8174548.31,8000444.11,174104.2,3784593.58,4389954.73,0.537027192637632,1362.89935064935,1154,44.0698290392487,44,104.171811567653,111
"46",2019,"13-0000",8301083.41999999,8218313.67999999,8044450.80999999,173862.87,3710765.33000001,4507548.35,0.548476065226072,1312.99198717949,1154,43.5594472242078,43,104.787896066289,111
"47",2020,"13-0000",8641666.31580001,8571697.26370002,8341022.23500002,230675.0287,3757042.1394,4814655.1243,0.561692156895161,1399.23520249221,1240.5,44.078190376569,43,104.681365939396,111
"48",2021,"13-0000",8499487.11309999,8428072.17979999,8120127.3392,307944.8406,3688091.8393,4739980.34049999,0.56240386168744,1425.84640522876,1255,43.5688264376789,42,105.494180891686,111
"49",2022,"13-0000",8465183.19000003,8402313.68000002,8241225.51000002,161088.17,3679572.42,4722741.25999999,0.56207628515959,1483.19170984456,1385,43.6562930322225,42,104.894015463607,111
"50",2023,"13-0000",8777728.44999999,8730745.00999999,8488027.72999999,242717.28,3860457.85,4870287.16,0.557831794929491,1559.5318275154,1348,43.8187748156551,42,104.818579361992,111
"51",2024,"13-0000",9132995.57999998,9051244.09999998,8831741.17999998,219502.92,4016614.95,5034629.15,0.556236147691564,1559.5318275154,1348,43.9877484345222,42,105.616058958127,111
"52",2025,"13-0000",9181136.7,9130542.12,8906088.92000001,224453.2,4050668.43,5079873.69,0.556360577853618,1559.5318275154,1348,43.7747132714364,42,105.49344398512,111
"53",2000,"15-0000",2657484.85,2642600.03,2601113.41,41486.62,1837660.22,804939.81,0.304601453440535,1080.02868852459,962,37.7489102005231,37,102.732260470004,111
"54",2001,"15-0000",2936538.56,2924601.67,2857134.03,67467.64,2023461.18,901140.49,0.308124179522882,1114.78695652174,1076,37.686052242484,36,104.213177099089,111
"55",2002,"15-0000",2844255.71,2828370.45,2705499.62,122870.83,1963270.67,865099.78,0.305865089207109,1137.06459330144,1060,37.9079563182527,36,103.567608892958,111
"56",2003,"15-0000",3241575.72000001,3214763.35000001,3000299.58000001,214463.77,2333777.36,880985.99,0.274043807921351,1167.87855787476,1124.5,38.5732899022801,38,102.470210318903,111
"57",2004,"15-0000",3204707.68000001,3191576.06000001,3022814.77000001,168761.29,2294500.25,897075.81,0.281076118236079,1150.07115384615,1078.5,39.8025889967638,39,102.428994426033,111
"58",2005,"15-0000",3310030.03,3288874.13,3166663.04,122211.09,2392192.12,896682.010000001,0.272641023814433,1079.72651933702,1015,39.6610401459854,38,103.226782771404,111
"59",2006,"15-0000",3294989.35,3289789.45,3204363.01,85426.44,2436796.95,852992.5,0.25928483052312,1231.99707602339,1154,39.8028037383178,38,103.20530820901,111
"60",2007,"15-0000",3361662.6,3347529.43,3273202.58,74326.85,2462291.93,885237.5,0.264445023863465,1286.03680981595,1250,39.9775070290534,39,103.605979356543,111
"61",2008,"15-0000",3850421.07999999,3837367.96999999,3727516.14999999,109851.82,2834962.98,1002404.99,0.261222014108801,1264.92874109264,1154,40.0920295809367,38,104.474680808367,111
