"","year","occ","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"3898",2021,1910,16440.3618,16440.3618,12834.2789,3606.0829,8514.7008,7925.661,0.482085558482052,726,726,43.5555555555556,52.5,93.7375280329901,91.5
"3899",2022,1910,18277.77,18277.77,18277.77,0,7840.56,10437.21,0.571033008950217,615,615,41.375,35,112.967875183898,117
"3900",2023,1910,37282.96,37282.96,37282.96,0,17257.16,20025.8,0.537130099112302,1049.5,390,40.3333333333333,33,101.286377476466,111
"3901",2024,1910,35426.55,35426.55,35426.55,0,13939.44,21487.11,0.606525614263878,1049.5,390,39,27.5,104.898902659164,111
"3902",2025,1910,28722.7,28312.27,23235.57,5076.7,13745.29,14566.98,0.51451119956118,1049.5,390,39.0769230769231,42,95.7002974328798,86.5
"3903",2003,1920,82321.08,79666.28,66199.25,13467.03,65592.81,14073.47,0.176655292552884,1016.88888888889,980,41.8545454545455,42,83.7868380449043,81
"3904",2004,1920,99595.08,99595.08,98527.13,1067.95,66582.29,33012.79,0.331470088683096,835.25,773.5,39.4347826086956,43,85.3134732157452,81
"3905",2005,1920,82969.82,82969.82,82969.82,0,58213.18,24756.64,0.298381266826902,700.9,666,40.6153846153846,40,87.4087538095177,81
"3906",2006,1920,79602.4,79408.98,74067.86,5341.12,48531.02,30877.96,0.388847205945725,983.333333333333,856,44.2888888888889,43.5,87.7866791639938,81
"3907",2007,1920,62936.76,62936.76,60644.46,2292.3,49834.68,13102.08,0.208178495365824,661.8,633,42.0243902439024,41.5,86.2589669376053,81
"3908",2008,1920,64976.18,61384.9,57408.62,3976.28,31028.04,30356.86,0.49453302033562,937.5,497,40.5,38.5,92.7078815799977,91.5
"3909",2009,1920,68612.91,68612.91,67016.58,1596.33,44258.64,24354.27,0.354951713897574,738.181818181818,700,42.4666666666667,41,92.9859836873264,81
"3910",2010,1920,78661.5,75586.23,65418.91,10167.32,51584.67,24001.56,0.317538789803381,995.444444444444,784.5,43.1395348837209,46,87.648385691415,81
"3911",2011,1920,69403.54,69403.54,63091.04,6312.5,39269.91,30133.63,0.434180014448831,706.25,670,40.8181818181818,41,90.0070873906432,81
"3912",2012,1920,51520.2,51520.2,51520.2,0,36369.5,15150.7,0.294073004374983,974.875,824.5,42.5555555555556,44,83.7286926292988,81
"3913",2013,1920,76367.28,75138.6,74360.55,778.05,36654.77,38483.83,0.512171240880187,800.833333333333,706,45.3953488372093,47.5,89.3140813110705,81
"3914",2014,1920,144269.05,144269.05,127013.88,17255.17,81204.79,63064.26,0.437129515998061,580.75,429,41.5263157894737,39.5,93.7866907697805,91
"3915",2015,1920,76852.85,74237.53,69841.42,4396.11,51317.06,22920.47,0.308745051189068,1106,717.5,41.8260869565217,40.5,95.3425372584459,111
"3916",2016,1920,103449.94,103449.94,103449.94,0,75822.98,27626.96,0.267056317287376,1822,1255,45.4912280701754,47,88.3284688226982,81
"3917",2017,1920,62062.85,62062.85,62062.85,0,45546.91,16515.94,0.266116364298449,913.833333333333,869,40.0285714285714,32.5,98.5570150258971,111
"3918",2018,1920,53583.23,53583.23,53583.23,0,34574.53,19008.7,0.354750917404568,949.333333333333,880.5,36.0606060606061,36,84.9386953716676,81
"3919",2019,1920,58873.21,58873.21,58873.21,0,25445.41,33427.8,0.567793059016147,963.333333333333,980,43.0555555555556,40.5,87.0322898989201,81
"3920",2020,1920,53696.7842,53696.7842,50443.2274,3253.5568,36932.0847,16764.6995,0.312210493603451,1609.8,843,42,35,94.7066820381396,92
"3921",2021,1920,43841.2976,43841.2976,42684.6337,1156.6639,34669.6415,9171.6561,0.209201291980007,1180.83333333333,1000,38.85,33.5,92.4746823483619,91.5
"3922",2022,1920,51576.98,51576.98,51576.98,0,27998.94,23578.04,0.4571427020349,1172.42857142857,940,42.6842105263158,34.5,93.4428483404806,86
"3923",2023,1920,61778.3,61778.3,61778.3,0,41290.96,20487.34,0.331626800996466,1273.375,1206.5,41.8,39,95.2703915452513,92
"3924",2024,1920,48455.51,48455.51,48455.51,0,32220.41,16235.1,0.335051679365257,1273.375,1206.5,39.45,32.5,92.4507765989874,86.5
"3925",2025,1920,69440.91,69440.91,67779.42,1661.49,40128.33,29312.58,0.4221226363537,1273.375,1206.5,40.5625,33.5,91.3635162615237,81
"3926",2003,1930,18848.33,18848.33,18848.33,0,8645.59,10202.74,0.541307373120059,757.25,760,41.9230769230769,41,95.2485068968975,96
"3927",2004,1930,17125.15,17125.15,13748.1,3377.05,15198.43,1926.72,0.112508211606906,765.666666666667,856,46,49.5,99.8545770402011,96
"3928",2005,1930,14167.55,14167.55,11553.65,2613.9,12939.58,1227.97,0.0866748308634874,896,663,40.7692307692308,38,89.4935271094861,77
"3929",2006,1930,13400.16,13400.16,13400.16,0,12700.35,699.81,0.052224003295483,1622,1622,39.6363636363636,44,81.4167756205896,77
"3930",2007,1930,24269.54,24269.54,24269.54,0,17473.58,6795.96,0.280020140472378,828.75,576.5,44.3529411764706,44.5,86.6534812773542,73
"3931",2008,1930,13072.01,13072.01,13072.01,0,10211.02,2860.99,0.218863816658647,1257,846,40.6,41,97.9987920755874,101.5
"3932",2009,1930,18611.11,18470.19,18470.19,0,9256.49,9213.7,0.498841646999841,646.666666666667,690,41.9285714285714,39.5,87.9451277978191,91
"3933",2010,1930,20631.33,20631.33,19873.49,757.84,14502.3,6129.03,0.29707391622353,1350,1350,42.6666666666667,38.5,84.5763869803837,73
"3934",2011,1930,18063.79,18063.79,18063.79,0,15431.79,2632,0.145705856855067,1470,1470,42.3125,49.5,91.9383202528373,81
"3935",2012,1930,21065.39,21065.39,19265.7,1799.69,10046.12,11019.27,0.52309831434405,1429,558,42.5384615384615,44.5,89.9584669450696,81
"3936",2013,1930,41364.72,41364.72,35180.75,6183.97,31861.57,9503.15,0.229740464821229,1597.5,1101,36.3333333333333,33,93.5527357612961,81
"3937",2014,1930,52313.05,52313.05,52313.05,0,27104.25,25208.8,0.481883583541774,1334.5,800,39,28,95.5434796862351,96
"3938",2015,1930,30166.21,30166.21,30166.21,0,28660.09,1506.12,0.0499273856410865,1590.2,1658.5,46,48,96.4840985990617,91.5
"3939",2016,1930,22818.35,22818.35,22818.35,0,22818.35,0,0,973,600,40,35.5,94.9822020435308,101.5
"3940",2017,1930,11930.9,11930.9,11930.9,0,10607.52,1323.38,0.110920383206632,1538,1538,40.7142857142857,28,81.3367474373266,81
"3941",2018,1930,8545.41,8545.41,8545.41,0,5687.69,2857.72,0.334415785784415,1538,1538,41.5714285714286,34.5,108.459609310729,111
"3942",2019,1930,21586.05,21586.05,21586.05,0,12986.31,8599.74,0.398393406853037,875,875,40.5882352941176,43,97.4629990202006,101.5
"3943",2020,1935,37696.1327,37696.1327,37696.1327,0,23117.0007,14579.132,0.386754050237095,1407.33333333333,1630,40.45,41.5,96.8003529576921,101.5
"3944",2021,1935,6722.0464,6722.0464,6722.0464,0,4539.3502,2182.6962,0.324707101099451,961,961,45.6666666666667,43.5,90.6255480771451,82
"3945",2022,1935,14541.4,14541.4,13907.81,633.59,13907.81,633.59,0.0435714580439297,771,771,31.125,30,105.365867110457,111
"3946",2023,1935,16856.46,16856.46,16856.46,0,11376.14,5480.32,0.325116898803189,1300,1300,52.3333333333333,47,84.3667911293356,73
"3947",2024,1935,39944,39944,39944,0,28301.99,11642.01,0.291458291608252,1300,1300,35.1666666666667,24,90.975633136391,86
"3948",2025,1935,16007.04,16007.04,16007.04,0,16007.04,0,0,1300,1300,36.1111111111111,26.5,101.487093179001,101
"3949",2003,1940,2614.53,2614.53,2614.53,0,2614.53,0,0,1215,1215,42.3333333333333,41.5,87.9833507360788,86
"3950",2004,1940,5260.02,5260.02,5260.02,0,4538.06,721.96,0.137254230972506,1215,1215,45.25,49,85.1614632643982,77
"3951",2005,1940,5044.2,5044.2,5044.2,0,3852,1192.2,0.236350660164149,1215,1215,43.1666666666667,43,86.4485111613338,86.5
"3952",2006,1940,3848.38,3848.38,3848.38,0,1943.05,1905.33,0.495099236561878,1215,1215,44,43,95.3933863080049,77
"3953",2007,1940,2303.19,2303.19,2303.19,0,2303.19,0,0,1215,1215,46.5,44,88.0817865655895,82
"3954",2008,1940,6549.17,6549.17,6549.17,0,6549.17,0,0,1215,1215,47.4,39.5,101.681955117977,101.5
"3955",2010,1940,1153.3,1153.3,1153.3,0,1153.3,0,0,1215,1215,56,56,73,73
"3956",2011,1940,5222.93,5222.93,5222.93,0,3002.44,2220.49,0.42514259237631,1788,1788,48.6666666666667,43.5,89.9594499639092,77
"3957",2012,1940,2064.01,2064.01,2064.01,0,1793.71,270.3,0.130958667835912,1442,1442,45,45,106.023570622235,92
"3958",2012,1950,3666.19,3666.19,3666.19,0,0,3666.19,1,962,962,33.5,24,106.600168021843,101.5
"3959",2003,1960,200986.26,199597.45,193286.15,6311.3,95387.99,104209.46,0.522098153057567,572.730769230769,500,35.5594405594406,33,89.9188936030996,81
"3960",2004,1960,158040.1,151457.28,139223.01,12234.27,77488.91,73968.37,0.488377778869395,559.645161290323,422,39.495652173913,37.5,91.1366291537786,81
"3961",2005,1960,126543.56,126543.56,122981.41,3562.15,68007.13,58536.43,0.462579288902572,592.461538461538,576.5,37.3684210526316,33,95.9990750220715,91.5
"3962",2006,1960,144855.88,143672.82,136242.91,7429.91,90175.51,53497.31,0.372355119082371,610,540,37.6702127659574,38,92.5911316420183,86
"3963",2007,1960,149741.63,140761.71,140593.46,168.25,89877.85,50883.86,0.361489356729184,916.5625,832,35.1348314606742,28,90.4373526010731,81
"3964",2008,1960,109619.33,102539.46,101039.22,1500.24,55417.07,47122.39,0.459553717173857,842.631578947368,620,36.968085106383,40,96.7294404515101,92
"3965",2009,1960,137507.16,135798.52,123749.96,12048.56,66471.81,69326.71,0.510511528402519,636.8,548,36.6354166666667,30,95.6541683959442,92
"3966",2010,1960,148777.63,142021.37,130963.97,11057.4,63000.1,79021.27,0.556404082005405,703.866666666667,657.5,35.7345132743363,31.5,93.2586581864405,91
"3967",2011,1965,131938.83,130541.33,125058.43,5482.9,75303.31,55238.02,0.423145834349933,586.75,547.5,34.9090909090909,31.5,94.0235778201432,91
"3968",2012,1965,162293.26,162293.26,152860.32,9432.94,69092.87,93200.39,0.57427147621534,585.307692307692,518.5,36.4903846153846,33,99.0432514572694,111
"3969",2013,1965,144616.1,141551.46,130176.06,11375.4,73325.3,68226.16,0.481988387827296,949.272727272727,625,38.3917525773196,36,96.2578117527011,92
"3970",2014,1965,363028.4,360383.42,334808.12,25575.3,186003.42,174380,0.48387353669045,693.692307692308,528.5,38.9191919191919,36,93.2487823107956,81
"3971",2015,1965,201239.01,198717.17,187079.1,11638.07,85527.26,113189.91,0.569603069528416,600.818181818182,375,37.4017857142857,34,98.2387528465708,92
"3972",2016,1965,192527.31,192527.31,178216.05,14311.26,87483.47,105043.84,0.545604880679006,1047.14285714286,963,38.9484536082474,33.5,97.7053145862786,92
"3973",2017,1965,159005.28,157379.46,149537.81,7841.65,75768.45,81611.01,0.518562015653123,879.090909090909,744,37.2470588235294,30,102.472574693038,111
"3974",2018,1965,170659.61,170184.79,168149.82,2034.97,91412.32,78772.47,0.462864337053858,1069.26086956522,774.5,37.9782608695652,35,100.726143446779,111
"3975",2019,1965,130969.08,130969.08,130574.32,394.76,52500.51,78468.57,0.599138132450804,1050.23529411765,652.5,36.1411764705882,31,96.0924092159767,91
"3976",2020,1970,289858.6443,287408.1662,261834.4362,25573.73,96979.9688,190428.1974,0.6625705870427,1130.38461538462,1028.5,38.6428571428571,34,100.526773314418,111
"3977",2021,1970,270094.2294,263341.5206,246385.7377,16955.7829,134035.6453,129305.8753,0.491019703256016,1093.24,1047.5,38.4603174603175,34.5,94.057662263305,92
"3978",2022,1970,311109.51,301161.4,297297.45,3863.95,164291.44,136869.96,0.454473780504407,1173.65217391304,1225,38.0522388059701,35,98.5328350180336,111
"3979",2023,1970,301958.26,295626.57,292372.94,3253.63,136556.93,159069.64,0.538076262901539,1210.86363636364,981,39.0086956521739,34,99.3727880075191,111
"3980",2024,1970,385164.4,385164.4,370815.61,14348.79,178064.42,207099.98,0.53769242432582,1210.86363636364,981,37.9154929577465,35,96.9307426906536,92
"3981",2025,1970,432122.56,426741.93,412419.68,14322.25,173759.95,252981.98,0.592821942760582,1210.86363636364,981,37.0119047619048,34,102.438574409597,111
"3982",2020,1980,105541.7702,105541.7702,104231.9252,1309.845,67231.993,38309.7772,0.362982136147646,1519.33333333333,1369,44.3720930232558,46.5,107.077685032992,111
"3983",2021,1980,85752.7074,85752.7074,80870.8263,4881.8811,38546.7791,47205.9283,0.55048907178877,1622.4,1835,39.6756756756757,34.5,96.1680162520443,91.5
"3984",2022,1980,73799.21,73799.21,73799.21,0,51524.54,22274.67,0.3018280276984,1191.33333333333,1179,44.4137931034483,38.5,103.903502219062,111
"3985",2023,1980,76177.69,76177.69,76177.69,0,47114.87,29062.82,0.381513537624992,1412,832.5,42.3548387096774,36,99.7892501072164,111
"3986",2024,1980,87397.42,87397.42,87397.42,0,61676.51,25720.91,0.294298275624155,1412,832.5,45.625,46,94.4245137899952,86
"3987",2025,1980,99024.16,99024.16,96539.7,2484.46,32295.38,66728.78,0.673863630855339,1412,832.5,43.4594594594595,35,98.4747171801306,111
"3988",2003,2000,631671.01,626194.58,592917.1,33277.48,193076.15,433118.43,0.691667484570051,728.801886792453,638.5,41.5774946921444,41,107.700916782129,111
"3989",2004,2000,689659.87,682152.57,643529.68,38622.89,236280.72,445871.85,0.653624818858338,754.962264150943,744,42.4384133611691,42,107.819153550943,111
"3990",2005,2000,676540.82,669966,656803.38,13162.62,223235.82,446730.18,0.666795300060003,781.247058823529,725.5,42.2903930131004,42,106.664503825567,111
"3991",2006,2000,672947.74,669245.32,650160.35,19084.97,245672.25,423573.07,0.632911515914672,719.920634920635,673,41.9785407725322,41,106.833256361061,111
"3992",2007,2000,707527.44,702237.18,673635.73,28601.45,249366.14,452871.04,0.644897554413168,838.853333333333,740,42.7654320987654,41,106.859807308978,111
"3993",2008,2000,676516.989999999,672560.59,654547.25,18013.34,252237.14,420323.45,0.624959975725012,803.875,753.5,42.9296375266524,41.5,109.243502804707,111
"3994",2009,2000,694431.19,685450.51,647249.38,38201.13,186311.22,499139.29,0.728191580162366,793.558823529412,769,42.5616161616162,40,107.817731042318,111
"3995",2010,2000,742495.57,739510.75,698197.82,41312.93,231904.88,507605.87,0.686407695898944,816.905405405405,697.5,42.98828125,43,108.570358983963,111
"3996",2011,2000,807123.27,795505.09,762307.04,33198.05,228265.9,567239.19,0.713055387238314,885.76,833,43.5942857142857,42,108.259097990184,111
"3997",2012,2000,745763.22,738578.360000001,692921.51,45656.85,223176.22,515402.14,0.69783000411764,894.02380952381,852.5,43.1150793650794,42,109.554155472413,111
"3998",2013,2000,745673.74,742507.61,722646,19861.61,218669.18,523838.43,0.705499072258667,984.822222222222,881,44.0430528375734,42,109.013317573944,111
"3999",2014,2000,1506046.31,1477669.94,1430095.52,47574.42,475642.92,1002027.02,0.67811288087785,950.686746987952,915,43.7221135029354,44,110.265068990982,123
"4000",2015,2000,830510.19,817479.570000001,801737.490000001,15742.08,244818.7,572660.87,0.700520099847878,958.5,845,42.9962546816479,42,111.192424172753,123
"4001",2016,2000,815565.08,812480.53,783174.84,29305.69,227945.3,584535.23,0.719445215505656,910.875,880.5,42.8434237995825,42,109.494833986976,123
"4002",2017,2000,813226.07,806898.4,798118.72,8779.68,251153.57,555744.83,0.68874201510376,961.304347826087,706,41.6198347107438,39,109.271620293212,111
"4003",2018,2000,962368.100000001,957224.520000001,942991.790000001,14232.73,259803.45,697421.07,0.728586716520801,866.297619047619,851,42.0943396226415,40,110.231884720211,123
"4004",2019,2000,1000017.77,990786.8,978600.2,12186.6,229467.96,761318.84,0.768398246726743,825.418604651163,778.5,44.2571428571429,41,111.467892275109,123
"4005",2020,2001,148505.5183,148505.5183,142684.9095,5820.6088,48846.6279,99658.8904,0.671078701591926,890.6,735.5,41.4615384615385,34,108.910788300316,111
"4006",2021,2001,130078.1965,130078.1965,118739.5069,11338.6896,52748.1024,77330.0941,0.594489285527571,1032.81818181818,1061,39.5,32,106.913820886962,111
"4007",2022,2001,152487.19,149224.8,148201.58,1023.22,35987.47,113237.33,0.758837204003624,1083,861,38.1129032258064,31,107.506522977414,111
"4008",2023,2001,141423.74,141423.74,141423.74,0,25832.82,115590.92,0.817337456922013,1330.33333333333,798,42.6166666666667,35,105.29117169437,111
"4009",2024,2001,121466.56,121466.56,115600.07,5866.49,30987.1,90479.46,0.744891927457236,1330.33333333333,798,41.1346153846154,35,114.70144210884,123
"4010",2025,2001,166703.64,166703.64,163817.85,2885.79,39004.39,127699.25,0.766025564888685,1330.33333333333,798,39.8,36.5,106.306563491955,111
"4011",2020,2002,374073.4559,373344.306,361373.4452,11970.8608,89715.1933,283629.1127,0.759698509236137,843.933333333333,764.5,42.9772727272727,42,114.845632250248,123
"4012",2021,2002,368677.3582,366715.5931,359440.1367,7275.4564,75385.849,291329.7441,0.794429660427767,1107.16666666667,958.5,43.0888888888889,41,115.472069309452,123
"4013",2022,2002,394216.75,390523.99,389427.02,1096.97,82020.72,308503.27,0.789972646750844,1080.04,872,43.2989130434783,41,116.053221339872,123
"4014",2023,2002,349783.06,346370.08,342410.2,3959.88,68878.23,277491.85,0.801142667981022,1192.8275862069,1109.5,41.9607843137255,40,114.106240873923,123
"4015",2024,2002,364065.89,363226.19,363226.19,0,91944.53,271281.66,0.746867014187496,1192.8275862069,1109.5,41.5031446540881,38,114.795468988621,123
"4016",2025,2002,328118.64,325608.39,325608.39,0,75458.1,250150.29,0.768255050184671,1192.8275862069,1109.5,42.5103448275862,39,115.310979271756,123
"4017",2020,2003,46748.8401,46748.8401,42729.4327,4019.4074,13533.8515,33214.9886,0.710498667538064,800,500,50.8095238095238,51.5,118.817573604356,123
"4018",2021,2003,52686.4143,52686.4143,48178.3887,4508.0256,1687.028,50999.3863,0.967979828910088,1708,1708,44.9130434782609,34.5,119.624364040276,123
"4019",2022,2003,36668.79,36668.79,36668.79,0,7963.56,28705.23,0.782824576431347,1310.5,1442,43.5,41,117.874177195375,123
"4020",2023,2003,34139.99,34139.99,34139.99,0,3639.81,30500.18,0.893385733270572,2109,1442,47.5,42.5,121.183315226513,123
"4021",2024,2003,37049.2,37049.2,37049.2,0,1688.61,35360.59,0.954422497651771,2109,1442,48.7142857142857,50,120.169189348218,123
"4022",2025,2003,44289.66,43956.99,43956.99,0,1685.57,42271.42,0.961654107799465,2109,1442,40.7894736842105,37.5,119.156398333917,123
"4023",2020,2004,100107.3043,100107.3043,100107.3043,0,18157.0364,81950.2679,0.818624259968211,876.166666666667,836.5,46.2241379310345,39,119.664424750672,123
"4024",2021,2004,197175.0867,197175.0867,197175.0867,0,62267.0653,134908.0214,0.684204194646869,1669.4,1438,45.7777777777778,45,116.35521756512,123
"4025",2022,2004,189759.95,189759.95,189759.95,0,47552.69,142207.26,0.749406078574536,1378.375,1500,47.1494252873563,47,119.047560035719,123
"4026",2023,2004,211146.67,211146.67,209935.83,1210.84,47106.28,164040.39,0.77690256730073,1452.8,1287,43.2934782608696,41,118.65856245803,123
"4027",2024,2004,208986.5,208986.5,202611.75,6374.75,56038.38,152948.12,0.731856459627775,1452.8,1287,42.0602409638554,40,116.728168518062,123
"4028",2025,2004,227577.66,220575.93,218132.62,2443.31,49204.46,171371.47,0.776927337447926,1452.8,1287,44.2391304347826,41.5,119.841411254619,123
"4029",2020,2005,44048.7463,42104.2407,42104.2407,0,11174.692,30929.5487,0.734594620061632,960.4,700,42.4545454545455,38.5,110.186272776082,111
"4030",2021,2005,5515.8778,5515.8778,5515.8778,0,0,5515.8778,1,2250,1942,49,51.5,111.429889944262,111
"4031",2022,2005,21244.17,21244.17,21244.17,0,5031.06,16213.11,0.763179262828343,1250,1250,43.7,38.5,118.011520337109,123
"4032",2023,2005,16425.3,16425.3,16425.3,0,3984.33,12440.97,0.757427261602528,1250,1250,35.8571428571429,26.5,109.183728151084,101.5
"4033",2024,2005,17100.76,17100.76,17100.76,0,5289.89,11810.87,0.690663455893188,1250,1250,39.6666666666667,28.5,110.140235872558,117
"4034",2025,2005,14753.31,14753.31,14753.31,0,3091.24,11662.07,0.790471426412107,1250,1250,46.7142857142857,41.5,109.521923554782,111
"4035",2020,2006,225438.9964,225438.9964,214170.59,11268.4064,68228.2795,157210.7169,0.697353693950352,965.571428571429,882.5,47.4864864864865,48,112.745334729498,123
"4036",2021,2006,286415.8725,284537.7888,282322.7206,2215.0682,94593.4789,189944.3099,0.667553897501856,1161.46666666667,930,44.3587786259542,40.5,110.678998549243,111
"4037",2022,2006,284834.74,277579.27,275460.26,2119.01,83341.13,194238.14,0.699757370209958,1006.52631578947,1140,42.4827586206897,39,109.577328703257,123
"4038",2023,2006,264120.68,264120.68,249688.12,14432.56,69731.9,194388.78,0.73598470214449,1289.36363636364,1127,43.7090909090909,40.5,107.995769585327,111
"4039",2024,2006,299651.9,291219.92,277753.32,13466.6,87814.1,203405.82,0.698461217900204,1289.36363636364,1127,46.8805970149254,46,108.165203499816,111
"4040",2025,2006,256576.75,249005.59,249005.59,0,53770.34,195235.25,0.784059707253962,1289.36363636364,1127,43.9615384615385,44.5,107.252137833532,111
"4041",2003,2010,699007.6,692062.84,680322.37,11740.47,141647.49,550415.35,0.795325681696766,724.2,596,40.5711500974659,40,108.146379828745,111
"4042",2004,2010,707405.34,702118.58,693851.49,8267.09,161801.26,540317.32,0.769552801180678,733.096774193548,692,41.4970986460348,41,107.54885425479,111
"4043",2005,2010,670619.99,667960.57,644147.61,23812.96,149702.33,518258.24,0.775881486537446,831.5625,816.5,41.8809034907598,42,107.252321705157,111
"4044",2006,2010,711837.11,707499.39,696119.2,11380.19,136473.73,571025.66,0.807104102238166,750.705128205128,721.5,42.2495201535509,42.5,106.335114606954,111
"4045",2007,2010,728093.25,726414.79,714766.99,11647.8,129306.23,597108.56,0.82199394646136,729.56,692,42.0944123314066,42,107.669940200419,111
"4046",2008,2010,739579.570000001,730032.370000001,718476.460000001,11555.91,134465.04,595567.33,0.815809482530206,772.417582417582,713.5,42.5608856088561,42.5,108.518639536491,111
"4047",2009,2010,742022.4,735810.24,701332.67,34477.57,122628.48,613181.76,0.833342248675419,909.840909090909,767.5,42.3568702290076,42,110.070305286863,111
"4048",2010,2010,821230.42,815537.94,759728.24,55809.7,170679.31,644858.629999999,0.790715671670652,861.696629213483,750,41.7811447811448,41,107.867211793973,111
"4049",2011,2010,862472.83,861448.3,804167.18,57281.12,165592.48,695855.82,0.807774326097109,874.928571428571,750,42.6873920552677,43,108.925513997764,111
"4050",2012,2010,746824.529999999,745419.229999999,713835.83,31583.4,135112.08,610307.15,0.818743500888755,864.075757575758,871,42.2712871287129,41,108.292855551902,111
"4051",2013,2010,777419.920000001,769294.050000001,725180.740000001,44113.31,149462.85,619831.200000001,0.805714277914928,910.606557377049,772,42.2099236641221,41,108.889291331448,111
"4052",2014,2010,1573659.31,1559735.01,1469704.78,90030.23,278098.56,1281636.45,0.821701405548369,880.866666666667,734.5,42.9886363636364,42,108.5109086062,111
"4053",2015,2010,744232.45,736414.85,726355.42,10059.43,113441.26,622973.59,0.845954681658035,787.986666666667,724,44.1546184738956,43,107.955736172349,111
"4054",2016,2010,860843.02,850806.66,839304.21,11502.45,145000.15,705806.509999999,0.829573325154742,920.082191780822,723,43.9662027833002,45,109.958996947673,111
"4055",2017,2010,850784.6,849171.3,841935.65,7235.65,139555.9,709615.4,0.835656362856352,922.311111111111,859,43.1285714285714,42.5,109.54747334254,111
"4056",2018,2010,909594.840000001,897522.300000001,876537.940000001,20984.36,211555.84,685966.46,0.764289043291738,950.109756097561,912,43.5844930417495,42,110.203601481546,111
"4057",2019,2010,806501.35,805857.34,785064.1,20793.24,143980.41,661876.93,0.821332631902317,1066.22058823529,890,43.2727272727273,42,110.619653920382,111
"4058",2020,2011,77207.3125,77207.3125,72383.1944,4824.1181,16189.4813,61017.8312,0.790311555009767,858.055555555556,720,42.0681818181818,42,108.893392686088,111
"4059",2021,2011,38266.7292,34915.0874,34915.0874,0,9619.4012,25295.6862,0.724491561776815,788,788,41.7894736842105,40.5,105.333303562058,111
"4060",2022,2011,54770.99,54770.99,54770.99,0,2482.32,52288.67,0.954678197344981,520,520,45.1923076923077,41,110.909912345933,123
"4061",2023,2011,69483.51,69483.51,69483.51,0,9778.36,59705.15,0.859270782376999,1095.28571428571,960,44.5666666666667,45.5,107.701661876321,111
"4062",2024,2011,63278.88,63278.88,63278.88,0,16400.88,46878,0.740815893075225,1095.28571428571,960,44.04,41,108.011596760246,111
"4063",2025,2011,71715.66,71715.66,71715.66,0,13833.14,57882.52,0.807111305954655,1095.28571428571,960,45.6896551724138,39,107.428547544567,111
"4064",2020,2012,87010.8369,87010.8369,87010.8369,0,20512.4108,66498.4261,0.764254528162112,908.1,788,46.4047619047619,48,106.958216201228,111
"4065",2021,2012,86251.7519,86251.7519,80721.1458,5530.6061,23063.3741,63188.3778,0.732603992476123,1054.5,804,47,49,100.80314537588,111
"4066",2022,2012,60488.48,60488.48,60488.48,0,20019.51,40468.97,0.669035988340259,1662.8,2144,47.24,45.5,116.942857218432,123
"4067",2023,2012,74941.8,74941.8,74941.8,0,13155.05,61786.75,0.824463116711902,1391.75,1345,43.8108108108108,40.5,104.596703842182,111
"4068",2024,2012,87774.54,83206.92,81778.6,1428.32,19061.67,64145.25,0.770912443340049,1391.75,1345,39.8285714285714,36.5,110.668483222309,111
"4069",2025,2012,91621.41,91621.41,85374.81,6246.6,25214.72,66406.69,0.724794455793684,1391.75,1345,43.9736842105263,43,98.2542946021023,101
"4070",2020,2013,18595.674,18595.674,18595.674,0,0,18595.674,1,1515.33333333333,1219,46.2,45.5,111.56357184472,117
"4071",2021,2013,12839.9232,12839.9232,12839.9232,0,0,12839.9232,1,1515.33333333333,1219,45.1428571428571,36,119.912996115117,123
"4072",2022,2013,44064.21,44064.21,44064.21,0,19350.07,24714.14,0.56086651729374,640.333333333333,624,50.8947368421053,53,119.913275876272,123
"4073",2023,2013,15100.93,15100.93,15100.93,0,5523.81,9577.12,0.634207297166466,2019,2019,49.6666666666667,65.5,113.937385975566,123
"4074",2024,2013,14373.68,14373.68,14373.68,0,7347.76,7025.92,0.488804537181849,2019,2019,55,49,115.353863450418,123
"4075",2025,2013,25322.74,25322.74,25322.74,0,8850.71,16472.03,0.65048371542732,2019,2019,44.0769230769231,37.5,116.377780603521,123
"4076",2020,2014,659032.011700001,652776.6482,645799.6093,6977.0389,99044.1756,553732.4726,0.848272489720474,1071.30612244898,981,42.184126984127,39,110.098759602044,111
"4077",2021,2014,732036.8808,731580.4308,710807.7602,20772.6706,96237.9225,635342.5083,0.868452027352944,1165.21212121212,981,42.6949152542373,42,111.738849243424,111
"4078",2022,2014,695896.44,694484.07,691715.65,2768.42,128615.33,565868.74,0.814804492203831,1196.76,1045,42.33125,42,111.614384373136,111
"4079",2023,2014,658947.05,658947.05,650359.47,8587.58,103589.11,555357.940000001,0.842796003108292,1235.91836734694,1172.5,43.771986970684,43,110.418778807796,111
"4080",2024,2014,675836.63,675836.63,665887.48,9949.15,122702.34,553134.29,0.818443785741533,1235.91836734694,1172.5,43.2739726027397,41,111.332334487404,111
"4081",2025,2014,609238.79,609238.79,589955.34,19283.45,92467.45,516771.34,0.848224618133721,1235.91836734694,1172.5,44.6679389312977,43,113.051818565262,111
"4082",2011,2015,108096.13,108096.13,101346.47,6749.66,45657.25,62438.88,0.57762363925517,803.916666666667,721,40.6666666666667,38.5,104.006323075581,111
