"","year","occ","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"1",2000,4,30182.06,30182.06,30182.06,0,24689.91,5492.15,0.181967367369888,910,910,51.2142857142857,46.5,91.5600707837702,81
"2",2001,4,14259.83,12646.31,12646.31,0,9066.65,3579.66,0.283059643484938,1035.66666666667,127,53.3076923076923,57.5,93.1320448415388,86
"3",2002,4,21094.79,21094.79,21094.79,0,16908.5,4186.29,0.198451371167952,297.5,87,53.6666666666667,49,99.1078939396884,101
"4",2000,5,611137.26,611137.26,608992.65,2144.61,287534.34,323602.92,0.529509393683507,847.1875,904,46.3333333333333,47.5,98.4529617781772,111
"5",2001,5,767501.81,759982.7,754441.91,5540.79,361513.67,398469.03,0.524313290289371,948.265734265734,918,45.6605657237937,47,99.3025016490506,111
"6",2002,5,748340.17,742724.02,731898.98,10825.04,334738.83,407985.19,0.549309271026404,991.672839506173,900,45.1746031746032,47,99.504904526987,111
"7",2000,6,66789.67,66789.67,66789.67,0,48941.81,17847.86,0.267224856778002,1168.33333333333,540,44.6774193548387,45,97.3403017262999,86.5
"8",2001,6,62497.25,62497.25,61802.06,695.19,45517.6,16979.65,0.271686354199585,744.647058823529,655.5,46.2307692307692,48,96.4684359711828,91
"9",2002,6,55697.32,55697.32,53319.06,2378.26,37048.07,18649.25,0.334832088868908,744.357142857143,691.5,47.8,47.5,94.6089118830134,91
"10",2000,7,770942.03,770942.03,760590.96,10351.07,375439.09,395502.94,0.513012554264294,930.058139534884,855.5,40.3563535911602,39.5,100.091018348033,111
"11",2001,7,775024.17,774093.61,766395.65,7697.96,374219.45,399874.16,0.516570805952009,1060.9674796748,911.5,40.7352941176471,42,101.243971036009,111
"12",2002,7,854442.48,849878.56,829306.96,20571.6,428949.09,420929.47,0.495281902393208,1085.54861111111,955.5,40.5789473684211,40,99.9307046409076,111
"13",2000,8,267337.64,267337.64,263694.9,3642.74,105516.4,161821.24,0.605306607778837,821.5,774.5,42.216,42.5,99.9147582809514,111
"14",2001,8,209456.67,207934.63,200257.79,7676.84,66729.32,141205.31,0.679085104775477,985.075,819.5,41.6047904191617,41,101.807574380468,111
"15",2002,8,231145.58,231145.58,218243.99,12901.59,82664.92,148480.66,0.642368588661743,971.309523809524,882.5,43.3954802259887,44,103.129583875236,111
"16",2000,9,105600.64,105600.64,100332.11,5268.53,78435.26,27165.38,0.257246357597833,1097.6,1150.5,45.5714285714286,48,96.2945248248495,111
"17",2001,9,167473.92,167473.92,165918.02,1555.9,92732.39,74741.53,0.446287577194109,960.09375,775,40.1315789473684,41,100.76660885468,111
"18",2002,9,137879.12,125874.97,118421.66,7453.31,70558.25,55316.72,0.43945766183698,1019.61904761905,804.5,42.9148936170213,43,101.939499250725,111
"19",2003,10,1522050.1,1521720.33,1468694.75,53025.58,1167883.98,353836.35,0.232523902733165,1765.63959390863,1538,47.0391978122151,48,103.717128021809,111
"20",2004,10,1640906.33,1633662.11,1599810.32,33851.79,1242521.44,391140.67,0.23942568515591,1727.44811320755,1731,47.4738675958188,48,104.484901244359,111
"21",2005,10,1576295.49,1564320.63,1549575.38,14745.25,1143823.13,420497.5,0.26880518733554,1687.94285714286,1721.5,48.2817281728173,49,103.354327456514,111
"22",2006,10,1783696.15,1774947.45,1756601.25,18346.2,1360053.03,414894.42,0.233750255535734,1668.76642335766,1472,47.7002497918401,49,103.297128137512,111
"23",2007,10,1707260.63,1693503.93,1673573.19,19930.74,1238838.52,454665.41,0.268476146967075,1709.42276422764,1346,47.9272727272727,49,102.620823560769,111
"24",2008,10,1688116.72,1678990.03,1657181.92,21808.11,1261758.59,417231.44,0.248501439880498,1884.30303030303,1807.5,48.9048913043478,50,104.211607587688,111
"25",2009,10,1762967.61,1750127.94,1696123.85,54004.09,1324230.87,425897.07,0.243351963171333,1858.93798449612,1923,48.8912671232877,50,104.321295133429,111
"26",2010,10,1539499.16,1530821.12,1480341.98,50479.14,1141898,388923.12,0.254061767843914,1991.9243697479,2086.5,48.9406130268199,50,105.351706429292,111
"27",2011,10,1635684.2,1628220.95,1589237.1,38983.85,1233623.95,394597,0.242348558406646,1963.47252747253,1923,49.8302257114818,51,103.092637765163,111
"28",2012,10,1563096.37,1560094.09,1517144.92,42949.17,1163301.06,396793.03,0.254339166171702,1940.57943925234,1923,50.1534500514933,52,105.22668866722,111
"29",2013,10,1521171.11,1516649.09,1495178.97,21470.12,1102222.68,414426.41,0.27325134913047,2012.88495575221,1980,49.3648790746583,50,105.870537257897,111
"30",2014,10,2921684.15,2919607.78,2852471.34,67136.44,2238363.82,681243.96,0.233334067906888,1949.52419354839,1923,49.910480349345,51,106.686180467022,111
"31",2015,10,1451393.1,1450279.39,1427665.19,22614.2,1077013.58,373265.81,0.25737510480653,1931.58620689655,1923,50.6576576576577,52,106.151688854932,111
"32",2016,10,1625462.76,1617614.26,1598407.76,19206.5,1159693.37,457920.89,0.283084108074072,1964.30476190476,1961.5,50.1551116333725,51,106.413477079511,111
"33",2017,10,1689283.54,1682409.93,1669627.36,12782.57,1164811.6,517598.33,0.307652921425636,2018.59375,2663.5,50.6514161220044,52,106.822539456837,111
"34",2018,10,1542292.02,1534649.56,1513956.54,20693.02,1087223.44,447426.12,0.291549374959584,2009.80373831776,2307,49.9720873786408,51,106.105545913687,111
"35",2019,10,1570027.45,1569646.5,1549098.61,20547.89,1141812.17,427834.33,0.272567313723185,2319.16666666667,2827,50.810551558753,52,107.35924063794,111
"36",2020,10,1756087.0086,1753909.057,1711040.506,42868.551,1237554.2544,516354.8026,0.294402267061216,2096.28148148148,2115,50.8389513108614,51,106.695826477906,111
"37",2021,10,1679854.9498,1658857.2191,1630519.9649,28337.2542,1211757.6313,447099.5878,0.26952264646536,2081.55639097744,2500,50.8778998778999,52,108.994413616016,111
"38",2022,10,1721056.49,1710547.64,1701148.01,9399.63,1202125.8,508421.84,0.297227524162963,2166.11504424779,2356,50.8496143958869,51,107.514190239098,111
"39",2023,10,1738424.59,1723517.32,1691767.4,31749.92,1222231.13,501286.19,0.290850683183155,2307.79569892473,2885,50.3552278820375,51,107.287708411309,111
"40",2024,10,1783552.81,1772481.08,1719467.44,53013.64,1163891.97,608589.11,0.343354361785346,2307.79569892473,2885,50.6820027063599,52,107.282927990408,111
"41",2025,10,1876238.32,1855738.44,1811770.88,43967.56,1226159.42,629579.02,0.339260644943045,2307.79569892473,2885,50.8844011142061,52,107.500548654906,111
"42",2000,13,790271.3,788216.18,769480.16,18736.02,486813.41,301402.77,0.382385921080686,1104.48684210526,961.5,39.6908077994429,39,103.021218544384,111
"43",2001,13,812860.5,812860.5,780062.68,32797.82,489779.03,323081.47,0.397462381306509,1237.66141732283,1154,40.254295532646,39,101.095363005091,111
"44",2002,13,792034.269999999,790022.329999999,759614.239999999,30408.09,498655.14,291367.19,0.36880880316383,1301.664,1090.5,40.4387568555759,40,100.967886072284,111
"45",2000,14,903846.87,901163.99,900058.43,1105.56,286295.23,614868.76,0.68230507080071,891.060344827586,840.5,44.2477272727273,45,110.058940770592,123
"46",2001,14,862804.600000001,852827.870000001,851450.750000001,1377.12,293859.26,558968.61,0.655429576896918,916.044585987261,808.5,44.6065573770492,46,111.632430621668,123
"47",2002,14,854515.509999999,844223.089999999,837349.669999999,6873.42,293583.74,550639.35,0.652243887335514,888.228395061728,799,45.3511904761905,47,111.277906625369,123
"48",2000,15,764116.23,749620.75,731493.41,18127.34,161256.92,588363.83,0.784881995328971,771.415584415584,696,43.6277173913044,44,99.5415876761682,111
"49",2001,15,795005.61,789592.51,776942.78,12649.73,193249,596343.51,0.755254770590466,860.355072463768,789,43.9748322147651,45,98.20051692233,92
"50",2002,15,881610.6,875411.85,868925.4,6486.45,197951.63,677460.22,0.77387599905119,907.351515151515,865,43.6340361445783,44,97.2762239282003,92
"51",2000,17,1551399.88,1536906.26,1502529.9,34376.36,842739.15,694167.11,0.451665223876438,619.441176470588,519,39.4816824966079,39,81.5093593801876,81
"52",2001,17,1467221.05,1462141.82,1418894.81,43247.01,801774.58,660367.24,0.451643767360406,659.167539267016,543,38.7479452054795,38,82.2760618050035,81
"53",2002,17,1624234.52,1616483.52,1572378.91,44104.61,863451.220000001,753032.3,0.465845949360498,686.039800995025,576.5,38.8457047539616,38,82.1467438839095,81
"54",2000,18,544674.52,544674.52,538835.18,5839.34,275782.39,268892.13,0.493674883121024,635.25,513.5,48.2759856630824,48,88.5643054314344,81
"55",2001,18,521384.02,520614.26,506682.78,13931.48,295285.69,225328.57,0.432812904510146,812.515151515152,721.5,45.7942708333333,46,89.768482618974,81
"56",2002,18,608483.57,601329,577101.39,24227.61,270589.92,330739.08,0.550013520053082,850.733333333333,673,44.8458149779736,45,88.2590669334091,81
"57",2000,19,45812.04,45812.04,45812.04,0,32476.93,13335.11,0.291083086455002,615.2,552,42.4761904761905,42,97.6475354513791,92
"58",2001,19,59185.22,59185.22,59185.22,0,34813.94,24371.28,0.411779832870436,958.9,1273,44.6666666666667,48,98.8965652235474,101.5
"59",2002,19,58309.97,58309.97,58309.97,0,38703.64,19606.33,0.336243184484574,1221,1154,41.531914893617,40,99.4438981875655,92
"60",2003,20,731885.3,731885.3,716469.56,15415.74,508674.6,223210.7,0.30498043887478,1310.6618705036,1259.5,43.3391915641476,44,96.9245771844303,111
"61",2004,20,783583.540000001,780220.770000001,760010.310000001,20210.46,567274.6,212946.17,0.272930660382189,1186.23140495868,981,43.5561497326203,43,96.0742446653912,92
"62",2005,20,806895.59,802757.59,764360.33,38397.26,576108.21,226649.38,0.282338507693213,1276.74698795181,1058,43.5813148788927,44,95.1745693366786,92
"63",2006,20,1016979.17,1015532.49,988853.150000001,26679.34,722565.5,292966.99,0.288486082803712,1225.47787610619,1153.5,42.2574257425743,43,96.3780096882965,92
"64",2007,20,893242.429999999,893242.429999999,881239.599999999,12002.83,668086.85,225155.58,0.252065477901671,1423.85981308411,1250,43.5237341772152,44,97.846483288977,111
"65",2008,20,980425.27,974043.01,948949.02,25093.99,674875.11,299167.9,0.307140338700239,1530.31111111111,1346,43.9639498432602,45,97.8178700548347,111
"66",2009,20,1042828.01,1038083.78,979875.4,58208.38,717713.18,320370.6,0.308617287132644,1405.88235294118,1190,43.4052924791086,43,97.3570128125882,111
"67",2010,20,990515.460000001,989462.910000001,943318.6,46144.31,697826.83,291636.08,0.294741800882663,1391.88888888889,1250,44.2329376854599,45,97.2253037660601,111
"68",2011,20,967097.95,956689.99,890387.42,66302.57,649982.06,306707.93,0.320592807707751,1309.08333333333,1000,44.4167938931298,45,97.4042252391499,92
"69",2012,20,1111737.97,1111737.97,1053701.14,58036.83,792236.93,319501.04,0.287388798999102,1506.05833333333,1250,44.5889830508475,45,97.5528027706025,111
"70",2013,20,1123880.55,1123880.55,1097855.21,26025.34,815837.630000001,308042.92,0.274088665383523,1459.89795918367,1328,45.0536451169188,46,97.5618252580312,111
"71",2014,20,1947532.96,1943705.08,1884493.25,59211.83,1419117.59,524587.49,0.269890476388527,1435.79338842975,1214.5,44.8915470494418,46,96.9552939687743,111
"72",2015,20,874445.850000001,870445.380000001,855781.830000001,14663.55,671239.28,199206.1,0.22885537056903,1461.17441860465,1250,44.2934782608696,45,95.5581460148595,92
"73",2016,20,924038.82,918022.92,896681.22,21341.7,631613.12,286409.8,0.311985456746548,1494.9358974359,1471,43.3421052631579,44,95.3718567288059,92
"74",2017,20,1053386.14,1044554.22,1013457.13,31097.09,640797.95,403756.27,0.38653452570418,1552.6,1500,43.9363166953528,43,95.2681976336279,92
"75",2018,20,1013438.05,1013438.05,996703.849999999,16734.2,698428.72,315009.33,0.310832349347846,1497.91764705882,1471,43.7941712204007,43,97.3284310965038,111
"76",2019,20,1120056.71,1120056.71,1102533.1,17523.61,786187.02,333869.69,0.298082844394549,1497.46153846154,1215,43.0521885521886,43,95.7243071915528,92
"77",2020,20,1111418.7112,1103442.7779,1061405.3097,42037.4682,754077.6021,349365.1758,0.316613768105754,1469.13684210526,1230.5,44.0889328063241,43,95.7087938323259,92
"78",2021,20,1107871.4224,1101013.6819,1052019.5427,48994.1392,730287.6334,370726.0485,0.336713389301616,1630,1329,43.9364791288566,42,96.464623376993,111
"79",2022,20,1132384.82,1129718.52,1107127.13,22591.39,736943.71,392774.81,0.347674932336243,1840.64473684211,1827,44.531007751938,44,94.8086243907906,92
"80",2023,20,1383253.3,1380805.02,1349517.87,31287.15,873786.88,507018.14,0.367190249641474,1671.96842105263,1586.5,43.9896551724138,43,97.4433225626599,111
"81",2024,20,1473902.78,1463779.51,1438837.08,24942.43,932623.11,531156.4,0.362866399188769,1671.96842105263,1586.5,43.6049180327869,42,96.7924409052564,92
"82",2025,20,1339181.73,1328151.7,1298386.36,29765.34,858234.57,469917.13,0.35381284381897,1671.96842105263,1586.5,44.4454225352113,44,96.2833583994962,111
"83",2000,21,777635.6,772855.44,758146.09,14709.35,403100.38,369755.06,0.478427194612229,736.819277108434,625,42.2272727272727,43,99.0911714356309,111
"84",2001,21,757885.549999999,746683.139999999,731561.329999999,15121.81,321274.82,425408.32,0.569730716030363,812.196428571429,644.5,43.197934595525,44,97.4157334528808,111
"85",2002,21,738896.990000001,736631.250000001,724244.260000001,12386.99,349198.43,387432.82,0.525952191140411,816.314960629921,730.5,42.5249110320285,43,98.0722772486233,111
"86",2000,22,7922404.59,7880519.71,7747450.91,133068.8,5468705.6,2411814.11,0.306047595685793,1052.7856071964,923,43.7365986394558,43,93.0815912051059,91
"87",2001,22,8222433.68000002,8174715.62000002,8012864.25000002,161851.37,5628617.99,2546097.63,0.311460085996239,1140.0873015873,962,43.0954765481556,43,94.1280691975922,91
"88",2002,22,8335335.92999999,8299726.59999999,7973879.04,325847.56,5719799.15,2579927.45,0.310844871685291,1190.64995442115,1000,43.4705685057857,43,94.4588603388453,92
"89",2000,23,1588884.34,1562541.81,1538562.78,23979.03,669063.27,893478.54,0.571810964853478,773.735099337748,750,41.3944444444444,40,104.08869178995,111
"90",2001,23,1706986.55,1695095.22,1657871.96,37223.26,713834.33,981260.89,0.578882459476229,850.887159533074,767,40.1042502004812,39,104.361106475187,111
"91",2002,23,1719418.48,1705159.25,1672127.83,33031.42,739414.47,965744.780000001,0.566366326195046,933.28880866426,769,40.6661303298471,40,104.098559357432,111
"92",2000,24,93679.93,93679.93,90867.97,2811.96,39617.25,54062.68,0.577099918840674,583.142857142857,567.5,39.4468085106383,35,96.0193798180678,111
"93",2001,24,105932.44,104826.1,104826.1,0,25570.61,79255.49,0.756066380414801,784.052631578947,705,38.0533333333333,37,94.1646122482855,92
"94",2002,24,106289.71,105144.02,104163.15,980.87,30421.76,74722.26,0.71066580866891,951.375,769,39,38,96.8276315666835,111
"95",2000,25,879302.39,871140.49,858758.95,12381.54,396658.11,474482.38,0.544668036265884,860.536585365854,740.5,42.0273631840796,42,98.3107871728015,111
"96",2001,25,892752.71,885984.09,875961.74,10022.35,407808.56,478175.53,0.539711192782254,868.639705882353,776,41.4878048780488,42,99.2320228346312,111
"97",2002,25,932931.240000001,919315.060000001,897522.640000001,21792.42,491714.69,427600.37,0.465129299633142,1037.36567164179,843,41.9670658682635,42,99.7233402985915,111
"98",2000,26,455438.58,452520.17,438522.61,13997.56,281698.77,170821.4,0.3774890299365,1164.83333333333,1079,44.8310502283105,44,105.914741524118,111
"99",2001,26,530778.53,530778.53,521875.209999999,8903.32,308815.41,221963.12,0.418184058801323,1177.84905660377,1142.5,44.0814606741573,45,107.142649722475,111
"100",2002,26,571121.23,568991.55,545277.77,23713.78,305262.15,263729.4,0.463503192622105,1289.02941176471,1154,44.0927835051546,44,107.702578623531,111
"101",2000,27,600995.72,600995.72,571910.39,29085.33,235905.19,365090.53,0.607476089846364,723.666666666667,682.5,40.1964285714286,40,98.3782918786843,111
"102",2001,27,754839.77,747249.88,726174.34,21075.54,219341.06,527908.82,0.706468925762825,840.207920792079,673,40.2198852772467,39,96.5421976514737,92
"103",2002,27,670889.22,665968.63,641661.54,24307.09,172443.43,493525.2,0.741063734488515,868.744897959184,710,40.2536997885835,40,97.005969725631,111
"104",2000,28,12333.77,12333.77,11883.43,450.34,12333.77,0,0,615,615,37.625,37,84.9547324135281,73
"105",2001,28,12863.92,12863.92,12863.92,0,11046.91,1817.01,0.141248546321805,615,615,41.3846153846154,40.5,89.1676938289417,81
"106",2002,28,11561.78,11561.78,11561.78,0,8691.35,2870.43,0.24826886517474,879.25,585.5,56.4,52.5,90.9905066520899,86
"107",2000,29,224979.58,224979.58,216978.55,8001.03,102307.64,122671.94,0.545258107424683,495.666666666667,367,39.1192660550459,39,87.6453147881243,81
"108",2001,29,237163.4,233679.22,231062.22,2617,111066.95,122612.27,0.524703351885546,591.870967741935,561.5,41.316091954023,40,89.9279009917955,81
"109",2002,29,253378.32,253378.32,235452.5,17925.82,122072.87,131305.45,0.518218962064316,709.425531914894,615,38.7555555555556,40,86.5379373420742,81
"110",2000,33,277123.16,276113.49,271765.9,4347.59,112723.33,163390.16,0.591750008302745,724.969696969697,666,42.1230769230769,43,87.806230184552,81
"111",2001,33,289946.8,285215.93,277559.06,7656.87,142538.33,142677.6,0.500244148354547,836,715.5,41.6877828054299,42,87.8219443423093,81
"112",2002,33,237620.39,236975.85,229444.6,7531.25,97026.91,139948.94,0.590562034063809,748.064516129032,690.5,42.5197740112994,45,87.8790854426727,81
"113",2000,34,46978.59,46978.59,41247.34,5731.25,28764.91,18213.68,0.38770171688848,700,700,41.0555555555556,35.5,96.3426390617513,101.5
"114",2001,34,36586.56,36586.56,36586.56,0,22129.74,14456.82,0.395140182624439,700,700,47.2631578947368,43.5,95.184922824119,111
"115",2002,34,50466.41,50466.41,48529.26,1937.15,33666.53,16799.88,0.332892313917316,700,700,42.9310344827586,39,105.632445026306,111
"116",2000,35,99938.69,99938.69,98666.72,1271.97,91506.63,8432.06,0.0843723286747105,805.333333333333,705,45.3255813953488,45.5,82.0151414832434,73
"117",2001,35,72130.62,71109.87,68634.04,2475.83,65327.21,5782.66,0.0813200755394434,788,626,45.7735849056604,47,88.673256047297,81
"118",2002,35,79807.25,79807.25,75334.91,4472.34,79807.25,0,0,856.111111111111,769,46.5576923076923,48,83.3095525782432,81
"119",2000,36,314946.1,314395.25,300718.58,13676.67,161495.17,152900.08,0.48633075722359,863.552631578947,846.5,45.7986577181208,46,98.4783541418008,111
"120",2001,36,218489.94,213099.43,205320.12,7779.31,125776.47,87322.96,0.409775661999659,926.65,761.5,43.361581920904,42,98.731150008238,111
"121",2002,36,275398.56,273465.3,258125.38,15339.92,177575.99,95889.31,0.350645255540648,1030.54901960784,843,43.6844660194175,44,95.7787437016689,92
"122",2000,37,511533.1,495913.03,480998.47,14914.56,53664.35,442248.68,0.891786771563554,611.709090909091,532.5,41.1173913043478,41,86.4515709135532,81
"123",2001,37,509525.9,503290.88,488975.79,14315.09,55203.78,448087.1,0.890314364528123,615.148514851485,535.5,39.7032967032967,41,87.2804991022289,81
"124",2002,37,548768.23,543927.730000001,516097.28,27830.45,85611.98,458315.75,0.842604126838689,620.128712871287,631.5,42.0386597938144,42,89.5365027997377,81
"125",2003,40,76121.8099999999,76121.8099999999,74121.46,2000.35,22287.1,53834.71,0.707217944502371,945.466666666667,730.5,38.7857142857143,32,102.70391889,111
"126",2004,40,80967.09,80967.09,77701.97,3265.12,31025.23,49941.86,0.61681678321402,1114.81818181818,801,42.8,45,98.8460447324957,111
"127",2005,40,71149.84,71149.84,71149.84,0,32648.74,38501.1,0.541127007453566,1222.83333333333,1074,39.4042553191489,34,106.743791693699,111
"128",2006,40,76757.95,76757.95,76608.87,149.08,32405.75,44352.2,0.577818975102905,960.136363636364,804.5,39.8979591836735,43,103.978311953355,111
"129",2007,40,94685.29,94685.29,91516.73,3168.56,45207.91,49477.38,0.522545582318014,1351.2,1466.5,40.9019607843137,38,103.751106322851,111
"130",2008,40,68930.78,68930.78,67408.82,1521.96,32527.14,36403.64,0.528118788152405,1195.8,1037.5,37.5384615384615,34.5,108.468507247415,111
"131",2009,40,68250.22,68250.22,60412.48,7837.74,31543.53,36706.69,0.537825226057879,1361,898,38.9782608695652,35,101.815647334177,111
"132",2010,40,89340.29,89340.29,85197.99,4142.3,20973.55,68366.74,0.765239736741396,950.285714285714,740,40.7169811320755,37,104.081360716425,111
"133",2011,40,115763.26,115763.26,111127.28,4635.98,62158.1,53605.16,0.463058486777238,965.384615384615,836,41.0508474576271,39.5,107.600613614371,111
"134",2012,40,68043.29,68043.29,65072.5,2970.79,38306.06,29737.23,0.437033982336833,1255,1176.5,41.3571428571429,40,111.312452263846,111
"135",2013,40,41774.94,41774.94,41774.94,0,13694.27,28080.67,0.672189355628039,1415.8,981,35.5384615384615,32.5,97.120820041872,111
"136",2014,40,124538.66,124538.66,124538.66,0,48807.08,75731.58,0.608096955595957,813.666666666667,962,38.7878787878788,32,106.020808397971,111
"137",2015,40,73413.33,73413.33,66307.14,7106.19,27275.11,46138.22,0.628471968237921,2192.66666666667,1846.5,37.4545454545455,34.5,105.80164705783,111
"138",2016,40,70172.86,70172.86,70172.86,0,27868.16,42304.7,0.602864127242355,2298,1903.5,41,39.5,106.351301343568,111
"139",2017,40,69340.45,69340.45,69340.45,0,34877.56,34462.89,0.497009898262847,1864,429,41,38.5,105.722622942309,111
"140",2018,40,39135.08,39135.08,35299.24,3835.84,18431.87,20703.21,0.5290192328724,1440.5,1077,40.6,38.5,108.146628549118,111
"141",2019,40,58919.62,58919.62,58919.62,0,24313.66,34605.96,0.587341873555872,722.8,744.5,36.0322580645161,33.5,107.922381712577,111
"142",2020,40,46273.9559,46273.9559,43794.973,2478.9829,21616.9826,24656.9733,0.53284775032601,1090,1345.5,38.875,39,110.473659826002,111
"143",2021,40,66350.3296,66350.3296,66350.3296,0,42208.8434,24141.4862,0.363848775816782,796,1139.5,36.2692307692308,30.5,106.639367698032,111
"144",2022,40,76524.61,76524.61,74460.54,2064.07,40803.56,35721.05,0.466791663492307,2328.33333333333,2050,39.71875,37,111.472928120771,111
"145",2023,40,60655.6,60655.6,53979.17,6676.43,35628.62,25026.98,0.412607904299026,1829.5,1829.5,41.25,39,108.338328530259,111
"146",2024,40,50227.86,50227.86,50227.86,0,24952.83,25275.03,0.503207383312767,1829.5,1829.5,44.3333333333333,34.5,101.111828773912,111
"147",2025,40,88748.44,88748.44,74986.75,13761.69,31387.06,57361.38,0.64633676941251,1829.5,1829.5,37.1071428571429,36,105.679789188407,111
"148",2000,43,205131.95,202349.46,191710.84,10638.62,159268.79,43080.67,0.212902322546351,1289.16666666667,1519,42.4831460674157,39.5,111.221571928089,111
"149",2001,43,234403.07,234403.07,227324.91,7078.16,182476.04,51927.03,0.221528796529841,866.96,904,42.3481012658228,41,110.73955042483,111
"150",2002,43,209552.48,209552.48,203682.77,5869.71,163120.4,46432.08,0.221577334708709,975.166666666667,798,42.301282051282,43,110.991741114207,111
"151",2000,44,79030.16,79030.16,79030.16,0,74599.8,4430.36,0.0560591045241462,1367,1371.5,42.969696969697,41.5,110.75837009567,111
"152",2001,44,85253.71,84408.53,84408.53,0,72067.87,12340.66,0.146201574651282,1321.42105263158,1230.5,42.5892857142857,42.5,111.749270956383,111
"153",2002,44,101261.88,101261.88,99021.7,2240.18,88657.73,12604.15,0.12447082752167,1404.73333333333,1348.5,43.1714285714286,44,110.987038064077,111
"154",2000,45,41826.5,39782.43,39782.43,0,35380.23,4402.2,0.110656890491606,1206,1190,39.5294117647059,38,111.981674573423,111
"155",2001,45,29069.83,29069.83,29069.83,0,24113.22,4956.61,0.170507017068899,1154.83333333333,1152.5,37.2105263157895,29,112.891617529239,111
"156",2002,45,17016.34,17016.34,14539.74,2476.6,15069.17,1947.17,0.114429424893955,1859,2115.5,46.7333333333333,47,105.614119722573,111
"157",2000,46,1332.3,1332.3,1332.3,0,1332.3,0,0,1269,1269,44.3333333333333,47.5,86.7801696314644,73
"158",2001,46,3520.9,3520.9,3520.9,0,3520.9,0,0,1269,1269,45,41.5,102.342531739044,92
"159",2002,46,8811.74,8811.74,8811.74,0,8811.74,0,0,2086.5,2086.5,40.1111111111111,41.5,111,111
"160",2000,47,24773.62,24773.62,24773.62,0,24773.62,0,0,1817.66666666667,1401.5,42.1,38.5,106.405279486809,111
"161",2001,47,30717.69,30717.69,30717.69,0,26301.01,4416.68,0.143782947220315,1612.8,1022.5,40.55,41.5,110.07833889853,111
"162",2002,47,13337.81,13337.81,13123.81,214,10072.54,3265.27,0.244813054017114,1179,1384,43.5333333333333,47.5,109.762440010766,111
"163",2000,48,87107.68,87107.68,83128.53,3979.15,79447.22,7660.46,0.0879424179360534,1345.44444444444,1317,45.3235294117647,43,113.488707310308,111
"164",2001,48,91090.67,91090.67,80612.84,10477.83,83780.03,7310.64,0.0802567376000198,1611.08333333333,1725,40.9655172413793,42,113.923152393105,111
"165",2002,48,83548.05,81371.69,79196.76,2174.93,70962.82,10408.87,0.127917584113099,1311.53333333333,1125,42.2857142857143,44.5,113.689526173046,111
"166",2000,49,16994.33,16994.33,16994.33,0,12293.67,4700.66,0.276601666555845,1259.6,1158.5,45,43.5,117.548440568119,117
"167",2001,49,17572.83,17572.83,17572.83,0,17347.51,225.32,0.0128220667928842,1259.6,1158.5,46.6666666666667,54,114.439699809308,111
"168",2002,49,12814.37,12814.37,12814.37,0,12814.37,0,0,2385,2385,44,43.5,115.153689959007,111
"169",2003,50,954740.59,952280.07,922427.54,29852.53,530588.02,421692.05,0.442823559249749,1194.86046511628,990.5,41.3991097922849,41,100.224505832617,111
"170",2004,50,869431.46,869431.46,840685.72,28745.74,504376.67,365054.79,0.419877594491462,1398.14285714286,1192,42.1428571428571,42,101.803640818334,111
"171",2005,50,806924.82,804773.73,770091.44,34682.29,470755.79,334017.94,0.415045779389444,1333.32222222222,1221,41.3478260869565,41,100.271259127706,111
"172",2006,50,928748.35,926917.31,912401.43,14515.88,537957.68,388959.63,0.419627107837699,1323.2,1154,40.9932318104907,40,100.918729438767,111
"173",2007,50,852009.77,850678.68,828258.2,22420.48,507828.67,342850.01,0.40303115390173,1243.72093023256,1107.5,41.6093189964158,41,102.223670375752,111
"174",2008,50,972821.71,967591.22,938259.94,29331.28,544325.34,423265.88,0.43744286972757,1404.79545454545,1225,41.9270186335404,41,102.008722371416,111
"175",2009,50,977504.25,973704.6,911425.87,62278.73,561935.34,411769.26,0.422889303388317,1419.22123893805,1284.5,42.0947867298578,41,102.112947530493,111
"176",2010,50,1002721.94,1001042.77,926232.82,74809.95,569407.77,431635,0.431185372828776,1360.96703296703,1442,41.6818897637795,41,102.874241916756,111
"177",2011,50,1055174.22,1038356.2,978177.180000001,60179.02,574881.49,463474.71,0.446354256853284,1430.0990990991,1392,42.4477379095164,42,103.694974123523,111
"178",2012,50,992085.7,986636.34,924363.26,62273.08,592548.33,394088.01,0.399425800594371,1530.36470588235,1442,41.5332225913621,41,104.149442792671,111
"179",2013,50,946677.28,943216.36,898940.92,44275.44,556104.31,387112.05,0.410417022452834,1489.87356321839,1250,42.8663194444444,43,103.729025024545,111
"180",2014,50,1808444.95,1803582.23,1709772.39,93809.84,954667.490000001,848914.74,0.470682581520001,1599.9898989899,1500,42.3053571428571,41,103.949693776923,111
"181",2015,50,1052216.57,1049173.01,1013603.47,35569.54,592011.39,457161.62,0.435735208247494,1659.83673469388,1509.5,42.5211505922166,42,103.031596285535,111
"182",2016,50,1072747.04,1068277.46,1040355.56,27921.9,572713.16,495564.3,0.463891000751808,1550.8,1459,42.1247833622184,42,102.071827079456,111
"183",2017,50,1116170.41,1111013,1099128.7,11884.3,583682.25,527330.75,0.474639585675415,1655.83908045977,1481,42.1160714285714,42,102.206375703975,111
