"","year","occ2010","n_months","n_months_explicit","min_month","max_month","month","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"29",2000,1220,12,12,1,12,6.5,233747.140575,231833.047075,227672.605991667,4160.44108333333,126052.379266667,105780.667808333,0.455581214511046,989.584206844305,906.077083333333,40.581558062291,40.4583333333333,100.67120072175,111
"30",2000,1240,12,12,1,12,6.5,31019.8833416667,30976.668175,30940.8427666667,35.8254083333333,13034.3842666667,17942.2839083333,0.57061678434415,994.293222222222,852.582083333333,43.0511790024561,40.25,112.8909710669,116.5
"31",2000,1300,12,12,1,12,6.5,222946.440716667,221066.157458333,218778.949141667,2287.20831666667,169099.170541667,51966.9869166667,0.234251120278729,1062.61728019316,984.705,43.0129996440883,41.9583333333333,111.909207707324,111
"32",2000,1310,12,12,1,12,6.5,19373.1171333333,19035.5175083333,17966.0627333333,1069.454775,18445.6372416667,589.880266666667,0.024717009959946,979.213,825.156666666667,45.3321759259259,43.5416666666667,106.621648837998,107.041666666667
"33",2000,1320,12,12,1,12,6.5,79064.0463833333,78456.4043333333,77116.406875,1339.99745833333,70965.3298833333,7491.07445,0.0955288766821566,1270.49335765392,1165.41375,42.1492691140283,40.5416666666667,110.753075681993,111
"34",2000,1340,11,11,1,11,6,2598.56834545455,2546.23373636364,2546.23373636364,0,2436.04221818182,110.191518181818,0.0447170047146532,925.101818181818,925.101818181818,39.030303030303,38.9090909090909,108.216008796979,107.545454545455
"35",2000,1350,12,12,1,12,6.5,86939.1862833333,86939.1862833333,84887.583825,2051.60245833333,77394.7424916667,9544.44379166667,0.113286387908808,1251.13170428877,1158.62541666667,43.4207320603512,42.4583333333333,111.77286190483,111
"36",2000,1360,12,12,1,12,6.5,297867.14755,295854.186183333,292286.502875,3567.68330833333,266225.078616667,29629.1075666667,0.0997804117026871,1062.32687352964,989.2725,41.9583687001336,40.5833333333333,108.803035772999,111
"37",2000,1410,12,12,1,12,6.5,752314.611058333,747793.118708333,738410.456083333,9382.662625,673363.153925,74429.9647833333,0.100015257099747,1194.54206395332,1112.31333333333,40.1576513127332,38.75,106.390300803779,111
"38",2000,1430,12,12,1,12,6.5,251889.096308333,249143.513975,245810.439566667,3333.07440833333,211014.3849,38129.129075,0.153655373222063,1002.88229793844,942.265833333333,41.8049560668283,41.5833333333333,102.336169987579,111
"39",2000,1440,12,12,1,12,6.5,8945.29199166667,8694.68403333333,8446.29445,248.389583333333,8694.68403333333,0,0,1232.21083333333,1089.4475,42.9507275132275,37.5416666666667,86.1453338410405,82.2916666666667
"40",2000,1450,12,12,1,12,6.5,32645.221875,32320.2892,32320.2892,0,29972.6209333333,2347.66826666667,0.073621416021179,1101.26728174603,924.85,40.9081026916553,38.2083333333333,108.661459638918,111.5
"41",2000,1460,12,12,1,12,6.5,353570.852466667,350808.162008333,345565.329608333,5242.8324,329287.191316667,21520.9706916667,0.0613719866340458,1138.3370623872,1093.15333333333,41.496382273549,40.125,106.032135440844,111
"42",2000,1520,12,12,1,12,6.5,23731.1065833333,23001.8657916667,22600.5593083333,401.306483333333,21297.5303166667,1704.335475,0.0786348478717132,1486.85261111111,1320.27708333333,43.077880510872,41.1666666666667,105.699855267318,109.75
"43",2000,1530,12,12,1,12,6.5,278354.056208333,276130.709033333,271643.683416667,4487.02561666667,245025.690866667,31105.0181666667,0.112832083225681,1156.13285788489,1012.66333333333,42.1528950969673,40.7916666666667,108.56138263426,111
"44",2000,1540,12,12,1,12,6.5,225636.91095,223675.831425,218054.964958333,5620.86646666667,172546.060475,51129.77095,0.228164426566624,725.88461902592,661.504166666667,39.0350773027508,38.5833333333333,89.1219448034949,88.0833333333333
"45",2000,1550,12,12,1,12,6.5,837983.29415,829648.862391666,800505.692091666,29143.1703,636083.31355,193565.548841667,0.233497321548959,711.429601129084,656.37,38.6864744792129,38,86.4413330445247,81
"46",2000,1560,12,12,1,12,6.5,89924.4164833333,89642.609375,87344.8382833333,2297.77109166667,81533.5550666667,8109.05430833333,0.0880923284876138,655.978055021367,597.385833333333,38.1280378232643,35.1666666666667,78.4242891025364,78.6666666666667
"47",2000,1600,12,12,1,12,6.5,54516.6311083333,53954.4430833333,53460.2290916667,494.213991666667,38647.5353833333,15306.9077,0.284575301161832,944.359719907407,733.934166666667,42.3896804558247,41.0833333333333,105.119840327225,110.208333333333
"48",2000,1610,12,12,1,12,6.5,118571.338275,117615.602791667,116605.008,1010.59479166667,63834.7504333333,53780.8523583333,0.45616081730821,853.509257363007,778.717916666667,40.7027410223329,38.375,118.712054467398,123
"49",2000,1640,12,12,1,12,6.5,22733.3594416667,22490.449525,22157.1129083333,333.336616666667,16763.533075,5726.91645,0.262202804899473,841.325777777778,809.25875,42.0654266095581,37.5,105.310222986476,107.75
"50",2000,1650,12,12,1,12,6.5,88311.1621166667,87545.9581916667,86872.5363916667,673.4218,44329.6862833333,43216.2719083333,0.49654149251837,863.561953342953,679.29875,40.7828564444014,38.6666666666667,117.582299987306,123.083333333333
"51",2000,1700,12,12,1,12,6.5,25745.9194,25604.8647166667,25400.8465083333,204.018208333333,22564.8386583333,3040.02605833333,0.125847977714067,1370.2065,1165.00125,44.1170733542057,41.5,120.906847336312,124.416666666667
"52",2000,1710,12,12,1,12,6.5,12150.206625,12150.206625,12150.206625,0,9035.62809166667,3114.57853333333,0.190125495014442,1136.93569444444,1129.12916666667,40.4680555555556,39.1666666666667,110.56320669729,108.583333333333
"53",2000,1720,12,12,1,12,6.5,159782.581016667,158701.699383333,157207.360483333,1494.3389,110680.059716667,48021.6396666667,0.303787993386761,1022.94729066176,865.0225,42.0416592185462,39.9166666666667,113.140911869819,111
"54",2000,1740,12,12,1,12,6.5,104604.651191667,104604.651191667,102822.706066667,1781.945125,81209.8782666667,23394.772925,0.22465537384462,1141.33570253358,987.6875,42.8692290907719,42.75,116.855685688609,122.5
"55",2000,1820,12,12,1,12,6.5,273335.852491667,271841.294041667,267993.427733333,3847.86630833333,95499.9925916667,176341.30145,0.64820615572654,788.074826188938,688.824583333333,45.4322029050584,46.625,118.314605115931,123
"56",2000,1840,12,12,1,12,6.5,18991.7873083333,18838.4735583333,18838.4735583333,0,13523.6676833333,5314.805875,0.316068778429617,937.789503968254,884.705,40.8102633477633,38.4166666666667,116.947606816422,119
"57",2000,1860,12,12,1,12,6.5,27157.1907083333,27157.1907083333,27054.4293,102.761408333333,12319.00175,14838.1889583333,0.536177758365517,605.861319444444,417.127916666667,43.7019759623475,43.0833333333333,108.373029021799,112.5
"58",2000,1900,12,12,1,12,6.5,108902.170408333,107864.411625,105256.345158333,2608.06646666667,43638.2624083333,64226.1492166667,0.595431033106685,506.355742429956,429.357916666667,35.1138980111171,32.4166666666667,87.8464629645298,81.8333333333333
"59",2000,1920,12,12,1,12,6.5,73659.012175,72359.9444083333,71439.2145916667,920.729816666667,56513.4255083333,15846.5189,0.228351936117536,786.085229166667,699.461666666667,40.4688926105593,39.0416666666667,88.0756616569294,81
"60",2000,1965,12,12,1,12,6.5,111731.322933333,108389.986133333,104580.759925,3809.22620833333,65446.7255416667,42943.2605916667,0.396663661847828,601.660348695286,516.426666666667,35.7124458486314,34.0833333333333,92.0271999981057,81.8333333333333
"61",2000,2000,12,12,1,12,6.5,265320.611591667,261444.499041667,258898.573583333,2545.92545833333,77936.5638333333,183507.935208333,0.701866186729832,792.269373063842,762.83375,43.1616335048238,44.6666666666667,115.166613710541,123
"62",2000,2010,12,12,1,12,6.5,862714.290716666,856163.355216666,838758.090783333,17405.2644333333,235819.705375,620343.649841667,0.724299465676771,634.651389859472,572.3725,40.5255297004232,39.875,105.861649726344,111
"63",2000,2016,12,12,1,12,6.5,105961.258341667,105109.8907,98968.6160916667,6141.27460833333,13668.6296166667,91441.2610833333,0.868177738926091,321.064584733894,272.454583333333,43.3696728894564,43.7916666666667,77.2760345663592,75.3333333333333
"64",2000,2040,12,12,1,12,6.5,377300.197775,375399.189483333,373861.313741667,1537.87574166667,322985.776475,52413.4130083333,0.139746193186724,717.447058104815,670.57375,47.8984007701196,46.5416666666667,109.187029562457,120.5
"65",2000,2060,12,12,1,12,6.5,175091.877066667,172993.274766667,170955.398016667,2037.87675,67972.4212916667,105020.853475,0.607724636451713,519.068859569071,461.577083333333,45.7216785603723,45.9583333333333,100.406794240823,108.625
"66",2000,2100,12,12,1,12,6.5,950208.957516667,944826.352366667,936058.642391667,8767.709975,662009.4398,282816.912566667,0.299082624519802,1415.52627871858,1243.71208333333,44.0747516115676,42.8333333333333,122.696672101082,124
"67",2000,2145,12,12,1,12,6.5,398033.9451,394156.519425,388338.398,5818.121425,60828.3307166667,333328.188708333,0.846827830696866,650.079037510189,582.778333333333,38.7520584004595,38.125,93.1316862136021,88.6666666666667
"68",2000,2160,12,12,1,12,6.5,160263.393225,159183.085033333,156318.258958333,2864.826075,8296.7619,150886.323133333,0.948613048996813,472.991099126296,454.03625,42.6452202368384,42.125,86.0904349110621,81
"69",2000,2200,12,12,1,12,6.5,1015705.81634167,1000936.47609167,979716.434491667,21220.0416,560941.918566667,439994.557525,0.438460887215883,842.889846623678,752.469583333333,44.0147518557711,44.5416666666667,118.778715582237,123
"70",2000,2300,12,12,1,12,6.5,651869.284275,643626.323758333,626536.436375,17089.8873833333,9969.76863333333,633656.555125,0.984705839070407,482.186518122202,373.715416666667,39.1048410571799,38.4583333333333,97.0474202683185,101.5
"71",2000,2310,12,12,1,12,6.5,2252558.13026667,2223402.560825,2188682.84114167,34719.7196833333,371950.267275,1851452.29355,0.833258917855196,741.008639720559,682.6625,42.1964499184624,42.5833333333333,113.165597341766,111
"72",2000,2320,12,12,1,12,6.5,1362168.97409167,1345204.65478333,1330375.48679167,14829.1679916667,564524.757233333,780679.89755,0.580067307352105,786.45445507888,750.760833333333,42.724678892851,44,114.65441992394,111
"73",2000,2330,12,12,1,12,6.5,370952.914908333,368383.110975,364537.792808333,3845.31816666667,64436.3131916667,303946.797783333,0.824105802864446,754.796480052287,676.743333333333,42.1144381811446,42.9583333333333,114.67002652163,118
"74",2000,2340,12,12,1,12,6.5,883742.136141667,870043.060516667,848894.961716667,21148.0988,324498.851983333,545544.208533333,0.627371086083369,570.766574992415,496.51875,40.8520067968719,39.25,98.1967277845555,111
"75",2000,2400,12,12,1,12,6.5,31170.9558666667,30770.3974,30659.066375,111.331025,6575.59068333333,24194.8067166667,0.783503980732232,742.047047619048,637.925833333333,42.2625096341916,37.7083333333333,114.72743474234,114.5
"76",2000,2430,12,12,1,12,6.5,241236.3025,238483.893816667,235070.8949,3412.99891666667,35654.6288333333,202829.264983333,0.851772939299165,635.851028826228,559.439166666667,46.3327175601156,48,108.707273213751,113
"77",2000,2540,12,12,1,12,6.5,744028.023991667,730797.469208333,709695.119058333,21102.35015,65090.190875,665707.278333333,0.911661905115696,317.17919196706,288.190416666667,41.4776405673612,41.7916666666667,84.256683678053,81
"78",2000,2600,12,12,1,12,6.5,252978.8805,248281.392683333,240530.730058333,7750.662625,132546.217608333,115735.175075,0.465742653272163,685.112998527888,640.189166666667,44.3001781957173,42.5416666666667,96.3370539836991,98.4583333333333
"79",2000,2630,12,12,1,12,6.5,771069.63065,762888.006375,743210.854766667,19677.1516083333,326932.800066667,435955.206308333,0.572814782401329,683.460763146152,632.69125,40.5061151421931,39.1666666666667,94.6478214658816,95.1666666666667
"80",2000,2710,12,12,1,12,6.5,150961.897841667,148340.568133333,138345.307241667,9995.26089166667,85955.6413416667,62384.9267916667,0.420799166211726,911.22479229798,730.09125,38.8618240613066,36.5416666666667,100.171205716025,109.416666666667
"81",2000,2720,12,12,1,12,6.5,86846.5091583333,85766.0107,84243.2905666667,1522.72013333333,68524.8146916667,17241.1960083333,0.198937537248386,609.566373136123,485.95375,33.9745802182884,31.0833333333333,95.0494475880083,92.8333333333333
"82",2000,2740,12,12,1,12,6.5,34683.8127916667,33265.5071416667,31904.902,1360.60514166667,4543.60335833333,28721.9037833333,0.854854058585078,518.432069444444,484.777083333333,26.1832116412999,24.0833333333333,76.2270519870735,75.375
"83",2000,2750,12,12,1,12,6.5,171007.49945,168266.0508,159168.629291667,9097.42150833333,111451.432633333,56814.6181666667,0.338576425888334,474.292897711085,269.101666666667,43.3530674843454,41.6666666666667,96.4578784553837,98.7916666666667
"84",2000,2800,12,12,1,12,6.5,57963.6716333333,56972.81995,53797.5922166667,3175.22773333333,51175.9607416667,5796.85920833333,0.0945312928445538,578.029016203704,411.999583333333,33.8123405045331,30.5833333333333,87.9614847996624,83.5
"85",2000,2825,12,12,1,12,6.5,214587.974316667,211936.6028,206422.898816667,5513.70398333333,81020.6155666667,130915.987233333,0.614735081354171,798.990967677116,659.384166666667,39.0330277453973,37.25,104.899187522097,111
"86",2000,2830,12,12,1,12,6.5,301346.323466667,297688.367775,289134.9644,8553.403375,132829.318675,164859.0491,0.553451018427873,787.372223592648,713.059166666667,39.7116672677964,37.2083333333333,105.562981330757,111
"87",2000,2840,12,12,1,12,6.5,72736.296475,72063.7281833333,70604.7819666667,1458.94621666667,26214.0951666667,45849.6330166667,0.640520316641786,912.885192663818,784.19625,41.7624804162819,41.3333333333333,105.276814728036,111
"88",2000,2850,12,12,1,12,6.5,147569.152991667,145236.6152,139021.6489,6214.9663,66541.6207166667,78694.9944833333,0.542341617383967,826.526267195767,641.33625,45.9904850417239,43.625,108.321286095908,111
"89",2000,2860,12,12,1,12,6.5,146443.024316667,143755.573925,137798.8598,5956.714125,69405.7550333333,74349.8188916667,0.519642922616122,666.510419235857,458.8925,37.6334719468216,35.1666666666667,92.0721733209273,86.8333333333333
"90",2000,2900,12,12,1,12,6.5,32869.587175,32839.16865,31892.3024,946.86625,30839.3196083333,1999.84904166667,0.0602200168279182,603.347097222222,533.599166666667,33.238913054538,30.3333333333333,90.0783546983034,82.9166666666667
"91",2000,2910,12,12,1,12,6.5,154086.619266667,153015.853941667,147351.498025,5664.35591666667,103197.271091667,49818.58285,0.325048476957576,706.874787191975,526.195,41.1821070271481,41.5833333333333,95.2930738261961,98.25
"92",2000,3000,12,12,1,12,6.5,57834.538525,57398.8661083333,57398.8661083333,0,36716.63945,20682.2266583333,0.360316676416388,933.385416666667,855.43375,44.6944760623082,42.8333333333333,122.370135046362,124
"93",2000,3010,12,12,1,12,6.5,173005.634808333,172142.304316667,171533.453658333,608.850658333333,139197.204375,32945.0999416667,0.191891080804607,1415.57841468254,1027.58208333333,46.4206230755743,45.8333333333333,123.289354168245,124
"94",2000,3030,12,12,1,12,6.5,101353.434858333,100628.813608333,97502.1326583333,3126.68095,9564.47983333333,91064.333775,0.907798039800173,552.617464769027,458.954166666667,40.6365711864334,41.9583333333333,94.7823186321195,101.708333333333
"95",2000,3040,12,12,1,12,6.5,31087.8528583333,31087.8528583333,31087.8528583333,0,21931.4973833333,9156.355475,0.297252530499234,1265.07713888889,1164.51166666667,46.5204837169911,42.4166666666667,119.774510654816,124.375
"96",2000,3050,12,12,1,12,6.5,215834.579183333,214795.673558333,214457.140933333,338.532625,114078.0443,100717.629258333,0.471258243442003,1104.73034886206,1161.68625,42.4130859534826,41.1666666666667,114.05018839706,111
"97",2000,3060,12,12,1,12,6.5,751565.884016667,748428.763025,743114.208108334,5314.55491666667,538225.972125,210202.7909,0.281011901394599,1526.90255509099,1286.50083333333,44.8609822962547,43.1666666666667,123.45037223997,124
"98",2000,3120,12,12,1,12,6.5,9630.79576666667,9630.79576666667,9250.01920833333,380.776558333333,6927.97753333333,2702.81823333333,0.27355281435977,1664.16541666667,1457.43416666667,43.66875,40.5833333333333,116.497508356703,111.208333333333
"99",2000,3150,12,12,1,12,6.5,56011.0409083333,55422.7934083333,55206.6872,216.106208333333,4751.00924166667,50671.7841666667,0.922943514324142,716.543136904762,643.39875,36.8549087506712,34.3333333333333,111.142053850755,111
"100",2000,3160,12,12,1,12,6.5,152587.348133333,150807.472383333,147243.704616667,3563.76776666667,59570.4684083333,91237.003975,0.61432293569665,818.768320764883,783.142083333333,38.2698011789552,35.7916666666667,112.510435270016,111
"101",2000,3220,12,12,1,12,6.5,79694.9321833333,79694.9321833333,78354.4881,1340.44408333333,30765.1310166667,48929.8011666667,0.608596713849929,638.732999007937,612.025416666667,38.7587568399572,38.3333333333333,95.0105107375138,91.25
"102",2000,3230,12,12,1,12,6.5,104443.99185,103396.782433333,102014.386325,1382.39610833333,7128.82695833333,96267.955475,0.93515208712688,739.20695721483,737.0925,40.5316502877841,40.7083333333333,119.581881141274,123
"103",2000,3245,12,12,1,12,6.5,100943.5285,100689.89645,99533.450375,1156.446075,24124.8685083333,76565.0279416667,0.764096064060434,608.187938582251,533.401666666667,40.6474868307245,39.625,106.178054363107,111.5
"104",2000,3250,12,12,1,12,6.5,57381.7747,56508.4493833333,56027.5374416667,480.911941666667,39078.4840666667,17429.9653166667,0.310906947156634,930.528618055556,913.648333333333,44.781002915149,43.6666666666667,122.836631128014,124
"105",2000,3255,12,12,1,12,6.5,2183118.65956667,2165331.45948333,2144197.71521667,21133.7442666667,154553.762825,2010777.69665833,0.928720136392207,736.140456727066,718.594166666667,42.9424312295937,42.5416666666667,102.240180386895,111
"106",2000,3300,12,12,1,12,6.5,357398.927316667,355127.69535,347765.301658333,7362.39369166667,88281.546225,266846.149125,0.751437703281067,600.031032329275,550.86375,40.0291173312786,39.3333333333333,95.207099651989,94
"107",2000,3310,12,12,1,12,6.5,112949.024291667,112571.962591667,112169.221316667,402.741275,1733.3167,110838.645891667,0.984142986662798,592.56034375,541.265416666667,39.0933953504695,37.625,96.5997975549427,91.75
"108",2000,3320,12,12,1,12,6.5,165095.391191667,164573.447133333,162583.469233333,1989.9779,51691.0629083333,112882.384225,0.684064421541303,633.53562580432,592.740833333333,39.3948138322155,37.875,90.9885922285428,91
"109",2000,3400,12,12,1,12,6.5,816093.931283333,808697.422166667,796740.928933333,11956.4932333333,207805.590483333,600891.831683333,0.743111589228768,530.342349309887,456.113333333333,36.3821239724027,34.7083333333333,86.7621697662331,81
"110",2000,3500,12,12,1,12,6.5,391879.931583333,389388.700566667,378221.790708333,11166.9098583333,25507.5794166667,363881.12115,0.934914158158873,499.838256410082,494.280416666667,43.1351987834155,42.9166666666667,85.7790476126446,85.1666666666667
"111",2000,3510,12,12,1,12,6.5,127037.697316667,125828.367133333,122598.126825,3230.24030833333,14819.54635,111008.820783333,0.881613911904073,460.890612844682,382.184583333333,41.0858711523025,40.0833333333333,83.4749518050259,79.6666666666667
"112",2000,3520,12,12,1,12,6.5,79195.4591,79102.0073833333,78552.1905833333,549.8168,32904.5437583333,46197.463625,0.57980695593935,482.829276695527,421.14,40.9253707435917,40.4166666666667,82.6475033026552,78.6666666666667
"113",2000,3600,12,12,1,12,6.5,2126672.12245833,2092938.331425,1991957.67684167,100980.654583333,211087.663158333,1881850.66826667,0.899190757939095,335.763242897807,307.095833333333,40.0564584677637,38.9166666666667,74.5820200959005,73
"114",2000,3640,12,12,1,12,6.5,219249.772341667,216742.432116667,214705.850016667,2036.5821,7856.51036666667,208885.92175,0.964234117505668,367.910733860889,341.267916666667,33.8764056608807,31.625,82.2563529386131,81
"115",2000,3645,12,12,1,12,6.5,360076.485408333,355534.203875,342015.594091667,13518.6097833333,63400.5610916667,292133.642783333,0.821656368355973,341.56160868971,317.06625,37.7915534140956,36.5833333333333,76.4956978049732,73
"116",2000,3710,12,12,1,12,6.5,63000.1825083333,62779.6373,62779.6373,0,45480.8975416667,17298.7397583333,0.27420387438041,887.000411841631,723.566666666667,46.0251849633582,46.9166666666667,95.6379407010481,89.1666666666667
"117",2000,3720,12,12,1,12,6.5,32357.1755416667,32182.1140583333,32182.1140583333,0,30853.9981583333,1328.1159,0.0521830637903074,903.616506944444,853.13375,45.3437685379636,43.8333333333333,91.8935245391565,90.875
"118",2000,3730,12,12,1,12,6.5,56075.3010333333,55788.7386083333,53742.9620833333,2045.776525,42898.1626166667,12890.5759916667,0.230763115250658,666.533523809524,529.61,43.3529226481566,42.9166666666667,84.7474004737644,78.4166666666667
"119",2000,3740,12,12,1,12,6.5,236949.087408333,235680.092141667,232434.928991667,3245.16315,228544.291441667,7135.8007,0.0300295946986192,828.816294295713,783.707916666667,37.5497336422,36.9166666666667,86.2067083791017,81
"120",2000,3750,12,12,1,12,6.5,16610.35015,16502.1139666667,15609.0358916667,893.078075,13300.595575,3201.51839166667,0.155285645009379,759.606180555556,602.842916666667,43.7008778258778,46,80.2104223369561,77.9583333333333
"121",2000,3800,12,12,1,12,6.5,508974.630408333,505466.9601,501494.656208333,3972.30389166667,395776.890683333,109690.069416667,0.217786040477052,639.01785269172,592.905,39.9165244463219,37.9583333333333,82.466649268962,81
"122",2000,3850,12,12,1,12,6.5,690550.018208333,687658.776558333,684419.741741667,3239.03481666667,601912.991183333,85745.785375,0.124965575418358,845.663907998801,781.5175,38.4060076501609,37.125,90.3366283410113,81
"123",2000,3930,12,12,1,12,6.5,809551.658658333,797178.610416666,754312.074108333,42866.5363083333,636742.196508333,160436.413908333,0.200347910278869,458.981846980156,382.437916666667,41.3162015121507,40.0416666666667,77.4182795381371,73
"124",2000,3940,12,12,1,12,6.5,37306.512925,36702.77725,35611.1466166667,1091.63063333333,13546.9108666667,23155.8663833333,0.633157775675827,197.328695436508,167.5475,53.5050475718395,53.875,74.466806424458,73.3333333333333
