Parameter,Value,Behav_Mode,Timestamp
d_u,0.0005481454608525295,True,2025-04-20 03:38:33
d_v,0.012208884170991897,True,2025-04-20 03:38:33
gamma_u,0.9421011337958305,True,2025-04-20 03:38:33
gamma_v,0.3419943118761075,True,2025-04-20 03:38:33
