Parameter,Value,Behav_Mode,Timestamp
d_u,0.026555198681297514,False,2025-04-20 10:49:50
d_v,0.015424182882463321,False,2025-04-20 10:49:50
gamma_u,0.845586161121838,False,2025-04-20 10:49:50
gamma_v,0.3503939898796101,False,2025-04-20 10:49:50
