Parameter,Value,Behav_Mode,Timestamp
d_u,0.004189801399825173,False,2025-04-19 16:01:48
d_v,0.027183657116233724,False,2025-04-19 16:01:48
gamma_u,1.1292043001371967,False,2025-04-19 16:01:48
gamma_v,0.18277787034961454,False,2025-04-19 16:01:48
d_u,0.001707327559777046,True,2025-04-19 18:32:34
d_v,0.010128185406670457,True,2025-04-19 18:32:34
gamma_u,0.9774249204040633,True,2025-04-19 18:32:34
gamma_v,0.401253102775735,True,2025-04-19 18:32:34
