Parameter,Value,Behav_Mode,Timestamp
d_u,0.0030847700759921996,False,2025-04-20 16:52:25
d_v,0.02677661988224564,False,2025-04-20 16:52:25
gamma_u,0.9961395893604311,False,2025-04-20 16:52:25
gamma_v,0.11885253329050909,False,2025-04-20 16:52:25
d_u,0.00043049513158713564,True,2025-04-20 21:57:23
d_v,0.01237694367360094,True,2025-04-20 21:57:23
gamma_u,0.8288639950686569,True,2025-04-20 21:57:23
gamma_v,0.31084153662031266,True,2025-04-20 21:57:23
