,id,label,u_perc_change,ltu_perc_change
289,289,stock clerks and order fillers,-0.8176196604473733,-4.709325659301538
290,290,"weighers, measurers, checkers, and samplers, recordkeeping",27.293973495219607,20.70783941504516
291,291,secretaries and administrative assistants,20.666021720182137,14.675391966595512
292,292,computer operators,7.98854105935043,3.198261617353172
293,293,data entry keyers,33.96897171347666,26.806641331270225
294,294,word processors and typists,10.611638962006113,5.565079586333176
295,295,"miscellaneous office and administrative support workers, including desktop publishers",-2.9941687936433192,-7.851662203417548
296,296,insurance claims and policy processing clerks,32.18027223381915,25.16915947466904
297,297,"mail clerks and mail machine operators, except postal service",25.796112320585745,19.342763350091314
298,298,"office clerks, general",28.8540285592107,22.130801983260262
299,299,"office machine operators, except computer",22.970141931005575,16.770201182441056
300,300,proofreaders and copy markers,13.522508213385459,8.196860897947671
301,301,statistical assistants,0.0827818416684658,-3.900962978836314
302,302,"first-line supervisors of farming, fishing, and forestry workers",-2.1761799030605515,-6.067246604854175
303,303,agricultural inspectors,25.79611232058574,19.34276335009127
304,304,"miscellaneous agricultural workers, including animal breeders",-3.1967809529123397,-8.29365389990709
305,305,"graders and sorters, agricultural products",-2.5647628127422464,-6.914927317091378
306,306,fishing and hunting workers,12.518660852284892,7.288685471634577
307,307,forest and conservation workers,16.75538740456739,11.125617511129537
308,308,logging workers,13.522508213385532,8.196860897947614
309,309,first-line supervisors of construction trades and extraction workers,-2.979957285854189,-7.820660271153979
310,310,boilermakers,1.1163698896957515,-2.975119185444073
311,311,"brickmasons, blockmasons, stonemasons, and reinforcing iron and rebar workers",16.755387404567486,11.125617511129589
312,312,carpenters,3.5308977408334234,-0.8108796346253672
313,313,"carpet, floor, and tile installers and finishers",11.548001347967984,6.411059021988919
314,314,"cement masons, concrete finishers, and terrazzo workers",21.6349608462956,15.555989348799056
315,315,construction laborers,17.910551516045114,12.173405542924643
316,316,"paving, surfacing, and tamping equipment operators",12.51866085228501,7.288685471634694
317,317,"construction equipment operators except paving, surfacing, and tamping equipment operators",18.50312415555496,12.711111886573907
318,318,"drywall installers, ceiling tile installers, and tapers",2.5726861103001633,-1.6703093195607348
319,319,electricians,-3.008178783429249,-7.882224530849392
320,320,glaziers,4.204347501475698,-0.20634270651964334
321,321,insulation workers,4.551569034547151,0.10552452253238588
322,322,painters and paperhangers,10.611638962006339,5.565079586333401
323,323,"pipelayers, plumbers, pipefitters, and steamfitters",-2.3970110269327405,-6.548982367555189
324,324,plasterers and stucco masons,13.522508213385501,8.196860897947678
325,325,roofers,20.348722809777264,14.387102778959118
326,326,sheet metal workers,11.548001347968244,6.41105902198897
327,327,structural iron and steel workers,12.518660852284993,7.288685471634676
328,328,"miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers and sewer pipe cleaners",12.518660852284892,7.288685471634623
329,329,"helpers, construction trades",8.548208831470587,3.7028414642081846
330,330,construction and building inspectors,-1.2105396325271227,-5.0639900084258755
331,331,elevator installers and repairers,-2.6058657723223324,-7.004592058343945
332,332,fence erectors,22.97014193100549,16.770201182441138
333,333,hazardous materials removal workers,-2.284638686439611,-6.30384583876904
334,334,highway maintenance workers,16.75538740456741,11.12561751112965
335,335,rail-track laying and maintenance equipment operators,19.107023973363194,13.259316609955187
336,336,"derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",4.551569034547057,0.10552452253209892
337,337,"earth drillers, except oil and gas",14.56345734992783,9.139313424711455
338,338,"explosives workers, ordnance handling experts, and blasters",-2.408919033855349,-6.574959289179717
339,339,mining machine operators,-2.1902139292042913,-6.09786136680245
340,340,"miscellaneous extraction workers, including roof bolters and helpers",-1.9279409080514394,-5.724879373698955
341,341,"first-line supervisors of mechanics, installers, and repairers",-3.193364935071171,-8.286201970435828
342,342,"computer, automated teller, and office machine repairers",4.9058366300000396,0.4238411067963407
343,343,radio and telecommunications equipment installers and repairers,-0.606386992066181,-4.519303695152636
344,344,avionics technicians,2.2678302577514917,-1.9435569369097707
345,345,"electric motor, power tool, and related repairers",6.390054605141124,1.7585992808830366
346,346,"electrical and electronics repairers, transportation equipment, and industrial and utility",-2.185551610534835,-6.087690673465201
347,347,"electronic equipment installers and repairers, motor vehicles",-1.8472399806110404,-5.648252891590616
348,348,electronic home entertainment equipment installers and repairers,-0.38500477607597927,-4.32049964688724
