Parameter,Value,otj,cyc_otj,cyc_ue,disc,Timestamp,model_cat
d_u,0.13333324837243526,False,False,False,False,2025-11-14 18:47:36,nonbehav
gamma_u,0.8227742199181132,False,False,False,False,2025-11-14 18:47:36,nonbehav
