Parameter,Value,otj,cyc_otj,cyc_ue,disc,Timestamp,model_cat
d_u,0.13012149812853785,True,False,False,True,2025-09-24 06:51:58,otj_disc
gamma_u,0.018903789643080673,True,False,False,True,2025-09-24 06:51:58,otj_disc
