"","date","ue","eu","ee","en","un","ne","nu","u","Etotal","Utotal","LFtotal","NILFtotal","EEtotal","ENtotal","EUtotal","UEtotal","UNtotal","NEtotal","NUtotal","EE","EU","EN","UE","UN","NE","NU"
"87","2003-03-01",0.248329600730083,0.011704505377086,0.0192289958690307,1,1,0,0,0.0630991627310877,99077829.9073,6672774.6029,105750604.5102,56741925.3117003,1905167.182,99077829.9073,1159656.9929,1657047.4529,6672774.6029,0,0,0.0180156623295353,0.0109659608876103,0.936900837268913,0.0156693898874136,0.0630991627310877,0,0
"88","2003-04-01",0.259266761043902,0.0135369101660972,0.0237868856852473,0,0,0,0,0.0570179468645875,99461620.4200001,6014003.5214,105475623.941401,56100569.3144998,2365882.195,0,1346403.0206,1559231.2139,0,0,0,0.0224306063011717,0.0127650633415359,0,0.0147828584049549,0,0,0
"89","2003-05-01",0.235005408950463,0.0138905297909961,0.0244442471546022,1,1,0,0,0.0576015963356887,98837452.0523996,6041176.4216,104878628.474,56199464.1663001,2416007.1061,98837452.0523996,1372904.5722,1419709.1355,6041176.4216,0,0,0.023036219497273,0.0130904131010862,0.94239840366431,0.013536686703068,0.0576015963356887,0,0
"90","2003-06-01",0.230435453475358,0.0138435827854695,0.0246003044886136,1,1,0,0,0.0651138713956277,99584544.6561001,6935962.61119999,106520507.2673,54755906.4135999,2449810.1209,99584544.6561001,1378606.8881,1598291.6896,6935962.61119999,0,0,0.0229984834258487,0.0129421735163217,0.934886128604373,0.0150045444825876,0.0651138713956277,0,0
"91","2003-07-01",0.268607254201641,0.0148953687110625,0.0248103887381172,1,1,0,0,0.0637557760296996,99225808.7845995,6757017.32439999,105982826.109,54952255.3724002,2461830.8888,99225808.7845995,1478005.0075,1814983.8701,6757017.32439999,0,0,0.02322858315052,0.0139457029196402,0.936244223970297,0.0171252639388324,0.0637557760296996,0,0
"92","2003-08-01",0.258705377324121,0.0119185371963994,0.0267764184186419,0,0,0,0,0.0600125670658142,99309171.9558986,6340295.7672,105649467.723098,55945234.9838004,2659143.9411,0,1183620.0599,1640268.6088,0,0,0,0.025169496812511,0.0112032751835741,0,0.0155255738069505,0,0,0
"93","2003-09-01",0.256384653918301,0.0127051363511538,0.0232348195184721,1,1,0,0,0.0585521181333331,98511860.6056,6126816.1635,104638676.7691,56284826.7010998,2288905.3016,98511860.6056,1251606.6212,1570821.6417,6126816.1635,0,0,0.0218743716212199,0.0119612237066209,0.941447881866666,0.0150118645437981,0.0585521181333331,0,0
"94","2003-10-01",0.221753918519204,0.0122684753073831,0.019239481358108,0,0,0,2.87533007750311,0.0559348869967506,100107074.9648,5931241.2339,106038316.1987,56543814.5906994,1926008.2026,0,1228161.1773,1315275.9853,0,0,162582130.789397,0.0181633231424662,0.0115822395274422,0,0.0124037803734583,0,0,1.53323946114669
"95","2003-11-01",0.224458246309573,0.0127125413707764,0.0190700005599416,0,0,0,0,0.057591155063149,100010704.462498,6111712.5753,106122417.037798,56408306.5689998,1907204.1901,0,1271390.218,1371824.2866,0,0,0,0.0179717372006397,0.0119804114294453,0,0.0129268096684171,0,0,0
"96","2003-12-01",0.203801774613323,0.0163166911705722,0.0222983225843045,0,0,0,0,0.0540700905213998,100107080.708001,5722198.7184,105829279.426401,57023737.2137995,2232219.9786,0,1633416.3199,1166194.2535,0,0,0,0.0210926502636958,0.0154344462019697,0,0.0110195804017643,0,0,0
"97","2004-01-01",0.220898155644732,0.0124202431920946,0.0210811426003825,0,0,0,0,0.0631449378375823,98602265.6125997,6645888.12530001,105248153.7379,57651164.6889994,2078648.4221,0,1224664.1182,1468064.4295,0,0,0,0.019749975161336,0.0116359677078021,0,0.0139486003066232,0,0,0
"98","2004-02-01",0.215335455006475,0.0119864345825841,0.0221000037278843,0,0,0,0,0.0596888286746405,97989467.9279005,6220150.03270001,104209617.9606,57050506.8051002,2165567.6065,0,1174544.3471,1339418.8375,0,0,0,0.0207808803916617,0.0112709783423645,0,0.0128531210814573,0,0,0
"99","2004-03-01",0.280110286716329,0.0114575158284369,0.0243148694784608,1,1,0,0,0.0583487169040037,99299630.2545994,6153027.26010001,105452657.514699,57549990.4324001,2414457.5489,99299630.2545994,1137727.0854,1723526.23,6153027.26010001,0,0,0.0228961280427045,0.0107889844809403,0.941651283096004,0.0163440758215104,0.0583487169040037,0,0
"100","2004-04-01",0.257727112170632,0.0112492114459279,0.0222309283369663,0,0,0,0,0.052785649687138,99750441.6903994,5558817.67360002,105309259.363999,57418411.7348,2217544.9208,0,1122113.8104,1432658.0261,0,0,0,0.0210574543415513,0.0106554145112866,0,0.0136042930579167,0,0,0
"101","2004-05-01",0.243707646989429,0.012557363888409,0.0239871971984215,0,0,0,0,0.0531858644234404,99597557.7529005,5594743.47130002,105192301.2242,57361672.5134997,2389066.2583,0,1250682.7751,1363481.7669,0,0,0,0.022711417380328,0.0118894896351243,0,0.0129618018717355,0,0,0
"102","2004-06-01",0.281196927556163,0.015327858187015,0.0270875048973701,0,0,0,0,0.059192195124589,99684109.7077994,6271760.5467,105955870.2545,55511895.6054999,2700193.8099,0,1527943.8971,1763599.7961,0,0,0,0.0254841360220466,0.0144205686143671,0,0.0166446634043393,0,0,0
"103","2004-07-01",0.249873880009064,0.0126110094526345,0.0247580064268687,1,1,0,0,0.0566539018259115,101164989.273201,6075597.6853,107240586.9585,55337944.9165005,2504643.4546,101164989.273201,1275792.636,1518133.167,6075597.6853,0,0,0.0233553687613556,0.0118965465611793,0.943346098174092,0.0141563302668931,0.0566539018259115,0,0
"104","2004-08-01",0.322628876465067,0.0130274832062588,0.0277292853195099,0,0,0,0,0.0537752231466927,100280422.2056,5699070.89020001,105979493.0958,55971260.1828005,2780704.4393,0,1306401.5162,1838684.8382,0,0,0,0.0262381368137551,0.0123269273898025,0,0.0173494398254757,0,0,0
"105","2004-09-01",0.280291578532837,0.0114006823549159,0.0253124874212424,0,0,0,0,0.0523853828963335,100764796.539099,5570410.5381,106335207.077199,56940997.6235995,2550607.6449,0,1148787.4379,1561339.1628,0,0,0,0.023986483075622,0.0108034532444742,0,0.0146831816640604,0,0,0
"106","2004-10-01",0.241502139215186,0.0121393128115657,0.02158911027364,1,1,0,0,0.0520150722709107,101743350.136201,5582565.2451,107325915.381301,56934223.6990001,2196548.4057,101743350.136201,1235094.3538,1348201.449,5582565.2451,0,0,0.0204661511424919,0.011507885578353,0.94798492772909,0.0125617512248574,0.0520150722709107,0,0
"107","2004-11-01",0.223206553669131,0.0119304974279495,0.0205094188457605,0,0,0,0,0.0516329021469938,101108779.1758,5504766.78620001,106613545.962001,56972537.8131,2073682.3011,0,1206278.0299,1228700.0231,0,0,0,0.0194504580294056,0.0113144912216872,0,0.0115248021441659,0,0,0
"108","2004-12-01",0.213268019797594,0.0159792296356771,0.0232726378131312,0,0,0,0,0.0517521077830723,101139525.918799,5519847.38320001,106659373.301999,57387407.7780999,2353783.5553,0,1616131.7099,1177206.921,0,0,0,0.0220682297526296,0.015152270821281,0,0.0110370695472475,0,0,0
"109","2005-01-01",0.245115051987813,0.0127977556589547,0.0237766233159374,0,0,2.81400433135327,0,0.0566908593579595,99360727.1608011,5971366.93210001,105332094.092901,58066065.3739001,2362462.5821,0,1271594.3083,1463671.916,0,163398159.466797,0,0.0224287061075265,0.0120722398927954,0,0.01389578293876,0,1.55126659992806,0
"110","2005-02-01",0.238690358794082,0.0108220004774194,0.0228414870129761,1,1,0,0,0.0568132796688152,99036295.825,5965496.17460001,105001791.999599,57652231.1020005,2262136.2649,99036295.825,1071770.8407,1423906.4223,5965496.17460001,0,0,0.0215437872232565,0.0102071671377198,0.943186720331191,0.013560782108418,0.0568132796688152,0,0
"111","2005-03-01",0.292901847502999,0.01084475824678,0.0230040147389423,1,1,0,0,0.0532287460180125,100582426.3094,5654878.51620001,106237304.825599,58302787.5146995,2313799.6173,100582426.3094,1090792.0972,1656324.3648,5654878.51620001,0,0,0.0217795398810085,0.0102675053644354,0.946771253981988,0.0155907980489438,0.0532287460180125,0,0
"112","2005-04-01",0.254786700240647,0.0106446529232622,0.0216299746441558,1,1,0,0,0.049074197113465,101931534.209898,5260355.94649999,107191890.156399,57883616.8234,2204776.5004,101931534.209898,1085025.8036,1340268.7337,5260355.94649999,0,0,0.0205685010049092,0.0101222751275016,0.950925802886533,0.0125034527494988,0.049074197113465,0,0
"113","2005-05-01",0.275909908286934,0.0135945433111035,0.0273064478845579,0,0,0,0,0.0494219578571257,101471686.3253,5275662.99970001,106747349.325,57000091.9646992,2770831.3144,0,1379461.2346,1455607.6944,0,0,0,0.0259569097679795,0.0129226743644953,0,0.0136360078597203,0,0,0
"114","2005-06-01",0.244929891779832,0.0131985469118968,0.0241049534397097,0,0,0,0,0.0545887985875104,102829348.863901,5937448.81129999,108766797.6752,55824777.5647,2478696.66659999,0,1357197.9849,1454258.6948,0,0,0,0.0227890929914282,0.0124780540928756,0,0.01337042853043,0,0,0
"115","2005-07-01",0.279892827745106,0.0120500734117211,0.0257465093118531,0,0,0,0,0.0526806873057529,102633121.678498,5707456.1005,108340577.778998,55737562.3901995,2642444.623,0,1236736.6507,1597476.0272,0,0,0,0.0243901655055807,0.0114152672623068,0,0.0147449465375629,0,0,0
"116","2005-08-01",0.306611211260994,0.012216602565279,0.0294016442797767,0,0,0,0,0.0479936438203146,101488637.448499,5116362.39180001,106604999.840299,55661739.4679999,2983932.8167,0,1239846.3486,1568734.0702,0,0,0,0.0279905522364815,0.0116302832930666,0,0.0147153892645754,0,0,0
"117","2005-09-01",0.270091704220983,0.0102980701185325,0.0243037210902568,1,1,0,0,0.0486245270817798,102715077.749998,5249738.1128,107964815.862798,57107589.8160997,2496358.6014,102715077.749998,1057767.0729,1417910.7136,5249738.1128,0,0,0.0231219641459156,0.00979733132916387,0.951375472918223,0.0131330813864573,0.0486245270817798,0,0
"118","2005-10-01",0.262659064394765,0.010122763155471,0.0232860351393676,1,1,0,0,0.0469858955797412,103672482.5309,5111303.6167,108783786.1476,57471637.5723008,2414121.0712,103672482.5309,1049451.9864,1342530.2258,5111303.6167,0,0,0.0221919199238431,0.00964713606286958,0.95301410442026,0.0123412713727249,0.0469858955797412,0,0
"119","2005-11-01",0.216993509260766,0.0115161514367095,0.0197791716456718,1,1,0,0,0.0490096341402455,102255591.5552,5269779.0754,107525370.6306,58081077.3808,2022530.8971,102255591.5552,1177590.8776,1143507.8546,5269779.0754,0,0,0.0188098016797203,0.0109517490680928,0.950990365859755,0.0106347724996781,0.0490096341402455,0,0
"120","2005-12-01",0.23509539457329,0.0142520418438251,0.0221062262723103,0,0,0,0,0.0467828547815265,102464149.846199,5028828.3909,107492978.237099,58500984.7782999,2265095.6813,0,1460323.3511,1182254.3948,0,0,0,0.0210720338988453,0.0135852906399052,0,0.0109984337041279,0,0,0
"121","2006-01-01",0.271508514354569,0.0127215255862299,0.0240599561577962,0,0,0,0,0.0518973726586237,101155820.3281,5537081.2745,106692901.6026,59041199.4879997,2433804.6022,0,1286856.3565,1503364.7107,0,0,0,0.022811307646925,0.0120613118320951,0,0.0140905785494484,0,0,0
"122","2006-02-01",0.248850970073376,0.0109829984326129,0.0232603813686505,0,0,0,0,0.0501141157432564,101031243.308301,5330210.19130001,106361453.499601,58446391.8436002,2350025.2495,0,1109625.9869,1326427.9768,0,0,0,0.0220947079245096,0.0104325951779529,0,0.0124709463170788,0,0,0
"123","2006-03-01",0.277436406790137,0.0107486725484283,0.0202223470255623,1,1,0,0,0.0485378848716931,102956422.880499,5252218.58139999,108208641.461899,58694551.3056004,2082020.512,102956422.880499,1106644.8763,1457156.6509,5252218.58139999,0,0,0.0192407970738001,0.0102269547177492,0.951462115128308,0.0134661763719959,0.0485378848716931,0,0
"124","2006-04-01",0.283166263935193,0.0102760400414736,0.0218370982628599,0,0,0,0,0.0452639503206989,103019955.102101,4884166.81379999,107904121.915901,58115059.3814001,2249656.8826,0,1058637.1837,1383031.2691,0,0,0,0.0208486649319416,0.00981090587554278,0,0.0128172237032605,0,0,0
"125","2006-05-01",0.304845584810863,0.0130340689318004,0.0277609472238146,0,0,0,0,0.0444227667430909,102876052.3146,4782490.32769999,107658542.6423,57513727.6152002,2855936.6589,0,1340893.5573,1457921.0608,0,0,0,0.0265277291407238,0.0124550595279297,0,0.0135420843067141,0,0,0
"126","2006-06-01",0.281394244303958,0.0132786654991349,0.0264157588592197,0,0,0,0,0.0489051985789348,104668578.856101,5382047.7478,110050626.603901,56492121.8615002,2764899.9392,0,1389859.0469,1514477.2588,0,0,0,0.0251238909265963,0.0126292697260365,0,0.0137616413966543,0,0,0
"127","2006-07-01",0.285678631390157,0.0109897120368411,0.0253241517294659,0,0,0,0,0.0509867485542121,104485200.490299,5613578.77450001,110098779.264799,56405364.4863002,2645999.0707,0,1148262.2655,1603679.5015,0,0,0,0.0240329555728869,0.0104293823525355,0,0.0145658245460014,0,0,0
"128","2006-08-01",0.347873231979069,0.0117777168909712,0.0281451706127125,0,0,0,0,0.0476079873601393,103867084.5143,5192087.69190001,109059172.2062,56799904.2981997,2923356.8147,0,1223317.1157,1806188.3261,0,0,0,0.0268052356859336,0.0112170034940945,0,0.0165615444309903,0,0,0
"129","2006-09-01",0.281617678377521,0.0102570917854305,0.0220763692887822,0,0,0,0,0.0444307218383443,104875476.148901,4876352.99180001,109751829.140702,57831872.5871002,2315269.7408,0,1075717.3849,1373267.2085,0,0,0,0.0210955002657115,0.00980136179344157,0,0.012512476732752,0,0,0
"130","2006-10-01",0.276699095572589,0.0106613168378496,0.0217404183808833,0,0,0,0,0.0426390686802853,105898294.626401,4716512.35179999,110614806.9782,57712255.2669996,2302273.231,0,1129015.2716,1305054.702,0,0,0,0.0208134271884028,0.0102067282169782,0,0.0117981917398924,0,0,0
"131","2006-11-01",0.254413190042342,0.0121444766928628,0.0204302777993417,0,0,0,0,0.0447717770982247,105037264.425702,4923121.9065,109960386.332201,58187529.0554003,2145940.4915,0,1275622.6097,1252507.1492,0,0,0,0.0195155779556548,0.0116007468893954,0,0.011390530635424,0,0,0
"132","2006-12-01",0.242096002056673,0.0158768543435156,0.0212561026440038,0,0,0,0,0.0423062726759,103328270.336499,4564542.7711,107892813.107599,57457686.7379,2196356.3203,0,1640527.8977,1105057.5561,0,0,0,0.0203568361695197,0.0152051638144233,0,0.0102421794767549,0,0,0
"133","2007-01-01",0.309653883228553,0.013192138335886,0.0200583372359187,1,1,0,0,0.0495735176161158,102576395.740101,5350306.26300001,107926702.003101,58976962.5023005,2057511.9382,102576395.740101,1353202.0026,1656743.1108,5350306.26300001,0,0,0.0190639749016039,0.0125381576336977,0.950426482383884,0.0153506322351293,0.0495735176161158,0,0
"134","2007-02-01",0.288531071197816,0.0104506396364148,0.0207544829452486,1,1,0,0,0.0479261618885026,102415899.2786,5155483.5059,107571382.7845,58698070.4983998,2125589.0349,102415899.2786,1070311.6564,1487517.1785,5155483.5059,0,0,0.0197598002357025,0.00994978058936161,0.9520738381115,0.0138281868280896,0.0479261618885026,0,0
"135","2007-03-01",0.268426670904151,0.0101137124376392,0.0185726709205955,0,0,0,0,0.0448634291651465,105195197.6349,4941091.6111,110136289.246,59687485.8943999,1953755.7881,0,1063913.9787,1326320.7718,0,0,0,0.0177394372143418,0.00965997661609652,0,0.0120425409361445,0,0,0
"136","2007-04-01",0.280185231558969,0.0100445244016489,0.0191311015074307,1,1,0,0,0.043115097063758,105073550.1152,4734379.5457,109807929.6609,59690665.4808999,2010172.753,105073550.1152,1055413.8381,1326503.2293,4734379.5457,0,0,0.0183062622090013,0.00961145375711252,0.956884902936245,0.0120802134544964,0.043115097063758,0,0
"137","2007-05-01",0.276981742021413,0.0128864389243638,0.0254927878477163,0,0,0,0,0.042983535530978,104325204.021899,4685672.9015,109010876.923399,58891056.4293997,2659540.2933,0,1344380.3699,1297845.8428,0,0,0,0.0243970176954803,0.0123325342189907,0,0.0119056545496096,0,0,0
"138","2007-06-01",0.261169119127418,0.0127064547145405,0.0228352273102492,1,1,0,0,0.0480532282924013,105791241.483098,5340225.76620001,111131467.249297,57624395.1666998,2415767.0467,105791241.483098,1344231.6191,1394702.0593,5340225.76620001,0,0,0.021737920919201,0.0120958685453557,0.951946771707602,0.0125500193043552,0.0480532282924013,0,0
"139","2007-07-01",0.301094574218142,0.0116237386116186,0.0227253745281034,0,0,0,0,0.049324974898662,105372673.063701,5467172.60539999,110839845.669101,57249058.1378,2394633.4604,0,1224824.4085,1646136.0078,0,0,0,0.0216044459999419,0.0110503979963718,0,0.0148514823154332,0,0,0
"140","2007-08-01",0.291186572237267,0.0111905103789732,0.0226323589753622,0,0,0,0,0.0474872362596263,105335995.346099,5251494.24560001,110587489.5917,58388435.5663004,2384002.0597,0,1178763.5492,1529164.6085,0,0,0,0.0215576107975864,0.0106591039687411,0,0.0138276455514618,0,0,0
"141","2007-09-01",0.277928974194513,0.0102803563682291,0.0212274892187538,0,0,0,0,0.0458363721463283,105536804.264198,5069805.7379,110606610.002099,58805566.8560999,2240281.3747,0,1084955.9578,1409045.9081,0,0,0,0.0202544981231908,0.00980914212793805,0,0.012739255891427,0,0,0
"142","2007-10-01",0.252587525431218,0.0105088103962367,0.0187416065231773,1,1,0,0,0.0454564704942601,106764530.160501,5084250.8121,111848780.972601,58937836.0711995,2000938.8149,106764530.160501,1121968.2045,1284218.3313,5084250.8121,0,0,0.0178896792392414,0.0100311169665304,0.954543529505738,0.0114817373969823,0.0454564704942601,0,0
"143","2007-11-01",0.228143171954193,0.0121559627298447,0.0176508924589852,0,0,0,0,0.0461291609493533,106194350.294499,5135555.12560001,111329905.420099,59096421.3322006,1874425.0568,0,1290894.5643,1171641.8361,0,0,0,0.016836671599845,0.0115952183685854,0,0.0105240530985709,0,0,0
"144","2007-12-01",0.220280295492209,0.0154822248230022,0.0199672151524363,1,1,0,0,0.049069329637918,105317623.005801,5434534.10540001,110752157.111201,59943529.8593001,2102899.6379,105317623.005801,1630551.1172,1197120.7786,5434534.10540001,0,0,0.0189874372901701,0.0147225224296339,0.950930670362082,0.0108090064322452,0.049069329637918,0,0
"145","2008-01-01",0.270823270646867,0.0128505610896059,0.0198988052278066,1,1,0,0,0.0539794089542139,104132778.123001,5941758.42369998,110074536.546702,59899408.3229998,2072117.8697,104132778.123001,1338164.6267,1609166.4497,5941758.42369998,0,0,0.0188246794827144,0.0121568953972589,0.94602059104578,0.014618880080565,0.0539794089542139,0,0
"146","2008-02-01",0.255050529539601,0.0127793781028574,0.0186756035880292,1,1,0,0,0.0525724142290211,103235541.1493,5728502.85760001,108964044.0069,60024363.7407998,1927986.0427,103235541.1493,1319286.014,1461057.6873,5728502.85760001,0,0,0.0176937820202224,0.0121075353436448,0.947427585770981,0.0134086220882871,0.0525724142290211,0,0
"147","2008-03-01",0.27225437082257,0.0103204759703449,0.0164380393620544,1,1,0,0,0.0520171798903886,105091537.4365,5766523.7089,110858061.145401,60363356.4950001,1727498.829,105091537.4365,1084594.6868,1569961.2842,5766523.7089,0,0,0.015582978911513,0.00978363391524099,0.947982820109609,0.0141619045830222,0.0520171798903886,0,0
"148","2008-04-01",0.273463216871157,0.0129835055381807,0.0193606515094423,0,0,2.84248726877891,0,0.0478866059219753,104848970.3722,5273385.8769,110122356.249099,59768313.2552004,2029944.3765,0,1361307.1875,1442077.0657,0,169890669.504297,0,0.018433535620217,0.0123617695249881,0,0.0130952253004648,0,1.54274459147968,0
"149","2008-05-01",0.233318744043434,0.012906345042207,0.0207912301322642,0,0,0,0,0.0527874726688973,105081205.133199,5856099.96060002,110937305.093799,59015244.7318003,2184767.5185,0,1356214.2909,1366337.8878,0,0,0,0.0196937136399046,0.0122250517060362,0,0.0123163068243342,0,0,0
"150","2008-06-01",0.22871322438683,0.0132837928036055,0.0196638038771108,0,0,0,0,0.0580353065731624,105477929.1363,6498591.71669999,111976520.853001,58121884.7474004,2074097.3119,0,1401146.956,1486313.8655,0,0,0,0.0185226089907081,0.0125128638157939,0,0.0132734420946261,0,0,0
"151","2008-07-01",0.255335250411381,0.0154119682729582,0.0228934235632648,0,0,0,0,0.0605475544506336,105227220.7013,6781876.93829999,112009097.6396,57758631.3534006,2409011.3339,0,1621758.5869,1731652.2463,0,0,0,0.0215072827535066,0.0144788112847598,0,0.0154599249774493,0,0,0
"152","2008-08-01",0.263639741954884,0.0131410132938779,0.0200409701762438,1,1,0,0,0.0612643397482218,104333815.7141,6809097.17589999,111142912.89,58314003.0027997,2090950.8891,104333815.7141,1371052.0593,1795148.6224,6809097.17589999,0,0,0.0188131733704824,0.0123359377908059,0.938735660251777,0.0161517147222575,0.0612643397482218,0,0
"153","2008-09-01",0.251549198945693,0.0146103830939745,0.0209251694084616,1,1,0,0,0.0598387963690427,104185295.184202,6631120.96,110816416.144202,59587722.0763,2180094.9516,104185295.184202,1522187.0754,1668053.1656,6631120.96,0,0,0.0196730324572409,0.0137361153551404,0.940161203630953,0.0150524012925072,0.0598387963690427,0,0
"154","2008-10-01",0.201121772671477,0.0156260860483429,0.0151693309753706,0,0,0,0,0.060570001486643,104784189.453099,6755988.7602,111540178.2133,59400294.1035996,1589506.0508,0,1637366.7609,1358776.4356,0,0,0,0.0142505245756409,0.0146796139931643,0,0.0121819460697076,0,0,0
"155","2008-11-01",0.16661559688521,0.0171324132057502,0.0160000264018294,0,0,0,0,0.0654602532457337,103289813.334998,7234981.02899998,110524794.363999,60070420.7014995,1652639.7404,0,1769603.762,1205460.6826,0,0,0,0.0149526606216271,0.0160109210985912,0,0.0109066991667949,0,0,0
"156","2008-12-01",0.161303366908736,0.0234004657211434,0.0165524890338641,1,1,0,0,0.0728584088835402,103405914.1316,8126040.77410001,111531954.905699,60719093.9356006,1711625.2597,103405914.1316,2419746.549,1310757.7365,8126040.77410001,0,0,0.0153465010197946,0.0216955450215672,0.927141591116463,0.0117523066605284,0.0728584088835402,0,0
"157","2009-01-01",0.17766583984383,0.0194068522752906,0.0174855162123901,0,0,0,0,0.0855712541995169,100958573.0188,9447594.20029999,110406167.2191,61382524.4887994,1765312.7653,0,1959288.1125,1678514.7581,0,0,0,0.0159892586597699,0.0177461835860293,0,0.0152030887438471,0,0,0
"158","2009-02-01",0.172762287819323,0.0175739934260582,0.0157255256490372,1,1,0,0,0.0885720930154358,100442753.943599,9760974.92389998,110203728.867499,61032830.2687998,1579515.1034,100442753.943599,1765180.2975,1686328.3592,9760974.92389998,0,0,0.0143326829285341,0.0160174280456728,0.911427906984567,0.0153019174262925,0.0885720930154358,0,0
"159","2009-03-01",0.211356594494241,0.0151971086241701,0.0160512595573296,1,1,0,0,0.0911846971894546,100933822.060101,10127052.1879,111060874.248,61400827.9885,1620114.976,100933822.060101,1533902.2577,2140419.2627,10127052.1879,0,0,0.0145876303150852,0.0138113648761199,0.908815302810547,0.0192724870679517,0.0911846971894546,0,0
"160","2009-04-01",0.162443647293719,0.0159735772844661,0.0175897015853961,0,0,0,0,0.0861285135865271,101178419.324499,9535637.11419998,110714056.438699,61631140.0481996,1779698.2028,0,1616181.3006,1549003.6721,0,0,0,0.0160747267334153,0.0145977968162955,0,0.0139910298829821,0,0,0
"161","2009-05-01",0.170944521193497,0.0184049116878873,0.0177342283944482,0,0,0,0,0.091964656979657,100989275.6575,10228064.5416,111217340.1991,60691102.8649,1790966.8799,0,1858698.6999,1748431.5958,0,0,0,0.016103306163354,0.01671231029777,0,0.0157208542541117,0,0,0
"162","2009-06-01",0.187242665547717,0.0195335573263435,0.0166992051345808,0,0,0,0,0.0965100588087926,100957498.9416,10784197.7158,111741696.657401,59505577.8098998,1685909.9847,0,1972059.0931,2019261.9261,0,0,0,0.0150875638649822,0.017648372560033,0,0.0180708006635253,0,0,0
"163","2009-07-01",0.169516287324315,0.0167903467956667,0.016441043476464,0,0,0,0,0.095983048408998,101160241.135601,10740582.1372,111900823.272801,59372643.4880997,1663179.9226,0,1698515.5306,1820703.6076,0,0,0,0.0148629820045682,0.0151787581263743,0,0.0162706900123634,0,0,0
"164","2009-08-01",0.195300846742014,0.0170231121129177,0.0182795918878514,0,0,0,0,0.0957235534863134,100199768.919201,10606798.3706,110806567.2898,60499207.5544,1831610.8831,0,1705711.9,2071516.703,0,0,0,0.0165298043960667,0.0153935993300734,0,0.0186948910490315,0,0,0
"165","2009-09-01",0.170683385401744,0.0168798129050808,0.0173027477074695,0,0,0,0,0.0939906479822585,99474511.1122998,10319621.6864,109794132.7987,61984644.5207,1721182.3691,0,1679111.1364,1761387.9655,0,0,0,0.0156764512385708,0.0152932683523129,0,0.0160426419937154,0,0,0
"166","2009-10-01",0.15966761691759,0.0151586555883874,0.0142164796900338,1,1,0,0,0.0951810628831219,100444550.179399,10566112.9036,111010663.082999,62447143.1267001,1427967.9076,100444550.179399,1522604.3419,1687066.0674,10566112.9036,0,0,0.01286334004268,0.0137158386376055,0.904818937116877,0.0151973334862313,0.0951810628831219,0,0
"167","2009-11-01",0.131370505273926,0.0177163850675947,0.0144922584116093,1,1,0,0,0.094873074615762,99882942.8435001,10469472.9805,110352415.824,62426526.4043003,1447529.4186,99882942.8435001,1769564.6771,1375379.9554,10469472.9805,0,0,0.0131173332979737,0.0160355771451552,0.905126925384235,0.0124635237491636,0.094873074615762,0,0
"168","2009-12-01",0.135738782797427,0.0210071351455264,0.0164024776205905,0,0,0,0,0.0961101857474604,99105503.8575007,10537842.3721,109643346.2296,63323127.8155,1625575.8091,0,2081922.7132,1430393.8969,0,0,0,0.014826032449757,0.0189881354846679,0,0.0130458796277948,0,0,0
"169","2010-01-01",0.154933362214232,0.0163659045307385,0.0154306360910543,0,0,0,0,0.103996216780446,99406282.7901996,11537760.8086,110944043.5988,63188813.4614993,1533902.1749,0,1626873.7339,1787584.0745,0,0,0,0.0138259083150688,0.0146639123753517,0,0.0161124835233547,0,0,0
"170","2010-02-01",0.171915110199826,0.0154702726667358,0.0166705216957192,0,0,0,0,0.105227667043073,98123876.5922993,11539635.5416,109663512.1339,62591362.7775003,1635776.2136,0,1518003.126,1983837.7158,0,0,0,0.0149163215892877,0.0138423719654949,0,0.0180902259757806,0,0,0
"171","2010-03-01",0.200762557371276,0.0139501032281541,0.0169542927151017,0,0,0,0,0.101827686047468,99881938.6073009,11323825.6494,111205764.256701,62836400.4608998,1693427.6241,0,1393363.3542,2273400.1966,0,0,0,0.0152278763193515,0.0125295964963079,0,0.020443186662089,0,0,0
"172","2010-04-01",0.16871605936168,0.0148200391335951,0.015766986622975,0,0,0,0,0.095273263717775,99497660.0673993,10477712.6913,109975372.758698,62698161.7811005,1568778.2753,0,1474559.2159,1767758.3964,0,0,0,0.0142648143484099,0.0134080856369126,0,0.0160741296169891,0,0,0
"173","2010-05-01",0.15535100200834,0.0157876479656035,0.0157580926946084,0,0,0,0,0.0930428825765206,99807506.4337023,10239048.708,110046555.141702,62198938.7832996,1572775.938,0,1575725.7759,1590646.4764,0,0,0,0.014291914326394,0.0143187196897804,0,0.0144543050380068,0,0,0
"174","2010-06-01",0.187768684632517,0.0182014353005089,0.0185871179676334,0,0,0,0,0.0961356227804468,100366542.7555,10675052.9585,111041595.714,61239727.6641001,1865524.7702,0,1826815.1343,2004440.6524,0,0,0,0.0168002338061214,0.0164516289823966,0,0.0180512594358124,0,0,0
"175","2010-07-01",0.16778563838871,0.0171063402280522,0.0178008315802904,1,1,0,0,0.0982344455728428,100480176.5711,10945876.5508,111426053.121901,61103883.6783003,1788630.7003,100480176.5711,1718848.0866,1836560.8848,10945876.5508,0,0,0.016052176759265,0.015425908379969,0.901765554427155,0.0164823291622004,0.0982344455728428,0,0
