Parameter,Value,otj,cyc_otj,cyc_ue,disc,Timestamp,model_cat
d_u,0.13546243641724812,False,False,False,False,2025-11-12 08:12:06,nonbehav
gamma_u,0.7853192092255801,False,False,False,False,2025-11-12 08:12:06,nonbehav
