Parameter,Value,otj,cyc_otj,cyc_ue,disc,Timestamp,model_cat
d_u,0.13173183539528768,True,False,False,True,2025-11-26 11:57:39,otj_disc
gamma_u,0.03537364406311572,True,False,False,True,2025-11-26 11:57:39,otj_disc
