acs_occ_code,SOC2010,SOC_major,SOC_minor,SOC_broad,SOC2010_cleaned,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,year
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,NA,519890,0.9,50.3,104630,0.5,22.3,34.99,54.72,70,70,46390,72780,113810,145600,145600,2000
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,NA,455930,0.8,51.77,107670,0.4,23.52,36.93,57.91,70,70,48920,76810,120450,145600,145600,2001
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,NA,452400,0.7,64.89,134960,0.3,24.83,38.88,60.7,70,70,51650,80860,126260,145600,145600,2002
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,389880,0.8,67.58,140580,0.3,26.79,41.64,64.78,70,70,55720,86620,134740,145600,145600,2003
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,346590,0.7,67.27,139920,0.3,27.76,43.14,67.47,70,70,57740,89730,140350,145600,145600,2004
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,321300,0.6,67.22,139810,0.2,28.84,44.19,68.48,70,70,59990,91910,142440,145600,145600,2005
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,299520,0.5,69.52,144600,0.2,29.79,45.61,70,70,70,61970,94870,145600,145600,145600,2006
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,299160,0.7,72.77,151370,0.4,31.02,47.09,70,70,70,64530,97960,145600,145600,145600,2007
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,301930,0.7,77.13,160440,0.5,33.02,49.08,76.23,80,80,68680,102080,158560,166400,166400,2008
10,11-1011,11,11-1000,11-1010,11-1011,Chief executives,NA,297640,0.5,80.43,167280,0.5,34.13,50.26,77.27,80,80,71000,104550,160720,166400,166400,2009
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,NA,273500,0.5,83.34,173350,0.3,36.14,51.92,79.37,80,80,75160,107990,165080,166400,166400,2010
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,NA,267370,0.5,84.87999999999998,176550,0.4,36.47,52.56,80.25,90,90,75860,109320,166910,187200,187200,2011
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,255940,0.6,85.01999999999998,176840,0.3,36.65,52.86,80.84,90,90,76220,109940,168140,187200,187200,2012
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,248760,0.6,85.76999999999998,178400,0.3,36.07,53.18,82.5,90,90,75030,110610,171610,187200,187200,2013
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,246240,0.8,86.88,180700,0.4,34.97,53.25,83.33,90,90,72750,110760,173320,187200,187200,2014
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,238940,0.7,89.35,185850,0.4,32.98,53.38,84.19,90,90,68600,111040,175110,187200,187200,2015
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,223260,0.7,93.44,194350,0.4,33.55,54.86,87.12,100,100,69780,114100,181210,208000,208000,2016
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,210160,0.7,94.25,196050,0.4,32.74,54.55,88.11,100,100,68110,113470,183270,208000,208000,2017
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,195530,0.7,96.22,200140,0.5,32.86,55.75,91.15,100,100,68360,115960,189600,208000,208000,2018
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,205890,0.8,93.2,193850,0.4,29.95,54.23,88.68,100,100,62290,112790,184460,208000,208000,2019
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,202360,1,95.12,197840,0.5,30.18,55.06,89.4,100,100,62780,114530,185950,208000,208000,2020
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,200480,1.6,102.41,213020,0.8,28.99,53.4,86.31,100,100,60300,111080,179520,208000,208000,2021
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,199240,0.9,118.48,246440,1.6,36.02,58.89,91.12,115,115,74920,122480,189520,239200,239200,2022
10,11-1011,11,11-1000,11-1010,11-1011,Chief Executives,detailed,211230,1.4,124.47,258900,0.7,38.46,62.9,99.37,115,115,80000,130840,206680,239200,239200,2023
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,NA,2221590,0.5,33.76,70220,0.3,14.16,19.65,29.41,45.01,70,29450,40880,61160,93610,145600,2000
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,NA,2064220,0.4,35.37,73570,0.2,14.99,20.81,31.25,48.22,70,31190,43280,65000,100300,145600,2001
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,NA,1998350,0.4,40.19,83590,0.2,15.72,21.98,32.8,50.47,70,32700,45720,68210,104970,145600,2002
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1892060,0.4,42.64,88700,0.3,16.75,23.48,35,54.2,70,34850,48840,72800,112730,145600,2003
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1752910,0.4,44.24,92010,0.2,18.15,25.2,37.22,56.88,70,37760,52420,77420,118310,145600,2004
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1663810,0.3,45.9,95470,0.2,19.26,26.63,39.17,59.64,70,40060,55390,81480,124040,145600,2005
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1663280,0.3,47.73,99280,0.1,20.29,27.99,40.97,61.82,70,42210,58230,85230,128580,145600,2006
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1655410,0.3,49.89,103780,0.1,21.15,29.26,42.64,64.22,70,43990,60860,88700,133570,145600,2007
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1697690,0.3,51.91,107970,0.2,21.83,30.24,44.02,65.87,80,45410,62900,91570,137020,166400,2008
20,11-1021,11,11-1000,11-1020,11-1021,General and operations managers,NA,1689680,0.3,53.15,110550,0.2,22.01,30.65,44.55,66.81,80,45780,63750,92650,138960,166400,2009
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,NA,1708080,0.3,54.38,113100,0.2,22.73,31.39,45.38,68.28,80,47280,65290,94400,142030,166400,2010
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,NA,1805030,0.3,55.04,114490,0.2,22.87,31.72,45.74,69.25,90,47580,65980,95150,144050,187200,2011
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,1899460,0.3,55.22,114850,0.2,22.54,31.66,45.88,69.81,90,46890,65860,95440,145210,187200,2012
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,1973700,0.3,55.81,116090,0.2,22.21,31.82,46.36,70.84,90,46190,66190,96430,147350,187200,2013
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2049870,0.3,56.35,117200,0.2,21.7,31.54,46.77,71.95,90,45130,65610,97270,149660,187200,2014
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2145140,0.3,57.44,119460,0.2,21.24,31.13,46.99,73.20999999999998,90,44190,64750,97730,152270,187200,2015
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2188870,0.3,58.7,122090,0.2,21.29,31.2,47.74,74.53,100,44290,64890,99310,155020,208000,2016
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2212200,0.3,59.35,123460,0.2,21.4,31.53,48.27,75.28,100,44510,65590,100410,156580,208000,2017
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2289770,0.3,59.56,123880,0.2,21.5,31.56,48.52,75.54,100,44710,65650,100930,157120,208000,2018
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2400280,0.3,59.15,123030,0.2,21.66,31.57,48.45,75.69,100,45050,65660,100780,157430,208000,2019
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2347420,0.4,60.45,125740,0.2,22.04,32.43,49.83,77.48999999999998,100,45850,67450,103650,161190,208000,2020
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,2984920,0.5,55.41,115250,0.4,20.8,29.18,47.1,72.95999999999998,100,43260,60690,97970,151750,208000,2021
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,3376680,0.3,59.07,122860,1.1,20.9,29.84,47.16,74.31,106.38,43470,62070,98100,154560,221270,2022
20,11-1021,11,11-1000,11-1020,11-1021,General and Operations Managers,detailed,3507810,0.4,62.18,129330,0.9,22.28,31.34,48.69,77.06,111.59,46340,65180,101280,160290,232110,2023
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,NA,93420,1.8,29.93,62260,1.1,13.39,17.48,25.66,39.13,57.36,27840,36370,53360,81400,119310,2000
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,NA,85850,1.4,31.23,64960,1.1,14.04,18.45,26.9,40.96,60.52,29210,38370,55940,85190,125880,2001
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,NA,81090,1.2,33.27,69200,0.7,14.57,19.01,27.47,41.21,60.13,30310,39550,57130,85710,125070,2002
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,71100,1.4,35.18,73170,1,15.22,20.06,29.01,43.61,64.61,31660,41720,60350,90710,134390,2003
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,57100,1.4,36.76,76460,0.8,15.79,21.06,30.58,46.12,68.39,32840,43790,63610,95930,142240,2004
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,41710,1.5,39.06,81250,0.8,16.5,22.11,33.1,50.35,70,34310,45980,68860,104720,145600,2005
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,38130,1.6,40.93,85140,0.8,17.42,23.49,35.12,52.42,70,36230,48870,73060,109030,145600,2006
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,36300,1.7,43.8,91100,1,18.46,25.44,37.62,55.73,70,38400,52910,78250,115910,145600,2007
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,36100,1.7,45.54,94720,1,19.28,26.2,38.57,57.65,80,40090,54500,80220,119900,166400,2008
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and promotions managers,NA,35760,1.9,46.96,97670,1.3,19.71,26.92,39.6,58.64,80,40990,56000,82370,121970,166400,2009
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,NA,32240,2.2,47.46,98720,1.2,19.94,27.32,40.33,58.93,80,41480,56820,83890,122570,166400,2010
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,NA,30710,2.3,49.69,103350,1.4,20.55,28.74,42.14,61.94,89.73,42750,59780,87650,128840,186630,2011
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,28420,2.3,51.47,107060,1.2,20.8,29.24,42.59,65.35,90,43270,60820,88590,135930,187200,2012
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,28530,2.7,54.27,112870,1.5,21.7,30.95,45.13,69.83,90,45140,64370,93880,145250,187200,2013
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,29340,2.8,55.15,114700,1.6,21.66,31.64,46.5,71.3,90,45060,65810,96720,148300,187200,2014
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,29340,2.6,54.62,113610,1.7,20.4,30.18,46.1,69.68,90,42440,62780,95890,144930,187200,2015
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,28860,2.3,56.64,117810,1.5,21.61,32.21,48.47,70.98,100,44950,67000,100810,147640,208000,2016
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,28100,2.6,59.56,123880,1.5,23.15,34.47,51.03,74.89,100,48150,71690,106130,155760,208000,2017
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,25260,3,63.99,133090,1.3,27.48,39.52,56.31,78.54,100,57150,82200,117130,163370,208000,2018
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,25100,3,68.22,141890,1.3,29.77,41.51,60.34,84.59,100,61930,86330,125510,175940,208000,2019
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,22490,3.2,70.94,147560,1.4,33.14,44.19,64.16,87.4,100,68940,91910,133460,181800,208000,2020
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,22520,3.4,68.68,142860,1.9,29.45,45.2,61.13,82.79,100,61250,94020,127150,172210,208000,2021
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,22010,3.1,70.7,147050,2.2,29.03,40.87,61.46,83.14,115,60380,85020,127830,172920,239200,2022
40,11-2011,11,11-2000,11-2010,11-2011,Advertising and Promotions Managers,detailed,20630,2.9,73.38,152620,2.7,30.57,42.7,63.4,90.64,115,63580,88810,131870,188530,239200,2023
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,516170,0.5,59.26,123260,0.3,26.57,36.68,53.05,74.04999999999998,90,55260,76300,110340,154030,187200,2012
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,526220,0.5,60.88,126640,0.3,27.09,37.66,54.61,76.65999999999998,90,56340,78340,113590,159460,187200,2013
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,543410,0.5,62.45,129900,0.3,27.24,38.27,56.01,79.17,90,56670,79590,116490,164660,187200,2014
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,557640,0.6,64.4,133950,0.4,27.63,39.11,57.35,80.95999999999998,90,57480,81350,119280,168390,187200,2015
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,571120,0.6,66.52,138350,0.3,28.5,40.52,59.1,82.88,100,59280,84270,122930,172390,208000,2016
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,590380,0.5,67.6,140600,0.3,29.45,41.73,60.24,83.93,100,61250,86810,125290,174570,208000,2017
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,619500,0.6,68.75,143000,0.3,30.28,42.87,61.59,85.22,100,62990,89160,128100,177260,208000,2018
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,666280,0.5,69.55,144660,0.2,30.72,43.4,62.84,87.15,100,63900,90270,130700,181280,208000,2019
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,660380,0.6,72.31,150400,0.3,32.47,45.59,65.55,90.42,100,67540,94830,136350,188080,208000,2020
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,732490,0.9,70.48,146600,0.4,30.46,45.93,62.18,89.95,100,63350,95530,129330,187100,208000,2021
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,864970,2.1,73.79,153470,0.4,31.12,46.06,64.37,90.4,115,64730,95790,133880,188040,239200,2022
50,11-2020,11,11-2000,11-2020,11-2020,Marketing and Sales Managers,broad,944820,1.5,77.43,161040,0.3,33.01,47.97,68.17,97.11,115,68660,99780,141780,201990,239200,2023
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations Managers,NA,68000,4.4,29.54,61430,1.8,14.51,19.57,26.22,36.6,52.26,30180,40700,54540,76130,108710,2000
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations Managers,NA,64920,2.7,30.9,64280,1.1,15.12,20.28,27.5,39.2,54.28,31440,42190,57200,81540,112910,2001
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations Managers,NA,62640,1.9,33.59,69870,0.8,15.84,21.35,29.15,41.15,56.63,32960,44410,60640,85590,117780,2002
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,58490,2.1,35.94,74750,1.2,16.81,22.81,31.16,43.75,61.14,34960,47430,64820,91010,127170,2003
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,50670,1.4,38.26,79580,1,17.97,24.17,33.65,47.02,65.81,37380,50260,70000,97800,136880,2004
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,43770,1.5,41.26,85820,0.8,19.65,26.42,36.75,51.17,70,40870,54960,76450,106440,145600,2005
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,44010,1.3,44.35,92250,0.6,20.66,28.17,39.51,55.3,70,42980,58590,82180,115030,145600,2006
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,47210,1.3,46.71,97170,0.6,21.57,29.55,41.57,58.41,70,44870,61470,86470,121500,145600,2007
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,51730,1.2,48.66,101220,0.7,22.53,30.72,43,60.61,80,46870,63910,89430,126060,166400,2008
60,11-2031,11,11-2000,11-2030,11-2031,Public relations managers,NA,53270,1.2,48.97,101850,0.8,22.98,31.17,43.12,60.2,80,47800,64820,89690,125220,166400,2009
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,NA,53460,1.4,50.19,104390,0.8,23.9,32.18,44.14,61.76,80,49720,66930,91810,128470,166400,2010
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,NA,53200,1.3,50.81,105690,0.8,24.21,32.72,44.86,62.88,84.81,50360,68060,93310,130780,176400,2011
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,53520,1.2,52.05,108260,0.7,24.82,33.42,45.89,64.76,86.76999999999998,51630,69520,95450,134690,180480,2012
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,53730,1.2,53.49,111260,0.6,25.65,34.54,47.45,66.21,88.59999999999998,53360,71830,98700,137710,184290,2013
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,56920,1.2,55.48,115400,0.6,26.64,35.53,48.8,68.8,90,55420,73910,101510,143110,187200,2014
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,60380,1.2,57.4,119390,0.7,27.35,36.54,50.07,70.96,90,56890,76000,104140,147590,187200,2015
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,63970,1.1,59.31,123360,0.6,28.4,37.84,51.59,73.06,98.61,59070,78710,107320,151970,205110,2016
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,67300,1.1,61.39,127690,0.6,29.39,39.19,53.5,74.92,100,61130,81510,111280,155830,208000,2017
60,11-2031,11,11-2000,11-2030,11-2031,Public Relations and Fundraising Managers,detailed,72460,1.1,63.26,131570,0.7,30.89,40.44,55.19,76.33,100,64250,84120,114800,158760,208000,2018
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,NA,344440,1.2,25.31,52650,0.7,11.44,15.65,22.63,32.51,43.33,23800,32550,47080,67630,90120,2000
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,NA,311600,1,26.67,55460,0.4,12.1,16.41,23.95,34.26,45.82,25170,34120,49810,71260,95300,2001
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,NA,306370,0.8,28.54,59350,0.4,12.56,17.4,25.24,35.86,48.02,26120,36190,52500,74590,99870,2002
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,278300,0.8,30.67,63780,0.4,13.79,19.06,27.37,38.57,51.68,28690,39650,56940,80220,107490,2003
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,254610,0.8,31.98,66530,0.3,14.96,20.52,28.99,40.15,53.01,31120,42680,60290,83510,110270,2004
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,239410,0.7,33.44,69540,0.3,15.76,21.85,30.78,41.7,54.4,32770,45460,64020,86730,113150,2005
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,232410,0.6,35.02,72840,0.3,16.81,23.18,32.54,43.44,56.54,34970,48200,67690,90350,117610,2006
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,239360,0.6,36.72,76370,0.3,17.31,24.23,34.13,45.66,59.86,36000,50390,70990,94970,124520,2007
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,246930,0.6,38.22,79500,0.3,17.99,25.12,35.35,47.59,62.39,37430,52240,73520,98980,129770,2008
100,11-3011,11,11-3000,11-3010,11-3011,Administrative services managers,NA,243580,0.6,39.2,81530,0.3,18.6,25.88,36.31,48.35,63.33,38690,53820,75520,100560,131730,2009
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,NA,240320,0.6,40.57,84390,0.3,19.91,27.16,37.45,49.78,65.05,41420,56490,77890,103550,135300,2010
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,NA,249600,0.6,41.69,86720,0.3,20.73,28.14,38.24,50.97,66.91,43120,58540,79540,106030,139170,2011
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,264090,0.6,42.63,88660,0.3,21.31,28.96,38.98,52.24,68.78,44330,60250,81080,108660,143070,2012
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,269500,0.6,43.36,90190,0.3,21.56,29.42,39.57,53.13,69.76,44850,61200,82310,110500,145100,2013
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,268730,0.6,44.35,92250,0.3,21.92,29.81,40.28,54.36,71.72,45590,62000,83790,113070,149180,2014
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,270080,0.8,45.6,94840,0.3,22.32,30.38,41.4,56.06,73.83,46430,63200,86110,116600,153570,2015
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,266280,0.7,47.56,98930,0.3,23.69,31.82,43.29,58.17,76.59999999999998,49270,66180,90050,120990,159330,2016
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,270100,0.6,49.7,103380,0.3,25.36,33.46,45.2,60.25,78.59999999999998,52750,69590,94020,125310,163480,2017
100,11-3011,11,11-3000,11-3010,11-3011,Administrative Services Managers,detailed,283570,0.5,50.99,106050,0.3,26.44,34.54,46.24,61.11,79.55,55000,71850,96180,127100,165470,2018
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,NA,283480,1.2,38.58,80250,0.5,21.2,28.67,37.9,48.47,61.28,44090,59640,78830,100820,127460,2000
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,NA,267310,1,40.33,83890,0.4,22.31,30.03,39.65,51.03,64.95,46410,62470,82480,106140,135090,2001
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,NA,264790,0.8,43.48,90440,0.3,22.81,30.84,40.98,52.86,67.52,47440,64150,85240,109950,140440,2002
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,266020,0.9,45.78,95230,0.3,24.47,32.89,43.15,55.38,69.89,50900,68410,89740,115200,145380,2003
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,267390,0.9,47.24,98260,0.3,25.65,34.45,44.51,56.89,70,53350,71650,92570,118330,145600,2004
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,259330,0.8,49.21,102360,0.3,27.55,36.17,46.41,59.2,70,57300,75240,96520,123140,145600,2005
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,251210,0.9,51.56,107250,0.3,29.23,38.1,48.84,62.14,70,60800,79240,101580,129250,145600,2006
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,264990,0.8,54.75,113880,0.3,31.62,40.76,51.96,65.79,70,65760,84790,108070,136850,145600,2007
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,276820,0.8,57.07,118710,0.4,33.05,42.42,53.95,68.22,80,68750,88240,112210,141890,166400,2008
110,11-3021,11,11-3000,11-3020,11-3021,Computer and information systems managers,NA,287210,0.8,58,120640,0.4,33.61,42.9,54.67,69.03,80,69900,89240,113720,143590,166400,2009
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,NA,288660,0.8,59.27,123280,0.3,34.34,43.68,55.67,70.23,80,71420,90850,115780,146080,166400,2010
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,NA,300830,0.9,60.41,125660,0.4,35.13,44.46,56.74,71.39,89.01,73080,92470,118010,148500,185150,2011
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,309740,0.8,62.08,129130,0.3,36.03,45.55,58.15,73.26,90,74940,94740,120950,152380,187200,2012
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,319080,0.9,63.74,132570,0.4,36.74,46.56,59.59,75.26999999999998,90,76420,96850,123950,156560,187200,2013
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,330360,0.8,65.52,136280,0.4,37.73,47.75,61.37,77.66,90,78470,99320,127640,161520,187200,2014
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,341250,1,67.79,141000,0.5,38.54,48.98,63.27,79.88,90,80160,101880,131600,166160,187200,2015
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,352510,0.9,70.07,145740,0.4,39.6,50.62,65.29,82.05,100,82360,105290,135800,170670,208000,2016
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,365690,0.8,71.99,149730,0.4,40.32,51.8,66.93,84.56,100,83860,107740,139220,175890,208000,2017
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,391430,0.7,73.48999999999998,152860,0.4,41.05,52.94,68.53,86.63,100,85380,110110,142530,180190,208000,2018
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,433960,0.6,75.19,156390,0.3,42.06,54.38,70.37,89.24,100,87480,113110,146360,185610,208000,2019
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,457290,0.7,77.76,161730,0.3,43.48,56.25,72.67,92.05,100,90430,116990,151150,191470,208000,2020
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,485190,0.9,78.33,162930,0.3,45.78,59.05,76.45,95.56,100,95220,122820,159010,198750,208000,2021
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,533220,1.2,83.49,173670,0.4,46.84,61.14,78.88,99.93,115,97430,127180,164070,207850,239200,2022
110,11-3021,11,11-3000,11-3020,11-3021,Computer and Information Systems Managers,detailed,592600,0.5,86.88,180720,0.3,48.84,63.35,81.5,102.91,115,101590,131770,169510,214050,239200,2023
120,11-3031,11,11-3000,11-3030,11-3031,Financial Managers,NA,622890,1.4,34.89,72570,0.9,17.33,23.15,32.22,44.03,63.04,36050,48150,67020,91580,131120,2000
120,11-3031,11,11-3000,11-3030,11-3031,Financial Managers,NA,570110,0.9,36.26,75430,0.6,18.05,24.17,33.75,46.26,65.72,37530,50270,70210,96210,136700,2001
120,11-3031,11,11-3000,11-3030,11-3031,Financial Managers,NA,563020,0.9,39.94,83080,0.5,18.81,25.23,35.26,48.39,68.39,39120,52490,73340,100660,142260,2002
120,11-3031,11,11-3000,11-3030,11-3031,Financial managers,NA,521750,0.7,41.92,87190,0.4,19.64,26.54,37.16,51.2,70,40860,55200,77300,106490,145600,2003
