"","year","occ_code"
"12143",2013,"51-8000"
"12144",2013,"51-8010"
"12145",2013,"51-8011"
"12146",2013,"51-8012"
"12147",2013,"51-8013"
"12148",2013,"51-8020"
"12149",2013,"51-8021"
"12150",2013,"51-8030"
"12151",2013,"51-8031"
"12152",2013,"51-8090"
"12153",2013,"51-8091"
"12154",2013,"51-8092"
"12155",2013,"51-8093"
"12156",2013,"51-8099"
"12157",2013,"51-9000"
"12158",2013,"51-9010"
"12159",2013,"51-9011"
"12160",2013,"51-9012"
"12161",2013,"51-9020"
"12162",2013,"51-9021"
"12163",2013,"51-9022"
"12164",2013,"51-9023"
"12165",2013,"51-9030"
"12166",2013,"51-9031"
"12167",2013,"51-9032"
"12168",2013,"51-9040"
"12169",2013,"51-9041"
"12170",2013,"51-9050"
"12171",2013,"51-9051"
"12172",2013,"51-9060"
"12173",2013,"51-9061"
"12174",2013,"51-9070"
"12175",2013,"51-9071"
"12176",2013,"51-9080"
"12177",2013,"51-9081"
"12178",2013,"51-9082"
"12179",2013,"51-9083"
"12180",2013,"51-9110"
"12181",2013,"51-9111"
"12182",2013,"51-9120"
"12183",2013,"51-9121"
"12184",2013,"51-9122"
"12185",2013,"51-9123"
"12186",2013,"51-9140"
"12187",2013,"51-9141"
"12188",2013,"51-9150"
"12189",2013,"51-9151"
"12190",2013,"51-9190"
"12191",2013,"51-9191"
"12192",2013,"51-9192"
"12193",2013,"51-9193"
"12194",2013,"51-9194"
"12195",2013,"51-9195"
"12196",2013,"51-9196"
"12197",2013,"51-9197"
"12198",2013,"51-9198"
"12199",2013,"51-9199"
"12200",2013,"53-0000"
"12201",2013,"53-1000"
"12202",2013,"53-1010"
"12203",2013,"53-1011"
"12204",2013,"53-1020"
"12205",2013,"53-1021"
"12206",2013,"53-1030"
"12207",2013,"53-1031"
"12208",2013,"53-2000"
"12209",2013,"53-2010"
"12210",2013,"53-2011"
"12211",2013,"53-2012"
"12212",2013,"53-2020"
"12213",2013,"53-2021"
"12214",2013,"53-2022"
"12215",2013,"53-2030"
"12216",2013,"53-2031"
"12217",2013,"53-3000"
"12218",2013,"53-3010"
"12219",2013,"53-3011"
"12220",2013,"53-3020"
"12221",2013,"53-3021"
"12222",2013,"53-3022"
"12223",2013,"53-3030"
"12224",2013,"53-3031"
"12225",2013,"53-3032"
"12226",2013,"53-3033"
"12227",2013,"53-3040"
"12228",2013,"53-3041"
"12229",2013,"53-3090"
"12230",2013,"53-3099"
"12231",2013,"53-4000"
"12232",2013,"53-4010"
"12233",2013,"53-4011"
"12234",2013,"53-4012"
"12235",2013,"53-4013"
"12236",2013,"53-4020"
"12237",2013,"53-4021"
"12238",2013,"53-4030"
"12239",2013,"53-4031"
"12240",2013,"53-4040"
"12241",2013,"53-4041"
"12242",2013,"53-4090"
"12243",2013,"53-4099"
"12244",2013,"53-5000"
"12245",2013,"53-5010"
"12246",2013,"53-5011"
"12247",2013,"53-5020"
"12248",2013,"53-5021"
"12249",2013,"53-5022"
"12250",2013,"53-5030"
"12251",2013,"53-5031"
"12252",2013,"53-6000"
"12253",2013,"53-6010"
"12254",2013,"53-6011"
"12255",2013,"53-6020"
"12256",2013,"53-6021"
"12257",2013,"53-6030"
"12258",2013,"53-6031"
"12259",2013,"53-6040"
"12260",2013,"53-6041"
"12261",2013,"53-6050"
"12262",2013,"53-6051"
"12263",2013,"53-6060"
"12264",2013,"53-6061"
"12265",2013,"53-6090"
"12266",2013,"53-6099"
"12267",2013,"53-7000"
"12268",2013,"53-7010"
"12269",2013,"53-7011"
"12270",2013,"53-7020"
"12271",2013,"53-7021"
"12272",2013,"53-7030"
"12273",2013,"53-7031"
"12274",2013,"53-7032"
"12275",2013,"53-7033"
"12276",2013,"53-7040"
"12277",2013,"53-7041"
"12278",2013,"53-7050"
"12279",2013,"53-7051"
"12280",2013,"53-7060"
"12281",2013,"53-7061"
"12282",2013,"53-7062"
"12283",2013,"53-7063"
"12284",2013,"53-7064"
"12285",2013,"53-7070"
"12286",2013,"53-7071"
"12287",2013,"53-7072"
"12288",2013,"53-7073"
"12289",2013,"53-7080"
"12290",2013,"53-7081"
"12291",2013,"53-7110"
"12292",2013,"53-7111"
"12293",2013,"53-7120"
"12294",2013,"53-7121"
"12295",2013,"53-7190"
"12296",2013,"53-7199"
"12297",2014,"00-0000"
"12298",2014,"11-0000"
"12299",2014,"11-1000"
"12300",2014,"11-1010"
"12301",2014,"11-1011"
"12302",2014,"11-1020"
"12303",2014,"11-1021"
"12304",2014,"11-1030"
"12305",2014,"11-1031"
"12306",2014,"11-2000"
"12307",2014,"11-2010"
"12308",2014,"11-2011"
"12309",2014,"11-2020"
"12310",2014,"11-2021"
"12311",2014,"11-2022"
"12312",2014,"11-2030"
"12313",2014,"11-2031"
"12314",2014,"11-3000"
"12315",2014,"11-3010"
"12316",2014,"11-3011"
"12317",2014,"11-3020"
"12318",2014,"11-3021"
"12319",2014,"11-3030"
"12320",2014,"11-3031"
"12321",2014,"11-3050"
"12322",2014,"11-3051"
"12323",2014,"11-3060"
"12324",2014,"11-3061"
"12325",2014,"11-3070"
"12326",2014,"11-3071"
"12327",2014,"11-3110"
"12328",2014,"11-3111"
"12329",2014,"11-3120"
"12330",2014,"11-3121"
"12331",2014,"11-3130"
"12332",2014,"11-3131"
"12333",2014,"11-9000"
"12334",2014,"11-9010"
"12335",2014,"11-9013"
"12336",2014,"11-9020"
"12337",2014,"11-9021"
"12338",2014,"11-9030"
"12339",2014,"11-9031"
"12340",2014,"11-9032"
"12341",2014,"11-9033"
"12342",2014,"11-9039"
"12343",2014,"11-9040"
"12344",2014,"11-9041"
"12345",2014,"11-9050"
"12346",2014,"11-9051"
"12347",2014,"11-9060"
"12348",2014,"11-9061"
"12349",2014,"11-9070"
"12350",2014,"11-9071"
"12351",2014,"11-9080"
"12352",2014,"11-9081"
"12353",2014,"11-9110"
"12354",2014,"11-9111"
"12355",2014,"11-9120"
"12356",2014,"11-9121"
"12357",2014,"11-9130"
"12358",2014,"11-9131"
"12359",2014,"11-9140"
"12360",2014,"11-9141"
"12361",2014,"11-9150"
"12362",2014,"11-9151"
"12363",2014,"11-9160"
"12364",2014,"11-9161"
"12365",2014,"11-9190"
"12366",2014,"11-9199"
"12367",2014,"13-0000"
"12368",2014,"13-1000"
"12369",2014,"13-1010"
"12370",2014,"13-1011"
"12371",2014,"13-1020"
"12372",2014,"13-1021"
"12373",2014,"13-1022"
"12374",2014,"13-1023"
"12375",2014,"13-1030"
"12376",2014,"13-1031"
"12377",2014,"13-1032"
"12378",2014,"13-1040"
"12379",2014,"13-1041"
"12380",2014,"13-1050"
"12381",2014,"13-1051"
"12382",2014,"13-1070"
"12383",2014,"13-1071"
"12384",2014,"13-1074"
"12385",2014,"13-1075"
"12386",2014,"13-1080"
"12387",2014,"13-1081"
"12388",2014,"13-1110"
"12389",2014,"13-1111"
"12390",2014,"13-1120"
"12391",2014,"13-1121"
"12392",2014,"13-1130"
"12393",2014,"13-1131"
"12394",2014,"13-1140"
"12395",2014,"13-1141"
"12396",2014,"13-1150"
"12397",2014,"13-1151"
"12398",2014,"13-1160"
"12399",2014,"13-1161"
"12400",2014,"13-1190"
"12401",2014,"13-1199"
"12402",2014,"13-2000"
"12403",2014,"13-2010"
"12404",2014,"13-2011"
"12405",2014,"13-2020"
"12406",2014,"13-2021"
"12407",2014,"13-2030"
"12408",2014,"13-2031"
"12409",2014,"13-2040"
"12410",2014,"13-2041"
"12411",2014,"13-2050"
"12412",2014,"13-2051"
"12413",2014,"13-2052"
"12414",2014,"13-2053"
"12415",2014,"13-2060"
"12416",2014,"13-2061"
"12417",2014,"13-2070"
"12418",2014,"13-2071"
"12419",2014,"13-2072"
"12420",2014,"13-2080"
"12421",2014,"13-2081"
"12422",2014,"13-2082"
"12423",2014,"13-2090"
"12424",2014,"13-2099"
"12425",2014,"15-0000"
"12426",2014,"15-1100"
"12427",2014,"15-1110"
"12428",2014,"15-1111"
"12429",2014,"15-1120"
"12430",2014,"15-1121"
"12431",2014,"15-1122"
"12432",2014,"15-1130"
"12433",2014,"15-1131"
"12434",2014,"15-1132"
"12435",2014,"15-1133"
"12436",2014,"15-1134"
"12437",2014,"15-1140"
"12438",2014,"15-1141"
"12439",2014,"15-1142"
"12440",2014,"15-1143"
"12441",2014,"15-1150"
"12442",2014,"15-1151"
"12443",2014,"15-1152"
"12444",2014,"15-1190"
"12445",2014,"15-1199"
"12446",2014,"15-2000"
"12447",2014,"15-2010"
"12448",2014,"15-2011"
"12449",2014,"15-2020"
"12450",2014,"15-2021"
"12451",2014,"15-2030"
"12452",2014,"15-2031"
"12453",2014,"15-2040"
"12454",2014,"15-2041"
"12455",2014,"15-2090"
"12456",2014,"15-2091"
"12457",2014,"15-2099"
"12458",2014,"17-0000"
"12459",2014,"17-1000"
"12460",2014,"17-1010"
"12461",2014,"17-1011"
"12462",2014,"17-1012"
"12463",2014,"17-1020"
"12464",2014,"17-1021"
"12465",2014,"17-1022"
"12466",2014,"17-2000"
"12467",2014,"17-2010"
"12468",2014,"17-2011"
"12469",2014,"17-2020"
"12470",2014,"17-2021"
"12471",2014,"17-2030"
"12472",2014,"17-2031"
"12473",2014,"17-2040"
"12474",2014,"17-2041"
"12475",2014,"17-2050"
"12476",2014,"17-2051"
"12477",2014,"17-2060"
"12478",2014,"17-2061"
"12479",2014,"17-2070"
"12480",2014,"17-2071"
"12481",2014,"17-2072"
"12482",2014,"17-2080"
"12483",2014,"17-2081"
"12484",2014,"17-2110"
"12485",2014,"17-2111"
"12486",2014,"17-2112"
"12487",2014,"17-2120"
"12488",2014,"17-2121"
"12489",2014,"17-2130"
"12490",2014,"17-2131"
"12491",2014,"17-2140"
"12492",2014,"17-2141"
"12493",2014,"17-2150"
"12494",2014,"17-2151"
"12495",2014,"17-2160"
"12496",2014,"17-2161"
"12497",2014,"17-2170"
"12498",2014,"17-2171"
"12499",2014,"17-2190"
"12500",2014,"17-2199"
"12501",2014,"17-3000"
"12502",2014,"17-3010"
"12503",2014,"17-3011"
"12504",2014,"17-3012"
"12505",2014,"17-3013"
"12506",2014,"17-3019"
"12507",2014,"17-3020"
"12508",2014,"17-3021"
"12509",2014,"17-3022"
"12510",2014,"17-3023"
"12511",2014,"17-3024"
"12512",2014,"17-3025"
"12513",2014,"17-3026"
"12514",2014,"17-3027"
"12515",2014,"17-3029"
"12516",2014,"17-3030"
"12517",2014,"17-3031"
"12518",2014,"19-0000"
"12519",2014,"19-1000"
"12520",2014,"19-1010"
"12521",2014,"19-1011"
"12522",2014,"19-1012"
"12523",2014,"19-1013"
"12524",2014,"19-1020"
"12525",2014,"19-1021"
"12526",2014,"19-1022"
"12527",2014,"19-1023"
"12528",2014,"19-1029"
"12529",2014,"19-1030"
"12530",2014,"19-1031"
"12531",2014,"19-1032"
"12532",2014,"19-1040"
"12533",2014,"19-1041"
"12534",2014,"19-1042"
"12535",2014,"19-1090"
"12536",2014,"19-1099"
"12537",2014,"19-2000"
"12538",2014,"19-2010"
"12539",2014,"19-2011"
"12540",2014,"19-2012"
"12541",2014,"19-2020"
"12542",2014,"19-2021"
"12543",2014,"19-2030"
"12544",2014,"19-2031"
"12545",2014,"19-2032"
"12546",2014,"19-2040"
"12547",2014,"19-2041"
"12548",2014,"19-2042"
"12549",2014,"19-2043"
"12550",2014,"19-2090"
"12551",2014,"19-2099"
"12552",2014,"19-3000"
"12553",2014,"19-3010"
"12554",2014,"19-3011"
"12555",2014,"19-3020"
"12556",2014,"19-3022"
"12557",2014,"19-3030"
"12558",2014,"19-3031"
"12559",2014,"19-3032"
"12560",2014,"19-3039"
"12561",2014,"19-3040"
"12562",2014,"19-3041"
"12563",2014,"19-3050"
"12564",2014,"19-3051"
"12565",2014,"19-3090"
"12566",2014,"19-3091"
"12567",2014,"19-3092"
"12568",2014,"19-3093"
"12569",2014,"19-3094"
"12570",2014,"19-3099"
"12571",2014,"19-4000"
"12572",2014,"19-4010"
"12573",2014,"19-4011"
"12574",2014,"19-4020"
"12575",2014,"19-4021"
"12576",2014,"19-4030"
"12577",2014,"19-4031"
"12578",2014,"19-4040"
"12579",2014,"19-4041"
"12580",2014,"19-4050"
"12581",2014,"19-4051"
"12582",2014,"19-4060"
"12583",2014,"19-4061"
"12584",2014,"19-4090"
"12585",2014,"19-4091"
"12586",2014,"19-4092"
"12587",2014,"19-4093"
"12588",2014,"19-4099"
"12589",2014,"21-0000"
"12590",2014,"21-1000"
"12591",2014,"21-1010"
"12592",2014,"21-1011"
"12593",2014,"21-1012"
"12594",2014,"21-1013"
"12595",2014,"21-1014"
"12596",2014,"21-1015"
"12597",2014,"21-1019"
"12598",2014,"21-1020"
"12599",2014,"21-1021"
"12600",2014,"21-1022"
"12601",2014,"21-1023"
"12602",2014,"21-1029"
"12603",2014,"21-1090"
"12604",2014,"21-1091"
"12605",2014,"21-1092"
"12606",2014,"21-1093"
"12607",2014,"21-1094"
"12608",2014,"21-1099"
"12609",2014,"21-2000"
"12610",2014,"21-2010"
"12611",2014,"21-2011"
"12612",2014,"21-2020"
"12613",2014,"21-2021"
"12614",2014,"21-2090"
"12615",2014,"21-2099"
"12616",2014,"23-0000"
"12617",2014,"23-1000"
"12618",2014,"23-1010"
"12619",2014,"23-1011"
"12620",2014,"23-1012"
"12621",2014,"23-1020"
"12622",2014,"23-1021"
"12623",2014,"23-1022"
"12624",2014,"23-1023"
"12625",2014,"23-2000"
"12626",2014,"23-2010"
"12627",2014,"23-2011"
"12628",2014,"23-2090"
"12629",2014,"23-2091"
"12630",2014,"23-2093"
"12631",2014,"23-2099"
"12632",2014,"25-0000"
"12633",2014,"25-1000"
"12634",2014,"25-1010"
"12635",2014,"25-1011"
"12636",2014,"25-1020"
"12637",2014,"25-1021"
"12638",2014,"25-1022"
"12639",2014,"25-1030"
"12640",2014,"25-1031"
"12641",2014,"25-1032"
"12642",2014,"25-1040"
"12643",2014,"25-1041"
"12644",2014,"25-1042"
"12645",2014,"25-1043"
"12646",2014,"25-1050"
"12647",2014,"25-1051"
"12648",2014,"25-1052"
"12649",2014,"25-1053"
"12650",2014,"25-1054"
"12651",2014,"25-1060"
"12652",2014,"25-1061"
"12653",2014,"25-1062"
"12654",2014,"25-1063"
"12655",2014,"25-1064"
"12656",2014,"25-1065"
"12657",2014,"25-1066"
"12658",2014,"25-1067"
"12659",2014,"25-1069"
"12660",2014,"25-1070"
"12661",2014,"25-1071"
"12662",2014,"25-1072"
"12663",2014,"25-1080"
"12664",2014,"25-1081"
"12665",2014,"25-1082"
"12666",2014,"25-1110"
"12667",2014,"25-1111"
"12668",2014,"25-1112"
"12669",2014,"25-1113"
"12670",2014,"25-1120"
"12671",2014,"25-1121"
"12672",2014,"25-1122"
"12673",2014,"25-1123"
"12674",2014,"25-1124"
"12675",2014,"25-1125"
"12676",2014,"25-1126"
"12677",2014,"25-1190"
"12678",2014,"25-1191"
"12679",2014,"25-1192"
"12680",2014,"25-1193"
"12681",2014,"25-1194"
"12682",2014,"25-1199"
"12683",2014,"25-2000"
"12684",2014,"25-2010"
"12685",2014,"25-2011"
"12686",2014,"25-2012"
"12687",2014,"25-2020"
"12688",2014,"25-2021"
"12689",2014,"25-2022"
"12690",2014,"25-2023"
"12691",2014,"25-2030"
"12692",2014,"25-2031"
"12693",2014,"25-2032"
"12694",2014,"25-2050"
"12695",2014,"25-2051"
"12696",2014,"25-2052"
"12697",2014,"25-2053"
"12698",2014,"25-2054"
"12699",2014,"25-2059"
"12700",2014,"25-3000"
"12701",2014,"25-3010"
"12702",2014,"25-3011"
"12703",2014,"25-3020"
"12704",2014,"25-3021"
"12705",2014,"25-3090"
"12706",2014,"25-3097"
"12707",2014,"25-3098"
"12708",2014,"25-4000"
"12709",2014,"25-4010"
"12710",2014,"25-4011"
"12711",2014,"25-4012"
"12712",2014,"25-4013"
"12713",2014,"25-4020"
"12714",2014,"25-4021"
"12715",2014,"25-4030"
"12716",2014,"25-4031"
"12717",2014,"25-9000"
"12718",2014,"25-9010"
"12719",2014,"25-9011"
"12720",2014,"25-9020"
"12721",2014,"25-9021"
"12722",2014,"25-9030"
"12723",2014,"25-9031"
"12724",2014,"25-9040"
"12725",2014,"25-9041"
"12726",2014,"25-9090"
"12727",2014,"25-9099"
"12728",2014,"27-0000"
"12729",2014,"27-1000"
"12730",2014,"27-1010"
"12731",2014,"27-1011"
"12732",2014,"27-1012"
"12733",2014,"27-1013"
"12734",2014,"27-1014"
"12735",2014,"27-1019"
"12736",2014,"27-1020"
"12737",2014,"27-1021"
"12738",2014,"27-1022"
"12739",2014,"27-1023"
"12740",2014,"27-1024"
"12741",2014,"27-1025"
"12742",2014,"27-1026"
"12743",2014,"27-1027"
"12744",2014,"27-1029"
"12745",2014,"27-2000"
"12746",2014,"27-2010"
"12747",2014,"27-2011"
"12748",2014,"27-2012"
"12749",2014,"27-2020"
"12750",2014,"27-2021"
"12751",2014,"27-2022"
"12752",2014,"27-2023"
"12753",2014,"27-2030"
"12754",2014,"27-2031"
"12755",2014,"27-2032"
"12756",2014,"27-2040"
"12757",2014,"27-2041"
"12758",2014,"27-2042"
"12759",2014,"27-2090"
"12760",2014,"27-2099"
"12761",2014,"27-3000"
"12762",2014,"27-3010"
"12763",2014,"27-3011"
"12764",2014,"27-3012"
"12765",2014,"27-3020"
"12766",2014,"27-3021"
"12767",2014,"27-3022"
"12768",2014,"27-3030"
"12769",2014,"27-3031"
"12770",2014,"27-3040"
"12771",2014,"27-3041"
"12772",2014,"27-3042"
"12773",2014,"27-3043"
"12774",2014,"27-3090"
"12775",2014,"27-3091"
"12776",2014,"27-3099"
"12777",2014,"27-4000"
"12778",2014,"27-4010"
"12779",2014,"27-4011"
"12780",2014,"27-4012"
"12781",2014,"27-4013"
"12782",2014,"27-4014"
"12783",2014,"27-4020"
"12784",2014,"27-4021"
"12785",2014,"27-4030"
"12786",2014,"27-4031"
"12787",2014,"27-4032"
"12788",2014,"27-4090"
"12789",2014,"27-4099"
"12790",2014,"29-0000"
"12791",2014,"29-1000"
"12792",2014,"29-1010"
"12793",2014,"29-1011"
"12794",2014,"29-1020"
"12795",2014,"29-1021"
"12796",2014,"29-1022"
"12797",2014,"29-1023"
"12798",2014,"29-1024"
"12799",2014,"29-1029"
"12800",2014,"29-1030"
"12801",2014,"29-1031"
"12802",2014,"29-1040"
"12803",2014,"29-1041"
"12804",2014,"29-1050"
"12805",2014,"29-1051"
"12806",2014,"29-1060"
"12807",2014,"29-1061"
"12808",2014,"29-1062"
"12809",2014,"29-1063"
"12810",2014,"29-1064"
"12811",2014,"29-1065"
"12812",2014,"29-1066"
"12813",2014,"29-1067"
"12814",2014,"29-1069"
"12815",2014,"29-1070"
"12816",2014,"29-1071"
"12817",2014,"29-1080"
"12818",2014,"29-1081"
"12819",2014,"29-1120"
"12820",2014,"29-1122"
"12821",2014,"29-1123"
"12822",2014,"29-1124"
"12823",2014,"29-1125"
"12824",2014,"29-1126"
"12825",2014,"29-1127"
"12826",2014,"29-1128"
"12827",2014,"29-1129"
"12828",2014,"29-1130"
"12829",2014,"29-1131"
"12830",2014,"29-1140"
"12831",2014,"29-1141"
"12832",2014,"29-1150"
"12833",2014,"29-1151"
"12834",2014,"29-1160"
"12835",2014,"29-1161"
"12836",2014,"29-1170"
"12837",2014,"29-1171"
"12838",2014,"29-1180"
"12839",2014,"29-1181"
"12840",2014,"29-1190"
"12841",2014,"29-1199"
"12842",2014,"29-2000"
"12843",2014,"29-2010"
"12844",2014,"29-2011"
"12845",2014,"29-2012"
"12846",2014,"29-2020"
"12847",2014,"29-2021"
"12848",2014,"29-2030"
"12849",2014,"29-2031"
"12850",2014,"29-2032"
"12851",2014,"29-2033"
"12852",2014,"29-2034"
"12853",2014,"29-2035"
"12854",2014,"29-2040"
"12855",2014,"29-2041"
"12856",2014,"29-2050"
"12857",2014,"29-2051"
"12858",2014,"29-2052"
"12859",2014,"29-2053"
"12860",2014,"29-2054"
"12861",2014,"29-2055"
"12862",2014,"29-2056"
"12863",2014,"29-2057"
"12864",2014,"29-2060"
"12865",2014,"29-2061"
"12866",2014,"29-2070"
"12867",2014,"29-2071"
"12868",2014,"29-2080"
"12869",2014,"29-2081"
"12870",2014,"29-2090"
"12871",2014,"29-2091"
"12872",2014,"29-2092"
"12873",2014,"29-2099"
"12874",2014,"29-9000"
"12875",2014,"29-9010"
"12876",2014,"29-9011"
"12877",2014,"29-9012"
"12878",2014,"29-9090"
"12879",2014,"29-9091"
"12880",2014,"29-9092"
"12881",2014,"29-9099"
"12882",2014,"31-0000"
"12883",2014,"31-1000"
"12884",2014,"31-1010"
"12885",2014,"31-1011"
"12886",2014,"31-1013"
"12887",2014,"31-1014"
"12888",2014,"31-1015"
"12889",2014,"31-2000"
"12890",2014,"31-2010"
"12891",2014,"31-2011"
"12892",2014,"31-2012"
"12893",2014,"31-2020"
"12894",2014,"31-2021"
"12895",2014,"31-2022"
"12896",2014,"31-9000"
"12897",2014,"31-9010"
"12898",2014,"31-9011"
"12899",2014,"31-9090"
"12900",2014,"31-9091"
"12901",2014,"31-9092"
"12902",2014,"31-9093"
"12903",2014,"31-9094"
"12904",2014,"31-9095"
"12905",2014,"31-9096"
"12906",2014,"31-9097"
"12907",2014,"31-9099"
"12908",2014,"33-0000"
"12909",2014,"33-1000"
"12910",2014,"33-1010"
"12911",2014,"33-1011"
"12912",2014,"33-1012"
"12913",2014,"33-1020"
"12914",2014,"33-1021"
"12915",2014,"33-1090"
"12916",2014,"33-1099"
"12917",2014,"33-2000"
"12918",2014,"33-2010"
"12919",2014,"33-2011"
"12920",2014,"33-2020"
"12921",2014,"33-2021"
"12922",2014,"33-2022"
"12923",2014,"33-3000"
"12924",2014,"33-3010"
"12925",2014,"33-3011"
"12926",2014,"33-3012"
"12927",2014,"33-3020"
"12928",2014,"33-3021"
"12929",2014,"33-3030"
"12930",2014,"33-3031"
"12931",2014,"33-3040"
"12932",2014,"33-3041"
"12933",2014,"33-3050"
"12934",2014,"33-3051"
"12935",2014,"33-3052"
"12936",2014,"33-9000"
"12937",2014,"33-9010"
"12938",2014,"33-9011"
"12939",2014,"33-9020"
"12940",2014,"33-9021"
"12941",2014,"33-9030"
"12942",2014,"33-9031"
"12943",2014,"33-9032"
"12944",2014,"33-9090"
"12945",2014,"33-9091"
"12946",2014,"33-9092"
"12947",2014,"33-9093"
"12948",2014,"33-9099"
"12949",2014,"35-0000"
"12950",2014,"35-1000"
"12951",2014,"35-1010"
"12952",2014,"35-1011"
"12953",2014,"35-1012"
"12954",2014,"35-2000"
"12955",2014,"35-2010"
"12956",2014,"35-2011"
"12957",2014,"35-2012"
"12958",2014,"35-2013"
"12959",2014,"35-2014"
"12960",2014,"35-2015"
"12961",2014,"35-2019"
"12962",2014,"35-2020"
"12963",2014,"35-2021"
"12964",2014,"35-3000"
"12965",2014,"35-3010"
"12966",2014,"35-3011"
"12967",2014,"35-3020"
"12968",2014,"35-3021"
"12969",2014,"35-3022"
"12970",2014,"35-3030"
"12971",2014,"35-3031"
"12972",2014,"35-3040"
"12973",2014,"35-3041"
"12974",2014,"35-9000"
"12975",2014,"35-9010"
"12976",2014,"35-9011"
"12977",2014,"35-9020"
"12978",2014,"35-9021"
"12979",2014,"35-9030"
"12980",2014,"35-9031"
"12981",2014,"35-9090"
"12982",2014,"35-9099"
"12983",2014,"37-0000"
"12984",2014,"37-1000"
"12985",2014,"37-1010"
"12986",2014,"37-1011"
"12987",2014,"37-1012"
"12988",2014,"37-2000"
"12989",2014,"37-2010"
"12990",2014,"37-2011"
"12991",2014,"37-2012"
"12992",2014,"37-2019"
"12993",2014,"37-2020"
"12994",2014,"37-2021"
"12995",2014,"37-3000"
"12996",2014,"37-3010"
"12997",2014,"37-3011"
"12998",2014,"37-3012"
"12999",2014,"37-3013"
"13000",2014,"37-3019"
"13001",2014,"39-0000"
"13002",2014,"39-1000"
"13003",2014,"39-1010"
"13004",2014,"39-1011"
"13005",2014,"39-1012"
"13006",2014,"39-1020"
"13007",2014,"39-1021"
"13008",2014,"39-2000"
"13009",2014,"39-2010"
"13010",2014,"39-2011"
"13011",2014,"39-2020"
"13012",2014,"39-2021"
"13013",2014,"39-3000"
"13014",2014,"39-3010"
"13015",2014,"39-3011"
"13016",2014,"39-3012"
"13017",2014,"39-3019"
"13018",2014,"39-3020"
"13019",2014,"39-3021"
"13020",2014,"39-3030"
"13021",2014,"39-3031"
"13022",2014,"39-3090"
"13023",2014,"39-3091"
"13024",2014,"39-3092"
"13025",2014,"39-3093"
"13026",2014,"39-3099"
"13027",2014,"39-4000"
"13028",2014,"39-4010"
"13029",2014,"39-4011"
"13030",2014,"39-4020"
"13031",2014,"39-4021"
"13032",2014,"39-4030"
"13033",2014,"39-4031"
"13034",2014,"39-5000"
"13035",2014,"39-5010"
"13036",2014,"39-5011"
"13037",2014,"39-5012"
"13038",2014,"39-5090"
"13039",2014,"39-5091"
"13040",2014,"39-5092"
"13041",2014,"39-5093"
"13042",2014,"39-5094"
"13043",2014,"39-6000"
"13044",2014,"39-6010"
"13045",2014,"39-6011"
"13046",2014,"39-6012"
"13047",2014,"39-7000"
"13048",2014,"39-7010"
"13049",2014,"39-7011"
"13050",2014,"39-7012"
"13051",2014,"39-9000"
"13052",2014,"39-9010"
"13053",2014,"39-9011"
"13054",2014,"39-9020"
"13055",2014,"39-9021"
"13056",2014,"39-9030"
"13057",2014,"39-9031"
"13058",2014,"39-9032"
"13059",2014,"39-9040"
"13060",2014,"39-9041"
"13061",2014,"39-9090"
"13062",2014,"39-9099"
"13063",2014,"41-0000"
"13064",2014,"41-1000"
"13065",2014,"41-1010"
"13066",2014,"41-1011"
"13067",2014,"41-1012"
"13068",2014,"41-2000"
"13069",2014,"41-2010"
"13070",2014,"41-2011"
"13071",2014,"41-2012"
"13072",2014,"41-2020"
"13073",2014,"41-2021"
"13074",2014,"41-2022"
"13075",2014,"41-2030"
"13076",2014,"41-2031"
"13077",2014,"41-3000"
"13078",2014,"41-3010"
"13079",2014,"41-3011"
"13080",2014,"41-3020"
"13081",2014,"41-3021"
"13082",2014,"41-3030"
"13083",2014,"41-3031"
"13084",2014,"41-3040"
"13085",2014,"41-3041"
"13086",2014,"41-3090"
"13087",2014,"41-3099"
"13088",2014,"41-4000"
"13089",2014,"41-4010"
"13090",2014,"41-4011"
"13091",2014,"41-4012"
"13092",2014,"41-9000"
"13093",2014,"41-9010"
"13094",2014,"41-9011"
"13095",2014,"41-9012"
"13096",2014,"41-9020"
"13097",2014,"41-9021"
"13098",2014,"41-9022"
"13099",2014,"41-9030"
"13100",2014,"41-9031"
"13101",2014,"41-9040"
"13102",2014,"41-9041"
"13103",2014,"41-9090"
"13104",2014,"41-9091"
"13105",2014,"41-9099"
"13106",2014,"43-0000"
"13107",2014,"43-1000"
"13108",2014,"43-1010"
"13109",2014,"43-1011"
"13110",2014,"43-2000"
"13111",2014,"43-2010"
"13112",2014,"43-2011"
"13113",2014,"43-2020"
"13114",2014,"43-2021"
"13115",2014,"43-2090"
"13116",2014,"43-2099"
"13117",2014,"43-3000"
"13118",2014,"43-3010"
"13119",2014,"43-3011"
"13120",2014,"43-3020"
"13121",2014,"43-3021"
"13122",2014,"43-3030"
"13123",2014,"43-3031"
"13124",2014,"43-3040"
"13125",2014,"43-3041"
"13126",2014,"43-3050"
"13127",2014,"43-3051"
"13128",2014,"43-3060"
"13129",2014,"43-3061"
"13130",2014,"43-3070"
"13131",2014,"43-3071"
"13132",2014,"43-3090"
"13133",2014,"43-3099"
"13134",2014,"43-4000"
"13135",2014,"43-4010"
"13136",2014,"43-4011"
"13137",2014,"43-4020"
"13138",2014,"43-4021"
"13139",2014,"43-4030"
"13140",2014,"43-4031"
"13141",2014,"43-4040"
