"","year","occ_code"
"4428",2005,"51-2093"
"4429",2005,"51-2099"
"4430",2005,"51-3011"
"4431",2005,"51-3021"
"4432",2005,"51-3022"
"4433",2005,"51-3023"
"4434",2005,"51-3091"
"4435",2005,"51-3092"
"4436",2005,"51-3093"
"4437",2005,"51-4011"
"4438",2005,"51-4012"
"4439",2005,"51-4021"
"4440",2005,"51-4022"
"4441",2005,"51-4023"
"4442",2005,"51-4031"
"4443",2005,"51-4032"
"4444",2005,"51-4033"
"4445",2005,"51-4034"
"4446",2005,"51-4035"
"4447",2005,"51-4041"
"4448",2005,"51-4051"
"4449",2005,"51-4052"
"4450",2005,"51-4061"
"4451",2005,"51-4062"
"4452",2005,"51-4071"
"4453",2005,"51-4072"
"4454",2005,"51-4081"
"4455",2005,"51-4111"
"4456",2005,"51-4121"
"4457",2005,"51-4122"
"4458",2005,"51-4191"
"4459",2005,"51-4192"
"4460",2005,"51-4193"
"4461",2005,"51-4194"
"4462",2005,"51-4199"
"4463",2005,"51-5011"
"4464",2005,"51-5012"
"4465",2005,"51-5021"
"4466",2005,"51-5022"
"4467",2005,"51-5023"
"4468",2005,"51-6011"
"4469",2005,"51-6021"
"4470",2005,"51-6031"
"4471",2005,"51-6041"
"4472",2005,"51-6042"
"4473",2005,"51-6051"
"4474",2005,"51-6052"
"4475",2005,"51-6061"
"4476",2005,"51-6062"
"4477",2005,"51-6063"
"4478",2005,"51-6064"
"4479",2005,"51-6091"
"4480",2005,"51-6092"
"4481",2005,"51-6093"
"4482",2005,"51-6099"
"4483",2005,"51-7011"
"4484",2005,"51-7021"
"4485",2005,"51-7031"
"4486",2005,"51-7032"
"4487",2005,"51-7041"
"4488",2005,"51-7042"
"4489",2005,"51-7099"
"4490",2005,"51-8011"
"4491",2005,"51-8012"
"4492",2005,"51-8013"
"4493",2005,"51-8021"
"4494",2005,"51-8031"
"4495",2005,"51-8091"
"4496",2005,"51-8092"
"4497",2005,"51-8093"
"4498",2005,"51-8099"
"4499",2005,"51-9011"
"4500",2005,"51-9012"
"4501",2005,"51-9021"
"4502",2005,"51-9022"
"4503",2005,"51-9023"
"4504",2005,"51-9031"
"4505",2005,"51-9032"
"4506",2005,"51-9041"
"4507",2005,"51-9051"
"4508",2005,"51-9061"
"4509",2005,"51-9071"
"4510",2005,"51-9081"
"4511",2005,"51-9082"
"4512",2005,"51-9083"
"4513",2005,"51-9111"
"4514",2005,"51-9121"
"4515",2005,"51-9122"
"4516",2005,"51-9123"
"4517",2005,"51-9131"
"4518",2005,"51-9132"
"4519",2005,"51-9141"
"4520",2005,"51-9191"
"4521",2005,"51-9192"
"4522",2005,"51-9193"
"4523",2005,"51-9194"
"4524",2005,"51-9195"
"4525",2005,"51-9196"
"4526",2005,"51-9197"
"4527",2005,"51-9198"
"4528",2005,"51-9199"
"4529",2005,"53-0000"
"4530",2005,"53-1011"
"4531",2005,"53-1021"
"4532",2005,"53-1031"
"4533",2005,"53-2011"
"4534",2005,"53-2012"
"4535",2005,"53-2021"
"4536",2005,"53-2022"
"4537",2005,"53-3011"
"4538",2005,"53-3021"
"4539",2005,"53-3022"
"4540",2005,"53-3031"
"4541",2005,"53-3032"
"4542",2005,"53-3033"
"4543",2005,"53-3041"
"4544",2005,"53-3099"
"4545",2005,"53-4011"
"4546",2005,"53-4012"
"4547",2005,"53-4013"
"4548",2005,"53-4021"
"4549",2005,"53-4031"
"4550",2005,"53-4041"
"4551",2005,"53-4099"
"4552",2005,"53-5011"
"4553",2005,"53-5021"
"4554",2005,"53-5022"
"4555",2005,"53-5031"
"4556",2005,"53-6011"
"4557",2005,"53-6021"
"4558",2005,"53-6031"
"4559",2005,"53-6041"
"4560",2005,"53-6051"
"4561",2005,"53-6099"
"4562",2005,"53-7011"
"4563",2005,"53-7021"
"4564",2005,"53-7031"
"4565",2005,"53-7032"
"4566",2005,"53-7033"
"4567",2005,"53-7041"
"4568",2005,"53-7051"
"4569",2005,"53-7061"
"4570",2005,"53-7062"
"4571",2005,"53-7063"
"4572",2005,"53-7064"
"4573",2005,"53-7071"
"4574",2005,"53-7072"
"4575",2005,"53-7073"
"4576",2005,"53-7081"
"4577",2005,"53-7111"
"4578",2005,"53-7121"
"4579",2005,"53-7199"
"4580",2006,"00-0000"
"4581",2006,"11-0000"
"4582",2006,"11-1011"
"4583",2006,"11-1021"
"4584",2006,"11-1031"
"4585",2006,"11-2011"
"4586",2006,"11-2021"
"4587",2006,"11-2022"
"4588",2006,"11-2031"
"4589",2006,"11-3011"
"4590",2006,"11-3021"
"4591",2006,"11-3031"
"4592",2006,"11-3041"
"4593",2006,"11-3042"
"4594",2006,"11-3049"
"4595",2006,"11-3051"
"4596",2006,"11-3061"
"4597",2006,"11-3071"
"4598",2006,"11-9011"
"4599",2006,"11-9012"
"4600",2006,"11-9021"
"4601",2006,"11-9031"
"4602",2006,"11-9032"
"4603",2006,"11-9033"
"4604",2006,"11-9039"
"4605",2006,"11-9041"
"4606",2006,"11-9051"
"4607",2006,"11-9061"
"4608",2006,"11-9071"
"4609",2006,"11-9081"
"4610",2006,"11-9111"
"4611",2006,"11-9121"
"4612",2006,"11-9131"
"4613",2006,"11-9141"
"4614",2006,"11-9151"
"4615",2006,"11-9199"
"4616",2006,"13-0000"
"4617",2006,"13-1011"
"4618",2006,"13-1021"
"4619",2006,"13-1022"
"4620",2006,"13-1023"
"4621",2006,"13-1031"
"4622",2006,"13-1032"
"4623",2006,"13-1041"
"4624",2006,"13-1051"
"4625",2006,"13-1061"
"4626",2006,"13-1071"
"4627",2006,"13-1072"
"4628",2006,"13-1073"
"4629",2006,"13-1079"
"4630",2006,"13-1081"
"4631",2006,"13-1111"
"4632",2006,"13-1121"
"4633",2006,"13-1199"
"4634",2006,"13-2011"
"4635",2006,"13-2021"
"4636",2006,"13-2031"
"4637",2006,"13-2041"
"4638",2006,"13-2051"
"4639",2006,"13-2052"
"4640",2006,"13-2053"
"4641",2006,"13-2061"
"4642",2006,"13-2071"
"4643",2006,"13-2072"
"4644",2006,"13-2081"
"4645",2006,"13-2082"
"4646",2006,"13-2099"
"4647",2006,"15-0000"
"4648",2006,"15-1011"
"4649",2006,"15-1021"
"4650",2006,"15-1031"
"4651",2006,"15-1032"
"4652",2006,"15-1041"
"4653",2006,"15-1051"
"4654",2006,"15-1061"
"4655",2006,"15-1071"
"4656",2006,"15-1081"
"4657",2006,"15-1099"
"4658",2006,"15-2011"
"4659",2006,"15-2021"
"4660",2006,"15-2031"
"4661",2006,"15-2041"
"4662",2006,"15-2091"
"4663",2006,"15-2099"
"4664",2006,"17-0000"
"4665",2006,"17-1011"
"4666",2006,"17-1012"
"4667",2006,"17-1021"
"4668",2006,"17-1022"
"4669",2006,"17-2011"
"4670",2006,"17-2021"
"4671",2006,"17-2031"
"4672",2006,"17-2041"
"4673",2006,"17-2051"
"4674",2006,"17-2061"
"4675",2006,"17-2071"
"4676",2006,"17-2072"
"4677",2006,"17-2081"
"4678",2006,"17-2111"
"4679",2006,"17-2112"
"4680",2006,"17-2121"
"4681",2006,"17-2131"
"4682",2006,"17-2141"
"4683",2006,"17-2151"
"4684",2006,"17-2161"
"4685",2006,"17-2171"
"4686",2006,"17-2199"
"4687",2006,"17-3011"
"4688",2006,"17-3012"
"4689",2006,"17-3013"
"4690",2006,"17-3019"
"4691",2006,"17-3021"
"4692",2006,"17-3022"
"4693",2006,"17-3023"
"4694",2006,"17-3024"
"4695",2006,"17-3025"
"4696",2006,"17-3026"
"4697",2006,"17-3027"
"4698",2006,"17-3029"
"4699",2006,"17-3031"
"4700",2006,"19-0000"
"4701",2006,"19-1011"
"4702",2006,"19-1012"
"4703",2006,"19-1013"
"4704",2006,"19-1021"
"4705",2006,"19-1022"
"4706",2006,"19-1023"
"4707",2006,"19-1029"
"4708",2006,"19-1031"
"4709",2006,"19-1032"
"4710",2006,"19-1041"
"4711",2006,"19-1042"
"4712",2006,"19-1099"
"4713",2006,"19-2011"
"4714",2006,"19-2012"
"4715",2006,"19-2021"
"4716",2006,"19-2031"
"4717",2006,"19-2032"
"4718",2006,"19-2041"
"4719",2006,"19-2042"
"4720",2006,"19-2043"
"4721",2006,"19-2099"
"4722",2006,"19-3011"
"4723",2006,"19-3021"
"4724",2006,"19-3022"
"4725",2006,"19-3031"
"4726",2006,"19-3032"
"4727",2006,"19-3039"
"4728",2006,"19-3041"
"4729",2006,"19-3051"
"4730",2006,"19-3091"
"4731",2006,"19-3092"
"4732",2006,"19-3093"
"4733",2006,"19-3094"
"4734",2006,"19-3099"
"4735",2006,"19-4011"
"4736",2006,"19-4021"
"4737",2006,"19-4031"
"4738",2006,"19-4041"
"4739",2006,"19-4051"
"4740",2006,"19-4061"
"4741",2006,"19-4091"
"4742",2006,"19-4092"
"4743",2006,"19-4093"
"4744",2006,"19-4099"
"4745",2006,"21-0000"
"4746",2006,"21-1011"
"4747",2006,"21-1012"
"4748",2006,"21-1013"
"4749",2006,"21-1014"
"4750",2006,"21-1015"
"4751",2006,"21-1019"
"4752",2006,"21-1021"
"4753",2006,"21-1022"
"4754",2006,"21-1023"
"4755",2006,"21-1029"
"4756",2006,"21-1091"
"4757",2006,"21-1092"
"4758",2006,"21-1093"
"4759",2006,"21-1099"
"4760",2006,"21-2011"
"4761",2006,"21-2021"
"4762",2006,"21-2099"
"4763",2006,"23-0000"
"4764",2006,"23-1011"
"4765",2006,"23-1021"
"4766",2006,"23-1022"
"4767",2006,"23-1023"
"4768",2006,"23-2011"
"4769",2006,"23-2091"
"4770",2006,"23-2092"
"4771",2006,"23-2093"
"4772",2006,"23-2099"
"4773",2006,"25-0000"
"4774",2006,"25-1011"
"4775",2006,"25-1021"
"4776",2006,"25-1022"
"4777",2006,"25-1031"
"4778",2006,"25-1032"
"4779",2006,"25-1041"
"4780",2006,"25-1042"
"4781",2006,"25-1043"
"4782",2006,"25-1051"
"4783",2006,"25-1052"
"4784",2006,"25-1053"
"4785",2006,"25-1054"
"4786",2006,"25-1061"
"4787",2006,"25-1062"
"4788",2006,"25-1063"
"4789",2006,"25-1064"
"4790",2006,"25-1065"
"4791",2006,"25-1066"
"4792",2006,"25-1067"
"4793",2006,"25-1069"
"4794",2006,"25-1071"
"4795",2006,"25-1072"
"4796",2006,"25-1081"
"4797",2006,"25-1082"
"4798",2006,"25-1111"
"4799",2006,"25-1112"
"4800",2006,"25-1113"
"4801",2006,"25-1121"
"4802",2006,"25-1122"
"4803",2006,"25-1123"
"4804",2006,"25-1124"
"4805",2006,"25-1125"
"4806",2006,"25-1126"
"4807",2006,"25-1191"
"4808",2006,"25-1192"
"4809",2006,"25-1193"
"4810",2006,"25-1194"
"4811",2006,"25-1199"
"4812",2006,"25-2011"
"4813",2006,"25-2012"
"4814",2006,"25-2021"
"4815",2006,"25-2022"
"4816",2006,"25-2023"
"4817",2006,"25-2031"
"4818",2006,"25-2032"
"4819",2006,"25-2041"
"4820",2006,"25-2042"
"4821",2006,"25-2043"
"4822",2006,"25-3011"
"4823",2006,"25-3021"
"4824",2006,"25-3099"
"4825",2006,"25-4011"
"4826",2006,"25-4012"
"4827",2006,"25-4013"
"4828",2006,"25-4021"
"4829",2006,"25-4031"
"4830",2006,"25-9011"
"4831",2006,"25-9021"
"4832",2006,"25-9031"
"4833",2006,"25-9041"
"4834",2006,"25-9099"
"4835",2006,"27-0000"
"4836",2006,"27-1011"
"4837",2006,"27-1012"
"4838",2006,"27-1013"
"4839",2006,"27-1014"
"4840",2006,"27-1019"
"4841",2006,"27-1021"
"4842",2006,"27-1022"
"4843",2006,"27-1023"
"4844",2006,"27-1024"
"4845",2006,"27-1025"
"4846",2006,"27-1026"
"4847",2006,"27-1027"
"4848",2006,"27-1029"
"4849",2006,"27-2011"
"4850",2006,"27-2012"
"4851",2006,"27-2021"
"4852",2006,"27-2022"
"4853",2006,"27-2023"
"4854",2006,"27-2031"
"4855",2006,"27-2032"
"4856",2006,"27-2041"
"4857",2006,"27-2042"
"4858",2006,"27-2099"
"4859",2006,"27-3011"
"4860",2006,"27-3012"
"4861",2006,"27-3021"
"4862",2006,"27-3022"
"4863",2006,"27-3031"
"4864",2006,"27-3041"
"4865",2006,"27-3042"
"4866",2006,"27-3043"
"4867",2006,"27-3091"
"4868",2006,"27-3099"
"4869",2006,"27-4011"
"4870",2006,"27-4012"
"4871",2006,"27-4013"
"4872",2006,"27-4014"
"4873",2006,"27-4021"
"4874",2006,"27-4031"
"4875",2006,"27-4032"
"4876",2006,"27-4099"
"4877",2006,"29-0000"
"4878",2006,"29-1011"
"4879",2006,"29-1021"
"4880",2006,"29-1022"
"4881",2006,"29-1023"
"4882",2006,"29-1024"
"4883",2006,"29-1029"
"4884",2006,"29-1031"
"4885",2006,"29-1041"
"4886",2006,"29-1051"
"4887",2006,"29-1061"
"4888",2006,"29-1062"
"4889",2006,"29-1063"
"4890",2006,"29-1064"
"4891",2006,"29-1065"
"4892",2006,"29-1066"
"4893",2006,"29-1067"
"4894",2006,"29-1069"
"4895",2006,"29-1071"
"4896",2006,"29-1081"
"4897",2006,"29-1111"
"4898",2006,"29-1121"
"4899",2006,"29-1122"
"4900",2006,"29-1123"
"4901",2006,"29-1124"
"4902",2006,"29-1125"
"4903",2006,"29-1126"
"4904",2006,"29-1127"
"4905",2006,"29-1129"
"4906",2006,"29-1131"
"4907",2006,"29-1199"
"4908",2006,"29-2011"
"4909",2006,"29-2012"
"4910",2006,"29-2021"
"4911",2006,"29-2031"
"4912",2006,"29-2032"
"4913",2006,"29-2033"
"4914",2006,"29-2034"
"4915",2006,"29-2041"
"4916",2006,"29-2051"
"4917",2006,"29-2052"
"4918",2006,"29-2053"
"4919",2006,"29-2054"
"4920",2006,"29-2055"
"4921",2006,"29-2056"
"4922",2006,"29-2061"
"4923",2006,"29-2071"
"4924",2006,"29-2081"
"4925",2006,"29-2091"
"4926",2006,"29-2099"
"4927",2006,"29-9011"
"4928",2006,"29-9012"
"4929",2006,"29-9091"
"4930",2006,"29-9099"
"4931",2006,"31-0000"
"4932",2006,"31-1011"
"4933",2006,"31-1012"
"4934",2006,"31-1013"
"4935",2006,"31-2011"
"4936",2006,"31-2012"
"4937",2006,"31-2021"
"4938",2006,"31-2022"
"4939",2006,"31-9011"
"4940",2006,"31-9091"
"4941",2006,"31-9092"
"4942",2006,"31-9093"
"4943",2006,"31-9094"
"4944",2006,"31-9095"
"4945",2006,"31-9096"
"4946",2006,"31-9099"
"4947",2006,"33-0000"
"4948",2006,"33-1011"
"4949",2006,"33-1012"
"4950",2006,"33-1021"
"4951",2006,"33-1099"
"4952",2006,"33-2011"
"4953",2006,"33-2021"
"4954",2006,"33-2022"
"4955",2006,"33-3011"
"4956",2006,"33-3012"
"4957",2006,"33-3021"
"4958",2006,"33-3031"
"4959",2006,"33-3041"
"4960",2006,"33-3051"
"4961",2006,"33-3052"
"4962",2006,"33-9011"
"4963",2006,"33-9021"
"4964",2006,"33-9031"
"4965",2006,"33-9032"
"4966",2006,"33-9091"
"4967",2006,"33-9092"
"4968",2006,"33-9099"
"4969",2006,"35-0000"
"4970",2006,"35-1011"
"4971",2006,"35-1012"
"4972",2006,"35-2011"
"4973",2006,"35-2012"
"4974",2006,"35-2013"
"4975",2006,"35-2014"
"4976",2006,"35-2015"
"4977",2006,"35-2019"
"4978",2006,"35-2021"
"4979",2006,"35-3011"
"4980",2006,"35-3021"
"4981",2006,"35-3022"
"4982",2006,"35-3031"
"4983",2006,"35-3041"
"4984",2006,"35-9011"
"4985",2006,"35-9021"
"4986",2006,"35-9031"
"4987",2006,"35-9099"
"4988",2006,"37-0000"
"4989",2006,"37-1011"
"4990",2006,"37-1012"
"4991",2006,"37-2011"
"4992",2006,"37-2012"
"4993",2006,"37-2019"
"4994",2006,"37-2021"
"4995",2006,"37-3011"
"4996",2006,"37-3012"
"4997",2006,"37-3013"
"4998",2006,"37-3019"
"4999",2006,"39-0000"
"5000",2006,"39-1011"
"5001",2006,"39-1012"
"5002",2006,"39-1021"
"5003",2006,"39-2011"
"5004",2006,"39-2021"
"5005",2006,"39-3011"
"5006",2006,"39-3012"
"5007",2006,"39-3019"
"5008",2006,"39-3021"
"5009",2006,"39-3031"
"5010",2006,"39-3091"
"5011",2006,"39-3092"
"5012",2006,"39-3093"
"5013",2006,"39-4011"
"5014",2006,"39-4021"
"5015",2006,"39-5011"
"5016",2006,"39-5012"
"5017",2006,"39-5091"
"5018",2006,"39-5092"
"5019",2006,"39-5093"
"5020",2006,"39-5094"
"5021",2006,"39-6011"
"5022",2006,"39-6012"
"5023",2006,"39-6021"
"5024",2006,"39-6022"
"5025",2006,"39-6031"
"5026",2006,"39-6032"
"5027",2006,"39-9011"
"5028",2006,"39-9021"
"5029",2006,"39-9031"
"5030",2006,"39-9032"
"5031",2006,"39-9041"
"5032",2006,"39-9099"
"5033",2006,"41-0000"
"5034",2006,"41-1011"
"5035",2006,"41-1012"
"5036",2006,"41-2011"
"5037",2006,"41-2012"
"5038",2006,"41-2021"
"5039",2006,"41-2022"
"5040",2006,"41-2031"
"5041",2006,"41-3011"
"5042",2006,"41-3021"
"5043",2006,"41-3031"
"5044",2006,"41-3041"
"5045",2006,"41-3099"
"5046",2006,"41-4011"
"5047",2006,"41-4012"
"5048",2006,"41-9011"
"5049",2006,"41-9012"
"5050",2006,"41-9021"
"5051",2006,"41-9022"
"5052",2006,"41-9031"
"5053",2006,"41-9041"
"5054",2006,"41-9091"
"5055",2006,"41-9099"
"5056",2006,"43-0000"
"5057",2006,"43-1011"
"5058",2006,"43-2011"
"5059",2006,"43-2021"
"5060",2006,"43-2099"
"5061",2006,"43-3011"
"5062",2006,"43-3021"
"5063",2006,"43-3031"
"5064",2006,"43-3041"
"5065",2006,"43-3051"
"5066",2006,"43-3061"
"5067",2006,"43-3071"
"5068",2006,"43-4011"
"5069",2006,"43-4021"
"5070",2006,"43-4031"
"5071",2006,"43-4041"
"5072",2006,"43-4051"
"5073",2006,"43-4061"
"5074",2006,"43-4071"
"5075",2006,"43-4081"
"5076",2006,"43-4111"
"5077",2006,"43-4121"
"5078",2006,"43-4131"
"5079",2006,"43-4141"
"5080",2006,"43-4151"
"5081",2006,"43-4161"
"5082",2006,"43-4171"
"5083",2006,"43-4181"
"5084",2006,"43-4199"
"5085",2006,"43-5011"
"5086",2006,"43-5021"
"5087",2006,"43-5031"
"5088",2006,"43-5032"
"5089",2006,"43-5041"
"5090",2006,"43-5051"
"5091",2006,"43-5052"
"5092",2006,"43-5053"
"5093",2006,"43-5061"
"5094",2006,"43-5071"
"5095",2006,"43-5081"
"5096",2006,"43-5111"
"5097",2006,"43-6011"
"5098",2006,"43-6012"
"5099",2006,"43-6013"
"5100",2006,"43-6014"
"5101",2006,"43-9011"
"5102",2006,"43-9021"
"5103",2006,"43-9022"
"5104",2006,"43-9031"
"5105",2006,"43-9041"
"5106",2006,"43-9051"
"5107",2006,"43-9061"
"5108",2006,"43-9071"
"5109",2006,"43-9081"
"5110",2006,"43-9111"
"5111",2006,"43-9199"
"5112",2006,"45-0000"
"5113",2006,"45-1011"
"5114",2006,"45-1012"
"5115",2006,"45-2011"
"5116",2006,"45-2021"
"5117",2006,"45-2041"
"5118",2006,"45-2091"
"5119",2006,"45-2092"
"5120",2006,"45-2093"
"5121",2006,"45-2099"
"5122",2006,"45-3011"
"5123",2006,"45-4011"
"5124",2006,"45-4021"
"5125",2006,"45-4022"
"5126",2006,"45-4023"
"5127",2006,"45-4029"
"5128",2006,"47-0000"
"5129",2006,"47-1011"
"5130",2006,"47-2011"
"5131",2006,"47-2021"
"5132",2006,"47-2022"
"5133",2006,"47-2031"
"5134",2006,"47-2041"
"5135",2006,"47-2042"
"5136",2006,"47-2043"
"5137",2006,"47-2044"
"5138",2006,"47-2051"
"5139",2006,"47-2053"
"5140",2006,"47-2061"
"5141",2006,"47-2071"
"5142",2006,"47-2072"
"5143",2006,"47-2073"
"5144",2006,"47-2081"
"5145",2006,"47-2082"
"5146",2006,"47-2111"
"5147",2006,"47-2121"
"5148",2006,"47-2131"
"5149",2006,"47-2132"
"5150",2006,"47-2141"
"5151",2006,"47-2142"
"5152",2006,"47-2151"
"5153",2006,"47-2152"
"5154",2006,"47-2161"
"5155",2006,"47-2171"
"5156",2006,"47-2181"
"5157",2006,"47-2211"
"5158",2006,"47-2221"
"5159",2006,"47-3011"
"5160",2006,"47-3012"
"5161",2006,"47-3013"
"5162",2006,"47-3014"
"5163",2006,"47-3015"
"5164",2006,"47-3016"
"5165",2006,"47-3019"
"5166",2006,"47-4011"
"5167",2006,"47-4021"
"5168",2006,"47-4031"
"5169",2006,"47-4041"
"5170",2006,"47-4051"
"5171",2006,"47-4061"
"5172",2006,"47-4071"
"5173",2006,"47-4091"
"5174",2006,"47-4099"
"5175",2006,"47-5011"
"5176",2006,"47-5012"
"5177",2006,"47-5013"
"5178",2006,"47-5021"
"5179",2006,"47-5031"
"5180",2006,"47-5041"
"5181",2006,"47-5042"
"5182",2006,"47-5049"
"5183",2006,"47-5051"
"5184",2006,"47-5061"
"5185",2006,"47-5071"
"5186",2006,"47-5081"
"5187",2006,"47-5099"
"5188",2006,"49-0000"
"5189",2006,"49-1011"
"5190",2006,"49-2011"
"5191",2006,"49-2021"
"5192",2006,"49-2022"
"5193",2006,"49-2091"
"5194",2006,"49-2092"
"5195",2006,"49-2093"
"5196",2006,"49-2094"
"5197",2006,"49-2095"
"5198",2006,"49-2096"
"5199",2006,"49-2097"
"5200",2006,"49-2098"
"5201",2006,"49-3011"
"5202",2006,"49-3021"
"5203",2006,"49-3022"
"5204",2006,"49-3023"
"5205",2006,"49-3031"
"5206",2006,"49-3041"
"5207",2006,"49-3042"
"5208",2006,"49-3043"
"5209",2006,"49-3051"
"5210",2006,"49-3052"
"5211",2006,"49-3053"
"5212",2006,"49-3091"
"5213",2006,"49-3092"
"5214",2006,"49-3093"
"5215",2006,"49-9011"
"5216",2006,"49-9012"
"5217",2006,"49-9021"
"5218",2006,"49-9031"
"5219",2006,"49-9041"
"5220",2006,"49-9042"
"5221",2006,"49-9043"
"5222",2006,"49-9044"
"5223",2006,"49-9045"
"5224",2006,"49-9051"
"5225",2006,"49-9052"
"5226",2006,"49-9061"
"5227",2006,"49-9062"
"5228",2006,"49-9063"
"5229",2006,"49-9064"
"5230",2006,"49-9069"
"5231",2006,"49-9091"
"5232",2006,"49-9092"
"5233",2006,"49-9093"
"5234",2006,"49-9094"
"5235",2006,"49-9095"
"5236",2006,"49-9096"
"5237",2006,"49-9097"
"5238",2006,"49-9098"
"5239",2006,"49-9099"
"5240",2006,"51-0000"
"5241",2006,"51-1011"
"5242",2006,"51-2011"
"5243",2006,"51-2021"
"5244",2006,"51-2022"
"5245",2006,"51-2023"
"5246",2006,"51-2031"
"5247",2006,"51-2041"
"5248",2006,"51-2091"
"5249",2006,"51-2092"
"5250",2006,"51-2093"
"5251",2006,"51-2099"
"5252",2006,"51-3011"
"5253",2006,"51-3021"
"5254",2006,"51-3022"
"5255",2006,"51-3023"
"5256",2006,"51-3091"
"5257",2006,"51-3092"
"5258",2006,"51-3093"
"5259",2006,"51-4011"
"5260",2006,"51-4012"
"5261",2006,"51-4021"
"5262",2006,"51-4022"
"5263",2006,"51-4023"
"5264",2006,"51-4031"
"5265",2006,"51-4032"
"5266",2006,"51-4033"
"5267",2006,"51-4034"
"5268",2006,"51-4035"
"5269",2006,"51-4041"
"5270",2006,"51-4051"
"5271",2006,"51-4052"
"5272",2006,"51-4061"
"5273",2006,"51-4062"
"5274",2006,"51-4071"
"5275",2006,"51-4072"
"5276",2006,"51-4081"
"5277",2006,"51-4111"
"5278",2006,"51-4121"
"5279",2006,"51-4122"
"5280",2006,"51-4191"
"5281",2006,"51-4192"
"5282",2006,"51-4193"
"5283",2006,"51-4194"
"5284",2006,"51-4199"
"5285",2006,"51-5011"
"5286",2006,"51-5012"
"5287",2006,"51-5021"
"5288",2006,"51-5022"
"5289",2006,"51-5023"
"5290",2006,"51-6011"
"5291",2006,"51-6021"
"5292",2006,"51-6031"
"5293",2006,"51-6041"
"5294",2006,"51-6042"
"5295",2006,"51-6051"
"5296",2006,"51-6052"
"5297",2006,"51-6061"
"5298",2006,"51-6062"
"5299",2006,"51-6063"
"5300",2006,"51-6064"
"5301",2006,"51-6091"
"5302",2006,"51-6092"
"5303",2006,"51-6093"
"5304",2006,"51-6099"
"5305",2006,"51-7011"
"5306",2006,"51-7021"
"5307",2006,"51-7031"
"5308",2006,"51-7032"
"5309",2006,"51-7041"
"5310",2006,"51-7042"
"5311",2006,"51-7099"
"5312",2006,"51-8011"
"5313",2006,"51-8012"
"5314",2006,"51-8013"
"5315",2006,"51-8021"
"5316",2006,"51-8031"
"5317",2006,"51-8091"
"5318",2006,"51-8092"
"5319",2006,"51-8093"
"5320",2006,"51-8099"
"5321",2006,"51-9011"
"5322",2006,"51-9012"
"5323",2006,"51-9021"
"5324",2006,"51-9022"
"5325",2006,"51-9023"
"5326",2006,"51-9031"
"5327",2006,"51-9032"
"5328",2006,"51-9041"
"5329",2006,"51-9051"
"5330",2006,"51-9061"
"5331",2006,"51-9071"
"5332",2006,"51-9081"
"5333",2006,"51-9082"
"5334",2006,"51-9083"
"5335",2006,"51-9111"
"5336",2006,"51-9121"
"5337",2006,"51-9122"
"5338",2006,"51-9123"
"5339",2006,"51-9131"
"5340",2006,"51-9132"
"5341",2006,"51-9141"
"5342",2006,"51-9191"
"5343",2006,"51-9192"
"5344",2006,"51-9193"
"5345",2006,"51-9194"
"5346",2006,"51-9195"
"5347",2006,"51-9196"
"5348",2006,"51-9197"
"5349",2006,"51-9198"
"5350",2006,"51-9199"
"5351",2006,"53-0000"
"5352",2006,"53-1011"
"5353",2006,"53-1021"
"5354",2006,"53-1031"
"5355",2006,"53-2011"
"5356",2006,"53-2012"
"5357",2006,"53-2021"
"5358",2006,"53-2022"
"5359",2006,"53-3011"
"5360",2006,"53-3021"
"5361",2006,"53-3022"
"5362",2006,"53-3031"
"5363",2006,"53-3032"
"5364",2006,"53-3033"
"5365",2006,"53-3041"
"5366",2006,"53-3099"
"5367",2006,"53-4011"
"5368",2006,"53-4012"
"5369",2006,"53-4013"
"5370",2006,"53-4021"
"5371",2006,"53-4031"
"5372",2006,"53-4041"
"5373",2006,"53-4099"
"5374",2006,"53-5011"
"5375",2006,"53-5021"
"5376",2006,"53-5022"
"5377",2006,"53-5031"
"5378",2006,"53-6011"
"5379",2006,"53-6021"
"5380",2006,"53-6031"
"5381",2006,"53-6041"
"5382",2006,"53-6051"
"5383",2006,"53-6099"
"5384",2006,"53-7011"
"5385",2006,"53-7021"
"5386",2006,"53-7031"
"5387",2006,"53-7032"
"5388",2006,"53-7033"
"5389",2006,"53-7041"
"5390",2006,"53-7051"
"5391",2006,"53-7061"
"5392",2006,"53-7062"
"5393",2006,"53-7063"
"5394",2006,"53-7064"
"5395",2006,"53-7071"
"5396",2006,"53-7072"
"5397",2006,"53-7073"
"5398",2006,"53-7081"
"5399",2006,"53-7111"
"5400",2006,"53-7121"
"5401",2006,"53-7199"
"5402",2007,"00-0000"
"5403",2007,"11-0000"
"5404",2007,"11-1011"
"5405",2007,"11-1021"
"5406",2007,"11-1031"
"5407",2007,"11-2011"
"5408",2007,"11-2021"
"5409",2007,"11-2022"
"5410",2007,"11-2031"
"5411",2007,"11-3011"
"5412",2007,"11-3021"
"5413",2007,"11-3031"
"5414",2007,"11-3041"
"5415",2007,"11-3042"
"5416",2007,"11-3049"
"5417",2007,"11-3051"
"5418",2007,"11-3061"
"5419",2007,"11-3071"
"5420",2007,"11-9011"
"5421",2007,"11-9012"
"5422",2007,"11-9021"
"5423",2007,"11-9031"
"5424",2007,"11-9032"
"5425",2007,"11-9033"
"5426",2007,"11-9039"
