year,occ_code,soc2010_code
2011,19-4099,19-4099
2011,19-4099,19-4099
2011,19-4099,19-4099
2011,21-0000,21-0000
2011,21-1011,21-1011
2011,21-1011,21-1011
2011,21-1011,21-1011
2011,21-1012,21-1012
2011,21-1012,21-1012
2011,21-1012,21-1012
2011,21-1013,21-1013
2011,21-1013,21-1013
2011,21-1013,21-1013
2011,21-1014,21-1014
2011,21-1014,21-1014
2011,21-1014,21-1014
2011,21-1015,21-1015
2011,21-1015,21-1015
2011,21-1015,21-1015
2011,21-1019,21-1019
2011,21-1019,21-1019
2011,21-1019,21-1019
2011,21-1021,21-1021
2011,21-1021,21-1021
2011,21-1021,21-1021
2011,21-1022,21-1022
2011,21-1022,21-1022
2011,21-1022,21-1022
2011,21-1023,21-1023
2011,21-1023,21-1023
2011,21-1023,21-1023
2011,21-1029,21-1029
2011,21-1029,21-1029
2011,21-1029,21-1029
2011,21-1091,21-1091
2011,21-1091,21-1094
2011,21-1091,21-1091
2011,21-1091,21-1091
2011,21-1092,21-1092
2011,21-1092,21-1092
2011,21-1092,21-1092
2011,21-1093,21-1093
2011,21-1093,21-1093
2011,21-1093,21-1093
2011,21-1798,21-1798
2011,21-2011,21-2011
2011,21-2011,21-2011
2011,21-2011,21-2011
2011,21-2021,21-2021
2011,21-2021,21-2021
2011,21-2021,21-2021
2011,21-2099,21-2099
2011,21-2099,21-2099
2011,21-2099,21-2099
2011,23-0000,23-0000
2011,23-1011,23-1011
2011,23-1011,23-1011
2011,23-1011,23-1011
2011,23-1012,23-1012
2011,23-1012,23-1012
2011,23-1021,23-1021
2011,23-1021,23-1021
2011,23-1021,23-1021
2011,23-1022,23-1022
2011,23-1022,23-1022
2011,23-1022,23-1022
2011,23-1023,23-1023
2011,23-1023,23-1023
2011,23-1023,23-1023
2011,23-2011,23-2011
2011,23-2011,23-2011
2011,23-2011,23-2011
2011,23-2091,23-2091
2011,23-2091,23-2091
2011,23-2093,23-2093
2011,23-2093,23-2093
2011,23-2093,23-2093
2011,23-2099,23-2099
2011,23-2099,23-2099
2011,23-2099,23-2099
2011,25-0000,25-0000
2011,25-1011,25-1011
2011,25-1011,25-1011
2011,25-1011,25-1011
2011,25-1021,25-1021
2011,25-1021,25-1021
2011,25-1021,25-1021
2011,25-1022,25-1022
2011,25-1022,25-1022
2011,25-1022,25-1022
2011,25-1031,25-1031
2011,25-1031,25-1031
2011,25-1031,25-1031
2011,25-1032,25-1032
2011,25-1032,25-1032
2011,25-1032,25-1032
2011,25-1041,25-1041
2011,25-1041,25-1041
2011,25-1041,25-1041
2011,25-1042,25-1042
2011,25-1042,25-1042
2011,25-1042,25-1042
2011,25-1043,25-1043
2011,25-1043,25-1043
2011,25-1043,25-1043
2011,25-1051,25-1051
2011,25-1051,25-1051
2011,25-1051,25-1051
2011,25-1052,25-1052
2011,25-1052,25-1052
2011,25-1052,25-1052
2011,25-1053,25-1053
2011,25-1053,25-1053
2011,25-1053,25-1053
2011,25-1054,25-1054
2011,25-1054,25-1054
2011,25-1054,25-1054
2011,25-1061,25-1061
2011,25-1061,25-1061
2011,25-1061,25-1061
2011,25-1062,25-1062
2011,25-1062,25-1062
2011,25-1062,25-1062
2011,25-1063,25-1063
2011,25-1063,25-1063
2011,25-1063,25-1063
2011,25-1064,25-1064
2011,25-1064,25-1064
2011,25-1064,25-1064
2011,25-1065,25-1065
2011,25-1065,25-1065
2011,25-1065,25-1065
2011,25-1066,25-1066
2011,25-1066,25-1066
2011,25-1066,25-1066
2011,25-1067,25-1067
2011,25-1067,25-1067
2011,25-1067,25-1067
2011,25-1069,25-1069
2011,25-1069,25-1069
2011,25-1069,25-1069
2011,25-1071,25-1071
2011,25-1071,25-1071
2011,25-1071,25-1071
2011,25-1072,25-1072
2011,25-1072,25-1072
2011,25-1072,25-1072
2011,25-1081,25-1081
2011,25-1081,25-1081
2011,25-1081,25-1081
2011,25-1082,25-1082
2011,25-1082,25-1082
2011,25-1082,25-1082
2011,25-1111,25-1111
2011,25-1111,25-1111
2011,25-1111,25-1111
2011,25-1112,25-1112
2011,25-1112,25-1112
2011,25-1112,25-1112
2011,25-1113,25-1113
2011,25-1113,25-1113
2011,25-1113,25-1113
2011,25-1121,25-1121
2011,25-1121,25-1121
2011,25-1121,25-1121
2011,25-1122,25-1122
2011,25-1122,25-1122
2011,25-1122,25-1122
2011,25-1123,25-1123
2011,25-1123,25-1123
2011,25-1123,25-1123
2011,25-1124,25-1124
2011,25-1124,25-1124
2011,25-1124,25-1124
2011,25-1125,25-1125
2011,25-1125,25-1125
2011,25-1125,25-1125
2011,25-1126,25-1126
2011,25-1126,25-1126
2011,25-1126,25-1126
2011,25-1191,25-1191
2011,25-1191,25-1191
2011,25-1192,25-1192
2011,25-1192,25-1192
2011,25-1192,25-1192
2011,25-1193,25-1193
2011,25-1193,25-1193
2011,25-1193,25-1193
2011,25-1194,25-1194
2011,25-1194,25-1194
2011,25-1194,25-1194
2011,25-1199,25-1199
2011,25-1199,25-1199
2011,25-1199,25-1199
2011,25-2011,25-2011
2011,25-2011,25-2011
2011,25-2011,25-2011
2011,25-2012,25-2012
2011,25-2012,25-2012
2011,25-2012,25-2012
2011,25-2021,25-2021
2011,25-2021,25-2021
2011,25-2021,25-2021
2011,25-2022,25-2022
2011,25-2022,25-2022
2011,25-2022,25-2022
2011,25-2023,25-2023
2011,25-2023,25-2023
2011,25-2023,25-2023
2011,25-2031,25-2031
2011,25-2031,25-2031
2011,25-2031,25-2031
2011,25-2032,25-2032
2011,25-2032,25-2032
2011,25-2032,25-2032
2011,25-2041,25-2051
2011,25-2041,25-2052
2011,25-2041,25-2041
2011,25-2053,25-2053
2011,25-2054,25-2054
2011,25-3011,25-3011
2011,25-3011,25-3011
2011,25-3011,25-3011
2011,25-3021,25-3021
2011,25-3021,25-3021
2011,25-3021,25-3021
2011,25-3999,25-3999
2011,25-4011,25-4011
2011,25-4011,25-4011
2011,25-4011,25-4011
2011,25-4012,25-4012
2011,25-4012,25-4012
2011,25-4012,25-4012
2011,25-4013,25-4013
2011,25-4013,25-4013
2011,25-4013,25-4013
2011,25-4021,25-4021
2011,25-4021,25-4021
2011,25-4031,25-4031
2011,25-4031,25-4031
2011,25-4031,25-4031
2011,25-9011,25-9011
2011,25-9011,25-9011
2011,25-9021,25-9021
2011,25-9021,25-9021
2011,25-9021,25-9021
2011,25-9031,25-9031
2011,25-9031,25-9031
2011,25-9031,25-9031
2011,25-9041,25-9041
2011,25-9041,25-9041
2011,25-9099,25-9099
2011,25-9099,25-9099
2011,25-9099,25-9099
2011,27-0000,27-0000
2011,27-1011,27-1011
2011,27-1011,27-1011
2011,27-1011,27-1011
2011,27-1012,27-1012
2011,27-1012,27-1012
2011,27-1012,27-1012
2011,27-1013,27-1013
2011,27-1013,27-1013
2011,27-1013,27-1013
2011,27-1014,27-1014
2011,27-1014,27-1014
2011,27-1014,27-1014
2011,27-1019,27-1019
2011,27-1019,27-1019
2011,27-1019,27-1019
2011,27-1021,27-1021
2011,27-1021,27-1021
2011,27-1021,27-1021
2011,27-1022,27-1022
2011,27-1022,27-1022
2011,27-1022,27-1022
2011,27-1023,27-1023
2011,27-1023,27-1023
2011,27-1023,27-1023
2011,27-1024,27-1024
2011,27-1024,27-1024
2011,27-1024,27-1024
2011,27-1025,27-1025
2011,27-1025,27-1025
2011,27-1025,27-1025
2011,27-1026,27-1026
2011,27-1026,27-1026
2011,27-1026,27-1026
2011,27-1027,27-1027
2011,27-1027,27-1027
2011,27-1027,27-1027
2011,27-1029,27-1029
2011,27-1029,27-1029
2011,27-1029,27-1029
2011,27-2011,27-2011
2011,27-2011,27-2011
2011,27-2011,27-2011
2011,27-2012,27-2012
2011,27-2012,27-2012
2011,27-2012,27-2012
2011,27-2021,27-2021
2011,27-2021,27-2021
2011,27-2021,27-2021
2011,27-2022,27-2022
2011,27-2022,27-2022
2011,27-2022,27-2022
2011,27-2023,27-2023
2011,27-2023,27-2023
2011,27-2023,27-2023
2011,27-2031,27-2031
2011,27-2031,27-2031
2011,27-2031,27-2031
2011,27-2032,27-2032
2011,27-2032,27-2032
2011,27-2032,27-2032
2011,27-2041,27-2041
2011,27-2041,27-2041
2011,27-2041,27-2041
2011,27-2042,27-2042
2011,27-2042,27-2042
2011,27-2042,27-2042
2011,27-2099,27-2099
2011,27-2099,27-2099
2011,27-2099,27-2099
2011,27-3011,27-3011
2011,27-3011,27-3011
2011,27-3011,27-3011
2011,27-3012,27-3012
2011,27-3012,27-3012
2011,27-3021,27-3021
2011,27-3021,27-3021
2011,27-3022,27-3022
2011,27-3022,27-3022
2011,27-3031,27-3031
2011,27-3031,13-1121
2011,27-3031,13-1161
2011,27-3031,27-3031
2011,27-3031,27-3031
2011,27-3041,27-3041
2011,27-3041,27-3041
2011,27-3041,27-3041
2011,27-3042,27-3042
2011,27-3042,27-3042
2011,27-3042,27-3042
2011,27-3043,27-3043
2011,27-3043,27-3043
2011,27-3043,27-3043
2011,27-3091,27-3091
2011,27-3091,27-3091
2011,27-3091,27-3091
2011,27-3099,27-3099
2011,27-3099,27-3012
2011,27-3099,27-3099
2011,27-3099,27-3099
2011,27-4011,27-4011
2011,27-4011,27-4011
2011,27-4011,27-4011
2011,27-4012,27-4012
2011,27-4012,27-4012
2011,27-4012,27-4012
2011,27-4013,27-4013
2011,27-4013,27-4013
2011,27-4014,27-4014
2011,27-4014,27-4014
2011,27-4014,27-4014
2011,27-4021,27-4021
2011,27-4021,27-4021
2011,27-4021,27-4021
2011,27-4031,27-4031
2011,27-4031,27-4031
2011,27-4031,27-4031
2011,27-4032,27-4032
2011,27-4032,27-4032
2011,27-4032,27-4032
2011,27-4099,27-4099
2011,27-4099,27-4099
2011,27-4099,27-4099
2011,29-0000,29-0000
2011,29-1011,29-1011
2011,29-1011,29-1011
2011,29-1011,29-1011
2011,29-1021,29-1021
2011,29-1021,29-1021
2011,29-1021,29-1021
2011,29-1022,29-1022
2011,29-1022,29-1022
2011,29-1022,29-1022
2011,29-1023,29-1023
2011,29-1023,29-1023
2011,29-1023,29-1023
2011,29-1024,29-1024
2011,29-1024,29-1024
2011,29-1024,29-1024
2011,29-1029,29-1029
2011,29-1029,29-1029
2011,29-1029,29-1029
2011,29-1031,29-1031
2011,29-1031,29-1031
2011,29-1031,29-1031
2011,29-1041,29-1041
2011,29-1041,29-1041
2011,29-1041,29-1041
2011,29-1051,29-1051
2011,29-1051,29-1051
2011,29-1051,29-1051
2011,29-1061,29-1061
2011,29-1061,29-1061
2011,29-1062,29-1062
2011,29-1062,29-1062
2011,29-1063,29-1063
2011,29-1063,29-1063
2011,29-1064,29-1064
2011,29-1064,29-1064
2011,29-1065,29-1065
2011,29-1065,29-1065
2011,29-1066,29-1066
2011,29-1066,29-1066
2011,29-1067,29-1067
2011,29-1067,29-1067
2011,29-1069,29-1069
2011,29-1069,29-1069
2011,29-1071,29-1071
2011,29-1071,29-1071
2011,29-1071,29-1071
2011,29-1081,29-1081
2011,29-1081,29-1081
2011,29-1081,29-1081
2011,29-1111,29-1141
2011,29-1111,29-1151
2011,29-1111,29-1161
2011,29-1111,29-1171
2011,29-1111,29-1111
2011,29-1122,29-1122
2011,29-1122,29-1122
2011,29-1122,29-1122
2011,29-1123,29-1123
2011,29-1123,29-1123
2011,29-1123,29-1123
2011,29-1124,29-1124
2011,29-1124,29-1124
2011,29-1124,29-1124
2011,29-1125,29-1125
2011,29-1125,29-1125
2011,29-1125,29-1125
2011,29-1126,29-1126
2011,29-1126,29-1126
2011,29-1126,29-1126
2011,29-1127,29-1127
2011,29-1127,29-1127
2011,29-1127,29-1127
2011,29-1128,29-1128
2011,29-1128,29-1128
2011,29-1131,29-1131
2011,29-1131,29-1131
2011,29-1131,29-1131
2011,29-1181,29-1181
2011,29-1181,29-1181
2011,29-1199,29-1199
2011,29-1199,29-1199
2011,29-2011,29-2011
2011,29-2011,29-2011
2011,29-2011,29-2011
2011,29-2012,29-2012
2011,29-2012,29-2012
2011,29-2012,29-2012
2011,29-2021,29-2021
2011,29-2021,29-2021
2011,29-2031,29-2031
2011,29-2031,29-2031
2011,29-2031,29-2031
2011,29-2032,29-2032
2011,29-2032,29-2032
2011,29-2032,29-2032
2011,29-2033,29-2033
2011,29-2033,29-2033
2011,29-2033,29-2033
2011,29-2037,29-2037
2011,29-2041,29-2041
2011,29-2041,29-2041
2011,29-2051,29-2051
2011,29-2051,29-2051
2011,29-2051,29-2051
2011,29-2052,29-2052
2011,29-2052,29-2052
2011,29-2052,29-2052
2011,29-2053,29-2053
2011,29-2053,29-2053
2011,29-2053,29-2053
2011,29-2054,29-2054
2011,29-2054,29-2054
2011,29-2055,29-2055
2011,29-2055,29-2055
2011,29-2055,29-2055
2011,29-2056,29-2056
2011,29-2056,29-2056
2011,29-2056,29-2056
2011,29-2061,29-2061
2011,29-2061,29-2061
2011,29-2061,29-2061
2011,29-2071,29-2071
2011,29-2071,29-2071
2011,29-2081,29-2081
2011,29-2081,29-2081
2011,29-2081,29-2081
2011,29-2091,29-2091
2011,29-2091,29-2091
2011,29-2091,29-2091
2011,29-2799,29-2799
2011,29-9011,29-9011
2011,29-9011,29-9011
2011,29-9012,29-9012
2011,29-9012,29-9012
2011,29-9091,29-9091
2011,29-9091,29-9091
2011,29-9091,29-9091
2011,29-9799,29-9799
2011,31-0000,31-0000
2011,31-1011,31-1011
2011,31-1011,31-1011
2011,31-1012,31-1015
2011,31-1012,31-1014
2011,31-1012,31-1012
2011,31-1013,31-1013
2011,31-1013,31-1013
2011,31-2011,31-2011
2011,31-2011,31-2011
2011,31-2011,31-2011
2011,31-2012,31-2012
2011,31-2012,31-2012
2011,31-2012,31-2012
2011,31-2021,31-2021
2011,31-2021,31-2021
2011,31-2021,31-2021
2011,31-2022,31-2022
2011,31-2022,31-2022
2011,31-2022,31-2022
2011,31-9011,31-9011
2011,31-9011,31-9011
2011,31-9011,31-9011
2011,31-9091,31-9091
2011,31-9091,31-9091
2011,31-9091,31-9091
2011,31-9092,31-9092
2011,31-9092,31-9092
2011,31-9092,31-9092
2011,31-9093,31-9093
2011,31-9093,31-9093
2011,31-9093,31-9093
2011,31-9094,31-9094
2011,31-9094,31-9094
2011,31-9094,31-9094
2011,31-9095,31-9095
2011,31-9095,31-9095
2011,31-9095,31-9095
2011,31-9096,31-9096
2011,31-9096,31-9096
2011,31-9096,31-9096
2011,31-9799,31-9799
2011,33-0000,33-0000
2011,33-1011,33-1011
2011,33-1011,33-1011
2011,33-1011,33-1011
2011,33-1012,33-1012
2011,33-1012,33-1012
2011,33-1012,33-1012
2011,33-1021,33-1021
2011,33-1021,33-1021
2011,33-1021,33-1021
2011,33-1099,33-1099
2011,33-1099,33-1099
2011,33-1099,33-1099
2011,33-2011,33-2011
2011,33-2011,33-2011
2011,33-2011,33-2011
2011,33-2021,33-2021
2011,33-2021,33-2021
2011,33-2021,33-2021
2011,33-2022,33-2022
2011,33-2022,33-2022
2011,33-2022,33-2022
2011,33-3011,33-3011
2011,33-3011,33-3011
2011,33-3011,33-3011
2011,33-3012,33-3012
2011,33-3012,33-3012
2011,33-3012,33-3012
2011,33-3021,33-3021
2011,33-3021,33-3021
2011,33-3021,33-3021
2011,33-3031,33-3031
2011,33-3031,33-3031
2011,33-3031,33-3031
2011,33-3041,33-3041
2011,33-3041,33-3041
2011,33-3041,33-3041
2011,33-3051,33-3051
2011,33-3051,33-3051
2011,33-3051,33-3051
2011,33-3052,33-3052
2011,33-3052,33-3052
2011,33-3052,33-3052
2011,33-9011,33-9011
2011,33-9011,33-9011
2011,33-9011,33-9011
2011,33-9021,33-9021
2011,33-9021,33-9021
2011,33-9021,33-9021
2011,33-9031,33-9031
2011,33-9031,33-9031
2011,33-9031,33-9031
2011,33-9032,33-9032
2011,33-9032,33-9093
2011,33-9032,33-9032
2011,33-9032,33-9032
2011,33-9091,33-9091
2011,33-9091,33-9091
2011,33-9091,33-9091
2011,33-9092,33-9092
2011,33-9092,33-9092
2011,33-9092,33-9092
2011,33-9093,33-9093
2011,33-9093,33-9093
2011,33-9099,33-9093
2011,33-9099,33-9099
2011,33-9099,33-9099
2011,33-9099,33-9099
2011,35-0000,35-0000
2011,35-1011,35-1011
2011,35-1011,35-1011
2011,35-1011,35-1011
2011,35-1012,35-1012
2011,35-1012,35-1012
2011,35-1012,35-1012
2011,35-2011,35-2011
2011,35-2011,35-2011
2011,35-2011,35-2011
2011,35-2012,35-2012
2011,35-2012,35-2012
2011,35-2012,35-2012
2011,35-2013,35-2013
2011,35-2013,35-2013
2011,35-2013,35-2013
2011,35-2014,35-2014
2011,35-2014,35-2014
2011,35-2014,35-2014
2011,35-2015,35-2015
2011,35-2015,35-2015
2011,35-2015,35-2015
2011,35-2019,35-2019
2011,35-2019,35-2019
2011,35-2019,35-2019
2011,35-2021,35-2021
2011,35-2021,35-2021
2011,35-2021,35-2021
2011,35-3011,35-3011
2011,35-3011,35-3011
2011,35-3011,35-3011
2011,35-3021,35-3021
2011,35-3021,35-3021
2011,35-3022,35-3022
2011,35-3022,35-3022
2011,35-3031,35-3031
2011,35-3031,35-3031
2011,35-3031,35-3031
2011,35-3041,35-3041
2011,35-3041,35-3041
2011,35-3041,35-3041
2011,35-9011,35-9011
2011,35-9011,35-9011
2011,35-9011,35-9011
2011,35-9021,35-9021
2011,35-9021,35-9021
2011,35-9021,35-9021
2011,35-9031,35-9031
2011,35-9031,35-9031
2011,35-9031,35-9031
2011,35-9099,35-9099
2011,35-9099,35-9099
2011,35-9099,35-9099
2011,37-0000,37-0000
2011,37-1011,37-1011
2011,37-1011,37-1011
2011,37-1011,37-1011
2011,37-1012,37-1012
2011,37-1012,37-1012
2011,37-1012,37-1012
2011,37-2011,37-2011
2011,37-2011,37-2011
2011,37-2011,37-2011
2011,37-2012,37-2012
2011,37-2012,37-2012
2011,37-2012,37-2012
2011,37-2019,37-2019
2011,37-2019,37-2019
2011,37-2019,37-2019
2011,37-2021,37-2021
2011,37-2021,37-2021
2011,37-2021,37-2021
2011,37-3011,37-3011
2011,37-3011,37-3011
2011,37-3011,37-3011
2011,37-3012,37-3012
2011,37-3012,37-3012
2011,37-3012,37-3012
2011,37-3013,37-3013
2011,37-3013,37-3013
2011,37-3013,37-3013
2011,37-3019,37-3019
2011,37-3019,37-3019
2011,37-3019,37-3019
2011,39-0000,39-0000
2011,39-1011,39-1011
2011,39-1011,39-1011
2011,39-1012,39-1012
2011,39-1012,39-1012
2011,39-1021,39-1021
2011,39-1021,39-1021
2011,39-2011,39-2011
2011,39-2011,39-2011
2011,39-2011,39-2011
2011,39-2021,39-2021
2011,39-2021,39-2021
2011,39-2021,39-2021
2011,39-3011,39-3011
2011,39-3011,39-3011
2011,39-3011,39-3011
2011,39-3012,39-3012
2011,39-3012,39-3012
2011,39-3012,39-3012
2011,39-3019,39-3019
2011,39-3019,39-3019
2011,39-3019,39-3019
2011,39-3021,39-3021
2011,39-3021,39-3021
2011,39-3021,39-3021
2011,39-3031,39-3031
2011,39-3031,39-3031
2011,39-3031,39-3031
2011,39-3091,39-3091
2011,39-3091,39-3091
2011,39-3091,39-3091
2011,39-3092,39-3092
2011,39-3092,39-3092
2011,39-3092,39-3092
2011,39-3093,39-3093
2011,39-3093,39-3093
2011,39-3093,39-3093
2011,39-3099,39-3099
2011,39-3099,39-3099
2011,39-3099,39-3099
2011,39-4011,39-4011
2011,39-4011,39-4011
2011,39-4011,39-4011
2011,39-4021,39-4021
2011,39-4021,39-4021
2011,39-4021,39-4021
2011,39-4831,39-4831
2011,39-5011,39-5011
2011,39-5011,39-5011
2011,39-5011,39-5011
2011,39-5012,39-5012
2011,39-5012,39-5012
2011,39-5012,39-5012
2011,39-5091,39-5091
2011,39-5091,39-5091
2011,39-5091,39-5091
2011,39-5092,39-5092
2011,39-5092,39-5092
2011,39-5092,39-5092
2011,39-5093,39-5093
2011,39-5093,39-5093
2011,39-5093,39-5093
2011,39-5094,39-5094
2011,39-5094,39-5094
2011,39-5094,39-5094
2011,39-6011,39-6011
2011,39-6011,39-6011
2011,39-6011,39-6011
2011,39-6012,39-6012
2011,39-6012,39-6012
2011,39-6012,39-6012
2011,39-7011,39-7011
2011,39-7011,39-7011
2011,39-7012,39-7012
2011,39-7012,39-7012
2011,39-9011,39-9011
2011,39-9011,39-9011
2011,39-9011,39-9011
2011,39-9021,39-9021
2011,39-9021,39-9021
2011,39-9031,39-9031
2011,39-9031,39-9031
2011,39-9031,39-9031
2011,39-9032,39-9032
2011,39-9032,39-9032
2011,39-9032,39-9032
2011,39-9041,39-9041
2011,39-9041,39-9041
2011,39-9041,39-9041
2011,39-9099,39-9099
2011,39-9099,39-9099
2011,39-9099,39-9099
2011,41-0000,41-0000
2011,41-1011,41-1011
2011,41-1011,41-1011
2011,41-1011,41-1011
2011,41-1012,41-1012
2011,41-1012,41-1012
2011,41-1012,41-1012
2011,41-2011,41-2011
2011,41-2011,41-2011
2011,41-2011,41-2011
2011,41-2012,41-2012
2011,41-2012,41-2012
2011,41-2012,41-2012
2011,41-2021,41-2021
2011,41-2021,41-2021
2011,41-2021,41-2021
2011,41-2022,41-2022
2011,41-2022,41-2022
2011,41-2022,41-2022
2011,41-2031,41-2031
2011,41-2031,41-2031
2011,41-2031,41-2031
2011,41-3011,41-3011
2011,41-3011,41-3011
2011,41-3011,41-3011
2011,41-3021,41-3021
2011,41-3021,41-3021
2011,41-3021,41-3021
2011,41-3031,41-3031
2011,41-3031,41-3031
2011,41-3031,41-3031
2011,41-3041,41-3041
2011,41-3041,41-3041
2011,41-3041,41-3041
2011,41-3099,41-3099
2011,41-3099,41-3099
2011,41-4011,41-4011
2011,41-4011,41-4011
2011,41-4011,41-4011
2011,41-4012,41-4012
2011,41-4012,41-4012
2011,41-4012,41-4012
2011,41-9011,41-9011
2011,41-9011,41-9011
2011,41-9011,41-9011
2011,41-9012,41-9012
2011,41-9012,41-9012
2011,41-9012,41-9012
2011,41-9021,41-9021
2011,41-9021,41-9021
2011,41-9021,41-9021
2011,41-9022,41-9022
2011,41-9022,41-9022
2011,41-9022,41-9022
2011,41-9031,41-9031
2011,41-9031,41-9031
2011,41-9031,41-9031
2011,41-9041,41-9041
2011,41-9041,41-9041
2011,41-9041,41-9041
2011,41-9091,41-9091
2011,41-9091,41-9091
2011,41-9091,41-9091
2011,41-9799,41-9799
2011,43-0000,43-0000
2011,43-1011,43-1011
2011,43-1011,43-1011
2011,43-1011,43-1011
2011,43-2011,43-2011
2011,43-2011,43-2011
2011,43-2011,43-2011
2011,43-2021,43-2021
2011,43-2021,43-2021
2011,43-2021,43-2021
2011,43-2099,43-2099
2011,43-2099,27-4013
2011,43-2099,43-2099
2011,43-2099,43-2099
2011,43-3011,43-3011
2011,43-3011,43-3011
2011,43-3011,43-3011
2011,43-3021,43-3021
2011,43-3021,43-3021
2011,43-3021,43-3021
2011,43-3031,43-3031
2011,43-3031,43-3031
2011,43-3031,43-3031
2011,43-3041,43-3041
2011,43-3041,43-3041
2011,43-3041,43-3041
2011,43-3051,43-3051
2011,43-3051,43-3051
2011,43-3051,43-3051
2011,43-3061,43-3061
2011,43-3061,43-3061
2011,43-3061,43-3061
2011,43-3071,43-3071
2011,43-3071,43-3071
2011,43-3071,43-3071
2011,43-4011,43-4011
2011,43-4011,43-4011
2011,43-4011,43-4011
2011,43-4021,43-4021
2011,43-4021,43-4021
2011,43-4021,43-4021
2011,43-4031,43-4031
2011,43-4031,43-4031
2011,43-4031,43-4031
2011,43-4041,43-4041
2011,43-4041,43-4041
2011,43-4041,43-4041
2011,43-4051,43-4051
2011,43-4051,43-4051
2011,43-4051,43-4051
2011,43-4061,43-4061
2011,43-4061,43-4061
2011,43-4061,43-4061
2011,43-4071,43-4071
2011,43-4071,43-4071
2011,43-4071,43-4071
2011,43-4081,43-4081
2011,43-4081,43-4081
2011,43-4081,43-4081
2011,43-4111,43-4111
2011,43-4111,43-4111
2011,43-4111,43-4111
2011,43-4121,43-4121
2011,43-4121,43-4121
2011,43-4121,43-4121
2011,43-4131,43-4131
2011,43-4131,43-4131
2011,43-4131,43-4131
2011,43-4141,43-4141
2011,43-4141,43-4141
2011,43-4141,43-4141
2011,43-4151,43-4151
2011,43-4151,43-4151
2011,43-4151,43-4151
2011,43-4161,43-4161
2011,43-4161,43-4161
2011,43-4161,43-4161
2011,43-4171,43-4171
2011,43-4171,43-4171
2011,43-4171,43-4171
2011,43-4181,43-4181
2011,43-4181,43-4181
2011,43-4181,43-4181
2011,43-4199,43-4199
2011,43-4199,43-4199
2011,43-4199,43-4199
2011,43-5011,43-5011
2011,43-5011,43-5011
2011,43-5011,43-5011
2011,43-5021,43-5021
2011,43-5021,43-5021
2011,43-5021,43-5021
2011,43-5031,43-5031
2011,43-5031,43-5031
2011,43-5031,43-5031
2011,43-5032,43-5032
2011,43-5032,43-5032
2011,43-5032,43-5032
2011,43-5041,43-5041
2011,43-5041,43-5041
2011,43-5041,43-5041
2011,43-5051,43-5051
2011,43-5051,43-5051
2011,43-5051,43-5051
2011,43-5052,43-5052
2011,43-5052,43-5052
2011,43-5052,43-5052
2011,43-5053,43-5053
2011,43-5053,43-5053
2011,43-5053,43-5053
2011,43-5061,43-5061
2011,43-5061,43-5061
2011,43-5061,43-5061
2011,43-5071,43-5071
2011,43-5071,43-5071
2011,43-5071,43-5071
2011,43-5081,43-5081
2011,43-5081,43-5081
2011,43-5111,43-5111
2011,43-5111,43-5111
2011,43-5111,43-5111
2011,43-6011,43-6011
2011,43-6011,43-6011
2011,43-6011,43-6011
2011,43-6012,43-6012
2011,43-6012,43-6012
2011,43-6012,43-6012
2011,43-6013,43-6013
2011,43-6013,43-6013
2011,43-6013,43-6013
2011,43-6014,43-6014
2011,43-6014,43-6014
2011,43-6014,43-6014
2011,43-9011,43-9011
2011,43-9011,43-9011
2011,43-9021,43-9021
2011,43-9021,43-9021
2011,43-9021,43-9021
2011,43-9022,43-9022
2011,43-9022,43-9022
2011,43-9022,43-9022
2011,43-9031,43-9031
2011,43-9031,43-9031
2011,43-9031,43-9031
2011,43-9041,43-9041
2011,43-9041,43-9041
2011,43-9041,43-9041
2011,43-9051,43-9051
2011,43-9051,43-9051
2011,43-9051,43-9051
2011,43-9061,43-9061
2011,43-9061,43-9061
2011,43-9061,43-9061
2011,43-9071,43-9071
2011,43-9071,43-9071
2011,43-9071,43-9071
2011,43-9081,43-9081
2011,43-9081,43-9081
2011,43-9081,43-9081
2011,43-9111,43-9111
2011,43-9111,43-9111
2011,43-9111,43-9111
2011,43-9799,43-9799
2011,45-0000,45-0000
2011,45-1011,45-1011
2011,45-1011,45-1011
2011,45-1011,45-1011
2011,45-2011,45-2011
2011,45-2011,45-2011
2011,45-2011,45-2011
2011,45-2021,45-2021
2011,45-2021,45-2021
2011,45-2021,45-2021
2011,45-2041,45-2041
2011,45-2041,45-2041
2011,45-2041,45-2041
2011,45-2091,45-2091
2011,45-2091,45-2091
2011,45-2091,45-2091
2011,45-2092,45-2092
2011,45-2092,45-2092
2011,45-2092,45-2092
2011,45-2093,45-2093
2011,45-2093,45-2093
2011,45-2093,45-2093
2011,45-2099,45-2099
2011,45-2099,45-2099
2011,45-2099,45-2099
2011,45-3011,45-3011
2011,45-3011,45-3011
2011,45-4011,45-4011
2011,45-4011,45-4011
2011,45-4011,45-4011
2011,45-4021,45-4021
2011,45-4021,45-4021
2011,45-4021,45-4021
2011,45-4022,45-4022
2011,45-4022,45-4022
2011,45-4022,45-4022
2011,45-4023,45-4023
2011,45-4023,45-4023
2011,45-4023,45-4023
2011,45-4029,45-4029
2011,45-4029,45-4029
2011,45-4029,45-4029
2011,47-0000,47-0000
2011,47-1011,47-1011
2011,47-1011,47-1011
2011,47-1011,47-1011
