year,occ_code,soc2010_code
2000,11-0000,11-0000
2000,11-1011,11-1011
2000,11-1011,11-1011
2000,11-1011,11-1011
2000,11-1021,11-1021
2000,11-1021,11-1021
2000,11-1021,11-1021
2000,11-1031,11-1031
2000,11-1031,11-1031
2000,11-1031,11-1031
2000,11-2011,11-2011
2000,11-2011,11-2011
2000,11-2011,11-2011
2000,11-2021,11-2021
2000,11-2021,11-2021
2000,11-2021,11-2021
2000,11-2022,11-2022
2000,11-2022,11-2022
2000,11-2022,11-2022
2000,11-2031,11-2031
2000,11-2031,11-2031
2000,11-3011,11-3011
2000,11-3011,11-3011
2000,11-3021,11-3021
2000,11-3021,11-3021
2000,11-3021,11-3021
2000,11-3031,11-3031
2000,11-3031,11-3031
2000,11-3031,11-3031
2000,11-3040,11-3040
2000,11-3051,11-3051
2000,11-3051,11-3051
2000,11-3051,11-3051
2000,11-3061,11-3061
2000,11-3061,11-3061
2000,11-3061,11-3061
2000,11-3071,11-3071
2000,11-3071,11-3071
2000,11-3071,11-3071
2000,11-9011,11-9013
2000,11-9011,11-9011
2000,11-9021,11-9021
2000,11-9021,11-9021
2000,11-9021,11-9021
2000,11-9031,11-9031
2000,11-9031,11-9031
2000,11-9031,11-9031
2000,11-9032,11-9032
2000,11-9032,11-9032
2000,11-9032,11-9032
2000,11-9033,11-9033
2000,11-9033,11-9033
2000,11-9033,11-9033
2000,11-9041,11-9041
2000,11-9041,11-9041
2000,11-9041,11-9041
2000,11-9051,11-9051
2000,11-9051,11-9051
2000,11-9051,11-9051
2000,11-9061,11-9061
2000,11-9061,39-4031
2000,11-9061,11-9061
2000,11-9071,11-9071
2000,11-9071,11-9071
2000,11-9071,11-9071
2000,11-9081,11-9081
2000,11-9081,11-9081
2000,11-9081,11-9081
2000,11-9111,11-9111
2000,11-9111,11-9111
2000,11-9111,11-9111
2000,11-9121,11-9121
2000,11-9121,11-9121
2000,11-9121,11-9121
2000,11-9131,11-9131
2000,11-9131,11-9131
2000,11-9131,11-9131
2000,11-9141,11-9141
2000,11-9141,11-9141
2000,11-9141,11-9141
2000,11-9151,11-9151
2000,11-9151,11-9151
2000,11-9151,11-9151
2000,13-0000,13-0000
2000,13-1011,13-1011
2000,13-1011,13-1011
2000,13-1011,13-1011
2000,13-1021,13-1021
2000,13-1021,13-1021
2000,13-1021,13-1021
2000,13-1022,13-1022
2000,13-1022,13-1022
2000,13-1022,13-1022
2000,13-1023,13-1023
2000,13-1023,13-1023
2000,13-1023,13-1023
2000,13-1031,13-1031
2000,13-1031,13-1031
2000,13-1031,13-1031
2000,13-1032,13-1032
2000,13-1032,13-1032
2000,13-1032,13-1032
2000,13-1041,13-1041
2000,13-1041,33-9093
2000,13-1041,13-1041
2000,13-1041,13-1041
2000,13-1051,13-1051
2000,13-1051,13-1051
2000,13-1051,13-1051
2000,13-1061,11-9161
2000,13-1061,13-1061
2000,13-1071,13-1071
2000,13-1071,13-1071
2000,13-1071,13-1071
2000,13-1072,13-1141
2000,13-1072,13-1072
2000,13-1073,13-1151
2000,13-1073,13-1073
2000,13-1111,13-1111
2000,13-1111,13-1111
2000,13-1111,13-1111
2000,13-1121,13-1121
2000,13-1121,13-1121
2000,13-1121,13-1121
2000,13-2011,13-2011
2000,13-2011,13-2011
2000,13-2011,13-2011
2000,13-2021,13-2021
2000,13-2021,13-2021
2000,13-2031,13-2031
2000,13-2031,13-2031
2000,13-2031,13-2031
2000,13-2041,13-2041
2000,13-2041,13-2041
2000,13-2041,13-2041
2000,13-2051,13-2051
2000,13-2051,13-2051
2000,13-2051,13-2051
2000,13-2052,13-2052
2000,13-2052,13-2052
2000,13-2052,13-2052
2000,13-2053,13-2053
2000,13-2053,13-2053
2000,13-2053,13-2053
2000,13-2061,13-2061
2000,13-2061,13-2061
2000,13-2061,13-2061
2000,13-2071,13-2071
2000,13-2071,13-2071
2000,13-2071,13-2071
2000,13-2072,13-2072
2000,13-2072,13-2072
2000,13-2072,13-2072
2000,13-2081,13-2081
2000,13-2081,13-2081
2000,13-2081,13-2081
2000,13-2082,13-2082
2000,13-2082,13-2082
2000,13-2082,13-2082
2000,15-0000,15-0000
2000,15-1011,15-1111
2000,15-1011,15-1011
2000,15-1021,15-1131
2000,15-1021,15-1021
2000,15-1031,15-1132
2000,15-1031,15-1031
2000,15-1032,15-1133
2000,15-1032,15-1032
2000,15-1041,15-1151
2000,15-1041,15-1041
2000,15-1051,15-1143
2000,15-1051,15-1121
2000,15-1051,15-1051
2000,15-1061,15-1141
2000,15-1061,15-1061
2000,15-1071,15-1142
2000,15-1071,15-1071
2000,15-1081,15-1122
2000,15-1081,15-1134
2000,15-1081,15-1142
2000,15-1081,15-1143
2000,15-1081,15-1152
2000,15-1081,15-1081
2000,15-2011,15-2011
2000,15-2011,15-2011
2000,15-2011,15-2011
2000,15-2021,15-2021
2000,15-2021,15-2021
2000,15-2021,15-2021
2000,15-2031,15-2031
2000,15-2031,15-2031
2000,15-2031,15-2031
2000,15-2041,15-2041
2000,15-2041,15-2041
2000,15-2041,15-2041
2000,15-2091,15-2091
2000,15-2091,15-2091
2000,17-0000,17-0000
2000,17-1011,17-1011
2000,17-1011,17-1011
2000,17-1011,17-1011
2000,17-1012,17-1012
2000,17-1012,17-1012
2000,17-1012,17-1012
2000,17-1021,17-1021
2000,17-1021,17-1021
2000,17-1021,17-1021
2000,17-1022,17-1022
2000,17-1022,17-1022
2000,17-1022,17-1022
2000,17-2011,17-2011
2000,17-2011,17-2011
2000,17-2011,17-2011
2000,17-2021,17-2021
2000,17-2021,17-2021
2000,17-2021,17-2021
2000,17-2031,17-2031
2000,17-2031,17-2031
2000,17-2031,17-2031
2000,17-2041,17-2041
2000,17-2041,17-2041
2000,17-2041,17-2041
2000,17-2051,17-2051
2000,17-2051,17-2051
2000,17-2051,17-2051
2000,17-2061,17-2061
2000,17-2061,17-2061
2000,17-2061,17-2061
2000,17-2071,17-2071
2000,17-2071,17-2071
2000,17-2071,17-2071
2000,17-2072,17-2072
2000,17-2072,17-2072
2000,17-2072,17-2072
2000,17-2081,17-2081
2000,17-2081,17-2081
2000,17-2081,17-2081
2000,17-2111,17-2111
2000,17-2111,17-2111
2000,17-2111,17-2111
2000,17-2112,17-2112
2000,17-2112,17-2112
2000,17-2112,17-2112
2000,17-2121,17-2121
2000,17-2121,17-2121
2000,17-2121,17-2121
2000,17-2131,17-2131
2000,17-2131,17-2131
2000,17-2131,17-2131
2000,17-2141,17-2141
2000,17-2141,17-2141
2000,17-2141,17-2141
2000,17-2151,17-2151
2000,17-2151,17-2151
2000,17-2151,17-2151
2000,17-2161,17-2161
2000,17-2161,17-2161
2000,17-2161,17-2161
2000,17-2171,17-2171
2000,17-2171,17-2171
2000,17-2171,17-2171
2000,17-3011,17-3011
2000,17-3011,17-3011
2000,17-3011,17-3011
2000,17-3012,17-3012
2000,17-3012,17-3012
2000,17-3012,17-3012
2000,17-3013,17-3013
2000,17-3013,17-3013
2000,17-3013,17-3013
2000,17-3021,17-3021
2000,17-3021,17-3021
2000,17-3021,17-3021
2000,17-3022,17-3022
2000,17-3022,17-3022
2000,17-3022,17-3022
2000,17-3023,17-3023
2000,17-3023,17-3023
2000,17-3023,17-3023
2000,17-3024,17-3024
2000,17-3024,17-3024
2000,17-3024,17-3024
2000,17-3025,17-3025
2000,17-3025,17-3025
2000,17-3025,17-3025
2000,17-3026,17-3026
2000,17-3026,17-3026
2000,17-3026,17-3026
2000,17-3027,17-3027
2000,17-3027,17-3027
2000,17-3027,17-3027
2000,17-3031,17-3031
2000,17-3031,17-3031
2000,17-3031,17-3031
2000,19-0000,19-0000
2000,19-1010,19-1010
2000,19-1021,19-1021
2000,19-1021,19-1021
2000,19-1021,19-1021
2000,19-1022,19-1022
2000,19-1022,19-1022
2000,19-1022,19-1022
2000,19-1023,19-1023
2000,19-1023,19-1023
2000,19-1023,19-1023
2000,19-1031,19-1031
2000,19-1031,19-1031
2000,19-1031,19-1031
2000,19-1032,19-1032
2000,19-1032,19-1032
2000,19-1032,19-1032
2000,19-1041,19-1041
2000,19-1041,19-1041
2000,19-1041,19-1041
2000,19-1042,19-1042
2000,19-1042,19-1042
2000,19-1042,19-1042
2000,19-2011,19-2011
2000,19-2011,19-2011
2000,19-2011,19-2011
2000,19-2012,19-2012
2000,19-2012,19-2012
2000,19-2012,19-2012
2000,19-2021,19-2021
2000,19-2021,19-2021
2000,19-2021,19-2021
2000,19-2031,19-2031
2000,19-2031,19-2031
2000,19-2031,19-2031
2000,19-2032,19-2032
2000,19-2032,19-2032
2000,19-2032,19-2032
2000,19-2041,19-2041
2000,19-2041,19-2041
2000,19-2041,19-2041
2000,19-2042,19-2042
2000,19-2042,19-2042
2000,19-2042,19-2042
2000,19-2043,19-2043
2000,19-2043,19-2043
2000,19-2043,19-2043
2000,19-3011,19-3011
2000,19-3011,19-3011
2000,19-3011,19-3011
2000,19-3021,13-1161
2000,19-3021,19-3021
2000,19-3022,19-3022
2000,19-3022,19-3022
2000,19-3022,19-3022
2000,19-3031,19-3031
2000,19-3031,19-3031
2000,19-3032,19-3032
2000,19-3032,19-3032
2000,19-3032,19-3032
2000,19-3041,19-3041
2000,19-3041,19-3041
2000,19-3041,19-3041
2000,19-3051,19-3051
2000,19-3051,19-3051
2000,19-3051,19-3051
2000,19-3091,19-3091
2000,19-3091,19-3091
2000,19-3091,19-3091
2000,19-3092,19-3092
2000,19-3092,19-3092
2000,19-3092,19-3092
2000,19-3093,19-3093
2000,19-3093,19-3093
2000,19-3093,19-3093
2000,19-3094,19-3094
2000,19-3094,19-3094
2000,19-3094,19-3094
2000,19-4011,19-4011
2000,19-4011,19-4011
2000,19-4021,19-4021
2000,19-4021,19-4021
2000,19-4021,19-4021
2000,19-4031,19-4031
2000,19-4031,19-4031
2000,19-4031,19-4031
2000,19-4041,19-4041
2000,19-4041,19-4041
2000,19-4051,19-4051
2000,19-4051,19-4051
2000,19-4051,19-4051
2000,19-4091,19-4091
2000,19-4091,19-4091
2000,19-4092,19-4092
2000,19-4092,19-4092
2000,19-4092,19-4092
2000,19-4093,19-4093
2000,19-4093,19-4093
2000,21-0000,21-0000
2000,21-1011,21-1011
2000,21-1011,21-1011
2000,21-1011,21-1011
2000,21-1012,21-1012
2000,21-1012,21-1012
2000,21-1012,21-1012
2000,21-1013,21-1013
2000,21-1013,21-1013
2000,21-1013,21-1013
2000,21-1014,21-1014
2000,21-1014,21-1014
2000,21-1014,21-1014
2000,21-1015,21-1015
2000,21-1015,21-1015
2000,21-1015,21-1015
2000,21-1021,21-1021
2000,21-1021,21-1021
2000,21-1021,21-1021
2000,21-1022,21-1022
2000,21-1022,21-1022
2000,21-1022,21-1022
2000,21-1023,21-1023
2000,21-1023,21-1023
2000,21-1023,21-1023
2000,21-1091,21-1091
2000,21-1091,21-1094
2000,21-1091,21-1091
2000,21-1091,21-1091
2000,21-1092,21-1092
2000,21-1092,21-1092
2000,21-1092,21-1092
2000,21-1093,21-1093
2000,21-1093,21-1093
2000,21-1093,21-1093
2000,21-2011,21-2011
2000,21-2011,21-2011
2000,21-2011,21-2011
2000,21-2021,21-2021
2000,21-2021,21-2021
2000,21-2021,21-2021
2000,23-0000,23-0000
2000,23-1011,23-1011
2000,23-1011,23-1011
2000,23-1011,23-1011
2000,23-1021,23-1021
2000,23-1021,23-1021
2000,23-1021,23-1021
2000,23-1022,23-1022
2000,23-1022,23-1022
2000,23-1022,23-1022
2000,23-1023,23-1023
2000,23-1023,23-1023
2000,23-1023,23-1023
2000,23-2011,23-2011
2000,23-2011,23-2011
2000,23-2011,23-2011
2000,23-2091,23-2091
2000,23-2091,23-2091
2000,23-2092,23-1012
2000,23-2092,23-2011
2000,23-2092,23-2092
2000,23-2093,23-2093
2000,23-2093,23-2093
2000,23-2093,23-2093
2000,25-0000,25-0000
2000,25-1011,25-1011
2000,25-1011,25-1011
2000,25-1011,25-1011
2000,25-1021,25-1021
2000,25-1021,25-1021
2000,25-1021,25-1021
2000,25-1022,25-1022
2000,25-1022,25-1022
2000,25-1022,25-1022
2000,25-1031,25-1031
2000,25-1031,25-1031
2000,25-1031,25-1031
2000,25-1032,25-1032
2000,25-1032,25-1032
2000,25-1032,25-1032
2000,25-1041,25-1041
2000,25-1041,25-1041
2000,25-1041,25-1041
2000,25-1042,25-1042
2000,25-1042,25-1042
2000,25-1042,25-1042
2000,25-1043,25-1043
2000,25-1043,25-1043
2000,25-1043,25-1043
2000,25-1051,25-1051
2000,25-1051,25-1051
2000,25-1051,25-1051
2000,25-1052,25-1052
2000,25-1052,25-1052
2000,25-1052,25-1052
2000,25-1053,25-1053
2000,25-1053,25-1053
2000,25-1053,25-1053
2000,25-1054,25-1054
2000,25-1054,25-1054
2000,25-1054,25-1054
2000,25-1061,25-1061
2000,25-1061,25-1061
2000,25-1061,25-1061
2000,25-1062,25-1062
2000,25-1062,25-1062
2000,25-1062,25-1062
2000,25-1063,25-1063
2000,25-1063,25-1063
2000,25-1063,25-1063
2000,25-1064,25-1064
2000,25-1064,25-1064
2000,25-1064,25-1064
2000,25-1065,25-1065
2000,25-1065,25-1065
2000,25-1065,25-1065
2000,25-1066,25-1066
2000,25-1066,25-1066
2000,25-1066,25-1066
2000,25-1067,25-1067
2000,25-1067,25-1067
2000,25-1067,25-1067
2000,25-1071,25-1071
2000,25-1071,25-1071
2000,25-1071,25-1071
2000,25-1072,25-1072
2000,25-1072,25-1072
2000,25-1072,25-1072
2000,25-1081,25-1081
2000,25-1081,25-1081
2000,25-1081,25-1081
2000,25-1082,25-1082
2000,25-1082,25-1082
2000,25-1082,25-1082
2000,25-1111,25-1111
2000,25-1111,25-1111
2000,25-1111,25-1111
2000,25-1112,25-1112
2000,25-1112,25-1112
2000,25-1112,25-1112
2000,25-1113,25-1113
2000,25-1113,25-1113
2000,25-1113,25-1113
2000,25-1121,25-1121
2000,25-1121,25-1121
2000,25-1121,25-1121
2000,25-1122,25-1122
2000,25-1122,25-1122
2000,25-1122,25-1122
2000,25-1123,25-1123
2000,25-1123,25-1123
2000,25-1123,25-1123
2000,25-1124,25-1124
2000,25-1124,25-1124
2000,25-1124,25-1124
2000,25-1125,25-1125
2000,25-1125,25-1125
2000,25-1125,25-1125
2000,25-1126,25-1126
2000,25-1126,25-1126
2000,25-1126,25-1126
2000,25-1191,25-1191
2000,25-1191,25-1191
2000,25-1192,25-1192
2000,25-1192,25-1192
2000,25-1192,25-1192
2000,25-1193,25-1193
2000,25-1193,25-1193
2000,25-1193,25-1193
2000,25-1194,25-1194
2000,25-1194,25-1194
2000,25-1194,25-1194
2000,25-2011,25-2011
2000,25-2011,25-2011
2000,25-2011,25-2011
2000,25-2012,25-2012
2000,25-2012,25-2012
2000,25-2012,25-2012
2000,25-2021,25-2021
2000,25-2021,25-2021
2000,25-2021,25-2021
2000,25-2022,25-2022
2000,25-2022,25-2022
2000,25-2022,25-2022
2000,25-2023,25-2023
2000,25-2023,25-2023
2000,25-2023,25-2023
2000,25-2031,25-2031
2000,25-2031,25-2031
2000,25-2031,25-2031
2000,25-2032,25-2032
2000,25-2032,25-2032
2000,25-2032,25-2032
2000,25-2041,25-2051
2000,25-2041,25-2052
2000,25-2041,25-2041
2000,25-2042,25-2053
2000,25-2042,25-2042
2000,25-2043,25-2054
2000,25-2043,25-2043
2000,25-3011,25-3011
2000,25-3011,25-3011
2000,25-3011,25-3011
2000,25-3021,25-3021
2000,25-3021,25-3021
2000,25-3021,25-3021
2000,25-4010,25-4010
2000,25-4021,25-4021
2000,25-4021,25-4021
2000,25-4031,25-4031
2000,25-4031,25-4031
2000,25-4031,25-4031
2000,25-9011,25-9011
2000,25-9011,25-9011
2000,25-9021,25-9021
2000,25-9021,25-9021
2000,25-9021,25-9021
2000,25-9031,25-9031
2000,25-9031,25-9031
2000,25-9031,25-9031
2000,25-9041,25-9041
2000,25-9041,25-9041
2000,27-0000,27-0000
2000,27-1011,27-1011
2000,27-1011,27-1011
2000,27-1011,27-1011
2000,27-1013,27-1013
2000,27-1013,27-1013
2000,27-1013,27-1013
2000,27-1014,27-1014
2000,27-1014,27-1014
2000,27-1014,27-1014
2000,27-1021,27-1021
2000,27-1021,27-1021
2000,27-1021,27-1021
2000,27-1022,27-1022
2000,27-1022,27-1022
2000,27-1022,27-1022
2000,27-1023,27-1023
2000,27-1023,27-1023
2000,27-1023,27-1023
2000,27-1024,27-1024
2000,27-1024,27-1024
2000,27-1024,27-1024
2000,27-1025,27-1025
2000,27-1025,27-1025
2000,27-1025,27-1025
2000,27-1026,27-1026
2000,27-1026,27-1026
2000,27-1026,27-1026
2000,27-1027,27-1027
2000,27-1027,27-1027
2000,27-1027,27-1027
2000,27-2011,27-2011
2000,27-2011,27-2011
2000,27-2011,27-2011
2000,27-2012,27-2012
2000,27-2012,27-2012
2000,27-2012,27-2012
2000,27-2021,27-2021
2000,27-2021,27-2021
2000,27-2021,27-2021
2000,27-2022,27-2022
2000,27-2022,27-2022
2000,27-2022,27-2022
2000,27-2023,27-2023
2000,27-2023,27-2023
2000,27-2023,27-2023
2000,27-2031,27-2031
2000,27-2031,27-2031
2000,27-2031,27-2031
2000,27-2032,27-2032
2000,27-2032,27-2032
2000,27-2032,27-2032
2000,27-2041,27-2041
2000,27-2041,27-2041
2000,27-2041,27-2041
2000,27-2042,27-2042
2000,27-2042,27-2042
2000,27-2042,27-2042
2000,27-3010,27-3010
2000,27-3020,27-3020
2000,27-3031,27-3031
2000,27-3031,13-1121
2000,27-3031,13-1161
2000,27-3031,27-3031
2000,27-3031,27-3031
2000,27-3041,27-3041
2000,27-3041,27-3041
2000,27-3041,27-3041
2000,27-3042,27-3042
2000,27-3042,27-3042
2000,27-3042,27-3042
2000,27-3043,27-3043
2000,27-3043,27-3043
2000,27-3043,27-3043
2000,27-3091,27-3091
2000,27-3091,27-3091
2000,27-3091,27-3091
2000,27-4011,27-4011
2000,27-4011,27-4011
2000,27-4011,27-4011
2000,27-4012,27-4012
2000,27-4012,27-4012
2000,27-4012,27-4012
2000,27-4013,27-4013
2000,27-4013,27-4013
2000,27-4014,27-4014
2000,27-4014,27-4014
2000,27-4014,27-4014
2000,27-4021,27-4021
2000,27-4021,27-4021
2000,27-4021,27-4021
2000,27-4031,27-4031
2000,27-4031,27-4031
2000,27-4031,27-4031
2000,27-4032,27-4032
2000,27-4032,27-4032
2000,27-4032,27-4032
2000,29-0000,29-0000
2000,29-1011,29-1011
2000,29-1011,29-1011
2000,29-1011,29-1011
2000,29-1020,29-1020
2000,29-1031,29-1031
2000,29-1031,29-1031
2000,29-1031,29-1031
2000,29-1041,29-1041
2000,29-1041,29-1041
2000,29-1041,29-1041
2000,29-1051,29-1051
2000,29-1051,29-1051
2000,29-1051,29-1051
2000,29-1061,29-1061
2000,29-1061,29-1061
2000,29-1062,29-1062
2000,29-1062,29-1062
2000,29-1063,29-1063
2000,29-1063,29-1063
2000,29-1064,29-1064
2000,29-1064,29-1064
2000,29-1065,29-1065
2000,29-1065,29-1065
2000,29-1066,29-1066
2000,29-1066,29-1066
2000,29-1067,29-1067
2000,29-1067,29-1067
2000,29-1071,29-1071
2000,29-1071,29-1071
2000,29-1071,29-1071
2000,29-1081,29-1081
2000,29-1081,29-1081
2000,29-1081,29-1081
2000,29-1111,29-1141
2000,29-1111,29-1151
2000,29-1111,29-1161
2000,29-1111,29-1171
2000,29-1111,29-1111
2000,29-1121,29-1181
2000,29-1121,29-1121
2000,29-1122,29-1122
2000,29-1122,29-1122
2000,29-1122,29-1122
2000,29-1123,29-1123
2000,29-1123,29-1123
2000,29-1123,29-1123
2000,29-1124,29-1124
2000,29-1124,29-1124
2000,29-1124,29-1124
2000,29-1125,29-1125
2000,29-1125,29-1125
2000,29-1125,29-1125
2000,29-1126,29-1126
2000,29-1126,29-1126
2000,29-1126,29-1126
2000,29-1127,29-1127
2000,29-1127,29-1127
2000,29-1127,29-1127
2000,29-1131,29-1131
2000,29-1131,29-1131
2000,29-1131,29-1131
2000,29-2011,29-2011
2000,29-2011,29-2011
2000,29-2011,29-2011
2000,29-2012,29-2012
2000,29-2012,29-2012
2000,29-2012,29-2012
2000,29-2021,29-2021
2000,29-2021,29-2021
2000,29-2031,29-2031
2000,29-2031,29-2031
2000,29-2031,29-2031
2000,29-2032,29-2032
2000,29-2032,29-2032
2000,29-2032,29-2032
2000,29-2033,29-2033
2000,29-2033,29-2033
2000,29-2033,29-2033
2000,29-2034,29-2034
2000,29-2034,29-2035
2000,29-2034,29-2034
2000,29-2034,29-2034
2000,29-2041,29-2041
2000,29-2041,29-2041
2000,29-2051,29-2051
2000,29-2051,29-2051
2000,29-2051,29-2051
2000,29-2052,29-2052
2000,29-2052,29-2052
2000,29-2052,29-2052
2000,29-2053,29-2053
2000,29-2053,29-2053
2000,29-2053,29-2053
2000,29-2054,29-2054
2000,29-2054,29-2054
2000,29-2055,29-2055
2000,29-2055,29-2055
2000,29-2055,29-2055
2000,29-2056,29-2056
2000,29-2056,29-2056
2000,29-2056,29-2056
2000,29-2061,29-2061
2000,29-2061,29-2061
2000,29-2061,29-2061
2000,29-2071,29-2071
2000,29-2071,29-2071
2000,29-2081,29-2081
2000,29-2081,29-2081
2000,29-2081,29-2081
2000,29-2091,29-2091
2000,29-2091,29-2091
2000,29-2091,29-2091
2000,29-9010,29-9010
2000,29-9091,29-9091
2000,29-9091,29-9091
2000,29-9091,29-9091
2000,31-0000,31-0000
2000,31-1011,31-1011
2000,31-1011,31-1011
2000,31-1012,31-1015
2000,31-1012,31-1014
2000,31-1012,31-1012
2000,31-1013,31-1013
2000,31-1013,31-1013
2000,31-2011,31-2011
2000,31-2011,31-2011
2000,31-2011,31-2011
2000,31-2012,31-2012
2000,31-2012,31-2012
2000,31-2012,31-2012
2000,31-2021,31-2021
2000,31-2021,31-2021
2000,31-2021,31-2021
2000,31-2022,31-2022
2000,31-2022,31-2022
2000,31-2022,31-2022
2000,31-9011,31-9011
2000,31-9011,31-9011
2000,31-9011,31-9011
2000,31-9091,31-9091
2000,31-9091,31-9091
2000,31-9091,31-9091
2000,31-9092,31-9092
2000,31-9092,31-9092
2000,31-9092,31-9092
2000,31-9093,31-9093
2000,31-9093,31-9093
2000,31-9093,31-9093
2000,31-9094,31-9094
2000,31-9094,31-9094
2000,31-9094,31-9094
2000,31-9095,31-9095
2000,31-9095,31-9095
2000,31-9095,31-9095
2000,31-9096,31-9096
2000,31-9096,31-9096
2000,31-9096,31-9096
2000,33-0000,33-0000
2000,33-1011,33-1011
2000,33-1011,33-1011
2000,33-1011,33-1011
2000,33-1012,33-1012
2000,33-1012,33-1012
2000,33-1012,33-1012
2000,33-1021,33-1021
2000,33-1021,33-1021
2000,33-1021,33-1021
2000,33-2011,33-2011
2000,33-2011,33-2011
2000,33-2011,33-2011
2000,33-2021,33-2021
2000,33-2021,33-2021
2000,33-2021,33-2021
2000,33-2022,33-2022
2000,33-2022,33-2022
2000,33-2022,33-2022
2000,33-3011,33-3011
2000,33-3011,33-3011
2000,33-3011,33-3011
2000,33-3012,33-3012
2000,33-3012,33-3012
2000,33-3012,33-3012
2000,33-3021,33-3021
2000,33-3021,33-3021
2000,33-3021,33-3021
2000,33-3031,33-3031
2000,33-3031,33-3031
2000,33-3031,33-3031
2000,33-3041,33-3041
2000,33-3041,33-3041
2000,33-3041,33-3041
2000,33-3051,33-3051
2000,33-3051,33-3051
2000,33-3051,33-3051
2000,33-3052,33-3052
2000,33-3052,33-3052
2000,33-3052,33-3052
2000,33-9011,33-9011
2000,33-9011,33-9011
2000,33-9011,33-9011
2000,33-9021,33-9021
2000,33-9021,33-9021
2000,33-9021,33-9021
2000,33-9031,33-9031
2000,33-9031,33-9031
2000,33-9031,33-9031
2000,33-9032,33-9032
2000,33-9032,33-9093
2000,33-9032,33-9032
2000,33-9032,33-9032
2000,33-9091,33-9091
2000,33-9091,33-9091
2000,33-9091,33-9091
2000,35-0000,35-0000
2000,35-1011,35-1011
2000,35-1011,35-1011
2000,35-1011,35-1011
2000,35-1012,35-1012
2000,35-1012,35-1012
2000,35-1012,35-1012
2000,35-2011,35-2011
2000,35-2011,35-2011
2000,35-2011,35-2011
2000,35-2012,35-2012
2000,35-2012,35-2012
2000,35-2012,35-2012
2000,35-2014,35-2014
2000,35-2014,35-2014
2000,35-2014,35-2014
2000,35-2015,35-2015
2000,35-2015,35-2015
2000,35-2015,35-2015
2000,35-2021,35-2021
2000,35-2021,35-2021
2000,35-2021,35-2021
2000,35-3011,35-3011
2000,35-3011,35-3011
2000,35-3011,35-3011
2000,35-3021,35-3021
2000,35-3021,35-3021
2000,35-3022,35-3022
2000,35-3022,35-3022
2000,35-3031,35-3031
2000,35-3031,35-3031
2000,35-3031,35-3031
2000,35-3041,35-3041
2000,35-3041,35-3041
2000,35-3041,35-3041
2000,35-9011,35-9011
2000,35-9011,35-9011
2000,35-9011,35-9011
2000,35-9021,35-9021
2000,35-9021,35-9021
2000,35-9021,35-9021
2000,35-9031,35-9031
2000,35-9031,35-9031
2000,35-9031,35-9031
2000,37-0000,37-0000
2000,37-1011,37-1011
2000,37-1011,37-1011
2000,37-1011,37-1011
2000,37-1012,37-1012
2000,37-1012,37-1012
2000,37-1012,37-1012
2000,37-2011,37-2011
2000,37-2011,37-2011
2000,37-2011,37-2011
2000,37-2012,37-2012
2000,37-2012,37-2012
2000,37-2012,37-2012
2000,37-2021,37-2021
2000,37-2021,37-2021
2000,37-2021,37-2021
2000,37-3011,37-3011
2000,37-3011,37-3011
2000,37-3011,37-3011
2000,37-3012,37-3012
2000,37-3012,37-3012
2000,37-3012,37-3012
2000,37-3013,37-3013
2000,37-3013,37-3013
2000,37-3013,37-3013
2000,39-0000,39-0000
2000,39-1011,39-1011
2000,39-1011,39-1011
2000,39-1012,39-1012
2000,39-1012,39-1012
2000,39-1021,39-1021
2000,39-1021,39-1021
2000,39-2011,39-2011
2000,39-2011,39-2011
2000,39-2011,39-2011
2000,39-2021,39-2021
2000,39-2021,39-2021
2000,39-2021,39-2021
2000,39-3011,39-3011
2000,39-3011,39-3011
2000,39-3011,39-3011
2000,39-3012,39-3012
2000,39-3012,39-3012
2000,39-3012,39-3012
2000,39-3021,39-3021
2000,39-3021,39-3021
2000,39-3021,39-3021
2000,39-3031,39-3031
2000,39-3031,39-3031
2000,39-3031,39-3031
2000,39-3091,39-3091
2000,39-3091,39-3091
2000,39-3091,39-3091
2000,39-3092,39-3092
2000,39-3092,39-3092
2000,39-3092,39-3092
2000,39-3093,39-3093
2000,39-3093,39-3093
2000,39-3093,39-3093
2000,39-4011,39-4011
2000,39-4011,39-4011
2000,39-4011,39-4011
2000,39-4021,39-4021
2000,39-4021,39-4021
2000,39-4021,39-4021
2000,39-5011,39-5011
2000,39-5011,39-5011
2000,39-5011,39-5011
2000,39-5012,39-5012
2000,39-5012,39-5012
2000,39-5012,39-5012
2000,39-5091,39-5091
2000,39-5091,39-5091
2000,39-5091,39-5091
2000,39-5092,39-5092
2000,39-5092,39-5092
2000,39-5092,39-5092
2000,39-5093,39-5093
2000,39-5093,39-5093
2000,39-5093,39-5093
2000,39-5094,39-5094
2000,39-5094,39-5094
2000,39-5094,39-5094
2000,39-6011,39-6011
2000,39-6011,39-6011
2000,39-6011,39-6011
2000,39-6012,39-6012
2000,39-6012,39-6012
2000,39-6012,39-6012
2000,39-6021,39-7011
2000,39-6021,39-6021
2000,39-6022,39-7012
2000,39-6022,39-6022
2000,39-6031,53-2031
2000,39-6031,39-6031
2000,39-6032,53-6061
2000,39-6032,39-6032
2000,39-9011,39-9011
2000,39-9011,39-9011
2000,39-9011,39-9011
2000,39-9021,39-9021
2000,39-9021,39-9021
2000,39-9031,39-9031
2000,39-9031,39-9031
2000,39-9031,39-9031
