"","X","acs_occ_code","label","OCC2010_cps","major_cat","OCC2010_desc","OCC2010","SOC2010_orig","SOC_major_orig","SOC_minor_orig","SOC_broad_orig","SOC2010_adj","SOC_major_adj","SOC_minor_adj","SOC_broad_adj","ltuer_occ","uer_occ","ltuer_soc2010","uer_soc2010","ltuer_soc_major","uer_soc_major","ltuer_soc_minor","uer_soc_minor","ltuer_soc_broad","uer_soc_broad"
"171",171,3500,"licensed practical and licensed vocational nurses",3500,NA,"Licensed practical and licensed vocational nurses",3500,"29-2061",29,"29-2000","29-2060","29-2061",29,"29-2000","29-2060",0.2838633481496,0.0321282495044592,0.2838633481496,0.0321282495044592,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.2838633481496,0.0321282495044592
"172",172,3510,"medical records and health information technicians",3510,NA,"Medical records and health information technicians",3510,"29-2071",29,"29-2000","29-2070","29-2071",29,"29-2000","29-2070",0.321218843360286,0.0384996500106643,0.321218843360286,0.0384996500106643,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.321218843360286,0.0384996500106643
"173",173,3520,"opticians, dispensing",3520,NA,"Opticians, dispensing",3520,"29-2081",29,"29-2000","29-2080","29-2081",29,"29-2000","29-2080",0.290042848305509,0.0304814527923424,0.290042848305509,0.0304814527923424,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.290042848305509,0.0304814527923424
"174",174,3535,"miscellaneous health technologists and technicians",3530,NA,"Miscellaneous health technologists and technicians",3535,"29-2090",29,"29-2000","29-2090","29-2090",29,"29-2000","29-2090",0.266235860382136,0.0280447861664214,0.266235860382136,0.0280447861664214,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.266235860382136,0.0280447861664214
"175",175,3540,"other healthcare practitioners and technical occupations",3540,NA,"Other healthcare practitioners and technical occupations",3540,"29-9000",29,"29-9000","29-9000","29-9000",29,"29-9000","29-9000",0.210606943679778,0.0255725974828633,0.210606943679778,0.0255725974828633,0.276148399692573,0.0195480622323151,0.210606943679778,0.0255725974828633,0.210606943679778,0.0255725974828633
"176",176,3600,"nursing, psychiatric, and home health aides",3600,NA,"Nursing, psychiatric, and home health aides",3600,"31-1010",31,"31-1000","31-1010","31-1010",31,"31-1000","31-1010",0.290432345267459,0.0616370006442989,0.290432345267459,0.0616370006442989,0.287946829047786,0.0521969399125513,0.290432345267459,0.0616370006442989,0.290432345267459,0.0616370006442989
"177",177,3610,"occupational therapy assistants and aides",3610,NA,"Occupational therapy assistants and aides",3610,"31-2010",31,"31-2000","31-2010","31-2010",31,"31-2000","31-2010",0.206421001771566,0.0258399391643863,0.206421001771566,0.0258399391643863,0.287946829047786,0.0521969399125513,0.209457648135485,0.030988425955637,0.206421001771566,0.0258399391643863
"178",178,3620,"physical therapist assistants and aides",3620,NA,"Physical therapist assistants and aides",3620,"31-2020",31,"31-2000","31-2020","31-2020",31,"31-2000","31-2020",0.210123025667134,0.0324030734485199,0.210123025667134,0.0324030734485199,0.287946829047786,0.0521969399125513,0.209457648135485,0.030988425955637,0.210123025667134,0.0324030734485199
"179",179,3630,"massage therapists",3630,NA,"Massage therapists",3630,"31-9011",31,"31-9000","31-9010","31-9011",31,"31-9000","31-9010",0.323767152708804,0.0349460622079567,0.323767152708804,0.0349460622079567,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.323767152708804,0.0349460622079567
"180",180,3640,"dental assistants",3640,NA,"Dental assistants",3640,"31-9091",31,"31-9000","31-9090","31-9091",31,"31-9000","31-9090",0.258876878850348,0.0356151089323617,0.258876878850348,0.0356151089323617,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"181",181,3645,"medical assistants",3640,NA,"Medical assistants",3645,"31-9092",31,"31-9000","31-9090","31-9091",31,"31-9000","31-9090",0.258876878850348,0.0356151089323617,0.258876878850348,0.0356151089323617,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"182",182,3646,"medical transcriptionists",3640,NA,"Medical transcriptionists",3646,"31-9094",31,"31-9000","31-9090","31-9091",31,"31-9000","31-9090",0.258876878850348,0.0356151089323617,0.258876878850348,0.0356151089323617,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"183",183,3647,"pharmacy aides",3640,NA,"Pharmacy aides",3647,"31-9095",31,"31-9000","31-9090","31-9091",31,"31-9000","31-9090",0.258876878850348,0.0356151089323617,0.258876878850348,0.0356151089323617,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"184",184,3648,"veterinary assistants and laboratory animal caretakers",3640,NA,"Veterinary assistants and laboratory animal caretakers",3648,"31-9096",31,"31-9000","31-9090","31-9091",31,"31-9000","31-9090",0.258876878850348,0.0356151089323617,0.258876878850348,0.0356151089323617,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"185",185,3649,"phlebotomists",3640,NA,"Phlebotomists",3649,"31-9097",31,"31-9000","31-9090","31-9091",31,"31-9000","31-9090",0.258876878850348,0.0356151089323617,0.258876878850348,0.0356151089323617,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"186",186,3655,"healthcare support workers, all other, including medical equipment preparers",3650,NA,"Healthcare support workers, all other, including medical equipment preparers",3655,"31-909X",31,"31-9000","31-9090","31-909X",31,"31-9000","31-9090",0.288710057733347,0.0416393056090684,0.288710057733347,0.0416393056090684,0.287946829047786,0.0521969399125513,0.286569922527319,0.0396125834524496,0.282436909588532,0.0402091739273797
"187",187,3700,"first-line supervisors of correctional officers",3700,NA,"First-line supervisors of correctional officers",3700,"33-1011",33,"33-1000","33-1010","33-1011",33,"33-1000","33-1010",0.302145670513589,0.0124081401425504,0.302145670513589,0.0124081401425504,0.298376590221832,0.0417636446739256,0.388331825068944,0.0105791547627333,0.372994798729587,0.0112808631312843
"188",188,3710,"first-line supervisors of police and detectives",3710,NA,"First-line supervisors of police and detectives",3710,"33-1012",33,"33-1000","33-1010","33-1012",33,"33-1000","33-1010",0.40884327679422,0.0107850889525557,0.40884327679422,0.0107850889525557,0.298376590221832,0.0417636446739256,0.388331825068944,0.0105791547627333,0.372994798729587,0.0112808631312843
"189",189,3720,"first-line supervisors of fire fighting and prevention workers",3720,NA,"First-line supervisors of fire fighting and prevention workers",3720,"33-1021",33,"33-1000","33-1020","33-1021",33,"33-1000","33-1020",0.452719725741173,0.00838854880880437,0.452719725741173,0.00838854880880437,0.298376590221832,0.0417636446739256,0.388331825068944,0.0105791547627333,0.452719725741173,0.00838854880880437
"190",190,3740,"firefighters",3740,NA,"Firefighters",3740,"33-2011",33,"33-2000","33-2010","33-2011",33,"33-2000","33-2010",0.230476083323118,0.0239898485744952,0.230476083323118,0.0239898485744952,0.298376590221832,0.0417636446739256,0.229589816002386,0.0243365690044388,0.230476083323118,0.0239898485744952
"191",191,3750,"fire inspectors",3750,NA,"Fire inspectors",3750,"33-2020",33,"33-2000","33-2020","33-2020",33,"33-2000","33-2020",0.219887947283631,0.028910607323126,0.219887947283631,0.028910607323126,0.298376590221832,0.0417636446739256,0.229589816002386,0.0243365690044388,0.219887947283631,0.028910607323126
"192",192,3800,"bailiffs, correctional officers, and jailers",3800,NA,"Bailiffs, correctional officers, and jailers",3800,"33-3010",33,"33-3000","33-3010","33-3010",33,"33-3000","33-3010",0.341031694720106,0.0213558585094968,0.341031694720106,0.0213558585094968,0.298376590221832,0.0417636446739256,0.31913065474722,0.0136148736063748,0.341031694720106,0.0213558585094968
"193",193,3820,"detectives and criminal investigators",3820,NA,"Detectives and criminal investigators",3820,"33-3021",33,"33-3000","33-3020","33-3021",33,"33-3000","33-3020",0.29710002915064,0.00997703901551955,0.29710002915064,0.00997703901551955,0.298376590221832,0.0417636446739256,0.31913065474722,0.0136148736063748,0.29710002915064,0.00997703901551955
"194",194,3840,"miscellaneous law enforcement workers",3820,NA,"Parking enforcement workers",3840,"33-3041",33,"33-3000","33-3040","33-3021",33,"33-3000","33-3020",0.29710002915064,0.00997703901551955,0.29710002915064,0.00997703901551955,0.298376590221832,0.0417636446739256,0.31913065474722,0.0136148736063748,0.29710002915064,0.00997703901551955
"195",195,3850,"police officers",3820,NA,"Police and sheriff's patrol officers",3850,"33-3051",33,"33-3000","33-3050","33-3021",33,"33-3000","33-3020",0.29710002915064,0.00997703901551955,0.29710002915064,0.00997703901551955,0.298376590221832,0.0417636446739256,0.31913065474722,0.0136148736063748,0.29710002915064,0.00997703901551955
"196",196,3900,"animal control workers",3900,NA,"Animal control workers",3900,"33-9011",33,"33-9000","33-9010","33-9011",33,"33-9000","33-9010",0.403841951001718,0.0397545390948031,0.403841951001718,0.0397545390948031,0.298376590221832,0.0417636446739256,0.298268721470501,0.0767182760868355,0.403841951001718,0.0397545390948031
"197",197,3910,"private detectives and investigators",3910,NA,"Private detectives and investigators",3910,"33-9021",33,"33-9000","33-9020","33-9021",33,"33-9000","33-9020",0.324434162838817,0.0374237063772481,0.324434162838817,0.0374237063772481,0.298376590221832,0.0417636446739256,0.298268721470501,0.0767182760868355,0.324434162838817,0.0374237063772481
"198",198,3930,"security guards and gaming surveillance officers",3930,NA,"Security guards and gaming surveillance officers",3930,"33-9030",33,"33-9000","33-9030","33-9030",33,"33-9000","33-9030",0.336738643131966,0.0771075840201112,0.336738643131966,0.0771075840201112,0.298376590221832,0.0417636446739256,0.298268721470501,0.0767182760868355,0.336738643131966,0.0771075840201112
"199",199,3940,"crossing guards",3940,NA,"Crossing guards",3940,"33-9091",33,"33-9000","33-9090","33-9091",33,"33-9000","33-9090",0.23462238377138,0.130451843090886,0.23462238377138,0.130451843090886,0.298376590221832,0.0417636446739256,0.298268721470501,0.0767182760868355,0.180205637692232,0.0905657072047415
"200",200,3945,"transportation security screeners",3940,NA,"Transportation security screeners",3945,"33-9093",33,"33-9000","33-9090","33-9091",33,"33-9000","33-9090",0.23462238377138,0.130451843090886,0.23462238377138,0.130451843090886,0.298376590221832,0.0417636446739256,0.298268721470501,0.0767182760868355,0.180205637692232,0.0905657072047415
"201",201,3955,"lifeguards and other recreational, and all other protective service workers",3950,NA,"Lifeguards and other recreational, and all other protective service workers",3955,"33-909X",33,"33-9000","33-9090","33-909X",33,"33-9000","33-9090",0.15272440930217,0.0784519452758496,0.15272440930217,0.0784519452758496,0.298376590221832,0.0417636446739256,0.298268721470501,0.0767182760868355,0.180205637692232,0.0905657072047415
"202",202,4000,"chefs and head cooks",4000,NA,"Chefs and head cooks",4000,"35-1011",35,"35-1000","35-1010","35-1011",35,"35-1000","35-1010",0.27582489206839,0.0887944135088603,0.27582489206839,0.0887944135088603,0.242450358943499,0.0875733632137542,0.276355239652972,0.0820866206131865,0.276355239652972,0.0820866206131865
"203",203,4010,"first-line supervisors of food preparation and serving workers",4010,NA,"First-line supervisors of food preparation and serving workers",4010,"35-1012",35,"35-1000","35-1010","35-1012",35,"35-1000","35-1010",0.280400811939271,0.0520770514950904,0.280400811939271,0.0520770514950904,0.242450358943499,0.0875733632137542,0.276355239652972,0.0820866206131865,0.276355239652972,0.0820866206131865
"204",204,4020,"cooks",4010,NA,"Cooks",4020,"35-2010",35,"35-2000","35-2010","35-1012",35,"35-1000","35-1010",0.280400811939271,0.0520770514950904,0.280400811939271,0.0520770514950904,0.242450358943499,0.0875733632137542,0.276355239652972,0.0820866206131865,0.276355239652972,0.0820866206131865
"205",205,4030,"food preparation workers",4030,NA,"Food preparation workers",4030,"35-2021",35,"35-2000","35-2020","35-2021",35,"35-2000","35-2020",0.244760280322613,0.0900978908923203,0.244760280322613,0.0900978908923203,0.242450358943499,0.0875733632137542,0.244760280322613,0.0900978908923203,0.244760280322613,0.0900978908923203
"206",206,4040,"bartenders",4040,NA,"Bartenders",4040,"35-3011",35,"35-3000","35-3010","35-3011",35,"35-3000","35-3010",0.240190523606155,0.0806105123599766,0.240190523606155,0.0806105123599766,0.242450358943499,0.0875733632137542,0.217055049405405,0.08761963619828,0.240190523606155,0.0806105123599766
"207",207,4050,"combined food preparation and serving workers, including fast food",4050,NA,"Combined food preparation and serving workers, including fast food",4050,"35-3021",35,"35-3000","35-3020","35-3021",35,"35-3000","35-3020",0.21628246437195,0.0956299425624854,0.21628246437195,0.0956299425624854,0.242450358943499,0.0875733632137542,0.217055049405405,0.08761963619828,0.213573602333344,0.100428753335687
"208",208,4060,"counter attendants, cafeteria, food concession, and coffee shop",4060,NA,"Counter attendants, cafeteria, food concession, and coffee shop",4060,"35-3022",35,"35-3000","35-3020","35-3022",35,"35-3000","35-3020",0.208334388504974,0.111223584499449,0.208334388504974,0.111223584499449,0.242450358943499,0.0875733632137542,0.217055049405405,0.08761963619828,0.213573602333344,0.100428753335687
"209",209,4110,"waiters and waitresses",4110,NA,"Waiters and waitresses",4110,"35-3031",35,"35-3000","35-3030","35-3031",35,"35-3000","35-3030",0.21415655095697,0.0859407815007406,0.21415655095697,0.0859407815007406,0.242450358943499,0.0875733632137542,0.217055049405405,0.08761963619828,0.21415655095697,0.0859407815007406
"210",210,4120,"food servers, nonrestaurant",4120,NA,"Food servers, nonrestaurant",4120,"35-3041",35,"35-3000","35-3040","35-3041",35,"35-3000","35-3040",0.215189907473942,0.0735724451879194,0.215189907473942,0.0735724451879194,0.242450358943499,0.0875733632137542,0.217055049405405,0.08761963619828,0.215189907473942,0.0735724451879194
"211",211,4130,"miscellaneous food preparation and serving related workers, including dining room and cafeteria attendants and bartender helpers",4130,NA,"Dining room and cafeteria attendants and bartender helpers",4130,"35-9011",35,"35-9000","35-9010","35-9011",35,"35-9000","35-9010",0.237039280908492,0.0968856277883457,0.237039280908492,0.0968856277883457,0.242450358943499,0.0875733632137542,0.230529245041802,0.102372219786391,0.237039280908492,0.0968856277883457
"212",212,4140,"dishwashers",4140,NA,"Dishwashers",4140,"35-9021",35,"35-9000","35-9020","35-9021",35,"35-9000","35-9020",0.280708414669142,0.132342553757328,0.280708414669142,0.132342553757328,0.242450358943499,0.0875733632137542,0.230529245041802,0.102372219786391,0.280708414669142,0.132342553757328
"213",213,4150,"hosts and hostesses, restaurant, lounge, and coffee shop",4150,NA,"Hosts and hostesses, restaurant, lounge, and coffee shop",4150,"35-9031",35,"35-9000","35-9030","35-9031",35,"35-9000","35-9030",0.138779935452937,0.0794005297237129,0.138779935452937,0.0794005297237129,0.242450358943499,0.0875733632137542,0.230529245041802,0.102372219786391,0.138779935452937,0.0794005297237129
"214",214,4200,"first-line supervisors of housekeeping and janitorial workers",4200,NA,"First-line supervisors of housekeeping and janitorial workers",4200,"37-1011",37,"37-1000","37-1010","37-1011",37,"37-1000","37-1010",0.313109886447563,0.0363584540153622,0.313109886447563,0.0363584540153622,0.285453354687377,0.081257365395849,0.275208406221042,0.0359054387032508,0.275208406221042,0.0359054387032508
"215",215,4210,"first-line supervisors of landscaping, lawn service, and groundskeeping workers",4210,NA,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",4210,"37-1012",37,"37-1000","37-1010","37-1012",37,"37-1000","37-1010",0.227994691620432,0.0353566681435846,0.227994691620432,0.0353566681435846,0.285453354687377,0.081257365395849,0.275208406221042,0.0359054387032508,0.275208406221042,0.0359054387032508
"216",216,4220,"janitors and building cleaners",4220,NA,"Janitors and building cleaners",4220,"37-201X",37,"37-2000","37-2010","37-201X",37,"37-2000","37-2010",0.318038534386721,0.0745184877328951,0.318038534386721,0.0745184877328951,0.285453354687377,0.081257365395849,0.309218690821389,0.0778790715394052,0.309754072751342,0.0786156890898412
"217",217,4230,"maids and housekeeping cleaners",4230,NA,"Maids and housekeeping cleaners",4230,"37-2012",37,"37-2000","37-2010","37-2012",37,"37-2000","37-2010",0.298630934362335,0.0848818440479256,0.298630934362335,0.0848818440479256,0.285453354687377,0.081257365395849,0.309218690821389,0.0778790715394052,0.309754072751342,0.0786156890898412
"218",218,4240,"pest control workers",4240,NA,"Pest control workers",4240,"37-2021",37,"37-2000","37-2020","37-2021",37,"37-2000","37-2020",0.267584605630001,0.0450519961540224,0.267584605630001,0.0450519961540224,0.285453354687377,0.081257365395849,0.309218690821389,0.0778790715394052,0.267584605630001,0.0450519961540224
"219",219,4250,"grounds maintenance workers",4250,NA,"Grounds maintenance workers",4250,"37-3010",37,"37-3000","37-3010","37-3010",37,"37-3000","37-3010",0.239574799310811,0.10856423695148,0.239574799310811,0.10856423695148,0.285453354687377,0.081257365395849,0.239574799310811,0.10856423695148,0.239574799310811,0.10856423695148
"220",220,4300,"first-line supervisors of gaming workers",4300,NA,"First-line supervisors of gaming workers",4300,"39-1010",39,"39-1000","39-1010","39-1010",39,"39-1000","39-1010",0.320877018758991,0.0313899922601754,0.320877018758991,0.0313899922601754,0.266295173127641,0.0630345949469295,0.297317618640616,0.0275184194312565,0.320877018758991,0.0313899922601754
"221",221,4320,"first-line supervisors of personal service workers",4320,NA,"First-line supervisors of personal service workers",4320,"39-1021",39,"39-1000","39-1020","39-1021",39,"39-1000","39-1020",0.28022112063376,0.0252577655033034,0.28022112063376,0.0252577655033034,0.266295173127641,0.0630345949469295,0.297317618640616,0.0275184194312565,0.28022112063376,0.0252577655033034
"222",222,4340,"animal trainers",4340,NA,"Animal trainers",4340,"39-2011",39,"39-2000","39-2010","39-2011",39,"39-2000","39-2010",0.254491169591739,0.0244045216753174,0.254491169591739,0.0244045216753174,0.266295173127641,0.0630345949469295,0.233370405734626,0.054106720973959,0.254491169591739,0.0244045216753174
"223",223,4350,"nonfarm animal caretakers",4350,NA,"Nonfarm animal caretakers",4350,"39-2021",39,"39-2000","39-2020","39-2021",39,"39-2000","39-2020",0.231506538443312,0.0606173108737316,0.231506538443312,0.0606173108737316,0.266295173127641,0.0630345949469295,0.233370405734626,0.054106720973959,0.231506538443312,0.0606173108737316
"224",224,4400,"gaming services workers",4400,NA,"Gaming services workers",4400,"39-3010",39,"39-3000","39-3010","39-3010",39,"39-3000","39-3010",0.3285040532961,0.0730103140855511,0.3285040532961,0.0730103140855511,0.266295173127641,0.0630345949469295,0.23910131011993,0.105521450281566,0.3285040532961,0.0730103140855511
"225",225,4410,"motion picture projectionists",4400,NA,"Motion picture projectionists",4410,"39-3021",39,"39-3000","39-3020","39-3010",39,"39-3000","39-3010",0.3285040532961,0.0730103140855511,0.3285040532961,0.0730103140855511,0.266295173127641,0.0630345949469295,0.23910131011993,0.105521450281566,0.3285040532961,0.0730103140855511
"226",226,4420,"ushers, lobby attendants, and ticket takers",4420,NA,"Ushers, lobby attendants, and ticket takers",4420,"39-3031",39,"39-3000","39-3030","39-3031",39,"39-3000","39-3030",0.223209532786083,0.128263792243794,0.223209532786083,0.128263792243794,0.266295173127641,0.0630345949469295,0.23910131011993,0.105521450281566,0.223209532786083,0.128263792243794
"227",227,4430,"miscellaneous entertainment attendants and related workers",4430,NA,"Miscellaneous entertainment attendants and related workers",4430,"39-3090",39,"39-3000","39-3090","39-3090",39,"39-3000","39-3090",0.216366848134253,0.115966538767889,0.216366848134253,0.115966538767889,0.266295173127641,0.0630345949469295,0.23910131011993,0.105521450281566,0.216366848134253,0.115966538767889
"228",228,4460,"embalmers and funeral attendants",4460,NA,"Embalmers and funeral attendants",4460,"39-40XX",39,"39-4000","39-40X0","39-40XX",39,"39-4000","39-40X0",0.257848234599682,0.0376291130013241,0.257848234599682,0.0376291130013241,0.266295173127641,0.0630345949469295,0.257848234599682,0.0376291130013241,0.257848234599682,0.0376291130013241
"229",229,4465,"morticians, undertakers, and funeral directors",4460,NA,"Morticians, undertakers, and funeral directors",4465,"39-4031",39,"39-4000","39-4030","39-40XX",39,"39-4000","39-40X0",0.257848234599682,0.0376291130013241,0.257848234599682,0.0376291130013241,0.266295173127641,0.0630345949469295,0.257848234599682,0.0376291130013241,0.257848234599682,0.0376291130013241
"230",230,4500,"barbers",4500,NA,"Barbers",4500,"39-5011",39,"39-5000","39-5010","39-5011",39,"39-5000","39-5010",0.322863381674807,0.0424494619782647,0.322863381674807,0.0424494619782647,0.266295173127641,0.0630345949469295,0.289335905935504,0.0389003625321728,0.293044082475547,0.0379901297264575
"231",231,4510,"hairdressers, hairstylists, and cosmetologists",4510,NA,"Hairdressers, hairstylists, and cosmetologists",4510,"39-5012",39,"39-5000","39-5010","39-5012",39,"39-5000","39-5010",0.287918465964902,0.0373163080341894,0.287918465964902,0.0373163080341894,0.266295173127641,0.0630345949469295,0.289335905935504,0.0389003625321728,0.293044082475547,0.0379901297264575
"232",232,4520,"miscellaneous personal appearance workers",4520,NA,"Miscellaneous personal appearance workers",4520,"39-5090",39,"39-5000","39-5090","39-5090",39,"39-5000","39-5090",0.280108892977145,0.041366584126075,0.280108892977145,0.041366584126075,0.266295173127641,0.0630345949469295,0.289335905935504,0.0389003625321728,0.280108892977145,0.041366584126075
"233",233,4530,"baggage porters, bellhops, and concierges",4530,NA,"Baggage porters, bellhops, and concierges",4530,"39-6010",39,"39-6000","39-6010","39-6010",39,"39-6000","39-6010",0.338611754095056,0.0530568369837438,0.338611754095056,0.0530568369837438,0.266295173127641,0.0630345949469295,0.338611754095056,0.0530568369837438,0.338611754095056,0.0530568369837438
"234",234,4540,"tour and travel guides",4540,NA,"Tour and travel guides",4540,"39-7010",39,"39-7000","39-7010","39-7010",39,"39-7000","39-7010",0.159171888677887,0.100344477731898,0.159171888677887,0.100344477731898,0.266295173127641,0.0630345949469295,0.159171888677887,0.100344477731898,0.159171888677887,0.100344477731898
"235",235,4600,"childcare workers",4600,NA,"Childcare workers",4600,"39-9011",39,"39-9000","39-9010","39-9011",39,"39-9000","39-9010",0.26325456930101,0.0781753585736288,0.26325456930101,0.0781753585736288,0.266295173127641,0.0630345949469295,0.26846444993986,0.072273945668004,0.26325456930101,0.0781753585736288
"236",236,4610,"personal care aides",4610,NA,"Personal care aides",4610,"39-9021",39,"39-9000","39-9020","39-9021",39,"39-9000","39-9020",0.300205649859726,0.0699846404271151,0.300205649859726,0.0699846404271151,0.266295173127641,0.0630345949469295,0.26846444993986,0.072273945668004,0.300205649859726,0.0699846404271151
"237",237,4620,"recreation and fitness workers",4620,NA,"Recreation and fitness workers",4620,"39-9030",39,"39-9000","39-9030","39-9030",39,"39-9000","39-9030",0.186935593947763,0.0625735432836168,0.186935593947763,0.0625735432836168,0.266295173127641,0.0630345949469295,0.26846444993986,0.072273945668004,0.186935593947763,0.0625735432836168
"238",238,4640,"residential advisors",4640,NA,"Residential advisors",4640,"39-9041",39,"39-9000","39-9040","39-9041",39,"39-9000","39-9040",0.237233489340606,0.0557849739631748,0.237233489340606,0.0557849739631748,0.266295173127641,0.0630345949469295,0.26846444993986,0.072273945668004,0.237233489340606,0.0557849739631748
"239",239,4700,"first-line supervisors of retail sales workers",4700,NA,"First-line supervisors of retail sales workers",4700,"41-1011",41,"41-1000","41-1010","41-1011",41,"41-1000","41-1010",0.339263347287204,0.0307103622016179,0.339263347287204,0.0307103622016179,0.292378071565488,0.0590578718300433,0.339263347287204,0.0307103622016179,0.339263347287204,0.0307103622016179
"240",240,4710,"first-line supervisors of non-retail sales workers",4700,NA,"First-line supervisors of non-retail sales workers",4710,"41-1012",41,"41-1000","41-1010","41-1011",41,"41-1000","41-1010",0.339263347287204,0.0307103622016179,0.339263347287204,0.0307103622016179,0.292378071565488,0.0590578718300433,0.339263347287204,0.0307103622016179,0.339263347287204,0.0307103622016179
"241",241,4720,"cashiers",4720,NA,"Cashiers",4720,"41-2010",41,"41-2000","41-2010","41-2010",41,"41-2000","41-2010",0.258743609978219,0.101809256663923,0.258743609978219,0.101809256663923,0.292378071565488,0.0590578718300433,0.269536587136251,0.086743385813992,0.258743609978219,0.101809256663923
"242",242,4740,"counter and rental clerks",4740,NA,"Counter and rental clerks",4740,"41-2021",41,"41-2000","41-2020","41-2021",41,"41-2000","41-2020",0.294257962419298,0.0740053928319427,0.294257962419298,0.0740053928319427,0.292378071565488,0.0590578718300433,0.269536587136251,0.086743385813992,0.28569668564276,0.0595222628351168
"243",243,4750,"parts salespersons",4750,NA,"Parts salespersons",4750,"41-2022",41,"41-2000","41-2020","41-2022",41,"41-2000","41-2020",0.271634409230155,0.0450430754430635,0.271634409230155,0.0450430754430635,0.292378071565488,0.0590578718300433,0.269536587136251,0.086743385813992,0.28569668564276,0.0595222628351168
"244",244,4760,"retail salespersons",4760,NA,"Retail salespersons",4760,"41-2031",41,"41-2000","41-2030","41-2031",41,"41-2000","41-2030",0.283491042441917,0.0737030824416104,0.283491042441917,0.0737030824416104,0.292378071565488,0.0590578718300433,0.269536587136251,0.086743385813992,0.283491042441917,0.0737030824416104
"245",245,4800,"advertising sales agents",4800,NA,"Advertising sales agents",4800,"41-3011",41,"41-3000","41-3010","41-3011",41,"41-3000","41-3010",0.356452382254759,0.0535377286844843,0.356452382254759,0.0535377286844843,0.292378071565488,0.0590578718300433,0.332675092864973,0.0452167187495397,0.356452382254759,0.0535377286844843
"246",246,4810,"insurance sales agents",4810,NA,"Insurance sales agents",4810,"41-3021",41,"41-3000","41-3020","41-3021",41,"41-3000","41-3020",0.322459302659377,0.0320730324646633,0.322459302659377,0.0320730324646633,0.292378071565488,0.0590578718300433,0.332675092864973,0.0452167187495397,0.322459302659377,0.0320730324646633
"247",247,4820,"securities, commodities, and financial services sales agents",4820,NA,"Securities, commodities, and financial services sales agents",4820,"41-3031",41,"41-3000","41-3030","41-3031",41,"41-3000","41-3030",0.371153271770875,0.0418362806474833,0.371153271770875,0.0418362806474833,0.292378071565488,0.0590578718300433,0.332675092864973,0.0452167187495397,0.371153271770875,0.0418362806474833
"248",248,4830,"travel agents",4830,NA,"Travel agents",4830,"41-3041",41,"41-3000","41-3040","41-3041",41,"41-3000","41-3040",0.411877545631601,0.0551514632825479,0.411877545631601,0.0551514632825479,0.292378071565488,0.0590578718300433,0.332675092864973,0.0452167187495397,0.411877545631601,0.0551514632825479
"249",249,4840,"sales representatives, services, all other",4840,NA,"Sales representatives, services, all other",4840,"41-3099",41,"41-3000","41-3090","41-3099",41,"41-3000","41-3090",0.303534114212505,0.0563314454325541,0.303534114212505,0.0563314454325541,0.292378071565488,0.0590578718300433,0.332675092864973,0.0452167187495397,0.303534114212505,0.0563314454325541
"250",250,4850,"sales representatives, wholesale and manufacturing",4850,NA,"Sales representatives, wholesale and manufacturing",4850,"41-4010",41,"41-4000","41-4010","41-4010",41,"41-4000","41-4010",0.352011086061232,0.0332132545128696,0.352011086061232,0.0332132545128696,0.292378071565488,0.0590578718300433,0.352011086061232,0.0332132545128696,0.352011086061232,0.0332132545128696
"251",251,4900,"models, demonstrators, and product promoters",4900,NA,"Models, demonstrators, and product promoters",4900,"41-9010",41,"41-9000","41-9010","41-9010",41,"41-9000","41-9010",0.222918514737738,0.138617870292655,0.222918514737738,0.138617870292655,0.292378071565488,0.0590578718300433,0.311258723541792,0.0551935093116449,0.222918514737738,0.138617870292655
"252",252,4920,"real estate brokers and sales agents",4920,NA,"Real estate brokers and sales agents",4920,"41-9020",41,"41-9000","41-9020","41-9020",41,"41-9000","41-9020",0.332198317617484,0.0287758836463916,0.332198317617484,0.0287758836463916,0.292378071565488,0.0590578718300433,0.311258723541792,0.0551935093116449,0.332198317617484,0.0287758836463916
"253",253,4930,"sales engineers",4930,NA,"Sales engineers",4930,"41-9031",41,"41-9000","41-9030","41-9031",41,"41-9000","41-9030",0.375227559598459,0.0212576194688071,0.375227559598459,0.0212576194688071,0.292378071565488,0.0590578718300433,0.311258723541792,0.0551935093116449,0.375227559598459,0.0212576194688071
