Parameter,Value,Behav_Mode,Timestamp
d_u,0.013405204861436214,False,2025-04-22 05:49:50
d_v,0.029059459531592734,False,2025-04-22 05:49:50
gamma_u,0.9426585034605792,False,2025-04-22 05:49:50
gamma_v,0.08001062230980724,False,2025-04-22 05:49:50
d_u,0.001595408720207951,True,2025-04-22 08:11:44
d_v,0.019951750209331147,True,2025-04-22 08:11:44
gamma_u,0.8489615356051302,True,2025-04-22 08:11:44
gamma_v,0.152079878204536,True,2025-04-22 08:11:44
