Parameter,Value,Behav_Mode,Timestamp
d_u,0.004607657106575882,False,2025-04-19 04:45:19
d_v,0.02657304270448443,False,2025-04-19 04:45:19
gamma_u,0.8077557006623046,False,2025-04-19 04:45:19
gamma_v,0.16737763968087677,False,2025-04-19 04:45:19
d_u,0.002421850011766073,True,2025-04-19 07:31:24
d_v,0.010654540638587265,True,2025-04-19 07:31:24
gamma_u,0.7909004095982562,True,2025-04-19 07:31:24
gamma_v,0.36021923636147907,True,2025-04-19 07:31:24
