d_u,gamma_u,distance,otj,cyc_otj,cyc_ue,disc,timestamp,model_cat
0.001,0.001,52.7265344331446,True,False,False,True,2025-08-21 21:42:19,otj_disc
0.001,0.3006666666666667,40.48016225857765,True,False,False,True,2025-08-21 21:42:44,otj_disc
0.001,0.6003333333333334,28.49503333397582,True,False,False,True,2025-08-21 21:43:11,otj_disc
0.001,0.9,17.35892815700904,True,False,False,True,2025-08-21 21:43:43,otj_disc
0.10066666666666667,0.001,42.369261420421495,True,False,False,True,2025-08-21 21:44:12,otj_disc
0.10066666666666667,0.3006666666666667,29.847914277132453,True,False,False,True,2025-08-21 21:44:46,otj_disc
0.10066666666666667,0.6003333333333334,15.537242635943262,True,False,False,True,2025-08-21 21:45:18,otj_disc
0.10066666666666667,0.9,5.9144546914844645,True,False,False,True,2025-08-21 21:45:52,otj_disc
0.20033333333333334,0.001,34.32839796932874,True,False,False,True,2025-08-21 21:46:24,otj_disc
0.20033333333333334,0.3006666666666667,26.618222219557556,True,False,False,True,2025-08-21 21:47:01,otj_disc
0.20033333333333334,0.6003333333333334,25.261418411780497,True,False,False,True,2025-08-21 21:47:44,otj_disc
0.20033333333333334,0.9,32.8825825019285,True,False,False,True,2025-08-21 21:48:25,otj_disc
0.3,0.001,67.58541892282129,True,False,False,True,2025-08-21 21:49:11,otj_disc
0.3,0.3006666666666667,73.27675683618803,True,False,False,True,2025-08-21 21:49:58,otj_disc
0.3,0.6003333333333334,80.8354610073159,True,False,False,True,2025-08-21 21:50:50,otj_disc
0.3,0.9,100.76775732893184,True,False,False,True,2025-08-21 21:51:54,otj_disc
0.01,0.1,47.870489981326166,True,False,False,True,2025-08-21 22:07:07,otj_disc
0.01,0.18888888888888888,44.42318764751499,True,False,False,True,2025-08-21 22:07:34,otj_disc
0.01,0.2777777777777778,40.5407527392466,True,False,False,True,2025-08-21 22:08:01,otj_disc
0.01,0.3666666666666667,37.12840945073458,True,False,False,True,2025-08-21 22:08:30,otj_disc
0.01,0.4555555555555556,33.397756811462564,True,False,False,True,2025-08-21 22:08:56,otj_disc
0.01,0.5444444444444445,29.64647085777379,True,False,False,True,2025-08-21 22:09:27,otj_disc
0.01,0.6333333333333333,26.78047682711988,True,False,False,True,2025-08-21 22:09:56,otj_disc
0.01,0.7222222222222222,21.793030873174175,True,False,False,True,2025-08-21 22:10:26,otj_disc
0.01,0.8111111111111111,19.21638488411019,True,False,False,True,2025-08-21 22:10:57,otj_disc
0.01,0.9,17.328427768238015,True,False,False,True,2025-08-21 22:11:26,otj_disc
0.042222222222222223,0.1,44.513127984931224,True,False,False,True,2025-08-21 22:11:51,otj_disc
0.042222222222222223,0.18888888888888888,40.826027931178785,True,False,False,True,2025-08-21 22:12:16,otj_disc
0.042222222222222223,0.2777777777777778,37.27050619854931,True,False,False,True,2025-08-21 22:12:44,otj_disc
0.042222222222222223,0.3666666666666667,32.71159923698665,True,False,False,True,2025-08-21 22:13:11,otj_disc
0.042222222222222223,0.4555555555555556,29.77004344820391,True,False,False,True,2025-08-21 22:13:40,otj_disc
0.042222222222222223,0.5444444444444445,25.548673615247157,True,False,False,True,2025-08-21 22:14:09,otj_disc
0.042222222222222223,0.6333333333333333,21.277506562469462,True,False,False,True,2025-08-21 22:14:38,otj_disc
0.042222222222222223,0.7222222222222222,18.127678668486755,True,False,False,True,2025-08-21 22:15:09,otj_disc
0.042222222222222223,0.8111111111111111,14.722946427385393,True,False,False,True,2025-08-21 22:15:40,otj_disc
0.042222222222222223,0.9,11.697619167628075,True,False,False,True,2025-08-21 22:16:12,otj_disc
0.07444444444444444,0.1,41.10213712610642,True,False,False,True,2025-08-21 22:16:37,otj_disc
0.07444444444444444,0.18888888888888888,36.94234382235941,True,False,False,True,2025-08-21 22:17:05,otj_disc
0.07444444444444444,0.2777777777777778,33.482999777793275,True,False,False,True,2025-08-21 22:17:33,otj_disc
0.07444444444444444,0.3666666666666667,29.28283550489036,True,False,False,True,2025-08-21 22:18:03,otj_disc
0.07444444444444444,0.4555555555555556,25.119318564490282,True,False,False,True,2025-08-21 22:18:32,otj_disc
0.07444444444444444,0.5444444444444445,20.561267786125757,True,False,False,True,2025-08-21 22:19:02,otj_disc
0.07444444444444444,0.6333333333333333,17.955845445295218,True,False,False,True,2025-08-21 22:19:34,otj_disc
0.07444444444444444,0.7222222222222222,13.587230685398563,True,False,False,True,2025-08-21 22:20:06,otj_disc
0.07444444444444444,0.8111111111111111,10.713196022875795,True,False,False,True,2025-08-21 22:20:39,otj_disc
0.07444444444444444,0.9,7.166354809170841,True,False,False,True,2025-08-21 22:21:13,otj_disc
0.10666666666666666,0.1,36.890537427527995,True,False,False,True,2025-08-21 22:21:41,otj_disc
0.10666666666666666,0.18888888888888888,33.950209458096914,True,False,False,True,2025-08-21 22:22:09,otj_disc
0.10666666666666666,0.2777777777777778,29.578520909282883,True,False,False,True,2025-08-21 22:22:38,otj_disc
0.10666666666666666,0.3666666666666667,25.64185991983099,True,False,False,True,2025-08-21 22:23:10,otj_disc
0.10666666666666666,0.4555555555555556,21.558421298966607,True,False,False,True,2025-08-21 22:23:41,otj_disc
0.10666666666666666,0.5444444444444445,16.831018792263805,True,False,False,True,2025-08-21 22:24:13,otj_disc
0.10666666666666666,0.6333333333333333,13.33142148744372,True,False,False,True,2025-08-21 22:24:46,otj_disc
0.10666666666666666,0.7222222222222222,10.632473595583246,True,False,False,True,2025-08-21 22:25:20,otj_disc
0.10666666666666666,0.8111111111111111,7.261381872497895,True,False,False,True,2025-08-21 22:25:54,otj_disc
0.10666666666666666,0.9,6.554826728563891,True,False,False,True,2025-08-21 22:26:28,otj_disc
0.1388888888888889,0.1,34.28771556363163,True,False,False,True,2025-08-21 22:26:56,otj_disc
0.1388888888888889,0.18888888888888888,30.77551671424105,True,False,False,True,2025-08-21 22:27:26,otj_disc
0.1388888888888889,0.2777777777777778,26.23989479785183,True,False,False,True,2025-08-21 22:27:59,otj_disc
0.1388888888888889,0.3666666666666667,22.80773529414985,True,False,False,True,2025-08-21 22:28:30,otj_disc
0.1388888888888889,0.4555555555555556,20.12187678474128,True,False,False,True,2025-08-21 22:29:03,otj_disc
0.1388888888888889,0.5444444444444445,16.55087638600877,True,False,False,True,2025-08-21 22:29:37,otj_disc
0.1388888888888889,0.6333333333333333,12.898391762974418,True,False,False,True,2025-08-21 22:30:13,otj_disc
0.1388888888888889,0.7222222222222222,9.177986570866803,True,False,False,True,2025-08-21 22:30:49,otj_disc
0.1388888888888889,0.8111111111111111,9.549129075420836,True,False,False,True,2025-08-21 22:31:25,otj_disc
0.1388888888888889,0.9,11.977374890122253,True,False,False,True,2025-08-21 22:32:01,otj_disc
0.1711111111111111,0.1,31.9628736055736,True,False,False,True,2025-08-21 22:32:33,otj_disc
0.1711111111111111,0.18888888888888888,29.07904815534341,True,False,False,True,2025-08-21 22:33:06,otj_disc
0.1711111111111111,0.2777777777777778,25.09797258368693,True,False,False,True,2025-08-21 22:33:39,otj_disc
0.1711111111111111,0.3666666666666667,21.040779954249924,True,False,False,True,2025-08-21 22:34:13,otj_disc
0.1711111111111111,0.4555555555555556,17.84428653140745,True,False,False,True,2025-08-21 22:34:48,otj_disc
0.1711111111111111,0.5444444444444445,15.739385281940587,True,False,False,True,2025-08-21 22:35:24,otj_disc
0.1711111111111111,0.6333333333333333,14.876826577687758,True,False,False,True,2025-08-21 22:36:00,otj_disc
0.1711111111111111,0.7222222222222222,17.17425861888975,True,False,False,True,2025-08-21 22:36:37,otj_disc
0.1711111111111111,0.8111111111111111,18.192439836651676,True,False,False,True,2025-08-21 22:37:14,otj_disc
0.1711111111111111,0.9,20.02374015654192,True,False,False,True,2025-08-21 22:37:52,otj_disc
0.20333333333333334,0.1,32.35038233901676,True,False,False,True,2025-08-21 22:38:26,otj_disc
0.20333333333333334,0.18888888888888888,30.56605864734559,True,False,False,True,2025-08-21 22:39:02,otj_disc
0.20333333333333334,0.2777777777777778,26.781033931416818,True,False,False,True,2025-08-21 22:39:39,otj_disc
0.20333333333333334,0.3666666666666667,25.1939336172227,True,False,False,True,2025-08-21 22:40:15,otj_disc
0.20333333333333334,0.4555555555555556,23.364068361341626,True,False,False,True,2025-08-21 22:40:51,otj_disc
0.20333333333333334,0.5444444444444445,23.88306053064515,True,False,False,True,2025-08-21 22:41:29,otj_disc
0.20333333333333334,0.6333333333333333,26.368815207885905,True,False,False,True,2025-08-21 22:42:08,otj_disc
0.20333333333333334,0.7222222222222222,28.721046192080426,True,False,False,True,2025-08-21 22:42:48,otj_disc
0.20333333333333334,0.8111111111111111,32.79474041853727,True,False,False,True,2025-08-21 22:43:29,otj_disc
