"","lm_preds_fit","lm_preds_lwr","lm_preds_upr","glm_preds_fit","glm_preds_lwr","glm_preds_upr","eb_preds_fit","eb_preds_lwr","eb_preds_upr","lm_se","glm_se","eb_se","dur_unemp"
"26",0.871832548401162,0.822493560394065,0.921171536408259,0.872993555055167,0.824676394470272,0.921310715640061,0.870951138724731,0.820286068846769,0.921616208602693,0.0251729530648453,0.0246516125433133,0.0258495254479398,25
"27",0.865428017217196,0.814170899931437,0.916685134502954,0.866850266044965,0.816688178454018,0.917012353635912,0.86474271200525,0.812119425611098,0.917365998399402,0.0261515904519176,0.0255929018321156,0.0268486155072204,26
"28",0.85902348603323,0.805836048398066,0.912210923668394,0.860706977034763,0.808686413162824,0.912727540906703,0.858534285285769,0.803939627561755,0.913128943009783,0.0271364477730431,0.0265411040162955,0.0278544172061296,27
"29",0.852618954849264,0.797490286383483,0.907747623315045,0.854563688024562,0.800672500347869,0.908454875701255,0.852325858566288,0.795748049762989,0.908903667369587,0.0281268716662147,0.0274955039166801,0.0288662289812749,28
"30",0.846214423665298,0.789134727044762,0.903294120285834,0.84842039901436,0.792647662283661,0.90419313574506,0.846117431846807,0.78754588874043,0.904688974953184,0.029122294194151,0.0284554779238263,0.0298834403603964,29
"31",0.839809892481332,0.780770341664597,0.898849443298067,0.842277110004159,0.784612968414808,0.899941251593509,0.839909005127326,0.77933418948055,0.900483820774101,0.0301222198044566,0.0294204804027298,0.0309055181871303,30
"32",0.833405361297366,0.772397980843374,0.894412741751359,0.836133820993957,0.776569357615037,0.895698284372877,0.833700578407845,0.771113867875028,0.896287288940662,0.0311262145173431,0.0303900323361837,0.0319319951698045,31
"33",0.8270008301134,0.764018392133107,0.889983268093694,0.829990531983756,0.768517656830741,0.89146340713677,0.827492151688364,0.762885729438749,0.892098573937979,0.0321338969287212,0.0313637118127625,0.032962460331436,32
"34",0.820596298929434,0.755632234763991,0.885560363094878,0.823847242973554,0.760458596741639,0.887235889205469,0.821283724968883,0.75465048497283,0.887916964964935,0.0331449306966546,0.0323411460366913,0.0339965510183941,33
"35",0.814191767745468,0.74724009198818,0.881143443502757,0.817703953963353,0.752392824955894,0.883015082970812,0.815075298249402,0.746408763716584,0.88374183278222,0.0341590182435145,0.0333220045956423,0.0350339461902132,34
"36",0.807787236561503,0.738842481464445,0.87673199165856,0.811560664953151,0.744320917162723,0.878800412743579,0.808866871529921,0.738161124429555,0.879572618630287,0.0351758954576826,0.0343059937706266,0.0360743607654929,35
"37",0.801382705377537,0.730439864026598,0.872325546728475,0.80541737594295,0.736243386588647,0.874591365297252,0.80265844481044,0.729908064761987,0.875408824858892,0.0361953272198667,0.0352928517113788,0.0371175408410472,36
