d_u,gamma_u,distance,otj,cyc_otj,cyc_ue,disc,timestamp,model_cat,error
0.001,0.001,2380.929456533535,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.042625,136.11506092600104,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.08425,16.411763261954945,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.12587500000000001,56.19521846201416,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.1675,98.27492900942953,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.209125,96.78874195555989,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.25075000000000003,144.1329388971368,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.292375,182.1542805178296,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.334,170.40739600348462,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.37562500000000004,166.0402091989221,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.41725,210.64118595066856,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.45887500000000003,185.27975136801086,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.5005000000000001,224.27200991259608,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.5421250000000001,225.53169682820368,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.58375,231.2657320772953,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.625375,232.31623661188056,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.667,229.61742983907507,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.7086250000000001,268.6785242348514,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.7502500000000001,266.9044659030277,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.791875,253.02883698524522,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.8335,270.4550864907035,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.875125,280.9670552934437,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.9167500000000001,266.7767537395954,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,0.9583750000000001,236.81615148330044,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.001,1.0,284.30494893034734,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.001,948.9916955763166,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.042625,61.88484353512269,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.08425,45.04098212112885,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.12587500000000001,110.5090674342613,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.1675,153.97961590030127,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.209125,147.19891447771712,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.25075000000000003,188.69109088134832,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.292375,209.57145799563037,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.334,191.13992606468514,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.37562500000000004,244.81232644970663,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.41725,242.65317197791504,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.45887500000000003,251.4056593747499,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.5005000000000001,224.49660285891844,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.5421250000000001,267.9175882692571,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.58375,258.03077630630816,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.625375,325.9432576368386,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.667,287.5659913847682,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.7086250000000001,291.41762013185433,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.7502500000000001,277.18013538275477,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.791875,292.3275155491469,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.8335,290.85672736083313,True,False,False,True,2025-10-01 19:28:37,otj_disc,
0.042625,0.875125,304.58210234411126,True,False,False,True,2025-10-01 19:28:37,otj_disc,
