d_u,gamma_u,distance,otj,cyc_otj,cyc_ue,disc,timestamp,model_cat,error
0.001,0.001,5585.462663004383,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.042625,855.4980639467497,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.08425,877.3362117593373,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.12587500000000001,903.6621934560486,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.1675,888.377728704981,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.209125,933.5101910341033,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.25075000000000003,940.2000688715385,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.292375,1043.828427424918,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.334,1028.0034142045695,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.37562500000000004,1060.1381746963755,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.41725,947.8978711901693,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.45887500000000003,944.1727261797685,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.5005000000000001,895.7682783165802,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.5421250000000001,827.4948887421713,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.58375,765.2079538116678,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.625375,768.6721366168264,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.667,742.6928588484906,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.7086250000000001,636.2030446808127,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.7502500000000001,623.2208621254673,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.791875,605.0103658144908,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.8335,547.8507577819016,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.875125,534.5661522599868,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.9167500000000001,419.46890513622185,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,0.9583750000000001,476.82889229381124,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.001,1.0,357.8167432510134,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.001,1555.9761048305904,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.042625,1053.098647211861,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.08425,926.3881757049146,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.12587500000000001,926.0701124200102,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.1675,867.5399014694647,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.209125,802.4054004941526,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.25075000000000003,740.976903372311,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.292375,702.4280502086177,False,False,False,False,2025-10-01 20:24:14,nonbehav,
0.042625,0.334,723.347625843983,False,False,False,False,2025-10-01 20:24:14,nonbehav,
